feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
-1.1155,-0.9973,2.7342,1.2381,-0.2067,-0.3601,-2.484,0.9229,0.9493,-0.4427,-0.5142,-0.674,-1.7817,0.7548,-0.8824,-0.9316,-0.533,0.8926,-0.9855,1.1329,1.8506,-1.7243,0.3698,-0.0596,-0.3384,0.0697,-1.1722,0.7758,0.6844,0.6624,1.0259,1.8507,3
-0.9514,0.7018,2.3449,-0.5157,0.441,-1.3743,-0.5241,0.0743,1.1407,0.257,0.7061,0.8048,-0.6333,0.3929,1.1009,1.8513,-1.1602,0.2141,-0.1826,0.7796,-1.3705,0.296,-1.3109,0.052,-1.0576,0.6166,-1.4552,-0.0437,-0.1453,0.7031,1.384,1.2162,1
-2.5178,0.4943,-0.8849,-1.1532,1.4538,-0.2522,0.4723,1.0409,0.4619,-1.1504,0.576,-0.4719,2.3808,-1.0949,0.5937,-0.1328,-0.3253,-1.5117,-0.5523,-0.1061,-1.0555,0.8871,0.492,0.0246,0.9234,1.0162,-0.8253,1.4614,1.2478,0.6258,1.2227,1.1026,1
1.4935,1.356,-0.3623,-0.1919,-0.1345,1.0843,-0.2059,1.1509,0.7312,0.3169,0.5591,0.2535,-0.8827,-0.1882,0.6812,-0.6872,-1.4994,1.67,-0.364,-0.9144,-0.9751,0.9325,0.0772,-1.8099,-0.0379,1.0574,0.0884,-0.5488,-1.1493,-0.0978,0.5284,-1.0097,1
0.8649,1.5215,1.8911,-1.1253,-0.5644,-1.3772,1.3768,0.8128,0.2909,0.1118,0.158,0.1828,0.5612,-0.563,-1.2747,-0.5385,-1.2327,-0.7195,0.2016,0.4627,2.5722,0.8291,-0.3883,-0.5236,0.2124,-1.1423,0.1079,1.4435,-1.4082,-0.7002,-1.459,0.8378,0
0.2349,-0.4629,1.4189,0.9771,1.0385,0.6993,-0.5691,0.6917,1.7166,1.9138,0.4979,0.9577,1.0843,-0.3809,-1.4567,0.3747,0.485,0.0775,-0.6791,0.6326,-0.453,0.222,1.0904,-0.1499,0.4487,-0.052,1.5963,-0.0909,1.2782,-0.6762,0.1873,-0.9207,0
1.0196,1.1209,-2.3491,0.1819,1.3866,1.412,-0.4925,0.3489,-1.3356,0.9763,-0.7416,-0.7247,-0.4957,1.1669,0.8886,-0.1603,1.3323,1.1108,0.7363,-0.2675,-1.3024,-0.6993,-0.9338,-0.3814,0.4729,-1.2714,0.9479,0.512,-0.6037,0.6744,1.6843,0.3215,0
-1.0017,1.569,0.0838,-0.6668,0.6176,-0.2947,-0.0513,-1.3079,-0.0939,0.6983,1.3391,0.4179,0.1801,0.5856,1.4405,0.0265,1.6117,0.6042,-0.1513,-1.3293,0.6452,0.5218,1.6515,0.0952,0.0111,1.6429,-0.8968,-0.2475,0.075,-0.4298,-1.1749,0.7193,0
0.8739,-1.2664,1.8469,1.1131,0.2186,-0.1768,-1.0472,0.9134,-0.5812,1.5458,0.5027,-0.3696,-0.7317,0.2156,-1.1881,-0.339,-0.4502,-1.149,1.0658,0.4953,0.4892,1.634,-0.2698,0.4501,0.6043,0.6147,-0.5344,-0.1001,0.5917,1.1083,-0.2274,-1.4946,2
-0.5039,-0.3861,-0.6157,0.2668,0.8554,1.6084,0.9849,-0.3996,-1.6671,0.2942,0.3151,-1.027,-0.8158,0.665,-1.0304,1.1746,1.212,0.0033,-0.4297,-1.0152,-1.6123,-1.4434,-0.6703,-1.5729,-0.0032,-0.4786,-1.4498,-1.1107,1.2827,0.2175,1.2658,1.249,1
-0.3866,0.6289,2.7569,-0.1998,1.7628,-0.9782,-0.1621,0.5134,0.8893,0.1861,-0.4307,-2.002,0.7841,-0.4367,-0.1896,-0.994,-0.0155,0.2549,-0.2747,0.1006,-0.787,-0.8336,-0.4838,0.5515,2.202,-1.7221,-2.0589,2.6365,-0.5854,0.0071,-0.3169,2.2386,1
0.7007,-0.957,1.3847,0.6988,0.1629,-0.7683,0.1843,0.4778,0.1281,1.8211,0.7262,0.7212,-1.7144,0.3336,1.4668,0.9601,1.2536,0.8237,-1.417,-0.2233,0.603,-0.8743,1.0355,0.1535,0.9832,-0.0278,0.2231,-0.4262,-1.0766,1.1405,-0.9109,0.3542,2
-0.9304,1.0536,0.0567,0.3518,-0.0094,-1.3968,1.294,0.2583,-0.3257,-0.4402,0.7024,-0.4074,-0.1335,-0.3659,-0.8584,0.1894,1.0672,-0.1227,-0.0161,-1.4902,0.3395,0.4137,0.4631,-1.2176,0.4042,-0.7894,0.1725,0.0738,-0.151,0.6699,-0.2113,-0.7811,0
0.4609,0.1274,-1.1708,1.6571,0.4313,0.5685,0.634,-1.3124,0.7414,0.2252,0.4105,1.3572,-0.4018,-0.271,1.4803,0.6758,-1.1299,-0.249,-1.3085,-0.9298,-0.5014,1.4145,-3.2351,1.5524,1.6882,-0.8198,-1.3932,1.0278,-0.7401,0.2768,0.41,-0.9815,0
-0.443,1.0178,-0.4388,-1.1059,-0.2624,0.5852,0.175,0.9419,-0.203,-0.4213,0.111,-0.8992,0.242,0.733,0.9619,-1.5103,0.35,-0.5258,0.1301,-1.205,0.815,0.996,0.1136,-0.1555,0.4252,0.7019,-2.6659,1.001,-0.3256,0.5396,0.5437,0.1092,2
-2.0255,-0.8077,-1.2812,-0.7015,0.1943,0.5681,-0.3536,-1.4242,-1.1541,0.2008,-0.7736,0.1491,-0.9426,-0.7899,0.5019,-0.2533,0.6377,0.5755,-1.351,1.1229,0.3105,0.0741,1.1038,-1.9232,0.1374,0.1969,-0.5683,-0.649,-0.2059,0.2038,0.0579,1.5786,3
-0.523,0.6544,-1.1697,0.0384,-0.114,1.2285,0.0074,0.27,1.4623,-0.9204,-2.4787,-1.1573,0.9747,0.0711,-0.7214,0.2765,-0.1184,0.4497,-0.3306,0.3447,-0.3968,2.789,1.042,-0.1801,-0.3934,-1.8446,1.9584,-1.2294,-0.7855,-0.9432,-0.0428,0.953,2
-0.0413,-0.6514,1.1098,2.0297,-0.4568,-1.7811,0.6663,1.1173,0.647,0.8554,-0.6477,-1.5428,-1.6732,-0.6517,-0.085,-0.8845,-0.1944,-0.7401,0.8392,-1.4354,-1.2484,-0.6175,1.5272,-0.663,-1.5268,-1.2901,0.2786,-0.3033,-0.8269,0.045,1.4709,-0.6878,3
1.1812,0.9488,-0.1468,1.1557,0.5132,-2.0026,-0.784,-0.6294,0.7623,0.8531,1.6134,-1.846,-0.5036,-1.0609,-0.0911,-2.2675,-1.4255,0.8442,-0.1232,-0.4224,1.4465,-1.1642,-0.2843,0.4257,-0.7338,-0.7606,0.9544,-0.907,-0.5115,-0.8832,-1.5482,0.7329,3
-1.008,-0.0782,-0.2336,1.1479,1.1911,0.52,-1.9063,1.1256,1.0194,-1.788,2.7643,0.0119,0.2005,-0.5806,0.6833,1.2784,-1.0039,1.4889,0.4039,1.4798,-0.9241,1.1928,0.5972,-1.2662,-0.6691,-0.8016,-0.1749,1.7397,1.7343,-0.8022,-0.4472,-0.1735,3
