store_id,sales_revenue_usd,avg_roas,performance_weight,performance_budget,current_policy_budget,budget_change_pct
68,505687.1,-5.405338585078702,0.005523639230129065,15591.095225326764,13952.675067945116,11.742695572017983
69,504428.67,-3.344209697817517,0.003417400703007755,9645.999234176556,13917.953073087518,-30.693837064096986
70,493933.66,-3.8296700096845337,0.00391348574580259,11046.255264636722,13628.379808582975,-18.94667290032572
71,475757.89,-5.751397176995525,0.005877271622281453,16589.26256955412,13126.882711030548,26.376253484874418
72,477601.52,-3.8669887317475378,0.003951621221307219,11153.89694891122,13177.751262622067,-15.358115913535206
73,491773.64,-5.4762632177162205,0.00559611611146644,15795.669403959231,13568.781576395004,16.41184814588101
74,511382.17,-5.822351478240577,0.0059497788215502395,16793.92232397023,14109.810698257224,19.023016559992076
75,499501.81,-4.651819988058332,0.004753629208069932,13417.655020742766,13782.013523343701,-2.6437247502608514
76,517613.48,-4.40279870522889,0.0044991578728661,12699.380952871343,14281.742004548481,-11.079608154055611
77,513627.06,-6.4768180846645285,0.006618569012054123,18681.65812848019,14171.750622635916,31.823220898629113
78,497404.5,-4.605245339770117,0.004706035232157967,13283.315651410348,13724.145555292407,-3.2120754046656304
79,530501.73,-4.11665703364324,0.004206753736165348,11874.03727098965,14637.348395228495,-18.878495268580437
80,502155.74,-4.591368068118307,0.004691854244066917,13243.288211799378,13855.239482524927,-4.416749862009814
81,552740.79,-5.745760016213632,0.005871511087219438,16573.00280910293,15250.957834734736,8.668602908055902
82,496358.79,-4.626188652406878,0.00472743690782887,13343.724296773455,13695.292828289284,-2.5670756801170582
83,500233.93,-5.192359318670665,0.005305998722949176,14976.780326949383,13802.213826002686,8.50998626563713
84,521055.97,-3.2819351067366966,0.0033537631770840654,9466.375133969477,14376.725531703218,-34.15485944212784
85,511885.51,-5.396470037247947,0.005514576586237068,15565.514889966946,14123.698613271668,10.208489406170424
86,518591.9,-3.995964292139465,0.00408341952661141,11525.912542783799,14308.738098259353,-19.448434490628372
87,499263.1,-4.970069419115275,0.0050788438111301374,14335.609947509416,13775.427151918626,4.066536662805179
88,496110.83,-4.362548125624887,0.004458026373509179,12583.28265308806,13688.451235316381,-8.073729914579179
89,487581.98,-3.341127380875134,0.003414250926816188,9637.108635334886,13453.127311187718,-28.365290743063166
90,532320.5,-3.231854001801365,0.0033025860026009283,9321.921782205027,14687.531021665529,-36.5317304286589
91,523338.88,-4.089274874609213,0.004178772294213959,11795.056492587893,14439.714485622279,-18.315168181944934
92,528077.27,-5.148511371882056,0.005261191124825581,14850.305823445862,14570.453861839707,1.9206811555753416
93,508530.87,-4.910848292963347,0.005018326577932534,14164.79322573465,14031.139001033325,0.9525543485206796
94,507430.87,-4.99962582810201,0.005109047088429277,14420.862106976903,14000.788330480844,3.0003580268514245
95,452836.83,-4.7179040673929125,0.004821159596287812,13608.267164194369,12494.45585578177,8.91444430448874
96,532354.67,-3.476120279906602,0.003552198265570771,10026.480570212836,14688.473823858965,-31.739126266974736
97,508024.28,-5.475412914138887,0.005595247198238646,15793.216798292447,14017.161413583162,12.670578102840565
98,481503.72,-5.386092528239964,0.0055039719562096825,15535.58212468342,13285.41888683106,16.937089127711253
99,526640.44,-5.177568076342006,0.005290883761119689,14934.116641036424,14530.809540048867,2.775530846206386
100,518546.77,-3.845182854565394,0.0039293381030982765,11091.000332488877,14307.49289302114,-22.48117531549636
101,492205.44,-6.901271481136144,0.007052311948821146,19905.946527614025,13580.695594162786,46.575308971433984
102,527537.57,-3.8355033071605478,0.003919446710184816,11063.080759468306,14555.562719205911,-23.994139059490372
103,506823.89,-3.891242712728791,0.003976406022245439,11223.854847222317,13984.040830469985,-19.738114445672007
104,495144.79,-5.708030814450647,0.005832956148301316,16464.177141995584,13661.796724606818,20.512531944947508
105,509215.66,-4.521869818249626,0.004620834963154588,13042.82827489787,14050.033397112991,-7.16870269092799
106,493660.04,-5.069685847578846,0.005180640433777545,14622.94240554819,13620.83021724064,7.357203432718229
107,493400.83,-4.894929809354951,0.00500205970414479,14118.878138293798,13613.678219682542,3.710972967473562
108,537047.68,-4.162025456404519,0.00425311508723132,12004.897417557817,14817.96109695851,-18.984148095638435
109,532243.22,-3.0882747844701735,0.0031558644263298186,8907.783571516806,14685.398749101623,-39.342582903567816
110,498075.13,-4.490772171514508,0.004589056716747422,12953.130587343347,13742.649255467508,-5.7450252382018085
111,529376.99,-4.876263398866199,0.004982984762651581,14065.036962784729,14606.31511050377,-3.7057816678882625
112,537166.68,-3.9908886233627805,0.0040782327723067995,11511.272343287701,14821.244487681915,-22.332619552596718
113,487245.38,-4.922774615710457,0.005030513918865991,14199.19337120407,13443.84000599866,5.618583417151428
114,523585.95,-5.232964016610561,0.005347492090836895,15093.900041507899,14446.531522143552,4.481134578027013
115,527842.31,-4.636945719141581,0.0047384294025415875,13374.751853912785,14563.970958609698,-8.165486652483944
116,536000.88,-5.056169304830124,0.005166828069462634,14583.955448154946,14789.07829520002,-1.3869887152578688
117,506022.48,-4.671872638342873,0.004774120728450452,13475.494650062103,13961.928711481381,-3.4840033312823544
118,527505.84,-3.0014206541103365,0.003067109416037091,8657.262536462451,14554.687240318066,-40.5190754461498
119,515014.37,-4.289840326214134,0.004383727299206927,12373.565129126422,14210.028612421518,-12.923714183726375
120,537213.88,-3.52912182302281,0.0036063597946232196,10179.357599617651,14822.546807363802,-31.325178244263846
121,504131.89,-5.341705181773774,0.0054586131531665595,15407.551783075529,13909.76446217246,10.767884136185737
122,511144.12,-6.005268944126733,0.006136699598952356,17321.527317462973,14103.242537234482,22.81946702491842
123,520040.73,-4.345388803044823,0.0044404915038846705,12533.788504268892,14348.713518274399,-12.648695032443385
124,533691.09,-4.713586325969781,0.004816747357251353,13595.813121468496,14725.347681258734,-7.670681767519966
125,494022.49,-4.9817035254117465,0.005090732540195895,14369.167227275495,13630.830763187681,5.416665182886824
126,519688.85,-5.850185381939841,0.005978221895000865,16874.206109386698,14339.004614679847,17.680456648374232
127,506953.47,-5.007334330047273,0.005116924297799273,14443.096419588695,13987.616139461066,3.256310979557511
128,497937.15,-3.2773773567688322,0.003349105676702293,9453.228813411806,13738.84217771948,-31.193409960394824
129,514401.85,-3.1398134528839803,0.0032085310643652177,9056.441102285437,14193.128255397149,-36.19136712273709
130,506284.3,-4.147622918331165,0.004238397336795665,11963.354905640446,13969.152722903245,-14.358765037869304
131,538913.53,-5.153028951137294,0.005265807575322935,14863.336276071126,14869.442732095189,-0.041067147801594185
132,561873.41,-4.98711457784948,0.005096262018331429,14384.774803470413,15502.940690099284,-7.212605072681278
133,483797.85,-5.808189323101492,0.005935306715043282,16753.073169769446,13348.717417589753,25.50324233917587
134,515031.2,-3.92681575514095,0.004012757612346614,11326.461313583848,14210.492977680971,-20.295085248814303
135,503983.36,-4.519533449502758,0.004618447460898601,13036.08928028346,13905.666293902314,-6.253400558016883
136,529232.49,-3.906052235472801,0.003991539664573436,11266.57126095094,14602.328136053922,-22.84400709272395
137,514789.11,-4.633554066616805,0.004734963520683134,13364.969011144898,14203.813346922743,-5.905768509409347
138,496133.35,-7.909276066169907,0.008082377611203957,22813.423131616353,13689.072596317146,66.65426361866169
139,505631.69,-3.7191389390340728,0.003800535604311285,10727.440740672251,13951.146221894833,-23.107101237053342
140,512857.5,-4.539486008048994,0.004638836698944052,13093.640206166625,14150.5172935174,-7.468822979601944
141,508300.62,-3.487040293213934,0.003563357273086862,10057.97812853535,14024.786053856318,-28.284266940601476
142,500486.22,-3.729360769752288,0.003810981148890996,10756.924469322443,13809.17489025149,-22.103061516613614
143,502257.32,-3.7752140010010318,0.003857837918909604,10889.18299180641,13858.042228992854,-21.423366938334173
144,504915.16,-6.440971105402052,0.0065819374897508895,18578.26152188012,13931.376071012133,33.35553808311186
145,499897.36,-4.850458788600449,0.004956615395527095,13990.606447549964,13792.927348559188,1.4331917655712612
146,534349.4,-4.435197759341803,0.004532266009109624,12792.832404604516,14743.511453923647,-13.230762938770619
147,495769.86,-5.0727912949231,0.005183813846600411,14631.899721449761,13679.043355190672,6.965811435179911
148,528827.63,-4.654514464476369,0.004756382655502146,13425.426936924297,14591.157433799488,-7.989294215788872
149,522567.56,-4.634459369879692,0.004735888637313543,13367.580257259699,14418.432595430879,-7.288256412171941
150,512982.03,-2.9029479933677487,0.0029664815934850593,8373.22914862489,14153.953265339129,-40.84176348716898
151,519523.09,-4.284138185890439,0.004377900362468014,12357.117942446883,14334.431044542776,-13.79415127082195
152,533796.35,-4.846768446819714,0.004952844287332518,13979.962068994979,14728.251964515419,-5.080642952899535
153,517193.85,-4.359100789780611,0.0044545035896522275,12573.33919800642,14270.163775563084,-11.890715511355147
154,528796.16,-7.765766096155171,0.007935726797788445,22399.484657075638,14590.289128706501,53.52324042026342
155,499367.22,-4.119001318916709,0.004209149328208164,11880.799099940543,13778.299980844013,-13.77166184174802
156,534519.1,-7.072527882638108,0.007227316449068046,20399.91648374861,14748.193734644334,38.32145719531784
157,530186.66,-5.248712861086698,0.005363585612789013,15139.325823825056,14628.655135436706,3.490892933495256
158,507868.96,-6.095514027599568,0.006228919776384509,17581.829177910084,14012.875898901151,25.469099310933018
159,516526.88,-6.331281046269144,0.0064698467660626,18261.87280167417,14251.761060346367,28.1376576855853
160,499258.11,-3.4084033296995195,0.003482999269648281,9831.15859316559,13775.289470240394,-28.631927376884185
161,527712.86,-4.587332743494913,0.004687730602773175,13231.648768778707,14560.399236516043,-9.125783202461655
162,505303.88,-4.637002079922658,0.004738486996828512,13374.914420288767,13942.101446155006,-4.068160227184826
163,544867.34,-4.535803670431735,0.004635073770091192,13083.018914726905,15033.717391951614,-12.975489869651444
164,470584.16,-4.658950118041611,0.004760915387292872,13438.221084050094,12984.131643069193,3.4972646108628247
165,512539.13,-7.335908613321481,0.007496461501420313,21159.60877461383,14141.732981713953,49.62528851290277
166,484431.87,-7.78363183071204,0.007953983539844495,22451.01637231647,13366.210992265831,67.9684421060496
167,511267.85,-4.672844180395222,0.004775113533565175,13478.296954564434,14106.656435841262,-4.454347379442329
168,519834.93,-5.378220476105038,0.005495927617208582,15512.87606982255,14343.035183729218,8.156159913910017
169,492800.72,-3.84720070355068,0.003931400114504254,11096.820592438322,13597.12027340504,-18.388450132761708
170,504295.52,-4.856248615830946,0.004962531938278797,14007.306557315162,13914.279262374734,0.6685742982892461
171,491173.82,-5.196005514414531,0.005309724718931583,14987.297371193332,13552.231631657922,10.589147075844735
172,509349.96,-4.517166105435819,0.004616028305400099,13029.260940819093,14053.738938072265,-7.289718428437656
173,491830.36,-4.61142147341064,0.004712346535979246,13301.130018854334,13570.346567334764,-1.9838590499115345
174,524776.88,-4.756861850995976,0.004860970005652876,13720.636538353414,14479.391089489976,-5.240237979947325
175,487845.43,-4.494042221991447,0.004592398335189009,12962.5626825905,13460.396296785037,-3.6985063679993
176,533901.42,-4.1165973332278325,0.004206692729153223,11873.865071811564,14731.151005383557,-19.396216443153605
177,511763.83,-5.1780590232438986,0.005291385452831414,14935.53272252281,14120.34127727819,5.773170982463355
178,489425.32,-4.823373267490642,0.00492893708368487,13912.481288098099,13503.987861238818,3.024983664505505
179,539984.32,-5.817080018399324,0.005944391991119381,16778.71738702357,14898.987454386906,12.61649449931707
180,495739.2,-3.0920137103484193,0.0031596851819281143,8918.568085472894,13678.19739922782,-34.79719713669012
181,526505.79,-5.203039177915499,0.005316912320417404,15007.585187710363,14527.094342058059,3.3075495645485917
182,522740.31,-8.973981573350787,0.00917038514587223,25884.447210516904,14423.199030283551,79.46398129963289
183,514282.57,-4.735910714787864,0.0048395603351848015,13660.205326772853,14189.837139048514,-3.7324728049075704
184,536565.58,-5.123790367324478,0.005235929079084473,14779.00084780809,14804.659225800917,-0.1733128578070185
185,476264.4,-3.73762979545499,0.0038194311495796623,10780.775550086817,13140.858091159218,-17.95988149860773
186,532854.26,-4.277957233791469,0.004371584134732037,12339.289676697861,14702.258270678341,-16.07214722035662
187,520153.25,-5.315138701130417,0.005431465241453277,15330.9237378582,14351.818115956732,6.822171337392247
188,501495.42,-3.014085022091604,0.003080050954981427,8693.79149095007,13837.020250907459,-37.17006022029985
189,508052.01,-5.988371449391185,0.0061194322875077365,17272.78838180802,14017.92652639627,23.219281748143885
190,524528.54,-5.516640718085513,0.005637377309362543,15912.133792509489,14472.539011739975,9.947078253523651
191,504901.98,-6.912688066183885,0.007063978395992075,19938.876391641177,13931.012414795876,43.1258245844678
192,493925.51,-6.25791532890041,0.006394875374682387,18050.257586870062,13628.154937705702,32.44828569514944
193,515388.83,-3.948192730347311,0.004034602441678361,11388.12081017706,14220.360532507957,-19.916792656953767
194,513276.15,-7.370808222618182,0.007532124919723022,21260.272798394617,14162.068482814488,50.12123987533121
195,482849.93,-5.776782426523928,0.005903212450585673,16662.483485596007,13322.562865198746,25.06965554744587
196,533048.67,-3.810529157995762,0.003893925979541502,10991.045616494182,14707.622337825713,-25.269731816359425
197,494468.88,-3.701083445873937,0.003782084950616073,10675.361687941493,13643.147341213067,-21.752939985530467
198,522208.18,-4.350001249517263,0.0044452048978526944,12547.092590782926,14408.516755446195,-12.918915917973859
199,536735.34,-6.800124526812232,0.006948951303392957,19614.199438732463,14809.343162012725,32.444762905113976
200,514656.68,-4.331343250358308,0.00442613855177872,12493.275676814881,14200.159402103413,-12.020172992112311
