feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
1.5971,0.4671,-0.7431,-0.7519,-0.0361,-0.7064,0.8744,-0.1377,-0.844,0.5969,-2.1114,0.0504,-0.3926,-0.6667,0.9485,-1.2808,-1.5072,-0.3284,-1.1844,-0.016,0.244,-0.2904,1.6243,0.3826,-0.4328,-0.2727,1.0314,-2.5846,2.1963,1.2443,0.0822,0.473,2
2.0956,-0.2817,-0.0688,0.0905,0.2627,-0.2676,0.4257,-0.548,1.4683,-0.2832,-0.1789,1.8803,-0.5681,0.1199,0.6146,0.8043,0.4615,0.4216,-0.1989,-1.6949,0.5038,0.5687,-0.0231,0.4525,0.3458,-0.1516,-0.9057,-3.2084,-0.182,0.3477,-0.3314,-0.1649,2
0.4158,0.0834,0.7727,-0.2249,-0.429,-0.7791,-0.2681,1.5652,0.0753,0.1527,0.083,0.1674,0.0694,0.4588,0.0508,-0.0544,-0.8491,-0.5769,1.6935,0.1011,0.3743,1.1745,0.5874,0.7056,-1.2615,0.4392,0.3931,-0.5117,0.0658,0.8618,-0.2132,-0.1993,2
-2.3998,0.1436,1.1366,1.1018,0.2485,-0.3204,0.8783,0.0099,1.1782,-1.91,-0.1238,-1.036,1.5529,0.3159,-0.8482,-1.5206,0.2023,-0.0411,-0.435,-1.2439,-0.0519,-0.4592,1.0129,-1.2988,-0.9693,0.4876,-0.8129,-0.4446,0.0226,1.0824,0.8273,0.0068,2
0.5247,0.192,0.8862,-0.7588,0.6847,-1.7636,0.3835,-1.9255,0.0246,1.499,0.372,-1.1354,1.6413,0.6024,1.988,0.4634,-1.0382,-0.2166,-0.7551,0.1184,-0.7538,-0.7983,-0.2541,1.4694,-0.0759,-0.482,-0.4424,0.1616,-0.3661,-0.0561,0.2968,-0.2854,2
1.2748,-0.6398,1.1644,-0.6516,-0.4231,-0.3682,-0.3828,-0.2991,0.8186,-0.2889,1.5541,-0.2443,-0.8066,-0.7753,0.4217,2.234,-0.1465,1.3275,1.0585,0.1035,-0.6653,0.0397,-0.8252,0.3191,-0.4834,-0.0166,0.3339,1.6555,-1.9871,0.3957,-1.9333,0.7781,1
-0.6715,0.2897,1.2731,-1.3707,-1.1364,-0.5468,0.3434,-0.5473,0.2054,-1.6113,-0.396,0.185,-0.3893,-0.4207,-0.2592,-0.6771,-0.8017,0.7855,-0.7487,0.284,-0.0421,0.5917,0.9014,-0.8019,0.6307,1.8547,1.8851,1.0844,-0.1412,0.7264,0.5976,0.04,1
-1.0084,0.0384,-1.4248,-0.9502,-0.5198,-0.0365,1.4116,-0.0078,-1.0552,0.4161,0.884,-0.5075,-0.0613,-0.0909,1.0758,-0.7821,0.7534,-1.2628,-0.2903,0.4486,1.3929,0.6535,0.8721,1.2545,0.1341,-0.1314,-0.409,1.071,1.8173,1.3612,-1.4014,0.0538,0
0.5905,-1.1567,0.3984,-0.8,-0.08,-1.1443,2.6063,0.0072,0.6329,0.2016,-0.7131,1.0599,-0.841,0.9431,-0.7276,1.0582,0.0112,0.5847,1.3425,-1.2548,0.1964,-1.4909,0.8284,0.2632,-0.5737,-0.697,1.04,-0.1984,-2.6514,0.0166,-0.7441,-0.2406,0
1.2295,-1.0359,-0.2612,0.8941,-0.6077,-0.1941,-1.2347,0.3617,1.6541,0.1155,-0.3538,-2.707,1.0579,0.344,-0.0968,-1.8915,-0.5164,-0.3554,1.4688,-0.1853,1.1017,0.011,-0.0473,1.8722,1.3819,-1.9258,-0.3074,-0.5104,0.7492,2.2237,0.0567,0.0343,1
1.5814,0.103,-1.5508,-1.9497,0.697,-0.0641,-0.1322,-1.0142,-1.1316,0.7034,-1.0426,1.262,0.3599,0.8831,-0.8595,-0.1262,1.7484,-0.3122,0.6186,3.0319,0.441,0.4666,-0.8538,-0.9211,1.0158,-0.3687,1.4976,-0.9778,1.4864,1.4266,-0.8783,-0.4901,0
0.6643,1.7745,0.7059,-0.2623,0.6037,0.1006,0.1859,-0.0709,0.5462,0.001,1.459,-0.1908,1.515,0.2993,-1.5636,0.2887,1.7586,0.9398,-0.8721,-1.0102,1.4198,1.6075,0.6743,0.7599,0.4484,-0.7401,0.9082,-1.2119,0.4555,1.2186,1.4295,-0.1021,2
0.2796,-1.3196,-1.6388,0.593,-0.7129,-0.7168,-0.3464,0.2699,1.4716,1.1693,0.7472,1.0246,-1.2697,0.243,-0.4129,0.5576,-0.3254,-0.4045,1.6931,-0.7721,-1.0109,1.4016,-1.2069,0.9334,0.3671,1.342,0.4479,0.2729,-0.184,0.5749,0.6352,-0.723,0
-0.1201,-0.2431,-0.6144,-0.0284,-0.2609,0.3752,-0.5489,0.223,1.2373,-0.5768,-0.1025,0.8165,1.0364,-1.364,-0.9698,0.3152,0.0559,0.3601,-0.6787,-2.1142,1.3564,0.6366,-1.4915,0.7421,1.1142,0.9264,-3.5728,0.9294,0.6558,-0.6801,-0.4221,-0.7446,3
0.0722,-1.4784,-1.5707,1.0153,-0.1867,0.5289,1.5128,1.119,-0.1131,0.9004,0.6249,0.3091,-0.0209,0.5199,-0.6886,0.1871,-1.8745,-0.0686,-0.6437,-0.4854,-1.5674,-1.4371,0.3056,-1.6757,0.071,0.1311,-0.8214,0.0113,-1.4784,0.7158,-0.3459,0.6156,1
0.6296,0.2429,0.2331,0.1722,1.5779,-0.2461,-1.2148,-1.1577,-0.9712,1.4112,0.5904,0.8917,-1.2338,-0.1945,0.3116,0.7509,-0.9064,0.7433,-0.6534,-0.6362,-0.2856,0.0332,0.5357,-0.3456,0.3957,-1.4678,-0.7322,-0.2327,0.3726,0.0177,1.4329,0.1824,3
1.4954,0.5276,-1.2009,-1.796,-0.5881,-1.6195,0.9011,0.5761,-0.3565,0.0238,-0.1065,0.3704,-1.9825,-0.1784,-2.5862,0.484,-0.9981,-1.2695,-0.666,-0.1824,1.3149,0.6122,0.1157,0.5963,-2.2377,0.0296,-1.1119,-0.6508,-2.1762,0.5413,1.4005,-0.6243,1
-0.178,0.6693,1.7912,-1.37,1.8482,-0.7773,-1.2333,0.2924,-1.4509,-1.4392,-0.1585,0.7794,-1.448,-0.352,0.0247,-0.6802,0.6333,0.1952,0.2234,0.6599,-2.0351,0.0489,0.5768,0.4681,0.9888,1.1946,-0.7691,0.608,-1.7684,1.3002,-2.7173,2.4941,2
-1.5145,0.6416,0.5991,-0.2621,-0.0939,0.0334,-1.325,-0.0484,-0.4799,-0.0643,0.1996,0.9785,0.6469,-0.4863,-0.2166,-1.7391,1.7927,1.8748,0.998,-1.4013,0.2618,-1.0684,0.2943,-1.4395,0.0979,-2.1561,-1.5939,0.5631,1.9096,-1.1498,-1.4737,1.0717,1
0.1452,-0.5622,1.8662,-0.6273,1.866,0.366,-0.0285,0.0212,1.0669,1.8358,1.6474,0.1515,1.1887,0.6572,-0.5962,-1.6053,0.3996,0.3285,-0.4675,-0.4552,-0.425,0.0771,-1.0354,0.4813,-1.5773,0.1572,-2.0051,0.3199,-0.6543,0.6275,-1.478,-1.3651,0
