store_id,share,r2
58,0.025368298104985008,0.24435083813003244
59,0.020889441169842312,0.19015744549653935
60,0.024134757666335896,0.22565262044400158
61,0.025666788848177583,0.2673349904900941
62,0.02469257932565511,0.24760878462639557
63,0.024333541731212802,0.2572658689156788
64,0.024183124008878645,0.24675289559772473
65,0.02294445194429547,0.2237654762114969
66,0.022024188217823412,0.19192583114091244
67,0.02868996906567561,0.31989203118635345
68,0.02406113472729441,0.23557135632953397
69,0.02573180164282155,0.2727120147390403
70,0.023159960909925913,0.21460415322459458
71,0.02382764113842377,0.238632427556409
72,0.026122018882151966,0.27134369324774543
73,0.0248820687593298,0.27706050003006777
74,0.024714861098390068,0.24438264231669404
75,0.026260565241370572,0.2734992661719139
76,0.02517674759479265,0.2338678472240504
77,0.024892220432126588,0.2436295666143149
78,0.027132034998752434,0.2765272678963857
79,0.024598031478241012,0.24061596765929782
80,0.02560503805302842,0.2484055226047489
81,0.025610797600614195,0.2518786831345621
82,0.025544620372783704,0.2446837612656474
83,0.024947587336856734,0.2541017270442196
84,0.02457907934566249,0.2525871626518731
85,0.026394778958248318,0.2759455976900085
86,0.023733337556383235,0.23383662358785817
87,0.02521847324081024,0.2435538969248121
88,0.02492514598788919,0.2448063229834323
89,0.02779768623701503,0.32482983619270867
90,0.028538700477202642,0.32261516397230483
91,0.02434664283238908,0.2637264741948687
92,0.023662391946531285,0.23136558862927692
93,0.0238302584378926,0.2343399732884095
94,0.027521709511494987,0.27443351731326393
95,0.022522744225846974,0.2126458167259616
96,0.02542266676055122,0.2635918349395532
97,0.022018514982153653,0.2173244812896572
98,0.024643790482851317,0.24877527860945525
99,0.023071143122820617,0.20417417823372896
100,0.02776045674579684,0.2968793387930373
101,0.023635152897350267,0.23424518213404777
102,0.025804739062909428,0.2679402548289622
103,0.02719507572125638,0.30515592162876115
104,0.024809902238578787,0.25398910880136294
105,0.025931111518383593,0.26605373886184613
106,0.024010513948107808,0.24458517924490353
107,0.02541729734075927,0.24559486921300455
108,0.02787565122469127,0.29367045015906734
109,0.026495181627757894,0.2882777150006973
110,0.023155714131402817,0.21529931899662436
111,0.024899377197161156,0.22814692850962792
112,0.025757439166772353,0.26236861650089294
113,0.02270445245434158,0.202319849129468
114,0.024027043406062258,0.21183400949288167
115,0.025799689593655063,0.2692706415572783
116,0.025650011649739613,0.25473761727813105
117,0.021329963931559493,0.20261564708711022
118,0.025630885463917657,0.265949081117557
119,0.026690421655817916,0.2840971506981459
120,0.025138837506706965,0.2657222416235532
121,0.02584967835565473,0.2626408149313728
122,0.022309025222304314,0.2019301508456045
123,0.025526770553370985,0.2679388520026317
124,0.023073523294408642,0.19534183843358677
125,0.022823372636748947,0.2134040203814257
126,0.02441256700530882,0.23910320971470156
127,0.024983373719388566,0.2432406184490229
128,0.026233486280604533,0.28163905738801565
129,0.025555090066455944,0.2717235376751377
130,0.02682432895622268,0.2836519442305967
131,0.022920976929554266,0.22012276854755775
132,0.02616696339126483,0.2718509258968165
133,0.024551244782529447,0.22933636125861268
134,0.025873278391816554,0.2539299469536713
135,0.02223921685706402,0.2167151575633206
136,0.02593073486544126,0.2758468817792441
137,0.02440402616781172,0.24404384328403117
138,0.023126247731034787,0.22481368785518374
139,0.02646118512014597,0.2892114244375057
140,0.0253736612059298,0.24933694716205124
141,0.028191025943171296,0.2921368736396164
142,0.023673912498454627,0.23424632541662405
143,0.025728172883451493,0.2581541332366408
144,0.021191458292279787,0.1952539503925007
145,0.02531069887578662,0.23712468116007557
146,0.024714888675681647,0.2340951028596049
147,0.025142442943956345,0.24697275907761773
148,0.024189703142747494,0.2247707634661228
149,0.025937940483333876,0.27408992636604557
150,0.027736768189973424,0.30816118730802355
151,0.024672914830715067,0.2504283023874275
152,0.023435078598642942,0.2290955824199632
153,0.025605293762799478,0.26716038333272407
154,0.02037331601375108,0.1635413392246522
155,0.026693961492942293,0.27973777572714253
156,0.022705882524873596,0.20277873703920923
157,0.022715757143144992,0.20751011057946933
158,0.02105365955162245,0.1902522186328358
159,0.021426111620558998,0.19308465699936295
160,0.026995473063078854,0.2959653101594337
161,0.02477018299722837,0.2650753279263023
162,0.02597478782511429,0.26380599074305666
163,0.023503163825405474,0.21760706553631393
164,0.023418248148364525,0.21763282862298017
165,0.024514426185152104,0.22659238398958592
166,0.021819096103682507,0.1893026105554445
167,0.023027874763023017,0.2107269438607532
168,0.023869766437056607,0.22370500646585478
169,0.023434056525825368,0.2231111297924836
170,0.023672451412507317,0.2071496069214186
171,0.02316149724355839,0.21905998923538172
172,0.023267899874042736,0.21779658743609032
173,0.022949366310090064,0.2216709462818649
174,0.024612414036289935,0.2439940487047073
175,0.026489878579671534,0.3070598159191609
176,0.026774345407922832,0.26262015093113844
177,0.02147989356203868,0.19296127970207022
178,0.023964377378156095,0.23337081798155646
179,0.025490997979265847,0.25215939894692896
180,0.024851393665606087,0.26526466527235115
181,0.022026483054934477,0.19032576972198356
182,0.023550883343698974,0.2136312993070869
183,0.022786346338539112,0.20735312005066497
184,0.02515803539608764,0.24301272353165082
185,0.024668628454122814,0.24632185642178683
186,0.025625016020657938,0.2546939739259063
187,0.02368479131405253,0.21722837765110747
188,0.026419265227988206,0.2878333302737084
189,0.02643723613169474,0.2525825072304564
190,0.025852308411279005,0.25622553115346147
191,0.022637535318640434,0.2065093847057592
192,0.02227958467597273,0.2156801021478051
193,0.024595355762598796,0.25934382359145003
194,0.024410404803424154,0.23044614979396938
195,0.024720578248159764,0.22369319329985315
196,0.027090144499200698,0.30461493004457885
197,0.026070266681606606,0.2852650470412402
198,0.025636676253359223,0.26375222834185674
199,0.025903150669620064,0.25842845174617723
200,0.026426881674121164,0.26584091795302256
