n_samples,tsi_prefix
114,0.7422487221446008
115,0.7504949005856311
116,0.7584681346249877
117,0.7653715337031592
118,0.7717036698362634
119,0.7711394320427014
120,0.7750156537714566
121,0.7784271796555806
122,0.7825902920785888
123,0.7862114923833436
124,0.7857170562122433
125,0.7863223426948844
126,0.7875235320393437
127,0.7851167478305447
128,0.7845593970801019
129,0.7856415804491631
130,0.7867299039020608
131,0.788864127827696
132,0.7898962418334318
133,0.791868403318126
134,0.7944495001710856
135,0.7956950831499167
136,0.7989126304964737
137,0.8024364919689001
138,0.8043684273386746
139,0.8013100681553369
140,0.7925512236868899
141,0.7926760936491993
142,0.7923430470905702
143,0.7894401589428922
144,0.7906393941418843
145,0.7917319797996497
146,0.7934235099471181
147,0.7952122031314374
148,0.7972778925641728
149,0.7975507249431059
150,0.7988489444587586
151,0.8002039991314807
152,0.8011375239613241
153,0.8014820505105764
154,0.8041548684491118
155,0.8068584484280817
156,0.8056948074720984
157,0.8072441171439029
158,0.8074894567170204
159,0.8086216941153412
160,0.8093421133780898
161,0.8108238735241926
162,0.8128757034846442
163,0.8105406990713098
164,0.8117720645042998
165,0.8124544646211291
166,0.8135207998291517
167,0.8139975193161061
168,0.8148940545846364
169,0.8159451328425652
170,0.8169860935801889
171,0.8179543076118492
172,0.8188191516508482
173,0.8198651610747915
174,0.8204660090301643
175,0.8214474573151852
176,0.823241433372655
177,0.8226633173488969
178,0.8237743065004915
179,0.8249163431145922
180,0.8258672015503739
181,0.8253497708326764
182,0.8259173100991569
183,0.8265263991923333
184,0.8261349989383204
185,0.8263650497969247
186,0.8249721501229286
187,0.825079497210869
188,0.824490171692341
189,0.8239262759110476
190,0.8224212286382614
191,0.8206280538429666
192,0.820691176258985
193,0.8207238524764497
194,0.8194211780315345
195,0.8188064218732032
196,0.8185258546098026
197,0.8183534802626526
198,0.8184063453714787
199,0.8185355504437055
200,0.8186699585010239
201,0.8187003643597471
202,0.8175197668585289
203,0.8175288065635153
204,0.8172750081718706
205,0.8150086458783528
206,0.8151134295116972
207,0.8149289736446291
208,0.8144991806143574
209,0.8146248942391314
210,0.8151589589713315
211,0.8150414550822326
212,0.8147763516880391
213,0.8154084219386644
214,0.8160336923543314
215,0.816783280529678
216,0.8167396176695741
217,0.8170038473039629
218,0.8162165404099754
219,0.8164632928297328
220,0.8165826924296969
221,0.8169481257706119
222,0.8172453467086891
223,0.8175291160413909
224,0.8174312023935718
225,0.8178811597192605
226,0.8182554920447284
227,0.8149485019558247
228,0.8130915902056637
229,0.8127695375823554
230,0.8127801010171193
231,0.8118959172257285
232,0.8119714373990745
233,0.8121022471700768
234,0.8114081654920036
235,0.8112999754471196
236,0.8113143843244767
237,0.8096453133293892
238,0.8102130632897115
239,0.8104994344963354
240,0.8112935008299199
241,0.8120772907594485
242,0.8131895990845776
243,0.8134135492152147
244,0.8145412534160172
245,0.813645676659069
246,0.814632055287663
247,0.8161294366427427
248,0.8158885853296348
249,0.8127519951186996
250,0.8131010347555393
251,0.8140113772705794
252,0.8148013649924415
253,0.8139908222236393
254,0.8143018131950313
255,0.8150008126201761
256,0.8152802231808994
257,0.8156629751198268
258,0.8161486695525444
259,0.8166905576364388
260,0.8167717151354001
261,0.8175868695783179
262,0.8184359319956529
263,0.8192057745971505
264,0.8200045106205421
265,0.8206816636827188
266,0.8208263011927583
267,0.8213606450355473
268,0.8217852832520884
269,0.8222517742241399
270,0.8227140031094491
271,0.823105523430601
272,0.8235647392045269
273,0.8240799237969416
274,0.822588149139601
275,0.8217158059001904
276,0.8217264745726562
277,0.8216517270028396
278,0.8214418931988231
279,0.8210017903833908
280,0.8210689082694731
281,0.8210410540040324
282,0.8201564569846642
283,0.8199380562320524
284,0.8199402200526285
285,0.8196860122679652
286,0.8198326359519634
287,0.8199893043034041
288,0.8201689132048724
289,0.8203527260298091
290,0.8205672851480083
291,0.8207899169343749
292,0.8209988074422531
293,0.8202776842364391
294,0.8183217482977855
295,0.8186806545381122
296,0.8190099468550058
297,0.8192761225157426
298,0.8195836041578487
299,0.8191462519117313
300,0.819635662995562
301,0.8188498183633413
302,0.8185781574138297
303,0.8186716906211663
304,0.8190553410128919
305,0.8194703316783862
306,0.8196851120448594
307,0.8202638687438103
308,0.82006612467219
309,0.8202678189362804
310,0.8193805675363819
311,0.8189699848525037
312,0.8189486653514226
313,0.8179186107139327
314,0.8178502026759741
315,0.8176238874818764
316,0.8176026036552272
317,0.8176056485018088
318,0.817454727848216
319,0.8171318806143707
320,0.8166919141965586
321,0.8164861529971872
322,0.8164784638206909
323,0.8160441907926217
324,0.8159108162032761
325,0.8150073402167187
326,0.8150851040653033
327,0.8144088127264926
328,0.8145157150112775
329,0.8141253847789305
330,0.8140665692877276
331,0.8134214770226655
332,0.8134286926154787
333,0.8133667778346673
334,0.8130848062688572
335,0.8131226095018432
336,0.8126697859202857
337,0.8125352196427699
338,0.8125026046923262
339,0.8120936476333067
340,0.8120183313717722
341,0.8103950144133135
342,0.810363498887318
343,0.8103619611085898
344,0.810308046370984
345,0.8095332846436843
346,0.8082340905830718
347,0.8081366019892067
348,0.8080233535140965
349,0.8072993085862964
350,0.8066155338838583
351,0.8065723330395901
352,0.8063623411079638
353,0.8062726080239146
354,0.8060873654828679
355,0.805803432446109
356,0.8058697997009753
357,0.8059504930893409
358,0.8060437237392599
359,0.8058840481570713
360,0.8059324165500691
361,0.805972839361535
362,0.8059913246643251
363,0.8058143423058838
364,0.8055426740347773
365,0.8055933099592175
366,0.8050785556080945
367,0.8050119942508662
368,0.804863259892812
369,0.8049088938653635
370,0.8048016197711448
371,0.8049116876670598
372,0.804603804645269
373,0.8046991412888291
374,0.8049081071209826
375,0.8053107397321078
376,0.804620314645685
377,0.8054432397898688
378,0.8047680048379293
379,0.8047810567984675
380,0.8053754260220242
381,0.8060362778099334
382,0.806446727888576
383,0.8063174031585822
384,0.8062892768947139
385,0.8058045326725223
386,0.8057865613955695
387,0.8059232492796777
388,0.8060853065433377
389,0.8063284776423677
390,0.8059191970118778
391,0.8044902145634262
392,0.8045091270893109
393,0.80446027866819
394,0.8044197048204063
395,0.804326377660729
396,0.8043704698711426
397,0.8043006055262544
398,0.8043893183863132
399,0.8044521633981372
400,0.8044110810698593
401,0.80448309742708
402,0.8045632317795919
403,0.804526882231756
404,0.8046036883654528
405,0.804684994613059
406,0.8048007074694559
407,0.8049220210681676
408,0.8049254511217578
409,0.803923280325499
410,0.8034926504596092
411,0.8029215880250984
412,0.8015850806094159
413,0.8015967467922989
414,0.801518031103644
415,0.8015928703295433
416,0.8016614194167067
417,0.8013703098515538
418,0.8009005870476098
419,0.80090232578804
420,0.8004249236985259
421,0.8004332289668042
422,0.8002562924993716
423,0.8001707235761752
424,0.7996510840633436
425,0.7995360817291175
426,0.7996091985842416
427,0.7994909230636174
428,0.7987167464668743
429,0.798277722809756
430,0.7982614541375249
431,0.7980650089348773
432,0.7980511846602524
433,0.7981020304047391
434,0.797438745707777
435,0.7973137104739753
436,0.7973739957715693
437,0.797498053938074
438,0.7975162124872676
439,0.7977857021813222
440,0.7980494429249138
441,0.7983771086894138
442,0.7986400584356061
443,0.7988565719107675
444,0.7985414886896003
445,0.7986780990399106
446,0.798453170279267
447,0.7983521458576238
448,0.7985521279155366
449,0.7983619470234449
450,0.798424662195604
451,0.7985324586088776
452,0.7985873500030293
453,0.7976439146251282
454,0.7965857759917843
455,0.7965977582636397
456,0.7966080886384934
457,0.7963778229143907
458,0.7962302755626568
459,0.7962367149572305
460,0.7962703857493822
461,0.796291216759418
462,0.7961426364559588
463,0.7955382771493997
464,0.7945705197160734
465,0.7944030046403786
466,0.7945142906994924
467,0.7946771989161483
468,0.7938122500477836
469,0.7935257132720633
470,0.7933580030114773
471,0.793358840118512
472,0.7933709052118287
473,0.7934154756879861
474,0.7934582301292185
475,0.7933899184366215
476,0.7934050437719282
477,0.7931370650604914
478,0.7928783141168986
479,0.7929208311706492
480,0.7913129280283853
481,0.7913068383055326
482,0.7908686471661179
483,0.79092103595566
484,0.7909252810702749
485,0.7910060473065489
486,0.7910711877046316
487,0.79096679150179
488,0.7909754414904289
489,0.7908298883773611
490,0.7907687233881554
491,0.7905933739333472
492,0.7906884871679987
493,0.7907768111865429
494,0.7908660071031975
495,0.7909596881314458
496,0.7909418502046622
497,0.7902296377552226
498,0.7902503318523173
499,0.7893445710258473
500,0.7888587340838189
501,0.7884246463519342
502,0.7882453655451689
503,0.7881308157358715
504,0.787641886317988
505,0.7858587251284852
506,0.7860381279163167
507,0.7847608715495002
508,0.7847558275775831
509,0.7847555767947789
510,0.7847477697517732
511,0.7843494916090934
512,0.7844894313143322
513,0.7846348441223184
514,0.7847882169558231
515,0.7847400684934922
516,0.7847874360625945
517,0.7847269232807992
518,0.7847032552422358
519,0.7845529971759604
520,0.7839570253085534
521,0.7837685250986226
522,0.7836436057298906
523,0.7832478986916271
524,0.7832496067253595
525,0.7828121432474275
526,0.7827714802950597
527,0.7823250168946271
528,0.7823491387957148
529,0.7823713932320101
530,0.7819560838908244
531,0.7820274564921146
532,0.781884377298327
533,0.781871825915037
534,0.7818736426033474
535,0.7813490239434038
536,0.7812737485962442
537,0.7812176672653921
538,0.7809620841040509
539,0.7797353124335602
540,0.7796258981631472
541,0.7791217800956495
542,0.779138049341572
543,0.7792598600905039
544,0.7794041274019826
545,0.7795618124604983
546,0.7797396744669615
547,0.7798931228580355
548,0.7799397364139976
549,0.780014839354722
550,0.7800492876945766
551,0.7801204734431719
552,0.7801226161567747
553,0.780158372248396
554,0.7792705184325269
555,0.7792711746708363
556,0.7792579210672081
557,0.7791634240976526
558,0.7790074154288279
559,0.7788309458667162
560,0.7788882285555224
561,0.7791101246046628
562,0.779274512545141
563,0.7794583892840741
564,0.779597089032926
565,0.7795917273925133
566,0.7795867671476205
567,0.7797075242225054
568,0.779797986200003
569,0.7798624928758583
570,0.7799710334134147
571,0.7797820720005367
572,0.7800235127740577
573,0.7802226013687272
574,0.7803670812078212
575,0.7806404267516134
576,0.7806708338984807
577,0.7805835559489162
578,0.780426742456362
579,0.7806073735247787
580,0.7807384724014945
581,0.7799829242659598
582,0.780285301562931
583,0.7808711282489442
584,0.7814165927569556
585,0.7819475774414444
586,0.7814981012102904
587,0.7817444895494127
588,0.7822409997087778
589,0.7828129346922726
590,0.7826573219544699
591,0.7828962525405727
592,0.7833641090579377
593,0.7829730820811457
594,0.7829127062318522
595,0.7832364951792663
596,0.7838921545755592
597,0.7846055506810515
598,0.7850964791345983
599,0.7856656429471224
600,0.7859399948018215
601,0.7866416753331779
602,0.7874254971547548
603,0.7877412148037208
604,0.788390940400221
605,0.7891297651677754
606,0.7897824051212746
607,0.7902614478143247
608,0.7907474588602886
609,0.7910050197533502
610,0.7916180028949695
611,0.79225299496025
612,0.7930109889256838
613,0.7936528345376054
614,0.7945126782136783
615,0.7954259281758984
616,0.7963827622993032
617,0.7973655569762838
618,0.798371223712776
619,0.799416887262869
620,0.7998898682867495
621,0.8007655524410364
622,0.8016497694910035
623,0.8024651058442915
624,0.8033162302600918
625,0.8040994821283386
626,0.8049474990053314
627,0.8058607987727531
628,0.8062691375017601
629,0.8069637823572171
630,0.8072681266420931
631,0.8077831556273745
632,0.8073155745056735
633,0.8079342836060694
634,0.8082465948366409
635,0.8091547924034552
636,0.810090362012124
637,0.8110427905162997
638,0.8119664278903442
639,0.8129057477860574
640,0.8137632438185523
641,0.8145416974261068
642,0.8154421115701989
643,0.8154898021365973
644,0.8161551154149995
645,0.816842156803262
646,0.8175480231860268
647,0.8181146732400779
648,0.8185125611652084
649,0.8192975584516325
650,0.8201044324584995
651,0.8201968556552023
652,0.8208078504451907
653,0.8208397382436148
654,0.8212182619756021
655,0.8216463906181704
656,0.8220770673886842
657,0.8224999970505311
658,0.822994680866646
659,0.823167958235788
660,0.82356793317527
661,0.8237436240969438
662,0.8243018325415963
663,0.8248379156075065
664,0.8254932158997865
665,0.8261606095619745
666,0.8266244241877143
667,0.8273157321482493
668,0.8282308441177131
669,0.8291955897366337
670,0.8296633634684365
671,0.8307543880687738
672,0.8318596912600267
673,0.8329841790912424
674,0.8341039495209237
675,0.835193704442203
676,0.8362908724348059
677,0.836383234161989
678,0.8371281403733255
679,0.8378260604625658
680,0.8385481987718286
681,0.8390972341201967
682,0.8396190406509707
683,0.8398861947198142
684,0.8403591603038474
685,0.8408699142482854
686,0.8414082887022931
687,0.8418201323067247
688,0.8419214834692035
689,0.8423073975820585
690,0.8427221965390512
691,0.8431151408653598
692,0.8435290411573857
693,0.8437679857944806
694,0.8436941328999625
695,0.8441846032846212
696,0.8447392893093162
697,0.8449532746506176
698,0.8457506201419283
699,0.8466317934223613
700,0.8475970676610672
701,0.8482901960485013
702,0.849133954919856
703,0.8499530866452094
704,0.8508675970745434
705,0.851539890569197
706,0.8523175333175741
707,0.8531743526347693
708,0.8540047889332802
709,0.854871922849024
710,0.8556201166871767
711,0.8564042553006239
712,0.857060917224556
713,0.8577405566411145
714,0.8585101443723123
715,0.8592788357674406
716,0.8599917383538542
717,0.8607251964810305
718,0.8615618588690112
719,0.8624518921851405
720,0.8633205895833576
721,0.8642701206013007
722,0.8649750328349525
723,0.8654932359831994
724,0.8663987674800161
725,0.8674839937929091
726,0.8682752500486195
727,0.8692246796472435
728,0.8700425109596417
729,0.8708760910154963
730,0.8717774478028435
731,0.8727030316283527
732,0.8736225138953224
733,0.8744510497422919
734,0.8753027054077102
735,0.876109063837896
736,0.8768929654689339
737,0.877556728960833
738,0.8781551588711366
739,0.8786867315599652
740,0.8791463542450577
741,0.8798434441324668
742,0.8804192606144807
743,0.8810890077609294
744,0.8816634375386998
745,0.8824819915111575
746,0.8831516830469858
747,0.883512704175467
748,0.8840853247887945
749,0.8846826054474455
750,0.8852656645062027
751,0.885892821940065
752,0.8865183186883183
753,0.8871150154501226
754,0.8873341183925226
755,0.8875487987953692
756,0.8878614888206054
757,0.8882528448315112
758,0.8886019115744314
759,0.8889472631082038
760,0.8892890416658923
761,0.8894766442984681
762,0.8897306330545363
763,0.8899475659892079
764,0.8901543869561256
765,0.8903723541086231
766,0.8904266759967251
767,0.8907001614035944
768,0.8909694964912614
769,0.8911845959872855
770,0.8912407125913345
771,0.8912345855090277
772,0.8912770823942007
773,0.8914459689079903
774,0.891451457530234
775,0.8915927928378817
776,0.8917251135973141
777,0.8918039182109085
778,0.8919404427287504
779,0.8920871049201716
780,0.892148491185267
781,0.8923247841894429
782,0.8925015407440829
783,0.8924009018096919
784,0.8924576277593116
785,0.8925734398486594
786,0.8926785610024773
787,0.8927872655473047
788,0.8928974026124896
789,0.8929527353747635
790,0.8930870938558695
791,0.8932017159235438
792,0.8932760892883443
793,0.8934203944234693
794,0.8935629354392839
795,0.8935455216387469
796,0.8937422598080764
797,0.8938415229900558
798,0.8939073483896312
799,0.8939566413993667
800,0.8940805778185555
801,0.8941756051070027
802,0.8942628190204979
803,0.8944074172886572
804,0.894541133746298
805,0.894542160772647
806,0.8945543422069391
807,0.8946537919565355
808,0.8946762689101393
809,0.894798384563097
810,0.8949171184705852
811,0.895041077870031
812,0.8951574461044592
813,0.8952827871499087
814,0.8954076487904855
815,0.8955357183535679
816,0.8956723839488981
817,0.8958150426718732
818,0.8959557950358373
819,0.8960889911790331
820,0.8961695155141925
821,0.8963275418857316
822,0.8963251604129864
823,0.8964043122165245
824,0.8963301248286144
825,0.8963690738079084
826,0.8966226919460342
827,0.8968730216355681
828,0.8971238766297099
829,0.8972413552924091
830,0.8970811404702275
831,0.8973424435630367
832,0.8974100606818318
833,0.8975916283571233
834,0.8978489237757797
835,0.8980987782414216
836,0.8983564828897705
837,0.8986608757767917
838,0.8987941342916109
839,0.8987953640671917
840,0.8990160263947161
841,0.8989647366661421
842,0.8991440817479761
843,0.8990911379384596
844,0.8992352744032949
845,0.8993746115322835
846,0.8994983228696671
847,0.8989526973265535
848,0.8989758187352964
849,0.8990269251079911
850,0.8990328661394769
851,0.8990964078384719
852,0.8991600534262498
853,0.899171667963581
854,0.8992352214663258
855,0.8992897128035723
856,0.8993492703313979
857,0.8993968321707003
858,0.8994350864356689
859,0.8992894530614086
860,0.8993257343312936
861,0.8993486822717491
862,0.8993273359232274
863,0.8994260518793371
864,0.8995222666079722
865,0.8996032331555806
866,0.8996531687765157
867,0.8996653073766817
868,0.8997776446563309
869,0.8998895631289147
870,0.9000196931143968
871,0.9001385776049343
872,0.9002238667009591
873,0.9003181962947232
874,0.9004437447355511
875,0.9004005745664544
876,0.9003827944366731
877,0.9005801530511265
878,0.9007786072889985
879,0.900979341964195
880,0.9011792683691846
881,0.9013689113218838
882,0.9014863452053483
883,0.9016138321781748
884,0.9017573709115483
885,0.9019337448848017
886,0.9021591210926725
887,0.9022684116660695
888,0.902469566410806
889,0.9023914864526912
890,0.902540271520476
891,0.9028275279173212
892,0.9031456941030103
893,0.9034778370516556
894,0.9038117660220798
895,0.9041459624350403
896,0.9043880998008729
897,0.9046869374089225
898,0.9049891490035561
899,0.9052968933558477
900,0.9055343377317719
901,0.9058674592359903
902,0.9062025379001241
903,0.9065375440440402
904,0.9066895427687874
905,0.9069765911540765
906,0.906999065526322
907,0.9072552606894958
908,0.9074586256485335
909,0.9077367039764603
910,0.9079809243572246
911,0.9082685746947602
912,0.9085593492939421
913,0.9088258311974456
914,0.9091040121819186
915,0.9093204641653736
916,0.909491339952766
917,0.9095948057384746
918,0.9097809352697593
919,0.9098588159700702
920,0.909897015497832
921,0.9101061890551272
922,0.9102993560116669
923,0.9105210582057324
924,0.9107386619725318
925,0.9109703988362856
926,0.9109842113511586
927,0.9111810560360399
928,0.9113598713801819
929,0.9115492453222203
930,0.9117369100006427
931,0.911923417590449
932,0.9120895570738938
933,0.9121772322394672
934,0.9121728005655673
935,0.9122948084863409
936,0.9123950343906171
937,0.9124689193607904
938,0.9126031197309438
939,0.912678211950339
940,0.9127483002131695
941,0.9128510421496591
942,0.9129051298207265
943,0.9129804255394272
944,0.9129831864388989
945,0.9130499942852344
946,0.9131198992048584
947,0.9131847487515717
948,0.9128902633327288
949,0.9129807718509907
950,0.9125138093284794
951,0.9125527966965478
952,0.912705247337526
953,0.9128481866092311
954,0.9129611692445985
955,0.9131216574218831
956,0.9131893890142455
957,0.9133454530140667
958,0.9132396445633264
959,0.9133712290639855
960,0.9134876706520063
961,0.9134681571010573
962,0.9135694270494698
963,0.913640816021052
964,0.9137552768633785
965,0.9138697476121549
966,0.9139210597739511
967,0.91405269611111
968,0.9141731959918902
969,0.9142614834762682
970,0.9143896682093529
971,0.9145181588926041
972,0.9146496868648014
973,0.9147747057091961
974,0.9148752094736896
975,0.9149651644622985
976,0.9150646000089423
977,0.9151358782400565
978,0.9152629763040331
979,0.9153303993076094
980,0.9154646452496404
981,0.9155909559043489
982,0.9156502179026056
983,0.9157998863558039
984,0.9159156640289007
985,0.9160442915776938
986,0.9161519976553516
987,0.9162151052117367
988,0.9163482741066399
989,0.9164871933583795
990,0.9166259313645158
991,0.9167255414721766
992,0.9167432508560668
993,0.9166957964702465
994,0.9167001304981062
995,0.9167824248551214
996,0.9168548601814165
997,0.9168989663156429
998,0.9169677670934753
999,0.9170349586403046
1000,0.9170649185524888
1001,0.9171260092427667
1002,0.9171724233797339
1003,0.9172367342804859
1004,0.9172827611231622
1005,0.9173470845299133
1006,0.9174025248388987
1007,0.9174374081057397
1008,0.9174906595787776
1009,0.9175168058541624
1010,0.9175588608015025
1011,0.9175561766071743
1012,0.9175125936912369
1013,0.9175539574273786
1014,0.9175071505564271
1015,0.91753696741667
1016,0.9175781708713207
1017,0.9176590869670759
1018,0.9177400827226123
1019,0.9178225183566457
1020,0.9178848154397937
1021,0.9179554809998234
1022,0.9180236406393076
1023,0.9180847969799837
1024,0.9181311468241814
1025,0.918035270845264
1026,0.9181161639463844
1027,0.9180341793254798
1028,0.9181405752036272
1029,0.9182465664432193
1030,0.9182935299437267
1031,0.9183152942136652
1032,0.9183932762180157
1033,0.9184688787972959
1034,0.9185375969666034
1035,0.9186117369515867
1036,0.9186954381625524
1037,0.9187277928572154
1038,0.9187955854760953
1039,0.9188387574763561
1040,0.9188839467763761
1041,0.9189227897300839
1042,0.9189468856270571
1043,0.9189843967097716
1044,0.9190415135728853
1045,0.9190835917725471
1046,0.9191266050014769
1047,0.9191912713809403
1048,0.919248035470363
1049,0.9192918321108933
1050,0.9193568240214429
1051,0.9193830712247856
1052,0.919468065783023
1053,0.9195519758297589
1054,0.9193719293530339
1055,0.9193747592274095
1056,0.9193476914925892
1057,0.9194070791324563
1058,0.9194566630853416
1059,0.9195119118952291
1060,0.9195556800575378
1061,0.9196085752862039
1062,0.9195655107451169
1063,0.9196044122908242
1064,0.9195903275433877
1065,0.9196179835523913
1066,0.9196607881148804
1067,0.9196681534668133
1068,0.9197057319822566
1069,0.919658366335861
1070,0.9196958322002745
1071,0.9197333587891151
1072,0.9197330635837979
1073,0.919778661562092
1074,0.9197421406498
1075,0.9197774132772699
1076,0.9198383293037238
1077,0.9198212095035828
1078,0.9195454355369467
1079,0.9195715307211386
1080,0.9195192249733052
1081,0.9195448537170245
1082,0.9195733636847294
1083,0.9195921071643003
1084,0.9196181988539984
1085,0.9196432468152886
1086,0.9196653593951171
1087,0.919628610470892
1088,0.9195856520981777
1089,0.9196087207332195
1090,0.9196487155685837
1091,0.9196825224171298
1092,0.9197284232028622
1093,0.9197433064799956
1094,0.9197810510021613
1095,0.9198093804412624
1096,0.9197853890199392
1097,0.919714558145825
1098,0.9197287385066995
1099,0.9197108605285316
1100,0.9196650011347918
1101,0.9196255382495758
1102,0.919619116298475
1103,0.9196117927062105
1104,0.919606624934997
1105,0.9195714233182262
1106,0.919558586907035
1107,0.919501900996054
1108,0.9194927046566491
1109,0.919435653207982
1110,0.9194145263964998
1111,0.9193325884769334
1112,0.9193341451239347
1113,0.9192923693583032
1114,0.9192976953881993
1115,0.9193040240407495
1116,0.9193103271945042
1117,0.9192645055341874
1118,0.9192649169883716
1119,0.919263852417561
1120,0.9192348095588094
1121,0.9192317605346271
1122,0.9192369387051165
1123,0.9192239009928584
1124,0.919229764828581
1125,0.9192368633924429
1126,0.9192433857731431
1127,0.9191276899989018
1128,0.9191320765807849
1129,0.9191353221597868
1130,0.9189847319490673
1131,0.9189702467068467
1132,0.9189830338427871
1133,0.9189842375076991
1134,0.9189231920451026
1135,0.9189353467756566
1136,0.9188802830386381
1137,0.9188885833120906
1138,0.9188968851474629
1139,0.9189053672089667
1140,0.9189139783951434
1141,0.9188060363643272
1142,0.9186200256128737
1143,0.9184925718365149
1144,0.9185026747824229
1145,0.9185226613087856
1146,0.9185209737903098
1147,0.918527080817841
1148,0.9185388364555556
1149,0.9185116285049925
1150,0.918480263677953
1151,0.9184875177670564
1152,0.9184581537743344
1153,0.9184605474557882
1154,0.9184565702661822
1155,0.9184428453714317
1156,0.9184471666929762
1157,0.918452072943116
1158,0.9183724993897567
1159,0.9181622249885774
1160,0.9181020778441723
1161,0.9180680980162184
1162,0.9180811338439471
1163,0.9180974871657511
1164,0.9180420273386507
1165,0.9180385332144414
1166,0.9180480713659681
1167,0.9178458277840523
1168,0.9177394466727474
1169,0.9177500132038242
1170,0.9177633114737497
1171,0.9177397667204359
1172,0.9176433585048596
1173,0.9176760684783747
1174,0.9176806128542282
1175,0.9177197318137059
1176,0.9176798090076154
1177,0.9177152444218555
1178,0.9177678095538732
1179,0.9178131271712331
1180,0.9178538560072644
1181,0.9178506968740853
1182,0.9178735031806661
1183,0.9179083235928485
1184,0.9179442651754909
1185,0.917995696079842
1186,0.9179919047571009
1187,0.9180525399652057
1188,0.918107570716732
1189,0.9181487045331453
1190,0.918204832801709
1191,0.9181640899346738
1192,0.9181653803027187
1193,0.9182041840810533
1194,0.9182189203800898
1195,0.9181085562371061
1196,0.917986197429422
1197,0.9179567997644772
1198,0.9179543841602279
1199,0.9178936893713241
1200,0.9178801035458898
1201,0.917851587623465
1202,0.9178776598087565
1203,0.9179019046299968
1204,0.917933341192801
1205,0.9179547538968115
1206,0.9179790266831274
1207,0.9180058672462347
1208,0.9180293787156205
1209,0.9178777670201871
1210,0.9179071456118006
1211,0.9179063538744423
1212,0.9179294346666342
1213,0.9179600925942505
1214,0.917978982713097
1215,0.917791137381256
1216,0.9177900740043088
1217,0.9177566570183394
1218,0.9176829700897302
1219,0.9177441875040291
1220,0.9177755101517407
1221,0.9178700884878768
1222,0.9178927523751362
1223,0.9179647362222964
1224,0.9180140019685735
1225,0.9180669899378956
1226,0.9181308236128831
1227,0.9181793761089749
1228,0.9182415728471146
1229,0.9182974976384387
1230,0.9183485714940143
1231,0.9184063629271624
1232,0.9184414953866991
1233,0.9184818463171588
1234,0.9185657888380391
1235,0.9186426882590737
1236,0.9187107395300824
1237,0.9187976798918982
1238,0.918867254870553
1239,0.918929350100717
1240,0.9189091987829493
1241,0.9189065136231341
1242,0.9189360547719712
1243,0.9188876281060465
1244,0.918931979561415
1245,0.9189395260368878
1246,0.918984501472934
1247,0.9190272667715851
1248,0.9189816206492992
1249,0.9190419437359367
1250,0.9190367459695336
1251,0.9190688316543061
1252,0.9190437946049084
1253,0.9190834812712938
1254,0.9191368397767435
1255,0.9191826651622341
1256,0.9192371029104486
1257,0.9192762918392114
1258,0.9193367273584035
1259,0.9192826099254491
1260,0.9193272193869192
