seq_mean,seq_std,seq_skew,seq_kurtosis,autocorr_1,autocorr_2,autocorr_3,autocorr_5,autocorr_10,max_run_length,mean_run_length,run_std,unique_substrings_3,change_rate,first_symbol,last_symbol,first_half_freq_*,second_half_freq_*,half_diff_*,first_half_freq_v,second_half_freq_v,half_diff_v,first_half_freq_w,second_half_freq_w,half_diff_w,first_half_freq_z,second_half_freq_z,half_diff_z,first_half_freq_y,second_half_freq_y,half_diff_y,first_half_freq_u,second_half_freq_u,half_diff_u,first_half_freq_.,second_half_freq_.,half_diff_.,first_half_freq_x,second_half_freq_x,half_diff_x,q1_freq_*,q1_freq_v,q1_freq_w,q1_freq_z,q1_freq_y,q1_freq_u,q1_freq_.,q1_freq_x,q2_freq_*,q2_freq_v,q2_freq_w,q2_freq_z,q2_freq_y,q2_freq_u,q2_freq_.,q2_freq_x,q3_freq_*,q3_freq_v,q3_freq_w,q3_freq_z,q3_freq_y,q3_freq_u,q3_freq_.,q3_freq_x,q4_freq_*,q4_freq_v,q4_freq_w,q4_freq_z,q4_freq_y,q4_freq_u,q4_freq_.,q4_freq_x,pattern_peak_pattern,pattern_valley_pattern,pattern_constant_pattern,pattern_oscillating_pattern,group_trans_bright_bright,group_trans_bright_medium,group_trans_bright_dim,group_trans_medium_bright,group_trans_medium_medium,group_trans_medium_dim,group_trans_dim_bright,group_trans_dim_medium,group_trans_dim_dim,freq_*,freq_v,freq_w,freq_z,freq_y,freq_u,freq_.,freq_x,field_id,label,object_id
3.85,2.329699551444349,-0.2692289131153507,-1.2593979387007794,-0.36464113517738045,0.1348433563813684,-0.052550041139510034,-0.10683623217344984,0.030618848256398417,2,1.1111111111111112,0.3142696805273545,37,0.8974358974358975,3,7,0.15,0.1,0.04999999999999999,0.05,0.1,-0.05,0.1,0.15,-0.04999999999999999,0.2,0.05,0.15000000000000002,0.1,0.05,0.05,0.2,0.05,0.15000000000000002,0.2,0.25,-0.04999999999999999,0.0,0.25,-0.25,0.1,0.0,0.1,0.3,0.2,0.0,0.3,0.0,0.2,0.1,0.1,0.1,0.0,0.4,0.1,0.0,0.1,0.2,0.0,0.1,0.0,0.1,0.2,0.3,0.1,0.0,0.3,0.0,0.1,0.0,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.05128205128205128,0.02564102564102564,0.07692307692307693,0.20512820512820512,0.10256410256410256,0.1794871794871795,0.28205128205128205,0.125,0.075,0.125,0.125,0.075,0.125,0.225,0.125,4,1,obj10
3.175,2.1781586259958203,0.18181183549162622,-1.1524315319705587,-0.248620643823006,0.011667683285529787,-0.22240647623529117,-0.002305524905264411,0.0187157571815653,3,1.0810810810810811,0.35855403138977293,37,0.9230769230769231,5,1,0.2,0.05,0.15000000000000002,0.1,0.2,-0.1,0.1,0.25,-0.15,0.15,0.05,0.09999999999999999,0.1,0.2,-0.1,0.15,0.05,0.09999999999999999,0.05,0.2,-0.15000000000000002,0.15,0.0,0.15,0.3,0.1,0.1,0.1,0.1,0.2,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.0,0.2,0.4,0.0,0.1,0.0,0.3,0.0,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.05128205128205128,0.05128205128205128,0.07692307692307693,0.2564102564102564,0.07692307692307693,0.2564102564102564,0.15384615384615385,0.125,0.15,0.175,0.1,0.15,0.1,0.125,0.075,1,0,obj11
3.5,2.16794833886788,0.036803106703279985,-1.1083069262109555,-0.11975861904834222,-0.1847981239311417,0.20474494164840912,0.01442390013832718,0.18435725197480823,2,1.1111111111111112,0.3142696805273545,34,0.8974358974358975,5,0,0.1,0.1,0.0,0.1,0.1,0.0,0.15,0.25,-0.1,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.25,-0.04999999999999999,0.05,0.05,0.0,0.2,0.05,0.15000000000000002,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.3,0.1,0.0,0.2,0.2,0.1,0.2,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.05128205128205128,0.23076923076923078,0.15384615384615385,0.05128205128205128,0.20512820512820512,0.23076923076923078,0.1,0.1,0.2,0.1,0.1,0.225,0.05,0.125,1,0,obj12
3.5,2.3130067012440754,-0.03636485336919675,-1.294610883046554,-0.051406112412892155,0.16321854116743909,-0.0146622657801093,-0.03950103950103946,-0.1230642292401342,4,1.1764705882352942,0.5672735741760561,37,0.8461538461538461,0,5,0.1,0.15,-0.04999999999999999,0.15,0.15,0.0,0.1,0.1,0.0,0.15,0.1,0.04999999999999999,0.05,0.1,-0.05,0.3,0.1,0.19999999999999998,0.1,0.1,0.0,0.05,0.2,-0.15000000000000002,0.2,0.2,0.1,0.3,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.5,0.1,0.1,0.1,0.1,0.0,0.1,0.2,0.0,0.1,0.4,0.2,0.2,0.2,0.1,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.15384615384615385,0.20512820512820512,0.07692307692307693,0.1794871794871795,0.23076923076923078,0.125,0.15,0.1,0.125,0.075,0.2,0.1,0.125,2,1,obj13
3.275,2.6831651085984256,0.13276926571945705,-1.5938651911239687,0.0865580448065173,-0.11385731628073345,-0.09229713464246972,0.11646754812941364,-0.11122433493024453,3,1.1764705882352942,0.5128116404165498,35,0.8461538461538461,0,0,0.2,0.25,-0.04999999999999999,0.15,0.15,0.0,0.1,0.15,-0.04999999999999999,0.0,0.05,-0.05,0.1,0.05,0.05,0.05,0.1,-0.05,0.1,0.2,-0.1,0.3,0.05,0.25,0.1,0.2,0.2,0.0,0.0,0.1,0.2,0.2,0.3,0.1,0.0,0.0,0.2,0.0,0.0,0.4,0.3,0.2,0.2,0.1,0.0,0.1,0.0,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.02631578947368421,0.0,0.05128205128205128,0.10256410256410256,0.05128205128205128,0.10256410256410256,0.15384615384615385,0.20512820512820512,0.05128205128205128,0.20512820512820512,0.07692307692307693,0.225,0.15,0.125,0.025,0.075,0.075,0.15,0.175,5,1,obj14
2.95,2.011839953873071,0.5473772047974613,-0.7975725260676465,0.03216119222930049,0.14861002242640245,-0.29284972649957863,0.12847359915611872,0.16456244327790043,3,1.1764705882352942,0.5672735741760561,34,0.8461538461538461,0,1,0.1,0.05,0.05,0.2,0.2,0.0,0.15,0.25,-0.1,0.2,0.3,-0.09999999999999998,0.05,0.0,0.05,0.05,0.05,0.0,0.2,0.1,0.1,0.05,0.05,0.0,0.2,0.1,0.1,0.3,0.0,0.1,0.1,0.1,0.0,0.3,0.2,0.1,0.1,0.0,0.3,0.0,0.0,0.1,0.2,0.4,0.0,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.05128205128205128,0.05128205128205128,0.15384615384615385,0.23076923076923078,0.0,0.28205128205128205,0.20512820512820512,0.075,0.2,0.2,0.25,0.025,0.05,0.15,0.05,1,0,obj15
3.3,2.2715633383201093,0.049397390965362234,-1.2325018027762746,-0.12990315675985326,0.16315334466999032,0.33748104218546504,-0.15654797245144197,0.15590679559602286,2,1.0256410256410255,0.1580618975120251,36,0.9743589743589743,4,2,0.25,0.05,0.2,0.1,0.15,-0.04999999999999999,0.1,0.2,-0.1,0.15,0.0,0.15,0.2,0.1,0.1,0.1,0.2,-0.1,0.1,0.1,0.0,0.0,0.2,-0.2,0.4,0.1,0.0,0.1,0.2,0.0,0.2,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.0,0.0,0.1,0.2,0.3,0.0,0.1,0.2,0.0,0.1,0.0,0.1,0.1,0.0,0.1,0.2,0.2,0.3,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.1282051282051282,0.07692307692307693,0.15384615384615385,0.1282051282051282,0.05128205128205128,0.23076923076923078,0.20512820512820512,0.15,0.125,0.15,0.075,0.15,0.15,0.1,0.1,4,1,obj16
3.75,2.3637893307145625,-0.23423884183469382,-1.246100025524376,-0.07732120764342208,-0.5585397368889342,0.18018482022978288,-0.1657254520660748,0.33645992462984986,3,1.0810810810810811,0.358554031389773,37,0.9230769230769231,4,6,0.1,0.2,-0.1,0.1,0.05,0.05,0.1,0.1,0.0,0.1,0.1,0.0,0.25,0.1,0.15,0.1,0.0,0.1,0.2,0.25,-0.04999999999999999,0.05,0.2,-0.15000000000000002,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.0,0.1,0.1,0.0,0.1,0.3,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.0,0.1,0.2,0.2,0.0,0.1,0.0,0.1,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.05128205128205128,0.1794871794871795,0.07692307692307693,0.1794871794871795,0.28205128205128205,0.15,0.075,0.1,0.1,0.175,0.05,0.225,0.125,3,1,obj17
3.95,2.178875856950093,-0.18249333962061648,-1.2252245507114,-0.40537380343915724,0.10320286370482598,0.05573879302903421,-0.13178667952955497,-0.10774752570418995,2,1.0526315789473684,0.22329687826943606,35,0.9487179487179487,3,2,0.05,0.1,-0.05,0.1,0.0,0.1,0.1,0.3,-0.19999999999999998,0.25,0.05,0.2,0.1,0.0,0.1,0.1,0.15,-0.04999999999999999,0.15,0.3,-0.15,0.15,0.1,0.04999999999999999,0.1,0.0,0.1,0.4,0.1,0.1,0.2,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.0,0.3,0.0,0.0,0.2,0.3,0.1,0.1,0.0,0.3,0.1,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.1282051282051282,0.23076923076923078,0.07692307692307693,0.2564102564102564,0.23076923076923078,0.075,0.05,0.2,0.15,0.05,0.125,0.225,0.125,5,0,obj18
3.5,2.247220505424423,-0.0793058898100963,-1.1859621605724926,-0.03381923453213206,0.0913438920117681,-0.14996715081056577,0.1708718069568098,0.05131869810453836,3,1.1764705882352942,0.4518321028158005,38,0.8461538461538461,6,3,0.15,0.1,0.04999999999999999,0.25,0.05,0.2,0.05,0.05,0.0,0.05,0.25,-0.2,0.25,0.1,0.15,0.05,0.15,-0.09999999999999999,0.05,0.25,-0.2,0.15,0.05,0.09999999999999999,0.2,0.2,0.0,0.0,0.4,0.1,0.1,0.0,0.1,0.3,0.1,0.1,0.1,0.0,0.0,0.3,0.2,0.1,0.0,0.3,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.2,0.1,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.07692307692307693,0.02564102564102564,0.15384615384615385,0.1282051282051282,0.10256410256410256,0.10256410256410256,0.358974358974359,0.125,0.15,0.05,0.15,0.175,0.1,0.15,0.1,1,0,obj19
3.175,2.155081204966532,0.22293361722912983,-0.9759724602936979,-0.15446991849163086,0.25047941516421474,-0.2359647975148914,0.031095874333771697,0.31675706588108266,2,1.0810810810810811,0.2729595929287048,35,0.9230769230769231,7,4,0.15,0.1,0.04999999999999999,0.15,0.15,0.0,0.1,0.15,-0.04999999999999999,0.2,0.15,0.05000000000000002,0.1,0.2,-0.1,0.05,0.15,-0.09999999999999999,0.05,0.1,-0.05,0.2,0.0,0.2,0.1,0.2,0.1,0.3,0.0,0.0,0.0,0.3,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.0,0.2,0.1,0.1,0.3,0.2,0.1,0.0,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.07692307692307693,0.10256410256410256,0.15384615384615385,0.1282051282051282,0.02564102564102564,0.15384615384615385,0.3076923076923077,0.125,0.15,0.125,0.175,0.15,0.1,0.075,0.1,1,1,obj20
4.375,2.081916184672188,-0.43816395047954076,-0.7575244221109698,-0.21289062499999992,0.13098369351817488,0.1403099572319293,-0.1715953567567326,0.019239962113986556,2,1.1111111111111112,0.3142696805273545,36,0.8974358974358975,6,6,0.0,0.1,-0.1,0.05,0.1,-0.05,0.1,0.05,0.05,0.15,0.1,0.04999999999999999,0.15,0.1,0.04999999999999999,0.25,0.25,0.0,0.1,0.05,0.05,0.2,0.25,-0.04999999999999999,0.0,0.1,0.2,0.0,0.1,0.2,0.1,0.3,0.0,0.0,0.0,0.3,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.3,0.1,0.1,0.0,0.1,0.1,0.3,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.02564102564102564,0.05128205128205128,0.15384615384615385,0.1794871794871795,0.0,0.20512820512820512,0.358974358974359,0.05,0.075,0.075,0.125,0.125,0.25,0.075,0.225,5,1,obj21
3.2,2.215851980616034,0.25698923340298163,-1.032478710474903,-0.09322437876871953,-0.27246161588952345,0.1871936304821622,0.046713458744202824,-0.2567817600627555,2,1.1764705882352942,0.3812200410828153,37,0.8461538461538461,0,7,0.2,0.05,0.15000000000000002,0.1,0.2,-0.1,0.15,0.15,0.0,0.2,0.1,0.1,0.15,0.1,0.04999999999999999,0.1,0.15,-0.04999999999999999,0.0,0.1,-0.1,0.1,0.15,-0.04999999999999999,0.2,0.2,0.1,0.2,0.2,0.0,0.0,0.1,0.2,0.0,0.2,0.2,0.1,0.2,0.0,0.1,0.0,0.2,0.2,0.2,0.1,0.1,0.2,0.0,0.1,0.2,0.1,0.0,0.1,0.2,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.02564102564102564,0.02564102564102564,0.1794871794871795,0.20512820512820512,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.125,0.15,0.15,0.15,0.125,0.125,0.05,0.125,2,0,obj22
3.6,2.2561028345356955,-0.07210305452717725,-1.2780211594057456,-0.10003912551421769,-0.0300309781284908,-0.12278301103353242,-0.1259841405412751,-0.16128993000529118,3,1.0810810810810811,0.35855403138977293,36,0.9230769230769231,1,3,0.05,0.15,-0.09999999999999999,0.25,0.05,0.2,0.1,0.1,0.0,0.15,0.1,0.04999999999999999,0.1,0.2,-0.1,0.1,0.05,0.05,0.15,0.25,-0.1,0.1,0.1,0.0,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.3,0.0,0.2,0.1,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.4,0.1,0.3,0.0,0.3,0.0,0.1,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.10256410256410256,0.0,0.1794871794871795,0.1794871794871795,0.10256410256410256,0.15384615384615385,0.28205128205128205,0.1,0.15,0.1,0.125,0.15,0.075,0.2,0.1,4,0,obj23
3.575,2.1781586259958203,0.18877912702685692,-1.2777142280391844,0.06541918169978735,-0.22465947566021216,-0.014953603003401978,-0.05090815535081169,0.3583858283149161,4,1.2903225806451613,0.6321263852343686,37,0.7692307692307693,3,6,0.05,0.0,0.05,0.4,0.05,0.35000000000000003,0.05,0.25,-0.2,0.1,0.1,0.0,0.1,0.15,-0.04999999999999999,0.05,0.25,-0.2,0.05,0.1,-0.05,0.2,0.1,0.1,0.1,0.3,0.1,0.2,0.0,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0.2,0.1,0.1,0.1,0.0,0.0,0.4,0.2,0.1,0.2,0.0,0.1,0.0,0.1,0.1,0.0,0.2,0.3,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.02564102564102564,0.3076923076923077,0.20512820512820512,0.0,0.20512820512820512,0.23076923076923078,0.025,0.225,0.15,0.1,0.125,0.15,0.075,0.15,1,1,obj24
