time_min,temperature_c,fitted_temp,residual
57,56.058,56.05797038437002,2.9615629976831315e-05
58,55.701,55.701245920879394,-0.00024592087939367957
59,55.349,55.34861897229111,0.0003810277088831526
60,55.0,55.00004247250767,-4.247250767264177e-05
61,54.655,54.655469896056246,-0.00046989605624503383
62,54.315,54.314855251878754,0.00014474812124376513
63,53.978,53.9781530771933,-0.00015307719329626934
64,53.645,53.64531843142616,-0.00031843142615883835
65,53.316,53.31630689021347,-0.0003068902134657492
66,52.991,52.99107453947166,-7.453947166169428e-05
67,52.669,52.66957796953628,-0.0005779695362804205
68,52.352,52.351774269367866,0.0002257306321311603
69,52.038,52.03762102082453,0.000378979175465588
70,51.727,51.72707629300034,-7.629300034039943e-05
71,51.42,51.42009863662858,-9.863662857867439e-05
72,51.117,51.11664707854949,0.0003529214505064715
73,50.817,50.81668111624144,0.0003188837585597071
74,50.52,50.52016071241492,-0.00016071241491744104
75,50.227,50.227046289668706,-4.628966870967588e-05
76,49.937,49.937298725207285,-0.00029872520728702057
77,49.651,49.65087934561908,0.00012065438092179193
78,49.368,49.367749921714605,0.0002500782853971373
79,49.088,49.08787266342385,0.00012733657614916183
80,54.239,54.239249287650935,-0.0002492876509379016
81,54.007,54.00678222710252,0.0002177728974785964
82,53.777,53.7769853276195,1.4672380501679072e-05
83,53.55,53.549827919221826,0.00017208077817087997
84,53.325,53.325279684210656,-0.0002796842106533859
85,53.103,53.10331065312206,-0.00031065312205669215
86,52.884,52.883891200727064,0.00010879927293672154
87,52.667,52.666992042077766,7.957922235846127e-06
88,52.453,52.45258422859874,0.0004157714012649194
89,52.241,52.240639144223444,0.00036085577655597945
90,52.031,52.03112850157495,-0.00012850157494881387
91,51.824,51.82402433819052,-2.4338190520722947e-05
92,51.619,51.619299012789625,-0.000299012789625408
93,51.417,51.416925201584775,7.479841522695097e-05
94,51.217,51.21687589463468,0.00012410536531604066
95,51.019,51.01912439223943,-0.00012439223943516708
96,50.824,50.82364430137699,0.0003556986230108805
97,50.63,50.63040953218054,-0.0004095321805408503
98,50.439,50.43939429445654,-0.0003942944565409334
99,50.251,50.25057309424248,0.000426905757514362
100,50.064,50.06392073040442,7.926959558091085e-05
101,49.879,49.87941229127341,-0.00041229127341324556
102,49.697,49.69702315132072,-2.3151320718284296e-05
103,49.517,49.51672896787115,0.0002710321288503792
104,49.339,49.3385056778541,0.0004943221458972857
105,49.162,49.16232949459201,-0.0003294945920089276
106,48.988,48.988176904625625,-0.00017690462562569564
107,48.816,48.81602466457579,-2.4664575789756782e-05
108,48.646,48.64584979804124,0.00015020195876047637
109,48.478,48.47762959253205,0.00037040746795469204
110,48.311,48.31134159643827,-0.0003415964382682546
111,48.147,48.14696361603345,3.638396654537246e-05
112,47.984,47.98447371251253,-0.0004737125125302555
113,47.824,47.823850199063735,0.0001498009362634889
114,47.665,47.665071637974165,-7.163797416609441e-05
115,47.508,47.508116837768576,-0.0001168377685729638
116,47.353,47.35296485038107,3.5149618931029636e-05
117,47.2,47.199594968359236,0.0004050316407671062
118,47.048,47.0479867221004,1.327789960470227e-05
119,46.898,46.898119877119655,-0.00011987711965133485
120,46.75,46.74997443134928,2.556865072023129e-05
121,39.828,39.82777280037634,0.00022719962366579693
122,39.657,39.65745850308461,-0.00045850308461581335
123,39.489,39.48910050819991,-0.0001005081999139179
124,39.323,39.32267634480131,0.000323655198691597
125,39.158,39.158163800078405,-0.00016380007840410826
126,38.996,38.99554091636662,0.00045908363338043046
127,38.835,38.83478598821641,0.00021401178359070627
128,38.676,38.67587755949627,0.0001224405037305587
129,38.519,38.51879442052892,0.0002055794710784653
130,38.363,38.363515605260474,-0.0005156052604746719
131,38.21,38.21002038846203,-2.03884620262329e-05
132,38.058,38.058288282963474,-0.0002882829634742734
133,37.908,37.90829903691907,-0.00029903691906696395
134,37.76,37.76003263110434,-3.263110433948668e-05
135,37.613,37.61346927624416,-0.0004692762441607101
136,37.469,37.46858941037142,0.00041058962857931647
137,37.325,37.32537369621608,-0.0003736962160800772
138,37.184,37.18380301862421,0.00019698137578672004
139,37.044,37.04385848200664,0.00014151799335593296
140,36.905,36.905521407817005,-0.0005214078170041603
141,36.769,36.76877333205862,0.0002266679413764905
142,36.634,36.633596002820155,0.0004039971798448505
143,36.5,36.49997137783945,2.8622160549218734e-05
144,36.368,36.367881622095474,0.00011837790452773334
145,36.237,36.23730910542781,-0.0003091054278101524
146,36.108,36.10823640018355,-0.00023640018355308712
147,35.981,35.98064627889123,0.0003537211087731862
148,35.855,35.85452171196143,0.0004782880385647559
149,35.73,35.72984586541386,0.00015413458613977582
150,35.607,35.60660209863044,0.000397901369559861
151,35.485,35.484773962134334,0.00022603786566577355
152,35.364,35.364345195394385,-0.0003451953943880426
153,35.245,35.2452997246548,-0.0002997246548019916
154,35.128,35.12762166078978,0.0003783392102221228
155,35.011,35.01129529718277,-0.00029529718276677386
156,34.896,34.8963051076301,-0.0003051076300977229
157,34.783,34.782635744268674,0.0003642557313270345
158,34.67,34.67027203552747,-0.00027203552746613013
159,34.559,34.55919898410258,-0.00019898410258178956
160,34.449,34.4494017649555,-0.00040176495550525715
161,34.341,34.34086572333443,0.00013427666556964368
162,34.234,34.23357637281827,0.0004236271817319448
163,34.128,34.1275193933831,0.00048060661689675044
164,34.023,34.02268062949091,0.0003193705090964727
165,33.919,33.919046088200176,-4.608820017892867e-05
166,33.817,33.81660193729828,0.00039806270171993674
167,33.715,33.71533450345527,-0.00033450345526375713
168,33.615,33.61523027039887,-0.0002302703988661392
169,33.516,33.516275877110445,-0.0002758771104467428
170,33.418,33.418458116041705,-0.00045811604170609144
171,33.322,33.32176393135188,0.00023606864812109052
172,33.226,33.22618041716514,-0.00018041716514005657
173,33.132,33.13169481584801,0.00030518415199054516
174,33.038,33.038294516306614,-0.00029451630661725403
175,32.946,32.945967052303494,3.294769650352691e-05
176,32.855,32.85470010079366,0.00029989920633965994
177,32.764,32.76448148027987,-0.0004814802798662754
178,32.675,32.675299149186735,-0.00029914918673767943
179,32.587,32.58714120425351,-0.00014120425350938604
180,32.5,32.499995878945384,4.12105461577994e-06
181,32.414,32.413851541882934,0.00014845811706720724
182,32.329,32.328696695289736,0.00030330471026474015
183,32.245,32.2445199734577,0.0004800265422986172
184,32.161,32.161310141230075,-0.00031014123007366834
185,32.079,32.079056092501915,-5.609250191440651e-05
186,31.998,31.99774684873772,0.00025315126228164786
187,31.917,31.917371557506097,-0.00037155750609585425
188,31.838,31.8379194910313,8.050896870059887e-05
189,31.759,31.759380044761382,-0.0003800447613819813
190,31.682,31.681742735952774,0.0002572640472244814
191,31.605,31.604997202271168,2.797728832604207e-06
192,31.529,31.52913320040842,-0.0001332004084204641
193,31.454,31.454140604715388,-0.00014060471538712704
194,31.38,31.38000940585043,-9.405850430965756e-06
195,31.307,31.306729709443466,0.00027029055653216005
196,31.234,31.234291734775347,-0.0002917347753452759
197,31.163,31.16268581347243,0.0003141865275715361
198,31.092,31.09190238821611,9.761178388956182e-05
199,31.022,31.021932011467218,6.798853278056072e-05
