frame,rolling_tsi
203,0.5254984129940848
204,0.5121035612378564
205,0.5118739113795296
206,0.5089928737405933
207,0.5055987336666036
208,0.5077599162037396
209,0.5084675805514519
210,0.5054907870909147
211,0.5020491339635225
212,0.5080083335515895
213,0.509579803302327
214,0.512912959534318
215,0.5108781617147458
216,0.510148600656073
217,0.5120736396523916
218,0.5117875038169336
219,0.5129473650016891
220,0.5129481470747033
221,0.5129287388790403
222,0.5175807098254691
223,0.5160521704076584
224,0.5137768733356672
225,0.5153471179865456
226,0.49299791939004245
227,0.4882469129293471
228,0.49032639873027695
229,0.49347489732021443
230,0.4929524284059178
231,0.49312938120267535
232,0.493398249884593
233,0.49802247157922175
234,0.4990176170765769
235,0.4943186630113694
236,0.4828381608627009
237,0.49369333736837384
238,0.5180731960729243
239,0.5166676122479998
240,0.5169746275124443
241,0.5321135480490033
242,0.5425454066519493
243,0.562929459615897
244,0.5626022669639948
245,0.5754563072584397
246,0.5920790040937328
247,0.5966570807860544
248,0.5813545156650722
249,0.5826032592883927
250,0.5886152688437806
251,0.5970550963677719
252,0.591897100741216
253,0.5908553870631572
254,0.5976935832426358
255,0.5978444109858062
256,0.600125839172454
257,0.6013807062181201
258,0.6051819985214322
259,0.6066499889196173
260,0.6103172791894629
261,0.6210971923244266
262,0.6256225605081456
263,0.6306037917570755
264,0.6348490015569999
265,0.6359153310079522
266,0.637624804986006
267,0.6384652642479375
268,0.6394399718908941
269,0.6411181508445376
270,0.642233305617937
271,0.6436491452490016
272,0.6475071393203125
273,0.6420799562819034
274,0.6360379893127461
275,0.6384055345403687
276,0.636946873421905
277,0.6343700785773388
278,0.6317006800647856
279,0.6343969006377552
280,0.6345711092699524
281,0.6295421532515166
282,0.6302619864814194
283,0.6302678850220563
284,0.6319084641340584
285,0.6296165116371906
286,0.6295478248979434
287,0.6318527301040455
288,0.6366817784472538
289,0.6411453211232205
290,0.6372136266315062
291,0.6335576694931557
292,0.6304755053398144
293,0.6141481266612697
294,0.6115682196097885
295,0.6100110234733573
296,0.605850083929153
297,0.6023983524042067
298,0.5957175355145528
299,0.5941616035479994
300,0.5874327613638254
301,0.5753235610185756
302,0.5640739769928589
303,0.557702674085071
304,0.5511888406714578
305,0.5454635408968418
306,0.5466533588896803
307,0.5428893500204085
308,0.5416964505619399
309,0.5364890106478098
310,0.5369492790671683
311,0.5388432261462632
312,0.5402898445986275
313,0.5488527451282155
314,0.5606111951672085
315,0.5696994392611352
316,0.5810749023475401
317,0.5837678205843924
318,0.5897584894607759
319,0.5911436510795506
320,0.5963207887269804
321,0.6013836099861747
322,0.6092851611474503
323,0.6187991588672037
324,0.6290713607768775
325,0.6539031590275872
326,0.6625149661861307
327,0.6676519594281654
328,0.6682057453987477
329,0.6731824845982388
330,0.676849626370466
331,0.6841405280037096
332,0.6908967214853383
333,0.6928906602416246
334,0.6968263972804978
335,0.7033764497994329
336,0.7043622630555626
337,0.7078774947156024
338,0.7093998835756107
339,0.7133173388940648
340,0.705690956420632
341,0.7103358115655154
342,0.7120598170000159
343,0.7142661956775714
344,0.7144208617550972
345,0.7065073389767309
346,0.7044441823387664
347,0.7135238069605662
348,0.7110121466504891
349,0.7072002977020582
350,0.7059179339502488
351,0.7090058164675219
352,0.7106563740790295
353,0.7103830319092757
354,0.7108673412770588
355,0.7130519818386175
356,0.7157644545440097
357,0.7180666782625891
358,0.7209196508888271
359,0.720304236394028
360,0.7190777097247967
361,0.717443623163923
362,0.7165322815524835
363,0.7120271815886003
364,0.7109322894670861
365,0.7083991416852571
366,0.7069330127622169
367,0.7045739478757791
368,0.7035378365049874
369,0.703340148676368
370,0.7018773370931694
371,0.6999889433494222
372,0.7065606497246876
373,0.7138356975046698
374,0.7198265999738664
375,0.7237575614769114
376,0.7340127236968328
377,0.733041519806265
378,0.7363815538678307
379,0.741337474812553
380,0.7507666463813975
381,0.7551828243443788
382,0.7551333892659297
383,0.756875980909669
384,0.7541180602972799
385,0.752693676535501
386,0.7523081389130476
387,0.7522635814600527
388,0.7521458641090276
389,0.7484996597597345
390,0.7397690898102149
391,0.7400324272072716
392,0.7468309993767268
393,0.7435321494071245
394,0.739451621791354
395,0.7358692610082895
396,0.7322094705791864
397,0.7327184300199167
398,0.7257416977844642
399,0.7212407990432541
400,0.7199191336108113
401,0.7125417171645507
402,0.705053648496657
403,0.6959252822497716
404,0.688065096734084
405,0.6734681888548378
406,0.656940392788825
407,0.6400555265557073
408,0.6187268072254184
409,0.6047578409788184
410,0.5928266953554162
411,0.5876717358723902
412,0.5943972120631865
413,0.5997896298525223
414,0.606766751621
415,0.6123242272094209
416,0.6136807232047952
417,0.6116401314665788
418,0.6151322895259754
419,0.6106220987579032
420,0.6095689460916782
421,0.6101881910966926
422,0.6120702706518748
423,0.6191315141546714
424,0.6248755841495435
425,0.6345574660075413
426,0.6375748497621865
427,0.6357531597677609
428,0.6363588443409347
429,0.6428073875505975
430,0.6462587818238604
431,0.6495369807535946
432,0.6544913452443939
433,0.6557916523324976
434,0.6609818091868607
435,0.6660667567427444
436,0.6711744295589704
437,0.6792719188107282
438,0.6880894665611141
439,0.7022913992109361
440,0.7085290230294659
441,0.7135855669823632
442,0.7180623443081466
443,0.722011200897867
444,0.730796359771422
445,0.7326368103760081
446,0.7341431735258346
447,0.7405106429718153
448,0.7431117603692678
449,0.7445989578243095
450,0.7473242008482363
451,0.7489384439648081
452,0.7448429508950809
453,0.7405036072562297
454,0.7404594007573285
455,0.740335684536146
456,0.7387855520578086
457,0.7385209674957111
458,0.7383638495894661
459,0.7383823234430167
460,0.7385141728658462
461,0.7388601499777775
462,0.7367300791214372
463,0.7321392340794775
464,0.7353886184370628
465,0.7371983259498738
466,0.739717044979338
467,0.7353988685991257
468,0.7348506193416232
469,0.7340087423049089
470,0.7362244421115433
471,0.7365866239331909
472,0.7364611966982142
473,0.7347466992514385
474,0.7386757720937787
475,0.7320138152518663
476,0.7279754262649545
477,0.7263034392479082
478,0.7190470680440169
479,0.7003739775722397
480,0.6941404041364418
481,0.6813306335039913
482,0.674056287285584
483,0.6712589112404601
484,0.6692079811739404
485,0.6676068932523023
486,0.6635036788783422
487,0.6588472367509042
488,0.6549119579216196
489,0.6614560181534612
490,0.6613892172935208
491,0.6642622465257171
492,0.6668965214732443
493,0.6701883347595066
494,0.6715752393633441
495,0.6739819886074826
496,0.6671976353211947
497,0.6660300548636331
498,0.6560548351063575
499,0.6494510592373187
500,0.6432936011029824
501,0.6403201843642685
502,0.6347932768165336
503,0.6270477933342893
504,0.6090150964863783
505,0.6069075071970715
506,0.5918303722394382
507,0.5892220974757215
508,0.5882642779806699
509,0.5903026927701395
510,0.5975759179891231
511,0.5999738744476559
512,0.6018632576081241
513,0.6036817003646725
514,0.6029161247397036
515,0.6051196536579087
516,0.6078616798746633
517,0.6074278985701056
518,0.6092547153184957
519,0.6027645064321714
520,0.6004895633128225
521,0.5990567738946517
522,0.5994939629359
523,0.6009404484619577
524,0.598004570582074
525,0.5983355184292478
526,0.6017783429521466
527,0.6075636965977935
528,0.6101682989325486
529,0.6137221021331445
530,0.6177499566144813
531,0.6183541378409887
532,0.6257881167623225
533,0.626963491204193
534,0.622374612401677
535,0.6214479279092666
536,0.6207535824615422
537,0.6159419462000613
538,0.5974707194961222
539,0.589498167443007
540,0.5780701050666504
541,0.5732624506644076
542,0.5732051300719221
543,0.5738780133723003
544,0.5783028037652489
545,0.5769905196061957
546,0.5763519337687848
547,0.5779269582809361
548,0.5790347481030598
549,0.579166877911762
550,0.5790796093337045
551,0.5855835472655087
552,0.5952320343094863
553,0.5859810328241604
554,0.5850495374978575
555,0.5860910614153312
556,0.5835972610258028
557,0.5814959051249806
558,0.5797090571504264
559,0.581603305823022
560,0.5849428437075685
561,0.5917502893062725
562,0.6035246230166105
563,0.6095075236952354
564,0.6096283121815824
565,0.6081028461214034
566,0.6145552125882419
567,0.619028026372785
568,0.6222500993456734
569,0.6239041594042855
570,0.6243866536069671
571,0.6284553489660526
572,0.631481458213923
573,0.6358111699277684
574,0.6403994245119367
575,0.6465457890927231
576,0.6494341488269795
577,0.648501900091029
578,0.6629368142516999
579,0.6637513005775957
580,0.6626393342363883
581,0.6658404664139548
582,0.6716211337994924
583,0.6762242913891585
584,0.6788970463073123
585,0.6725431716018467
586,0.6738845367064311
587,0.6773229794114102
588,0.6816482658312841
589,0.6791539417722947
590,0.6772968136692357
591,0.6753403508283979
592,0.6660482584550161
593,0.6590709022417608
594,0.6578575634151047
595,0.659380441858987
596,0.6612028545871274
597,0.6658269613509277
598,0.6714387210989724
599,0.6775100151051017
600,0.6827213505834652
601,0.6867606800121486
602,0.6889414155215486
603,0.705129159602665
604,0.7104857771919211
605,0.7234587917014015
606,0.7254852990666265
607,0.7273028210604899
608,0.7278179018001474
609,0.7332679042411807
610,0.7362871963041349
611,0.7399519714545425
612,0.7427247083814396
613,0.7477140753440362
614,0.752113962902974
615,0.7570491361648515
616,0.760901950806191
617,0.7658970884806459
618,0.7732264588714939
619,0.7724047435197616
620,0.7750629101521165
621,0.779779062202784
622,0.78078742223668
623,0.7848779845763211
624,0.7847459551799325
625,0.7882972742371017
626,0.7880382065464699
627,0.783908211104638
628,0.7852093225174004
629,0.7779467638959027
630,0.7720804635577357
631,0.7595603608790876
632,0.756202380013962
633,0.7515675183933742
634,0.7509466563401612
635,0.7489081078879154
636,0.7493179973498794
637,0.752065701752302
638,0.7515639261553382
639,0.7538476491098179
640,0.754591969190225
641,0.7560088130156768
642,0.7501582315169745
643,0.749963700271782
644,0.7500367766002596
645,0.7503675259644266
646,0.7503672617758479
647,0.7491851690229284
648,0.7504370777649922
649,0.7509240058985827
650,0.745270496164236
651,0.7432917557768206
652,0.7415789362450778
653,0.7341869980821124
654,0.7265350105599573
655,0.7193670630300021
656,0.7132523105537986
657,0.7095985559422013
658,0.703849641696694
659,0.7004734478048427
660,0.6944719134701254
661,0.6912346201620223
662,0.6880939492100455
663,0.6878716654349993
664,0.685668581393311
665,0.6791061938062196
666,0.6762604249921966
667,0.6762134167737504
668,0.6753337538715862
669,0.6735962242004421
670,0.6767449375125427
671,0.6798772754228692
672,0.6838098333257938
673,0.6895477607984104
674,0.6948043578930025
675,0.7022164170398097
676,0.69520959825934
677,0.690491415987649
678,0.685541019192774
679,0.6866115257309495
680,0.6841159080662387
681,0.6814453621646633
682,0.6777909462555798
683,0.677099282627683
684,0.6812373706555315
685,0.6777884765975414
686,0.6737148790592722
687,0.6668454241956059
688,0.6670754947415963
689,0.6617874181411081
690,0.6565392267170971
691,0.6564025092562729
692,0.6471612011983444
693,0.6344181584430553
694,0.6301882228750254
695,0.6279817286440503
696,0.6249940642582146
697,0.6286697538579197
698,0.6383594334418818
699,0.6480680294325709
700,0.6502792366283863
701,0.6584696089680255
702,0.6625255613091696
703,0.66837093135791
704,0.6703662611166444
705,0.6746176108213222
706,0.6786041839354018
707,0.6831516395522919
708,0.6880561860935168
709,0.6901868443126619
710,0.6931288116437959
711,0.6957526165681323
712,0.6987937216246174
713,0.7025803778727469
714,0.7083364084336838
715,0.7136307254441178
716,0.7188548146080571
717,0.724085137342912
718,0.7332261022777222
719,0.7383639930274508
720,0.7441830828600005
721,0.7461448399183247
722,0.7472120796980213
723,0.7536881984399761
724,0.7613303852965335
725,0.7641853168579624
726,0.7711505478708633
727,0.7739577369691303
728,0.7822558269658024
729,0.7898568349484282
730,0.8008043954978169
731,0.8031818163399786
732,0.8076769959581045
733,0.810258159416022
734,0.8123432603406073
735,0.8142885665189821
736,0.8159128252378242
737,0.8168188810654526
738,0.816938227500299
739,0.8173790661836353
740,0.8192105911373271
741,0.8233419648240438
742,0.8239141264052374
743,0.8233638656867619
744,0.8250656039267419
745,0.8257034043953793
746,0.8245817219771241
747,0.8246066071080692
748,0.8249100386065165
749,0.8284371063964476
750,0.8282972972109643
751,0.8311027050410646
752,0.8307167715753954
753,0.8260498251217322
754,0.8211416771970002
755,0.8176827982754276
756,0.8151719192625984
757,0.8133689516079515
758,0.8092031306036094
759,0.8073267858445853
760,0.8026322862662731
761,0.799522277545022
762,0.7961803534464889
763,0.7930738226968341
764,0.7929234558509414
765,0.7905040370469392
766,0.7896543505654334
767,0.7882226683023347
768,0.791992579404016
769,0.7893674626267302
770,0.7860638923951324
771,0.7847079301184032
772,0.7867427766421395
773,0.7867878699576615
774,0.7878658651711219
775,0.794420525572041
776,0.7930736474126581
777,0.7926959689780835
778,0.792172517142192
779,0.790269445044352
780,0.7892705453496467
781,0.7891021193007726
782,0.7836499704216475
783,0.7816241400408168
784,0.7808421334698901
785,0.7809463541104926
786,0.7823140020321547
787,0.7798874426642695
788,0.7759233199965099
789,0.7733120894627623
790,0.7691901208545041
791,0.7645503726590248
792,0.7644760572599568
793,0.7622955646010608
794,0.756378758987615
795,0.7605621798464635
796,0.7602663189607508
797,0.7608683957205076
798,0.7616131706223312
799,0.7649644441139577
800,0.7650733401767478
801,0.7653594749244823
802,0.7661102861800242
803,0.7682955771239153
804,0.7691848829908616
805,0.7715634897680468
806,0.7742844285959155
807,0.7739097594213268
808,0.7754750877994674
809,0.7767308994219442
810,0.7783284966048231
811,0.7799162162197932
812,0.7808380618003177
813,0.7813122154912618
814,0.7830898354608693
815,0.7865599663220824
816,0.7869819138413154
817,0.7875025663893932
818,0.7891687925520297
819,0.7873082396737917
820,0.7879393721625695
821,0.7923078682881964
822,0.7925719128910418
823,0.7862159344419568
824,0.781881175791912
825,0.7804958175729514
826,0.7798165583177528
827,0.7805456210187931
828,0.7786800948093874
829,0.7680826835560322
830,0.7660359868931421
831,0.7610800108020604
832,0.75779921870994
833,0.7559124125828779
834,0.7540876489063324
835,0.7534416921331671
836,0.7545916318270457
837,0.7553018807497279
838,0.7556557648066299
839,0.7522394604234824
840,0.7455459502846148
841,0.7440822131004509
842,0.7410363925857649
843,0.7335104188277569
844,0.7263284362213652
845,0.7232152091052966
846,0.7067197085953867
847,0.7043729041333637
848,0.7012872524668776
849,0.6956461988146357
850,0.6898660813438956
851,0.6835163260156788
852,0.6778280523881284
853,0.6763988302766366
854,0.6760205782345423
855,0.6773432139622659
856,0.6763652251864174
857,0.6767687131513207
858,0.6683148016087307
859,0.6694193153957159
860,0.6678708891047033
861,0.6643314767245987
862,0.6646813831773841
863,0.6648793009828904
864,0.6694343154965279
865,0.6675353203435443
866,0.6639502883623201
867,0.6650294696946295
868,0.6660669454244974
869,0.6703975416525345
870,0.6736832469066341
871,0.6728664031754261
872,0.6754598715103197
873,0.6748345333384516
874,0.6697695381482117
875,0.66886730522862
876,0.6732600244357639
877,0.6771239159171694
878,0.6833591597965016
879,0.6874308198305203
880,0.6907888580299978
881,0.6968370069150195
882,0.6990119705528024
883,0.7002730028920809
884,0.7035950111475668
885,0.7067891770063154
886,0.7051436362272617
887,0.7081462308175338
888,0.7062010085009374
889,0.7126784421154935
890,0.724155559010228
891,0.7349994325788703
892,0.7449868219376766
893,0.7565783776578825
894,0.7646059350261515
895,0.770359151543984
896,0.7775160348262071
897,0.784383501770905
898,0.7883941796187816
899,0.7923379099589062
900,0.7977199547090031
901,0.8023938088467206
902,0.8067614657562218
903,0.8083514541748711
904,0.8119257317560462
905,0.807758687900464
906,0.8093759722813135
907,0.8097480821536457
908,0.8112811278151135
909,0.8123301069905187
910,0.8143229926429786
911,0.8161012681349691
912,0.817128790950156
913,0.8188083616586673
914,0.8191221565628104
915,0.8183451010119698
916,0.8165519694112988
917,0.8161729679551342
918,0.8147146636089189
919,0.812297783988333
920,0.8144977080478766
921,0.8150242225661266
922,0.818715651388032
923,0.8220775715821536
924,0.8231332137976867
925,0.8204516284226333
926,0.820955919364922
927,0.8225210038273103
928,0.8286102390915118
929,0.8291835199933276
930,0.8318246868730625
931,0.8328483779562481
932,0.8318300225171025
933,0.8299384822007919
934,0.8305453713622383
935,0.8303194853968556
936,0.8308618620836346
937,0.8338585172671675
938,0.8330786895992744
939,0.8356101528072846
940,0.8353431214826956
941,0.8372554906866962
942,0.8365541791140674
943,0.8349671611756811
944,0.8347563709561698
945,0.8437527623246026
946,0.842995847506484
947,0.8333841572628609
948,0.8321771284008086
949,0.8178953391368994
950,0.8131655940427419
951,0.8112803982557478
952,0.8074772760981797
953,0.8030492909459466
954,0.7987525293114266
955,0.7918857081490606
956,0.7864368709367564
957,0.776781000111113
958,0.7716316990558278
959,0.7649298243194321
960,0.7572646940008041
961,0.7520637091967787
962,0.7453412469182435
963,0.7393600282767516
964,0.7343914490069487
965,0.7262637571570827
966,0.7197901226786717
967,0.71312365604278
968,0.7056715031679995
969,0.6992508601522642
970,0.6926745889576958
971,0.6871869074722787
972,0.6785431202802978
973,0.6735159276086802
974,0.671939297805515
975,0.6676745012874894
976,0.6626295699005778
977,0.6596237405739822
978,0.6542522496965179
979,0.6513015273951235
980,0.6491690876615593
981,0.6428056359237212
982,0.6418449453036463
983,0.6410085775855654
984,0.6401726113105659
985,0.641131239966416
986,0.6358089095043615
987,0.6442836192887706
988,0.6494963727411167
989,0.6506736018663251
990,0.6492639740902248
991,0.6445542407133313
992,0.6385160848688727
993,0.6371496224992388
994,0.6391200404728796
995,0.6419742392691918
996,0.6450755010663138
997,0.6463255163085639
998,0.6526460826743059
999,0.652028418424184
1000,0.6523917904842966
1001,0.6500650132088566
1002,0.6509644547627894
1003,0.6524731092394604
1004,0.659329909665137
1005,0.662423833630231
1006,0.6689342829068532
1007,0.6695890314127508
1008,0.6735377933891304
1009,0.6754672568383535
1010,0.6687152683486173
1011,0.6653827235037494
1012,0.6648691421984076
1013,0.6552871635142903
1014,0.650251414256865
1015,0.6481095702823978
1016,0.6471099290523223
1017,0.649259894341653
1018,0.6557288259468518
1019,0.6537579242749338
1020,0.6532856248191004
1021,0.649822641584419
1022,0.6473506319810653
1023,0.6429889990375108
1024,0.6341688028391368
1025,0.6314374284682116
1026,0.6206632133012038
1027,0.6199942466135646
1028,0.6188300563983293
1029,0.6145534472188041
1030,0.6094960466103077
1031,0.6100144447814773
1032,0.6144033877528468
1033,0.614103517995537
1034,0.6142875331725532
1035,0.6166611358219012
1036,0.614760173519221
1037,0.6159397587002395
1038,0.6161249272419049
1039,0.6150343625910879
1040,0.6138633557476605
1041,0.6106340403937007
1042,0.6107546581264258
1043,0.6061315346516492
1044,0.5982591800096462
1045,0.5901307890378351
1046,0.5997454094546733
1047,0.5981765261744124
1048,0.6261306839612695
1049,0.6329681047475034
1050,0.6264662546960591
1051,0.6250299137306785
1052,0.6274457770955826
1053,0.6105738863275072
1054,0.603531203104381
1055,0.5966632787800483
1056,0.6060069542921052
1057,0.6065834869829627
1058,0.6080210554097079
1059,0.6164107244660915
1060,0.6179092117134567
1061,0.6198725981810213
1062,0.6229404148766093
1063,0.6262773310523888
1064,0.6344232760845747
1065,0.6376495813414462
1066,0.6365727352823023
1067,0.638056728175211
1068,0.6375617916138259
1069,0.641634429917785
1070,0.6442337936323215
1071,0.6412455419357208
1072,0.641921004199625
1073,0.6374596157499837
1074,0.6358998319916733
1075,0.634158470331234
1076,0.6287639074129678
1077,0.6179652770923317
1078,0.6135882670247335
1079,0.6107720863584849
1080,0.6195386220748975
1081,0.6161009859399111
1082,0.6149724460795384
1083,0.6154420396708891
1084,0.6173681098131062
1085,0.6233238366561981
1086,0.6108093556949359
1087,0.5953834808773966
1088,0.5841708829556443
1089,0.5697701547229929
1090,0.5604792216940842
1091,0.5614770904306982
1092,0.5633856812450067
1093,0.5645210030192264
1094,0.5635902769797683
1095,0.5634420535061462
1096,0.5641453778661543
1097,0.5723390564378231
1098,0.5837619647156345
1099,0.596448957312846
1100,0.61498080258115
1101,0.6347138632902687
1102,0.6539297442011218
1103,0.671590668854742
1104,0.6809489532068702
1105,0.6933070087561585
1106,0.6976975012227358
1107,0.7029030989404105
1108,0.7079513230663552
1109,0.7181565041171799
1110,0.7287735432211616
1111,0.7378272801620822
1112,0.746137348967066
1113,0.753113150953286
1114,0.7596079870296726
1115,0.7635529987456584
1116,0.767275666166721
1117,0.7711943751687135
1118,0.7752495933044347
1119,0.776452565789556
1120,0.7794223591157055
1121,0.7824586842104098
1122,0.7841177320780999
1123,0.7922166298263549
1124,0.7933944641923986
1125,0.8006020645942341
1126,0.7973092759212033
1127,0.7972021443424514
1128,0.7976357012412779
1129,0.7916589601013695
1130,0.7895363249788621
1131,0.788860030607782
1132,0.7867102944661941
1133,0.7841219153224249
1134,0.782587361076645
1135,0.7807901407228496
1136,0.7809627674961466
1137,0.7807262210023542
1138,0.7806289273309762
1139,0.7818830690859068
1140,0.779579549199746
1141,0.7718153618816654
1142,0.7653866548604182
1143,0.7646777409554996
1144,0.764122352758793
1145,0.7618288830219216
1146,0.7590908414916064
1147,0.7576465940112491
1148,0.7531785705055397
1149,0.7516310091806875
1150,0.7471897956936746
1151,0.7414375441419265
1152,0.7443764297859188
1153,0.7447422242997028
1154,0.7432097869226633
1155,0.741142839667862
1156,0.739133275670584
1157,0.7357792744943166
1158,0.7232276059235934
1159,0.7167398898530674
1160,0.7135246121831773
1161,0.7114480853719098
1162,0.7103984609882562
1163,0.7063139219507792
1164,0.7036491929676156
1165,0.7039469844311764
1166,0.6912609060916459
1167,0.685818282560877
1168,0.6835679660735319
1169,0.6813385982239888
1170,0.6792995871072269
1171,0.6716734590008715
1172,0.6735942586259996
1173,0.6692846486223838
1174,0.6628042923384901
1175,0.6586593105166343
1176,0.6738390509163484
1177,0.6811922190187448
1178,0.6894214763680204
1179,0.6944338005881854
1180,0.6995779886807532
1181,0.7040978181064859
1182,0.7100300170647931
1183,0.7146016635817146
1184,0.7197496938789232
1185,0.7264768424288113
1186,0.7354189954676003
1187,0.7396129446484243
1188,0.7423973980616057
1189,0.7459318050626975
1190,0.7435689583235341
1191,0.7429715436456347
1192,0.7436905894656215
1193,0.7437690614785137
1194,0.7395093310577651
1195,0.7367476237202357
1196,0.735041057180361
1197,0.7356808115410912
1198,0.7349169965753969
1199,0.7356502522995179
1200,0.7348365104191882
1201,0.7358509904413992
1202,0.7359851549586893
1203,0.7369681566869483
1204,0.7379354040589504
1205,0.7402058609010305
1206,0.7421660475347328
1207,0.7465589590595519
1208,0.7408964135397957
1209,0.743362665713776
1210,0.7400602746837373
1211,0.7394685156233243
1212,0.7385721701333348
1213,0.737642326566649
1214,0.73098869510342
1215,0.7338538790730161
1216,0.734536279983287
1217,0.7371315719196174
1218,0.744824197557288
1219,0.7486396768733041
1220,0.7535282442556056
1221,0.7545122916362696
1222,0.7567510504385326
1223,0.7575817142766188
1224,0.7593885235923036
1225,0.764386849172591
1226,0.7634130892339848
1227,0.7633228202244284
1228,0.766365576543826
1229,0.7670049059805147
1230,0.7679902995852759
1231,0.7692338712631048
1232,0.773315260980241
1233,0.77530701059601
1234,0.778728637904342
1235,0.7796982607799688
1236,0.7807524476179843
1237,0.7806709888631549
1238,0.7800225814629034
1239,0.7794744847116717
1240,0.7791855458489685
1241,0.7808330448429945
1242,0.7771698097479057
1243,0.7765578259255089
1244,0.7751420863161775
1245,0.7742722543644733
1246,0.7728516398679429
1247,0.7704319943166393
1248,0.7703775922066698
1249,0.766844253373399
1250,0.7643680890014777
1251,0.7573687076263944
1252,0.75224887937849
1253,0.7479942095108518
1254,0.7417630050135434
1255,0.7350705837298974
1256,0.7293679854013608
1257,0.7240801535457173
1258,0.7129929407012252
1259,0.7072999119978127
1260,0.699994597971245
1261,0.6942539617812769
1262,0.6904300079456673
1263,0.6877883460564628
1264,0.6862309790324043
1265,0.6937454756570405
1266,0.6932731193670764
1267,0.6834141251475483
1268,0.673627295619172
1269,0.6660497199084943
1270,0.6625078409918709
1271,0.6592875360512358
1272,0.6606675663938151
1273,0.6623506346527669
1274,0.6670758465533543
1275,0.6704018186646895
1276,0.6714833499540128
1277,0.6713572300320898
1278,0.6756273055197113
1279,0.6819972162735246
1280,0.686511956773127
1281,0.682000045500055
1282,0.6766746936208058
1283,0.6766445052049886
1284,0.680521341295543
1285,0.6816766075904591
1286,0.6791690269876589
1287,0.6798644851163376
1288,0.6757758852617544
1289,0.6806260416058305
1290,0.6844243251710298
1291,0.6856314340243435
1292,0.6872974824411981
1293,0.6855895263153292
1294,0.6887681469681335
1295,0.6843725216813561
1296,0.67775762530967
1297,0.6776851236831605
1298,0.6716342576468913
1299,0.6691613787795431
1300,0.6675046182083288
1301,0.6618223491130861
1302,0.6601200275064742
1303,0.6579282500913476
1304,0.6576887817305153
1305,0.6522052466712892
1306,0.6571304664256454
1307,0.6661364441761316
1308,0.6620638649056201
1309,0.6696793234913121
1310,0.6753497219684922
1311,0.6792377545051964
1312,0.6853628101397897
1313,0.6990490088004974
1314,0.7061080469448102
1315,0.7082638491831625
1316,0.7173452570142569
1317,0.7197052310354959
1318,0.720334595258503
1319,0.719412630562632
1320,0.7227729668170584
1321,0.7259050457301068
1322,0.7300943268865573
1323,0.7334321758594
1324,0.7381920752770839
1325,0.7409071421108773
