timestamp_utc,load_mw,hour,day_of_week,day_of_month,is_weekend
2026-01-01 15:15:00+00:00,125.531,15,3,1,0
2026-01-01 15:30:00+00:00,120.845,15,3,1,0
2026-01-01 15:45:00+00:00,113.444,15,3,1,0
2026-01-01 16:00:00+00:00,122.484,16,3,1,0
2026-01-01 16:15:00+00:00,115.625,16,3,1,0
2026-01-01 16:30:00+00:00,126.015,16,3,1,0
2026-01-01 16:45:00+00:00,115.575,16,3,1,0
2026-01-01 17:00:00+00:00,123.337,17,3,1,0
2026-01-01 17:15:00+00:00,120.115,17,3,1,0
2026-01-01 17:30:00+00:00,128.397,17,3,1,0
2026-01-01 17:45:00+00:00,111.123,17,3,1,0
2026-01-01 18:00:00+00:00,122.801,18,3,1,0
2026-01-01 18:15:00+00:00,119.742,18,3,1,0
2026-01-01 18:30:00+00:00,113.367,18,3,1,0
2026-01-01 18:45:00+00:00,127.952,18,3,1,0
2026-01-01 19:00:00+00:00,125.537,19,3,1,0
2026-01-01 19:15:00+00:00,121.129,19,3,1,0
2026-01-01 19:30:00+00:00,125.537,19,3,1,0
2026-01-01 19:45:00+00:00,118.037,19,3,1,0
2026-01-01 20:00:00+00:00,119.095,20,3,1,0
2026-01-01 20:15:00+00:00,123.886,20,3,1,0
2026-01-01 20:30:00+00:00,119.023,20,3,1,0
2026-01-01 20:45:00+00:00,113.886,20,3,1,0
2026-01-01 21:00:00+00:00,123.514,21,3,1,0
2026-01-01 21:15:00+00:00,115.992,21,3,1,0
2026-01-01 21:30:00+00:00,119.187,21,3,1,0
2026-01-01 21:45:00+00:00,131.101,21,3,1,0
2026-01-01 22:00:00+00:00,114.652,22,3,1,0
2026-01-01 22:15:00+00:00,135.346,22,3,1,0
2026-01-01 22:30:00+00:00,118.919,22,3,1,0
2026-01-01 22:45:00+00:00,119.921,22,3,1,0
2026-01-01 23:00:00+00:00,119.377,23,3,1,0
2026-01-01 23:15:00+00:00,124.252,23,3,1,0
2026-01-01 23:30:00+00:00,128.26,23,3,1,0
2026-01-01 23:45:00+00:00,116.486,23,3,1,0
2026-01-02 00:00:00+00:00,118.381,0,4,2,0
2026-01-02 00:15:00+00:00,118.269,0,4,2,0
2026-01-02 00:30:00+00:00,127.446,0,4,2,0
2026-01-02 00:45:00+00:00,123.278,0,4,2,0
2026-01-02 01:00:00+00:00,114.856,1,4,2,0
2026-01-02 01:15:00+00:00,120.406,1,4,2,0
2026-01-02 01:30:00+00:00,121.817,1,4,2,0
2026-01-02 01:45:00+00:00,125.458,1,4,2,0
2026-01-02 02:00:00+00:00,112.103,2,4,2,0
2026-01-02 02:15:00+00:00,120.827,2,4,2,0
2026-01-02 02:30:00+00:00,119.632,2,4,2,0
2026-01-02 02:45:00+00:00,118.344,2,4,2,0
2026-01-02 03:00:00+00:00,124.433,3,4,2,0
2026-01-02 03:15:00+00:00,123.428,3,4,2,0
2026-01-02 03:30:00+00:00,119.226,3,4,2,0
2026-01-02 03:45:00+00:00,112.196,3,4,2,0
2026-01-02 04:00:00+00:00,121.076,4,4,2,0
2026-01-02 04:15:00+00:00,116.685,4,4,2,0
2026-01-02 04:30:00+00:00,118.689,4,4,2,0
2026-01-02 04:45:00+00:00,125.773,4,4,2,0
2026-01-02 05:00:00+00:00,113.576,5,4,2,0
2026-01-02 05:15:00+00:00,115.582,5,4,2,0
2026-01-02 05:30:00+00:00,112.712,5,4,2,0
2026-01-02 05:45:00+00:00,123.561,5,4,2,0
2026-01-02 06:00:00+00:00,121.739,6,4,2,0
2026-01-02 06:15:00+00:00,116.631,6,4,2,0
2026-01-02 06:30:00+00:00,121.5,6,4,2,0
2026-01-02 06:45:00+00:00,115.134,6,4,2,0
2026-01-02 07:00:00+00:00,125.74,7,4,2,0
2026-01-02 07:15:00+00:00,122.915,7,4,2,0
2026-01-02 07:30:00+00:00,123.854,7,4,2,0
2026-01-02 07:45:00+00:00,121.816,7,4,2,0
2026-01-02 08:00:00+00:00,124.805,8,4,2,0
2026-01-02 08:15:00+00:00,124.255,8,4,2,0
2026-01-02 08:30:00+00:00,116.683,8,4,2,0
2026-01-02 08:45:00+00:00,119.466,8,4,2,0
2026-01-02 09:00:00+00:00,120.593,9,4,2,0
2026-01-02 09:15:00+00:00,117.988,9,4,2,0
2026-01-02 09:30:00+00:00,118.809,9,4,2,0
2026-01-02 09:45:00+00:00,116.806,9,4,2,0
2026-01-02 10:00:00+00:00,124.882,10,4,2,0
2026-01-02 10:15:00+00:00,123.551,10,4,2,0
2026-01-02 10:30:00+00:00,122.771,10,4,2,0
2026-01-02 10:45:00+00:00,122.08,10,4,2,0
2026-01-02 11:00:00+00:00,130.071,11,4,2,0
2026-01-02 11:15:00+00:00,115.025,11,4,2,0
2026-01-02 11:30:00+00:00,118.927,11,4,2,0
2026-01-02 11:45:00+00:00,124.477,11,4,2,0
2026-01-02 12:00:00+00:00,116.724,12,4,2,0
2026-01-02 12:15:00+00:00,119.074,12,4,2,0
2026-01-02 12:30:00+00:00,125.079,12,4,2,0
2026-01-02 12:45:00+00:00,134.008,12,4,2,0
2026-01-02 13:00:00+00:00,122.252,13,4,2,0
2026-01-02 13:15:00+00:00,113.726,13,4,2,0
2026-01-02 13:30:00+00:00,126.219,13,4,2,0
2026-01-02 13:45:00+00:00,118.52,13,4,2,0
2026-01-02 14:00:00+00:00,128.126,14,4,2,0
2026-01-02 14:15:00+00:00,116.438,14,4,2,0
2026-01-02 14:30:00+00:00,121.07,14,4,2,0
2026-01-02 14:45:00+00:00,119.516,14,4,2,0
2026-01-02 15:00:00+00:00,118.112,15,4,2,0
2026-01-02 15:15:00+00:00,116.194,15,4,2,0
2026-01-02 15:30:00+00:00,116.45,15,4,2,0
2026-01-02 15:45:00+00:00,118.135,15,4,2,0
2026-01-02 16:00:00+00:00,125.614,16,4,2,0
2026-01-02 16:15:00+00:00,121.078,16,4,2,0
2026-01-02 16:30:00+00:00,119.558,16,4,2,0
2026-01-02 16:45:00+00:00,116.356,16,4,2,0
2026-01-02 17:00:00+00:00,121.845,17,4,2,0
2026-01-02 17:15:00+00:00,121.113,17,4,2,0
2026-01-02 17:30:00+00:00,131.688,17,4,2,0
2026-01-02 17:45:00+00:00,109.422,17,4,2,0
2026-01-02 18:00:00+00:00,121.907,18,4,2,0
2026-01-02 18:15:00+00:00,123.173,18,4,2,0
2026-01-02 18:30:00+00:00,127.698,18,4,2,0
2026-01-02 18:45:00+00:00,125.408,18,4,2,0
2026-01-02 19:00:00+00:00,117.272,19,4,2,0
2026-01-02 19:15:00+00:00,117.678,19,4,2,0
2026-01-02 19:30:00+00:00,116.267,19,4,2,0
2026-01-02 19:45:00+00:00,124.937,19,4,2,0
2026-01-02 20:00:00+00:00,117.45,20,4,2,0
2026-01-02 20:15:00+00:00,117.257,20,4,2,0
2026-01-02 20:30:00+00:00,123.937,20,4,2,0
2026-01-02 20:45:00+00:00,115.793,20,4,2,0
2026-01-02 21:00:00+00:00,117.564,21,4,2,0
2026-01-02 21:15:00+00:00,124.573,21,4,2,0
2026-01-02 21:30:00+00:00,125.221,21,4,2,0
2026-01-02 21:45:00+00:00,118.121,21,4,2,0
2026-01-02 22:00:00+00:00,123.143,22,4,2,0
2026-01-02 22:15:00+00:00,124.018,22,4,2,0
2026-01-02 22:30:00+00:00,116.152,22,4,2,0
2026-01-02 22:45:00+00:00,115.627,22,4,2,0
2026-01-02 23:00:00+00:00,121.825,23,4,2,0
2026-01-02 23:15:00+00:00,114.827,23,4,2,0
2026-01-02 23:30:00+00:00,122.017,23,4,2,0
2026-01-02 23:45:00+00:00,118.739,23,4,2,0
2026-01-03 00:00:00+00:00,110.831,0,5,3,1
2026-01-03 00:15:00+00:00,117.444,0,5,3,1
2026-01-03 00:30:00+00:00,119.802,0,5,3,1
2026-01-03 00:45:00+00:00,114.36,0,5,3,1
2026-01-03 01:00:00+00:00,122.121,1,5,3,1
2026-01-03 01:15:00+00:00,117.989,1,5,3,1
2026-01-03 01:30:00+00:00,107.165,1,5,3,1
2026-01-03 01:45:00+00:00,120.183,1,5,3,1
2026-01-03 02:00:00+00:00,117.145,2,5,3,1
2026-01-03 02:15:00+00:00,120.261,2,5,3,1
2026-01-03 02:30:00+00:00,119.345,2,5,3,1
2026-01-03 02:45:00+00:00,116.007,2,5,3,1
2026-01-03 03:00:00+00:00,117.306,3,5,3,1
2026-01-03 03:15:00+00:00,117.555,3,5,3,1
2026-01-03 03:30:00+00:00,127.262,3,5,3,1
2026-01-03 03:45:00+00:00,121.253,3,5,3,1
2026-01-03 04:00:00+00:00,120.687,4,5,3,1
2026-01-03 04:15:00+00:00,117.526,4,5,3,1
2026-01-03 04:30:00+00:00,118.223,4,5,3,1
2026-01-03 04:45:00+00:00,123.642,4,5,3,1
2026-01-03 05:00:00+00:00,121.815,5,5,3,1
2026-01-03 05:15:00+00:00,118.487,5,5,3,1
2026-01-03 05:30:00+00:00,113.84,5,5,3,1
2026-01-03 05:45:00+00:00,120.782,5,5,3,1
2026-01-03 06:00:00+00:00,111.216,6,5,3,1
2026-01-03 06:15:00+00:00,117.021,6,5,3,1
2026-01-03 06:30:00+00:00,118.732,6,5,3,1
2026-01-03 06:45:00+00:00,125.241,6,5,3,1
2026-01-03 07:00:00+00:00,121.616,7,5,3,1
2026-01-03 07:15:00+00:00,123.878,7,5,3,1
2026-01-03 07:30:00+00:00,124.305,7,5,3,1
2026-01-03 07:45:00+00:00,123.75,7,5,3,1
2026-01-03 08:00:00+00:00,123.687,8,5,3,1
2026-01-03 08:15:00+00:00,114.379,8,5,3,1
2026-01-03 08:30:00+00:00,121.689,8,5,3,1
2026-01-03 08:45:00+00:00,124.014,8,5,3,1
2026-01-03 09:00:00+00:00,123.996,9,5,3,1
2026-01-03 09:15:00+00:00,121.341,9,5,3,1
2026-01-03 09:30:00+00:00,121.781,9,5,3,1
2026-01-03 09:45:00+00:00,125.459,9,5,3,1
2026-01-03 10:00:00+00:00,122.11,10,5,3,1
2026-01-03 10:15:00+00:00,118.887,10,5,3,1
2026-01-03 10:30:00+00:00,115.632,10,5,3,1
2026-01-03 10:45:00+00:00,110.048,10,5,3,1
2026-01-03 11:00:00+00:00,121.513,11,5,3,1
2026-01-03 11:15:00+00:00,110.66,11,5,3,1
2026-01-03 11:30:00+00:00,123.211,11,5,3,1
2026-01-03 11:45:00+00:00,111.981,11,5,3,1
2026-01-03 12:00:00+00:00,121.693,12,5,3,1
2026-01-03 12:15:00+00:00,127.203,12,5,3,1
2026-01-03 12:30:00+00:00,116.618,12,5,3,1
2026-01-03 12:45:00+00:00,115.947,12,5,3,1
2026-01-03 13:00:00+00:00,118.231,13,5,3,1
2026-01-03 13:15:00+00:00,113.359,13,5,3,1
2026-01-03 13:30:00+00:00,121.381,13,5,3,1
2026-01-03 13:45:00+00:00,116.035,13,5,3,1
2026-01-03 14:00:00+00:00,114.069,14,5,3,1
2026-01-03 14:15:00+00:00,123.234,14,5,3,1
2026-01-03 14:30:00+00:00,115.679,14,5,3,1
2026-01-03 14:45:00+00:00,129.003,14,5,3,1
2026-01-03 15:00:00+00:00,120.125,15,5,3,1
2026-01-03 15:15:00+00:00,123.597,15,5,3,1
2026-01-03 15:30:00+00:00,120.023,15,5,3,1
2026-01-03 15:45:00+00:00,120.173,15,5,3,1
2026-01-03 16:00:00+00:00,119.987,16,5,3,1
2026-01-03 16:15:00+00:00,112.939,16,5,3,1
2026-01-03 16:30:00+00:00,119.944,16,5,3,1
2026-01-03 16:45:00+00:00,119.417,16,5,3,1
2026-01-03 17:00:00+00:00,127.735,17,5,3,1
2026-01-03 17:15:00+00:00,115.922,17,5,3,1
2026-01-03 17:30:00+00:00,120.684,17,5,3,1
2026-01-03 17:45:00+00:00,131.456,17,5,3,1
2026-01-03 18:00:00+00:00,120.849,18,5,3,1
2026-01-03 18:15:00+00:00,125.905,18,5,3,1
2026-01-03 18:30:00+00:00,121.367,18,5,3,1
2026-01-03 18:45:00+00:00,110.553,18,5,3,1
2026-01-03 19:00:00+00:00,123.077,19,5,3,1
2026-01-03 19:15:00+00:00,107.9,19,5,3,1
2026-01-03 19:30:00+00:00,121.86,19,5,3,1
2026-01-03 19:45:00+00:00,122.716,19,5,3,1
2026-01-03 20:00:00+00:00,120.286,20,5,3,1
2026-01-03 20:15:00+00:00,125.907,20,5,3,1
2026-01-03 20:30:00+00:00,114.661,20,5,3,1
2026-01-03 20:45:00+00:00,116.532,20,5,3,1
2026-01-03 21:00:00+00:00,119.969,21,5,3,1
2026-01-03 21:15:00+00:00,115.194,21,5,3,1
2026-01-03 21:30:00+00:00,117.207,21,5,3,1
2026-01-03 21:45:00+00:00,118.388,21,5,3,1
2026-01-03 22:00:00+00:00,112.143,22,5,3,1
2026-01-03 22:15:00+00:00,123.976,22,5,3,1
2026-01-03 22:30:00+00:00,126.137,22,5,3,1
2026-01-03 22:45:00+00:00,124.108,22,5,3,1
2026-01-03 23:00:00+00:00,125.135,23,5,3,1
2026-01-03 23:15:00+00:00,118.45,23,5,3,1
2026-01-03 23:30:00+00:00,106.492,23,5,3,1
2026-01-03 23:45:00+00:00,117.926,23,5,3,1
2026-01-04 00:00:00+00:00,124.413,0,6,4,1
2026-01-04 00:15:00+00:00,122.313,0,6,4,1
2026-01-04 00:30:00+00:00,124.233,0,6,4,1
2026-01-04 00:45:00+00:00,118.045,0,6,4,1
2026-01-04 01:00:00+00:00,121.738,1,6,4,1
2026-01-04 01:15:00+00:00,118.319,1,6,4,1
2026-01-04 01:30:00+00:00,125.683,1,6,4,1
2026-01-04 01:45:00+00:00,118.799,1,6,4,1
2026-01-04 02:00:00+00:00,124.994,2,6,4,1
2026-01-04 02:15:00+00:00,118.051,2,6,4,1
2026-01-04 02:30:00+00:00,113.461,2,6,4,1
2026-01-04 02:45:00+00:00,117.565,2,6,4,1
2026-01-04 03:00:00+00:00,125.8,3,6,4,1
2026-01-04 03:15:00+00:00,112.013,3,6,4,1
2026-01-04 03:30:00+00:00,133.182,3,6,4,1
2026-01-04 03:45:00+00:00,132.254,3,6,4,1
2026-01-04 04:00:00+00:00,119.613,4,6,4,1
2026-01-04 04:15:00+00:00,121.409,4,6,4,1
2026-01-04 04:30:00+00:00,118.728,4,6,4,1
2026-01-04 04:45:00+00:00,109.198,4,6,4,1
2026-01-04 05:00:00+00:00,118.04,5,6,4,1
2026-01-04 05:15:00+00:00,120.79,5,6,4,1
2026-01-04 05:30:00+00:00,121.817,5,6,4,1
2026-01-04 05:45:00+00:00,120.439,5,6,4,1
2026-01-04 06:00:00+00:00,124.948,6,6,4,1
2026-01-04 06:15:00+00:00,115.097,6,6,4,1
2026-01-04 06:30:00+00:00,122.346,6,6,4,1
2026-01-04 06:45:00+00:00,117.113,6,6,4,1
2026-01-04 07:00:00+00:00,114.276,7,6,4,1
2026-01-04 07:15:00+00:00,125.873,7,6,4,1
2026-01-04 07:30:00+00:00,121.785,7,6,4,1
2026-01-04 07:45:00+00:00,113.736,7,6,4,1
2026-01-04 08:00:00+00:00,116.766,8,6,4,1
2026-01-04 08:15:00+00:00,118.266,8,6,4,1
2026-01-04 08:30:00+00:00,116.939,8,6,4,1
2026-01-04 08:45:00+00:00,127.492,8,6,4,1
2026-01-04 09:00:00+00:00,121.097,9,6,4,1
2026-01-04 09:15:00+00:00,122.023,9,6,4,1
2026-01-04 09:30:00+00:00,116.293,9,6,4,1
2026-01-04 09:45:00+00:00,122.209,9,6,4,1
2026-01-04 10:00:00+00:00,116.777,10,6,4,1
2026-01-04 10:15:00+00:00,120.841,10,6,4,1
2026-01-04 10:30:00+00:00,127.514,10,6,4,1
2026-01-04 10:45:00+00:00,130.458,10,6,4,1
2026-01-04 11:00:00+00:00,123.13,11,6,4,1
2026-01-04 11:15:00+00:00,124.474,11,6,4,1
2026-01-04 11:30:00+00:00,109.886,11,6,4,1
2026-01-04 11:45:00+00:00,118.986,11,6,4,1
2026-01-04 12:00:00+00:00,123.391,12,6,4,1
2026-01-04 12:15:00+00:00,115.783,12,6,4,1
2026-01-04 12:30:00+00:00,125.406,12,6,4,1
2026-01-04 12:45:00+00:00,125.438,12,6,4,1
2026-01-04 13:00:00+00:00,116.716,13,6,4,1
2026-01-04 13:15:00+00:00,118.078,13,6,4,1
2026-01-04 13:30:00+00:00,116.932,13,6,4,1
2026-01-04 13:45:00+00:00,127.296,13,6,4,1
2026-01-04 14:00:00+00:00,129.245,14,6,4,1
2026-01-04 14:15:00+00:00,122.418,14,6,4,1
2026-01-04 14:30:00+00:00,119.535,14,6,4,1
2026-01-04 14:45:00+00:00,124.038,14,6,4,1
2026-01-04 15:00:00+00:00,125.703,15,6,4,1
2026-01-04 15:15:00+00:00,117.774,15,6,4,1
2026-01-04 15:30:00+00:00,118.443,15,6,4,1
2026-01-04 15:45:00+00:00,115.452,15,6,4,1
2026-01-04 16:00:00+00:00,113.749,16,6,4,1
2026-01-04 16:15:00+00:00,120.015,16,6,4,1
2026-01-04 16:30:00+00:00,126.54,16,6,4,1
2026-01-04 16:45:00+00:00,112.817,16,6,4,1
2026-01-04 17:00:00+00:00,115.605,17,6,4,1
2026-01-04 17:15:00+00:00,120.549,17,6,4,1
2026-01-04 17:30:00+00:00,113.71,17,6,4,1
2026-01-04 17:45:00+00:00,121.013,17,6,4,1
2026-01-04 18:00:00+00:00,120.482,18,6,4,1
2026-01-04 18:15:00+00:00,107.897,18,6,4,1
2026-01-04 18:30:00+00:00,116.088,18,6,4,1
2026-01-04 18:45:00+00:00,105.362,18,6,4,1
2026-01-04 19:00:00+00:00,120.324,19,6,4,1
2026-01-04 19:15:00+00:00,118.291,19,6,4,1
2026-01-04 19:30:00+00:00,117.511,19,6,4,1
2026-01-04 19:45:00+00:00,128.483,19,6,4,1
2026-01-04 20:00:00+00:00,117.729,20,6,4,1
2026-01-04 20:15:00+00:00,120.343,20,6,4,1
2026-01-04 20:30:00+00:00,121.742,20,6,4,1
2026-01-04 20:45:00+00:00,119.926,20,6,4,1
2026-01-04 21:00:00+00:00,109.957,21,6,4,1
2026-01-04 21:15:00+00:00,130.82,21,6,4,1
2026-01-04 21:30:00+00:00,118.675,21,6,4,1
2026-01-04 21:45:00+00:00,129.285,21,6,4,1
2026-01-04 22:00:00+00:00,107.447,22,6,4,1
2026-01-04 22:15:00+00:00,116.28,22,6,4,1
2026-01-04 22:30:00+00:00,114.816,22,6,4,1
2026-01-04 22:45:00+00:00,121.505,22,6,4,1
2026-01-04 23:00:00+00:00,108.783,23,6,4,1
2026-01-04 23:15:00+00:00,118.638,23,6,4,1
2026-01-04 23:30:00+00:00,118.208,23,6,4,1
2026-01-04 23:45:00+00:00,118.18,23,6,4,1
2026-01-05 00:00:00+00:00,117.561,0,0,5,0
2026-01-05 00:15:00+00:00,122.972,0,0,5,0
2026-01-05 00:30:00+00:00,121.55,0,0,5,0
2026-01-05 00:45:00+00:00,124.721,0,0,5,0
2026-01-05 01:00:00+00:00,125.89,1,0,5,0
2026-01-05 01:15:00+00:00,114.95,1,0,5,0
2026-01-05 01:30:00+00:00,113.707,1,0,5,0
2026-01-05 01:45:00+00:00,114.086,1,0,5,0
2026-01-05 02:00:00+00:00,116.404,2,0,5,0
2026-01-05 02:15:00+00:00,119.346,2,0,5,0
2026-01-05 02:30:00+00:00,117.971,2,0,5,0
2026-01-05 02:45:00+00:00,117.726,2,0,5,0
2026-01-05 03:00:00+00:00,121.372,3,0,5,0
2026-01-05 03:15:00+00:00,121.081,3,0,5,0
2026-01-05 03:30:00+00:00,119.662,3,0,5,0
2026-01-05 03:45:00+00:00,112.847,3,0,5,0
2026-01-05 04:00:00+00:00,127.699,4,0,5,0
2026-01-05 04:15:00+00:00,118.2,4,0,5,0
2026-01-05 04:30:00+00:00,116.741,4,0,5,0
2026-01-05 04:45:00+00:00,116.806,4,0,5,0
2026-01-05 05:00:00+00:00,118.813,5,0,5,0
2026-01-05 05:15:00+00:00,116.926,5,0,5,0
2026-01-05 05:30:00+00:00,113.143,5,0,5,0
2026-01-05 05:45:00+00:00,119.583,5,0,5,0
2026-01-05 06:00:00+00:00,110.904,6,0,5,0
2026-01-05 06:15:00+00:00,126.125,6,0,5,0
2026-01-05 06:30:00+00:00,124.689,6,0,5,0
2026-01-05 06:45:00+00:00,120.499,6,0,5,0
2026-01-05 07:00:00+00:00,116.745,7,0,5,0
2026-01-05 07:15:00+00:00,126.153,7,0,5,0
2026-01-05 07:30:00+00:00,115.707,7,0,5,0
2026-01-05 07:45:00+00:00,119.634,7,0,5,0
2026-01-05 08:00:00+00:00,117.716,8,0,5,0
2026-01-05 08:15:00+00:00,128.577,8,0,5,0
2026-01-05 08:30:00+00:00,115.749,8,0,5,0
2026-01-05 08:45:00+00:00,118.701,8,0,5,0
2026-01-05 09:00:00+00:00,128.872,9,0,5,0
2026-01-05 09:15:00+00:00,121.067,9,0,5,0
2026-01-05 09:30:00+00:00,121.499,9,0,5,0
2026-01-05 09:45:00+00:00,118.959,9,0,5,0
2026-01-05 10:00:00+00:00,114.127,10,0,5,0
2026-01-05 10:15:00+00:00,118.551,10,0,5,0
2026-01-05 10:30:00+00:00,121.656,10,0,5,0
2026-01-05 10:45:00+00:00,125.173,10,0,5,0
2026-01-05 11:00:00+00:00,130.521,11,0,5,0
2026-01-05 11:15:00+00:00,111.967,11,0,5,0
2026-01-05 11:30:00+00:00,117.297,11,0,5,0
2026-01-05 11:45:00+00:00,116.375,11,0,5,0
2026-01-05 12:00:00+00:00,123.623,12,0,5,0
2026-01-05 12:15:00+00:00,118.764,12,0,5,0
2026-01-05 12:30:00+00:00,124.615,12,0,5,0
2026-01-05 12:45:00+00:00,116.677,12,0,5,0
2026-01-05 13:00:00+00:00,130.516,13,0,5,0
2026-01-05 13:15:00+00:00,125.045,13,0,5,0
2026-01-05 13:30:00+00:00,120.721,13,0,5,0
2026-01-05 13:45:00+00:00,117.555,13,0,5,0
2026-01-05 14:00:00+00:00,116.248,14,0,5,0
2026-01-05 14:15:00+00:00,112.319,14,0,5,0
2026-01-05 14:30:00+00:00,115.393,14,0,5,0
2026-01-05 14:45:00+00:00,116.436,14,0,5,0
2026-01-05 15:00:00+00:00,125.615,15,0,5,0
2026-01-05 15:15:00+00:00,116.376,15,0,5,0
2026-01-05 15:30:00+00:00,122.157,15,0,5,0
2026-01-05 15:45:00+00:00,114.643,15,0,5,0
2026-01-05 16:00:00+00:00,115.008,16,0,5,0
2026-01-05 16:15:00+00:00,119.725,16,0,5,0
2026-01-05 16:30:00+00:00,113.752,16,0,5,0
2026-01-05 16:45:00+00:00,110.844,16,0,5,0
2026-01-05 17:00:00+00:00,118.319,17,0,5,0
2026-01-05 17:15:00+00:00,109.784,17,0,5,0
2026-01-05 17:30:00+00:00,120.811,17,0,5,0
2026-01-05 17:45:00+00:00,130.174,17,0,5,0
2026-01-05 18:00:00+00:00,109.13,18,0,5,0
2026-01-05 18:15:00+00:00,118.352,18,0,5,0
2026-01-05 18:30:00+00:00,114.691,18,0,5,0
2026-01-05 18:45:00+00:00,112.197,18,0,5,0
2026-01-05 19:00:00+00:00,121.247,19,0,5,0
2026-01-05 19:15:00+00:00,114.867,19,0,5,0
2026-01-05 19:30:00+00:00,133.573,19,0,5,0
2026-01-05 19:45:00+00:00,130.766,19,0,5,0
2026-01-05 20:00:00+00:00,120.149,20,0,5,0
2026-01-05 20:15:00+00:00,113.009,20,0,5,0
2026-01-05 20:30:00+00:00,122.337,20,0,5,0
2026-01-05 20:45:00+00:00,112.949,20,0,5,0
2026-01-05 21:00:00+00:00,115.807,21,0,5,0
2026-01-05 21:15:00+00:00,120.625,21,0,5,0
2026-01-05 21:30:00+00:00,124.742,21,0,5,0
2026-01-05 21:45:00+00:00,118.614,21,0,5,0
2026-01-05 22:00:00+00:00,123.173,22,0,5,0
2026-01-05 22:15:00+00:00,120.303,22,0,5,0
2026-01-05 22:30:00+00:00,120.661,22,0,5,0
2026-01-05 22:45:00+00:00,123.837,22,0,5,0
2026-01-05 23:00:00+00:00,120.188,23,0,5,0
2026-01-05 23:15:00+00:00,123.517,23,0,5,0
2026-01-05 23:30:00+00:00,125.658,23,0,5,0
2026-01-05 23:45:00+00:00,122.318,23,0,5,0
