feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
-2.495,-0.7784,0.5926,-0.0878,-0.6582,1.1193,-1.3127,-0.5034,-1.277,-1.2515,-0.4457,-0.455,-0.702,1.7834,-0.9078,0.5178,-1.0808,1.7088,1.4003,0.0197,0.3478,-1.7932,0.1243,-0.0408,1.4331,-0.0902,1.3934,-0.9063,-0.8235,0.7625,0.2359,-2.9119,3
1.4925,-1.103,-1.5078,0.3933,0.4718,-1.7693,-0.3817,-0.0846,0.0327,0.355,-0.428,1.6879,-1.676,1.9391,0.1235,-1.7738,-1.4424,0.8419,0.2452,-1.6386,0.5466,-0.216,-1.4099,0.0725,-0.1594,-1.3942,0.5635,-0.2523,1.0185,-0.0796,-1.2417,-0.8218,3
-1.7771,-1.4955,1.0781,0.3575,-0.1271,-1.6044,-0.7432,0.3615,-0.5444,0.5999,0.3395,-1.7082,-0.5244,1.424,1.079,0.3872,-0.3261,0.1084,-0.8768,-1.1056,-0.1772,-0.2858,0.7836,-0.9577,0.1194,1.61,1.204,-0.4474,0.9281,0.4874,-1.2361,-2.1074,3
0.5848,-0.5023,-1.1489,1.3961,-1.0203,0.2791,0.681,-0.2074,-0.8065,-1.0435,1.0301,0.2715,0.3358,-2.3852,-1.129,-1.167,0.623,-1.5668,-1.7012,-0.875,-0.5823,-0.8491,-0.4266,0.0746,-0.8549,-0.5818,2.1171,-0.5238,-1.013,0.4138,0.6567,0.8472,0
0.1225,2.9065,2.8313,1.6702,1.524,-1.2597,1.0735,1.568,1.9362,-1.238,-0.6757,-1.5907,0.8581,-2.0069,2.044,-0.7722,-2.4642,-0.4948,1.2266,-1.3952,0.3482,-1.3451,0.7719,0.4735,-0.0268,-0.5596,1.1664,0.0899,-0.8999,0.0628,-0.5367,-0.9082,1
0.2637,2.5333,0.4984,-0.141,0.6938,-0.8884,0.3492,0.2128,-1.4375,-0.7746,-0.204,1.0878,0.5847,-0.5961,-1.2957,0.8939,0.5449,-0.6484,0.597,0.9438,1.7509,-1.8614,-0.0779,-0.69,-1.1314,-0.4198,-1.1951,-0.8485,0.1828,0.3813,-0.5193,1.1423,2
-1.1314,-0.5332,1.9899,0.8183,0.6543,0.5609,-0.0836,-0.8693,0.8508,-0.3054,-0.4555,0.5064,-0.4109,-1.6614,-0.0989,-0.4861,0.8859,1.0166,-0.3926,0.435,-1.4116,0.9624,-0.8628,-0.8152,-1.2345,0.4261,-0.5225,0.4116,0.9876,0.7132,1.2218,0.9903,3
0.4112,0.7818,1.0477,-0.1077,0.8902,-0.364,0.9738,0.434,-0.0511,0.5878,0.5408,-1.9231,0.5696,-0.335,-0.6235,-0.3865,0.3581,0.8354,0.221,0.1976,-2.4101,0.5578,-0.6854,-0.3083,0.1424,-0.0393,-0.2924,0.6878,-0.4268,-0.3705,-0.4092,0.2,1
-0.6472,0.2669,-0.7664,0.9728,-0.3972,-1.0658,-0.5243,1.0356,-1.1808,1.4488,0.8806,-2.4335,-0.604,-0.3402,-0.6316,0.727,1.2198,-0.4315,-0.9725,-0.8847,-0.5023,-0.3545,1.2614,0.2457,-0.7683,0.2201,0.4113,0.3823,0.6062,0.3476,0.2629,1.1897,0
-2.5144,0.36,-1.3166,0.436,0.075,0.5782,1.9842,0.4858,0.0079,-0.198,1.2757,-0.6167,-0.6907,0.5167,0.2553,-0.7043,-0.1674,-0.8842,-0.1978,1.0274,1.2454,0.3346,-1.8933,0.961,-0.8066,2.6449,0.3122,0.4308,0.8103,-1.2704,-0.1205,-0.7352,0
1.4074,-0.3387,0.7675,0.092,-0.5736,0.5098,-1.3019,-2.1004,0.8269,-1.2683,-1.5708,1.4801,0.0945,-0.2647,1.6878,-2.0099,1.2584,0.8463,-0.1045,-0.8606,-1.3305,1.4914,-1.0516,-1.1727,0.1307,0.1494,0.752,1.0799,-1.6812,-0.6409,0.8675,-0.7771,0
0.8667,-0.6546,-0.5906,-0.114,0.1375,0.0992,-0.8364,-0.1334,-0.5376,-0.4821,0.4298,-1.1773,0.955,-1.3892,0.0584,-0.2439,-0.5554,1.34,0.543,0.7038,-0.2264,0.3474,0.0907,0.8716,-1.0666,-1.0945,-0.3849,0.1691,-0.0071,-0.0922,-0.0717,0.1225,1
-0.7855,2.0843,0.4147,0.5813,-0.7341,-1.3621,-0.679,1.9049,1.4509,0.4404,-1.3789,0.109,-0.2376,-0.5779,-0.2092,-0.5293,-1.8078,0.8769,0.115,0.7873,1.0704,-1.8007,0.5112,-0.7475,-0.0654,-2.1272,0.183,-2.5072,0.2461,-1.0598,1.4429,0.1697,2
0.9658,0.3526,-0.1347,-0.6374,0.7939,-0.5443,0.2955,1.1765,0.7054,0.6844,0.1393,-1.1557,-1.3457,0.5572,-0.4985,-0.6915,0.1999,-0.8101,0.6,0.1782,0.3476,-1.9794,0.9054,-0.6385,-1.886,-0.0203,0.6371,-0.6307,-0.1765,-0.054,-0.7282,0.5568,0
-1.2532,0.2164,0.7174,0.3102,-0.3182,0.6523,-1.5534,-1.0512,-1.5505,-0.3146,0.4028,-0.8143,-0.8795,-1.4164,0.4908,0.7026,0.023,-1.019,1.8024,0.4149,0.1946,-0.7877,0.6821,0.3788,-0.2593,0.6854,-0.705,0.0813,-1.2463,-1.565,0.0559,1.0021,2
-1.2938,0.7947,0.1879,-1.1968,0.1609,1.1587,-0.0686,0.8344,1.2097,0.7864,-2.4958,-0.0588,1.0623,-0.6767,0.5443,1.7204,-0.1041,-0.3746,0.2526,-0.5424,0.2468,-0.2057,1.2594,-1.3773,-0.0894,-1.2573,0.6921,0.609,-0.5268,0.6479,0.1974,-0.3263,2
0.9733,-1.3208,-0.7968,0.2143,-1.1914,-0.4632,-0.0895,-0.5804,0.3387,0.8874,0.0609,0.104,-0.1579,1.0041,0.3974,-0.3826,0.4406,-0.4103,1.6878,-1.4292,-0.5805,0.6715,-3.3874,0.582,-0.9952,0.0028,-1.2205,-0.9814,0.7242,1.3233,1.2708,-0.3614,0
-2.3288,-0.0245,-0.9156,0.2792,-0.2476,0.0669,0.2207,-0.3341,1.6003,0.9117,2.6534,-0.6169,2.0219,1.1986,-1.6358,-0.698,-0.5345,0.3534,0.8065,-0.4204,0.3188,1.4864,0.2669,-2.7428,-0.7852,-0.6436,1.6025,0.8644,-0.682,0.1684,0.7905,-0.9824,3
