object_id,field_id,symbol_series,label
obj24,fld1,zwx*vxxvvzvvvvy.xvuyzwwyxuwwuz.uvxyywuu.,1
obj25,fld5,uzwxvy*uwv*yuy.xuvxzzvyww.*wuz...zyuzvz.,1
obj26,fld5,y*yzvwzx*.*v.yzvwxyy.vzyuwzx*yyuvwxy*yvu,0
obj27,fld5,*wxvuuuvyy.vu.u.wzwuwzz.*zvwx.zuvxxxywvy,0
obj28,fld3,*uzy*vyvuyxz*xyu.yyuuwxy..vuy.*zzwuvvv..,0
obj29,fld1,uxuxuyv*.zzyxwzz.*uz.xvuuuy.yz**.xyuz.uy,1
obj30,fld5,xyyw*xzuuv..yww*xz*xwu.*u.zuz*y*zv.u*x*u,1
obj31,fld5,uyw*wyxuvyyz.wzyuwz.u..xw...vvuw*uzvw.w*,0
obj32,fld3,uuwu**.uyuxwy*uuzuvv.vxyv.vuwu.vv.vy..yv,1
obj33,fld1,z*uvyzxy*yuz*vu*uy.u*v*yyzz*xz*zxw*y.wzv,0
obj34,fld5,zvw*u*.xuw.vyzxwuuy*v.wvyyx.zwwxu.*.vwzz,1
obj35,fld4,uvzwyw*vxyywzz*wx*zx.*vz.yzwwwzu.uz*.yzu,1
obj36,fld3,yv*ux.wvv*.xx.w.xw*xwzu.zyxzvvuuxywyzwy*,0
obj37,fld2,xzyyywvvyyz.u.zzvy.xwwvy..*.yyyxwuvvvx*v,1
obj38,fld5,xwvu**z.zuzx.zzuuuw.xvuw.w*.x*zvuuyvvx*w,1
obj39,fld4,uzy.uvz*.u.*vxyzu.w*zvxyuu*uwuzvw*yvwzyz,1
obj40,fld5,wwuu.vz*yxyz**v.xxvwuy*vwvwzy.vx.*zy**x.,0
obj41,fld3,.ywz*wvxyw*u.xuwzuwuuv.wvy.uww*vxwxxy.*.,1
obj42,fld5,vyw*zzvxuxvuwu*wxy.vx.y.zzzz.w*v*vzuu.uz,1
obj43,fld2,wvwxyyy.zv*uux.wuuwzzuu*.z*v*.yxv**v*zuz,0
obj44,fld4,ux.zy*wxxzyyv.uyvxz.z*wuy*xwzxxwuuxvwuxw,1
obj45,fld3,*wuxxu.zwyyvxyu..wv.u*yxy*y*uxyx*uxvu.zy,1
obj46,fld1,ywuwy*wwwzzx.zvu.xv.xuy.u..xz**zwv*wwuv*,0
obj47,fld2,uu.zzv**vy*wwxzzxw*uuzxv***x.x*w.*xyzw.*,1
obj48,fld5,wuyvyyzuuywx.zyvy*wzwzzxxxyuyuvvwx..yx.v,1
obj49,fld2,xxvwwzzvyzwvv*xwuwzvvwzyxzvz*uxw.*.uzw*.,1
obj50,fld2,ux*ywxu*zywzzvyw**.*.xxxx.wy*xz.zyuz.wux,1
obj51,fld1,zwwzwwxwzxzxxwwy.yyxwvuuu..u.*x*u.uzwu.w,1
obj52,fld3,wuyy*vux*.*yvzyxu**yw.wuvuu.uzvxvx*yyyxz,1
obj53,fld4,w.xw**yywzwx.*.zvzux.yy.x.wvu*y.yv.uyvv.,1
obj54,fld3,vzwyvxv*xvw.u*vuzyuzzvuxw..zyyzw**z*zz.y,0
obj55,fld1,zyzvyvx*uzuzu.x*zxxu**vwu*vzy*xxxzvwxyuy,0
obj56,fld3,xvuuuvuvvw.v.wvww.uxzv*vxyzv*wzwww*u.xxx,0
obj57,fld3,.y*ywx*v.v.z.zuwwvxvw*xvu.vxvw*y*yvvwzzx,1
obj58,fld1,.yxxvwvwxzxwy.wz.uu*wuzuv.wyv.wyu*zuy..u,1
obj59,fld1,w*u.uu.u*z..*uzvxyxwzvvxzzzwuw*zwu*vx*z*,0
obj60,fld5,x*..*zv..w*.yz**ww..ywxw*wywvvx**vv*yv*u,0
obj61,fld2,.*xyw.x.uuwzuvyy*x.vuzxxz.uuyv*yy.**wwvy,1
obj62,fld3,.vvu.xwvx..uuy*xz.uy.zv*zzwxxxzzuxwxvxvy,1
obj63,fld5,wwwywzxvu**z*vwxxyvwwvuvvuzzvyu.xz*yvuzx,1
obj64,fld2,.vxxuzz.w.v*x.yx.yw.vuyyv.ww*v.xvuzz*z.u,1
obj65,fld4,zvuzzxvuyz.wz*wz.*v***xvz.wuv.uy.w*yyx*u,0
obj66,fld4,uzw..u*.xyu*x..w*zvwuuw.u.yvzxu*xuyvv.ww,1
obj67,fld2,w*.w***uuvzzwzwwuw**.vxzv**z.*wv.w..vwyz,0
obj68,fld3,uzwvuuuw.xxuxzuz.x**uuvuwywxx.zuvyvvvv*u,1
obj69,fld3,vwy.zw*ww*zvuzwyzyz.zwwz...xvw.zwyuy.yyx,1
obj70,fld4,yzw*z**xxv.vuvuuvxzy.x*uw.ywuwxy.z.yyxv.,1
obj71,fld2,xvwyxw.*zzyv*vwyvy.*.*.zwvvvyuwwx.x..x.y,1
obj72,fld3,*uzz...xwzzuux*yy.yx.uwyvxvvvwu.*yyvz.yz,0
obj73,fld1,.v..*uwuwyzv*ywyvuuuwu.uuxz*vyw*z.v..*uz,0
obj74,fld3,w**.yzwwuwyvvvzyyu.*wu*xvxvuyzyvuxyzuzwu,0
obj75,fld4,.zuxuw.x***zxuww.vzxvvxzzv*v.w.v.*u.wyvx,1
obj76,fld1,.v.xwvzzxuv*w*yzuwwyz*zuuwwuxu.y.wy**y.*,0
obj77,fld3,wxwv**wxv.uwwuxu.z*vuwvwvuzyvu.v.v.xvzuw,0
obj78,fld1,wvxywxuwz*vw*yv*yu.xu.yzwxyxwuxzuvw.u.*z,0
obj79,fld2,.zuyzu*.wu*vwwuu.u.x*zvx...uwvyzzvw.ywxx,0
obj80,fld1,w*wwyyxu**uzu.*x.x*.*vwuxzyuzxyw.zx.yx*v,0
obj81,fld4,zuuyzvuw*yuyw.xyy*z*ywvzy.v*y*uy*z**.uwx,0
obj82,fld2,..vyxvvywuv.x.**zxyvwzywxz*xz*vyww..yvz.,0
obj83,fld3,w.*z.uyxxwu.y*z.z*y..v*zvvx*wu*.uyvyyuv.,0
obj84,fld2,*x*xvwzyxzuzxvu*xzz.v**yzz*u*wxzzyxzx*ww,1
obj85,fld3,wwzvxxw*vwvwwz*.zz.*z.**vwzxzvuwuzy*vvyy,1
obj86,fld5,.x**w*vzywyxzxxy*uyvvu**.wxwzvyyxv*yu.uz,1
obj87,fld3,wy*wwxzyxyw.*xy*xzu.*yv.uvw.v.yuwxxxzu*w,1
obj88,fld5,wyvvx*wy*uww*y.xzxvzuyyyvuux..yy**w*y*xz,1
obj89,fld1,yxw.vwzuuxu.vzxvvxv*.zwz*vuyy*vuzu*wyxz*,1
obj90,fld5,u*wu..xwvvx.*..zy*xzuzzu.y..z.vx*wzyy*yv,0
obj91,fld1,xuuv.zy.yzuzzyzuwuvyxwvx*u**.uzwz*zvz*zx,1
obj92,fld4,x.y.vzy.*uwu..yz.yzvwxwwwu.*zuyxv*zxyzzu,0
obj93,fld4,zzyzx.zux*u.z.zyxyzyvwvxx..*uuy.*uzzx*yy,1
obj94,fld4,x*vxxwx.yw*uxyvv.z.uwwzuyzvuu**zxvyz.w*x,1
obj95,fld4,yyzzwxvzzv.wuyuvwx..*yywwvxwyuwwuw.vw*yz,0
obj96,fld1,.u.wywvzywvzxvw.xux.uzuyxu*zwyuwuu.www.u,1
obj97,fld4,zzw.vux.uyxw.yz.uuu*yx.x.vw.zux*.uwyz*zv,1
obj98,fld5,w**uxyzw.xvz.uyzuzwyzuvzz.yzy.vy*.zzxwzu,0
obj99,fld1,yuwu*zzuw**yz*w*z*xwyzw*wxxuwvvyy.ux.w.v,1
obj100,fld5,yz*ywzvyxwzuv.z.*zxv.x.wxwvvyywwuu*x.v.w,1
obj101,fld5,**yzvuvxvuuvuvzxzyzyw**w*yzzvyvzz.*x*wzv,0
obj102,fld5,yw*w.yzwu*uuu*wzuz.yvvu*vxzvyx*uuyvxx*z.,1
obj103,fld4,zv.v*wx*.yyxyzuyuxvvxu.uu*uzzxuwvy**yzvv,1
obj104,fld2,yyvvxxxuxvvzuuuz*xuwvuxyyu*vwvwx*.w*vuwx,1
obj105,fld2,uxzzvyvu.vz*.xzy.w*wuzzu.wu.vxy.xwyuuwz*,1
obj106,fld1,*vxvv*wxxuwzvuy.x.u..uyyvu*uz*y..v*wuw*z,1
obj107,fld4,zwuwx**.yu*yuyyuxwywx*wuwu.yuv*v..vyww*z,1
obj108,fld5,*yyv..*y.yyvwxuxv*wvzvv**v.zwuxz...yzz.w,0
obj109,fld3,.y*yz*.uwu.x*.yu*uvxyuw**uy*yz**wuw.w.yw,0
obj110,fld3,uuuxzwuywxx.yzy.vuzuvvxz*w.*vw*uyyu**u.w,1
obj111,fld4,wyuyxyv*yvyv.zw..*.zy*v*xv.*uzyywx***x*x,1
obj112,fld2,*.zvxwyuy*xvzzwyvx..zzyww*v.*x*ux.ux*vwz,0
obj113,fld4,.uvvwuy..xvvuyyu.u..ww.wvz..u*u.x.*ux.w.,1
obj114,fld2,ywwuuuu.v*v.zv.uw.zzvzy.zyy*w*w.wvu*xx.*,1
obj115,fld1,x*yy*v.v*wxvuxw*.uvv.uzyx*zuvxxvuy.x..xw,1
obj116,fld2,yyuz*vzuz*yxx..*ywxyuwx.u.zvyxxuvyzy.*xz,1
obj117,fld1,w*yyxuy*uwww*.ywyxx*.uwyxw*xywyuvwzx.vyv,0
obj118,fld4,zw.wvuz.xvx.vx.uwuv*xyuzw*xzzyyyu*uwuvxx,1
obj119,fld3,*yx.uyvv*uz.uuxwzvzuxxz.*w..vw.xuuxww*z*,1
obj120,fld1,y*vywxvzwuu*yy.x.v.yxu.ww*y*uv*zyvzuv*xx,1
obj121,fld4,v.y..v*.v..xuzwzv.xxxzzuzwy.xz.*x**..yzz,1
obj122,fld1,xuwyvw..**vv*.w*ww.uuyzy*uzwzvwu*x*vvx.u,1
obj123,fld3,*uuxyw*uvz.vxyzvxwvvuvy*v*yvvvzxzwvuuvxz,0
obj124,fld2,xxvy.vy*yz*vxuxuv.y.wwz*uyxx**.yyz.z.xvz,0
obj125,fld2,.v*v.yxxvx.zuv.xz.wy.u.*yz*.*.y*uyxzy*xz,0
obj126,fld1,wvyz*wzuzzwxzuux*xyuwy*uz**uwvu*zy.zzyyw,0
obj127,fld1,yv*x*yz.yz.ywwuywuuw.u.vvyvw*z*.**vv*.vy,0
obj128,fld4,*yuz*yyx.z*x.yzxzv.yywwvyyywuuw*zx.xy*zy,0
obj129,fld4,yuwwzzw.*zxxy.uvvz.xuwzzvyy*.*..yyzuux..,0
obj130,fld2,vvxzyyxwyx.y.*y.*.yzvwuwwzvwuv*v*ww.w.vz,0
obj131,fld5,y.uvzwxvzwwxuy*vxu..zz.vvwxyy.uu.vxw.x*w,0
obj132,fld2,xu...vzw*zvxvxzyywzu.zy.u**z.uvzzvxxvxyv,1
obj133,fld4,*zywzwwwz**wxx.w.zxwuzyxzw*xzy...y..u*w*,0
obj134,fld2,xwyy*.wuzuwwyuz.uvvuzvu.z.yxw*z.vuyv.yyz,0
obj135,fld2,vuzx.y*.xwuxuwuw*zvyxw*x*yzw.xv*yyxx**..,0
obj136,fld1,w*uvv*uvxuu..uxxvuuz*xywx.xvz.z*.yuwxvxz,0
obj137,fld3,yzv*...uzywvyyvyvwuzxyvuyyz*zyz*.z.zx*vx,1
obj138,fld2,uuzzu.xv*v.xu..xvzywyuuyy**wvxyy.wx.xwvy,0
obj139,fld1,.vzywx.uwx.xwvwxxwyxzuw.xvv**uwyzyyzz.*x,0
obj140,fld4,.y*wvuzvuw.vzv*.yvzzuywxxuu.*yyvwx*wu.w.,0
obj141,fld5,vu*yzzvx.yy*uuwwzyu.u*.v..ywx*z*xvz*wvux,1
obj142,fld4,xuyyxyzxuwz*xzuwzzyw**vwyyzwyuvxuuzvxzv*,1
obj143,fld1,yvuvyuwzzuv*vu.vyu*.zw*zw.zzyu*zuzwzvzyu,1
obj144,fld4,.*xvv*w.u.z.yuyu..yxxz..yvuxvzx*vvwx*.uw,1
obj145,fld3,.wzu.wzwxuwxvzzwy.y.u*uv.w*yyvuvxyv.yv*x,1
obj146,fld3,u.vzxwuwy*zvw.w*v*xv*y*x.wywzvzw**xuy.*z,1
obj147,fld4,wuxuvyxyuvzuwzwvy...vzxyuw.w*z*zywvwxxzu,0
obj148,fld4,..x.xv**vx.*wuvzwyzzu.uu*vyvvyy*ywwwu*vw,0
obj149,fld1,wx*y*.y*vwx.*yuwvxy*zwx..uwwz*wzxzvuv.zx,1
obj150,fld1,wv*xw*w*xuu..wvxzwwzzuwy.uxzw.xy*.xy.*vu,1
obj151,fld3,.zxvw.vvuv.vvxy*xvwzv*x.vyv.*wy.vwuxxuww,1
obj152,fld1,.zyyxv.z*zzyu*u*.w.z*vwy*x.*u.yx*yyxuyuv,1
obj153,fld4,uuy*yvx*z*v*yxy.vw**wuxv.y*uvyxxvuyuz*ux,1
obj154,fld1,w**x*x.v*vu.zuuvyv.u*yy.yx*zw.*zwyxyz.yv,1
obj155,fld5,*.x.vxz*vwxzzx.u**zyxzx*wxzwyxuyxz.x*vy*,1
obj156,fld3,*vwwuuvw**z*vvxzvwuz**zwuxzxyv.u*y.x.z*w,1
obj157,fld3,wzzzywuyyxwx*uxxyvu.z*uzvwz*x.zwuywyw.v*,1
obj158,fld3,zuwxxvz*uxxuuxvz.zvy.w*.yxywww**vzxuvyy*,0
obj159,fld3,y*uuw*v*u*vuw.w*xyv.u*vyyxuxzwzvwx.xuy**,1
obj160,fld4,zzyxyvxy.vvz..yyuvxv*v.wz*zw*x***y.u..vy,0
obj161,fld5,..vuuy.w.v*y*uyw*zw.uxv.wx.vv*wuuz.vvxwu,0
obj162,fld5,yxwvwzvxx.xy**xwz*vzyzz.zuwy..uvuy***.vy,1
obj163,fld4,.xxyxzuxvxyuwv*wy*vuzyy**uuwzuzzzzxuxz.w,1
obj164,fld4,**uv*xwww..xxv.wv.uw.u*uwxzwv*zy..y*x*..,1
obj165,fld5,*y.uwvuxvzuw**vy*zzzuuxyyvv*zv.y*zxyuwxu,0
obj166,fld5,*.*xvu*zvv*wyx.vyy.vww.*v.yzvuwyuxvxvuyu,1
obj167,fld4,xz..ywv*uvxywvyywzu.*wy***z*wzu.*z*.v.uu,1
obj168,fld3,xvuwxyvvyw*.wuxywv*v*yzxwu*x.wx*vvuwzxwy,1
obj169,fld1,.*z..w.wvuy.yzz*.zxxy.yuuuyzy*uz.x..wxwz,0
obj170,fld1,zwy.wwywzu*wx**zw.z*uxuuvzx.u*zx.*z.wyv*,0
obj171,fld2,*vxuvvvwxwyvy*yzwxxyvz*y*xy.yy..y*ywvyx.,0
obj172,fld5,u*.***wuwyvu..v.x..u*uwzv..x.xy.uyxz*uyv,0
obj173,fld5,.z**wzvwwuxvyyyywvyvwxu*yxxw.w*.w*zy.**u,0
obj174,fld1,*xv.**vuz*x*.yzv.vy*wu*z*vx*yy*w*zwxx***,0
obj175,fld3,xwu*xwvw.wzuv*uwx**z*.w.uywyzyw*..u.xuzw,0
obj176,fld5,xxzxuvuvx.xzyv.yzyywvzxy.w*.uu**z*uzvyuv,0
obj177,fld1,u*z*z*uvuwzxuxu.*.z**y*xxy*vw*yu..wxzwww,0
obj178,fld5,vwwzxwuv*xyuyxvuw*wv*z.u..*vyuuwwzx.x.uw,0
obj179,fld4,*zz*zywuu.xxzxxyux.vv*xx.yz*y*uvx.*x**..,0
obj180,fld4,wzy.xuvwuywvwxu..vwyxx.wyvv.xx*y.u**y*.v,1
obj181,fld5,zzzwx.wvyzyzx.vu.yyx*vy*x*.vu.uzzxzuvzv*,0
obj182,fld5,yu*u.vzzww*ywy..wzzxuxuvzvvyxwyyuywwxzwy,1
obj183,fld1,y.uxxuw.vy.wxwz.wwx.vx.xyvzyxxxvy.zx..xz,0
obj184,fld3,*uxwwyvwvzz.uw*.zy..*y*uvwvyv.wuyvx.z*vy,1
obj185,fld1,wvvzxz.vu.*uzvwz*.*v*xyy**v.yyywuvyz*xuz,1
obj186,fld1,zxv*.*xu.*vz*uvz.vwzz*zyzz*uz.***y*y*z.z,1
obj187,fld5,yyuyuyy.*yvu.yuz.v.w.zvvuz.*wu.v**uzxuu*,0
obj188,fld4,v*vz.wzzx..xuzuyz*zx.vwwyww*zuwx.yz.yuxw,1
obj189,fld3,z*w*yz*wxz*uxwyz*ywvxwx**.yw..yuxvywz.xz,0
obj190,fld4,..xxxvxu.wyy.v.***zvv..ywvzv.uz..wu.*u*u,1
obj191,fld1,uuwv.*v**wyvw.zwzuxvw.vyx**x*uwzyyxvyxxw,1
obj192,fld5,yvw.vxvxxuyv.yzyxy.xzxxwyvzu.z*..y*vuyww,1
obj193,fld3,uz.*vu.uwuvuv.*wzyuzvzuywwuzxu*vuywzxwuw,0
obj194,fld2,zuwx.*wuw.z.zyu*wwy..zzxz..wzz.yxwuuuw.x,1
obj195,fld3,*zvxzvwu.xyvyzvvuzuw.z.wzxuxzzzyv*wuxuxu,0
obj196,fld3,yyxwyuz.vx.yyu.uzyxx.wwzyux.u*z.zywx*uvv,1
obj197,fld5,vwyvvux*vw*u.z.xzvuy.wvxu.zw.uvu.yu*yx.w,1
obj198,fld1,xvv.xvxy**.uwxyyz.uvyyxz*u*.vz*.*vxx**v*,1
obj199,fld5,xu.uyyuy.*.zyxzxxvzx*.*x.yu.zxv*uzww**xy,1
obj200,fld3,wv*x*zu.yuuxuwzuuyy..uyzvxy*yux*yvzwxw**,0
obj201,fld1,wxzv**uu*x**.*.yvzw.zzuuzvwyzyvwzvwvw*vy,0
obj202,fld1,vuuzwvvywuwwz..x.wyyywu*xvz.yu*.vu*uy*vv,0
obj203,fld1,*.y.wvwxyy.vzvuvz.wzv.y.*v..z.xxwvwvxvw.,1
obj204,fld1,yxy*y.*vww.*w*.z....xzuy.u*yzzzyv.uxwuxw,1
obj205,fld4,*z..v.z.uz*y.w*.vwzxzyu...xvzvz.*.vuvyz.,1
obj206,fld3,wuv.vwxvxzxxyzu..v..v*.v.yzxwxy..*.u*xv*,1
obj207,fld1,u.yx*yvx*uzuuu*ww.xwuyxzvv.vy*xuuzzu.*yy,0
obj208,fld3,zvw*y.wyv.uuy.uw*zz*.uuxyu.x*w*y.wvvuyxz,1
obj209,fld1,zz.zv.x.vvwwvuy.xuxuu*uyw.**wvvuvywz.x.x,0
obj210,fld1,uww*yvz...zx*xv.y.u*y..y.ywxzuw.*yxvw*uy,0
obj211,fld3,.xxvyy*xuyzxvuzzww*vz.vuv.xwzyyxwxz**wxw,0
obj212,fld4,y*vuv.wyzy..zy.uxxz*xz**y**uwyzvzz*uuvzz,0
obj213,fld4,.xuv.zv.vxzzuvzuuv.yuxvwyzv.**xzz*zwz.vv,1
obj214,fld3,u.z*vuuuxuuzvyu.*zu*w.*wz*v.wyx*yxzw.y.y,1
obj215,fld3,uzy*.uv.w..*.**vyyvz.vxwv..v..*ux**yzvwz,0
obj216,fld1,yu*yzxxuvuzwxzv*vwux**xy.yu*xuw*uywxxxzw,0
obj217,fld5,.vvzxxv*vyzzwxy.ywyxuxyvvxv.*uxvxx*uyu*x,1
obj218,fld4,v.uxv.uvz.w*y*.*zzzz.uzu*uz*xu*xywu..xx*,0
obj219,fld4,xy*uuuyux..wz*wwxuzyw..xvwv*w*wz*..*vwz*,0
obj220,fld4,zvuyyz*z.wwyvzz*xvyxx**uyux.wxvw.vyyuxuz,1
obj221,fld4,x*wu*vyywv**u*xwxyv.uuy.*xwvvz*zuzzvuwwz,0
obj222,fld2,*wyzxzw*y*yuu.x*.yy.xwwxvvzwyvx*xv.*.xwz,0
obj223,fld2,*.xx***vw.*zv*x**zwxz.uv*uzz.yywvywwvz*y,1
obj224,fld5,yzxyz*y*wzxx.xy.z.z.uwuxw*xvu*xzw.vvyzyz,0
obj225,fld5,*xuyu**.vvvzvvv.zxvvxx.yw*xz..**.w.y*ywy,0
obj226,fld4,z.x.uxxuzxw.wzv.**y*w*uwvzy*yu.x.w*uw..u,1
obj227,fld2,xuvuxwuzyyux***yz.z.wuyyyvvxy.**wy*u.vwu,0
obj228,fld4,wu.vv.uuzv*wu..wyxx.xx**vxxzx.w.x*x.z*xz,0
obj229,fld3,zz*uux.uyvxywvvywvy*yxwv.ux*u.vx.zx.yzx.,1
obj230,fld5,*.zuzz*yw*v...vz*v.x.wzvu**wwzw.wxzw.w.v,0
obj231,fld5,*zzyvuvxu.uxwuvxwuzu**zv.xv*xzvwyyu.zzww,1
obj232,fld4,.yy*zxuwxwx.zwwxz.*vxv..*xxzxv*uyvw.vuz.,0
obj233,fld5,vu.*vwyzvvuzxuwx.xzwy*u.vy**.z*v.ywvuxxz,0
obj234,fld2,*vwzwuw*u*x.ux.wyy*yxvuzzvvvywxxuyvyyyuv,1
obj235,fld2,yuxxuuzwwy.*v*xuxxu.uu..y.*u*zvxxywzx.w.,1
obj236,fld3,zz*yuzw*yv*z*.wzzzv.xzuvuyuyvwuyyuvvxxww,0
obj237,fld2,yxuvwz*yvzyyv*z.*xy.yuz*vwzvvxy*ywwyzzvx,0
obj238,fld3,vzxzx.*wuwzw**xxwuux.vzxxw.y*zywy....zv*,0
obj239,fld2,*y.z.*yyxuy.yvxywzuw*wuy.*uwvv*.zxw.w*xx,0
obj240,fld5,.xy.**xuzu*xzxzuyywzwzwuwzx.uzzww*xxyvvu,1
obj241,fld4,.y*xxwvwuzuyvyzv..xwyz**u*wvz*wzzzuwzuwy,1
obj242,fld2,.vz.uv*vv*xzvxxy.vwxuw*wywvywzy.x..xxzwy,1
obj243,fld4,vuz*y.u.*uzwux.uuuuxyu.uvuz*xwxu*..vzvz.,1
obj244,fld3,y*wy*uw***yxv.uvuu*z.wwv*xwyuvuyxvu.uuzv,0
obj245,fld3,uxw.uw.zvvx.wyyzvzww.zw..v*uzuxvyxxz.yzw,0
obj246,fld1,uz.z.w.vvvv.vyxwxvzuzwv*x.*yyy..*yuxxxvw,0
obj247,fld2,zwxv.zzv*xvuuvyv.yz**.vzyvvy*xywwwxw*.uu,1
obj248,fld4,zxxuwyvyxvyzvuyzzyuwu*uwyxuv.*xz.y*yv*zx,0
obj249,fld5,*.u**.yyzx*uywvw.yyxwvz.vwuuwz.xyywuvuyw,1
obj250,fld5,*w**xyxxzv*vwu.xxzyxz**v.yv*x.v.*vuxyxuz,0
obj251,fld4,wyyvzxyv..xv*zw*w.vuuz*vu*zxzzwv*.z.xvxw,1
obj252,fld2,v**vv.*wwyyxx..x.w*ux.zuuuyu*uuxvuxvz.**,0
obj253,fld1,u..w*xu.w*xwvyxvuy.zw*wz.zwxyx*wz.y*w.yw,1
obj254,fld3,**vuyx**.yxzuuzwzyyuxzy.yv.zww*y*.wu.vyy,0
obj255,fld2,.yuzvxzvv*.*zxzxuu.y.zvuu.zwzzxyyzyxu*zx,1
obj256,fld5,uux.uvuzwy*.xzuzuxyvyxx.uxxv*xvyyvyxv*v.,0
obj257,fld5,u.wwy.w*z*yzzuzx*yvzv.w*w.*wxy.ywwy*.xxu,1
obj258,fld1,wywx*wxv*xyyx*zzz.xuzw.*v.y*zyx*vx.xwz*y,1
obj259,fld4,x.yyw**vyxxwv.w..*vuuzyyx*uyuyzw*vvzvwyz,1
obj260,fld2,uvv.u*.uz*.ww.z*uz*zz*uw*w..y.y*yv.ywzwv,0
obj261,fld2,yxu*uux*uwuzyu.**wz.yv.w*.uv*zuy**xuv*uz,0
obj262,fld3,wzwwyzz*zxvuwxxzzyuwzyzuw*.xy.x.uvvw*yw.,1
obj263,fld3,zy*wxwyzxz...vvu.x...vwuvvzuzwuxyxwzvvzx,0
obj264,fld2,wzz.wvz*yvzzuwyzyw*yvyvxxwx.yzyzuyxxzv*w,0
obj265,fld2,*yywv.xuvwx.yxwy.*.xxy*xx*yxu*ux*wuxuz**,1
obj266,fld5,xwzxzw.yyv.ywuxvz*.uwwuwwv.x.yy.w.u..uzy,1
obj267,fld2,yzzvvwvw*uu.yuuy.u.uy.xwy*.*.xxxxuz.zvy*,0
obj268,fld4,vzx*u*xuxuxywvux.**wv**vwwvx*ux*w**wzxzz,0
obj269,fld4,w*..vwzyyw*.xy*yv.ywy*x*wzzuyzuz.xuxwwuu,0
obj270,fld4,uvuy*zxvyy*xx*wvwv.yyx*wvuu.vzyuyuv.xu.*,0
obj271,fld5,*wxxw*x..w*vvu.x*y**..uvuuwwuz.z*.zx*vy*,1
obj272,fld2,yvw**zv*vuxuvy.**.vuy.vzu*v.*yxzxyx.vuu*,1
obj273,fld1,*wyu.x.yxz*wy*wxuy.zyyuvz.zy.vw*ww..xv*v,1
obj274,fld3,ux*wvvzyyxuwyzvx.zxxvx.vxvyz.yw*.xzwyw.x,1
obj275,fld5,vy..yyuz.uwz.v***xx**.zzwz*w*y.zvwuv*xvw,1
obj276,fld1,.y.uwx*v*uzuzwxu.uuzywv*w*xzwz.*uvvvvxwv,1
obj277,fld1,zxwx**w*w*zwwuw.wxyyy.uzxzwzwuxx..yzwzyx,0
obj278,fld3,*uw.uxuwvy.yu*u*yxwzx.*vz*.vvvuu.yw.xvzy,1
obj279,fld2,uyzzxw.xvxwz.*w*wy*y.vx*zuuzzwwxxvzuxuvw,0
obj280,fld4,zzzvxvwyvw.wy.yvxzuuwuyv.wv.v*.zw.uuxzyx,1
obj281,fld1,w*zzz.vuywz.xwyyyuuzwzyv.uzzww..zu*wz*xu,1
obj282,fld4,x.*wwvx.*vzzxyu..xxy**wuxyvxzxxwxw.z*u.v,0
obj283,fld5,x.xvuz.y.u*zzzxuux*wyzvwuzzuvxwv.w*y*vvy,0
