freq_1,freq_2,freq_A,freq_B,freq_C,freq_D,prop_1,prop_2,prop_A,prop_B,prop_C,prop_D,first_symbol_1,first_symbol_2,first_symbol_A,first_symbol_B,first_symbol_C,first_symbol_D,last_symbol_1,last_symbol_2,last_symbol_A,last_symbol_B,last_symbol_C,last_symbol_D,middle_symbol_1,middle_symbol_2,middle_symbol_A,middle_symbol_B,middle_symbol_C,middle_symbol_D,trans_11,trans_12,trans_1A,trans_1B,trans_1C,trans_1D,trans_21,trans_22,trans_2A,trans_2B,trans_2C,trans_2D,trans_A1,trans_A2,trans_AA,trans_AB,trans_AC,trans_AD,trans_B1,trans_B2,trans_BA,trans_BB,trans_BC,trans_BD,trans_C1,trans_C2,trans_CA,trans_CB,trans_CC,trans_CD,trans_D1,trans_D2,trans_DA,trans_DB,trans_DC,trans_DD,unique_symbols,longest_run,symbol_entropy,first_pos_1,first_pos_2,first_pos_A,first_pos_B,first_pos_C,first_pos_D,digit_count,letter_count,digit_prop,letter_prop
3,8,3,4,2,0,0.15,0.4,0.15,0.2,0.1,0.0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,0,2,0,0,1,0,1,1,2,3,0,0,1,1,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,2.1464393446710153,3,0,2,1,9,-1,11,9,0.55,0.45
2,5,6,3,1,3,0.1,0.25,0.3,0.15,0.05,0.15,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,1,0,0,1,0,1,1,0,1,0,2,1,2,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,6,2,2.390468570732828,2,3,0,4,14,8,7,13,0.35,0.65
4,1,5,3,2,5,0.2,0.05,0.25,0.15,0.1,0.25,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,2,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,6,2,2.4232196723355077,0,15,1,5,4,3,5,15,0.25,0.75
8,4,0,4,3,1,0.4,0.2,0.0,0.2,0.15,0.05,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,1,3,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,5,2,2.0841837197791886,2,6,-1,0,3,1,12,8,0.6,0.4
2,4,3,4,3,4,0.1,0.2,0.15,0.2,0.15,0.2,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,2,0,0,0,1,1,0,1,1,0,1,0,1,0,1,2,0,1,0,1,0,6,2,2.5464393446710156,1,2,4,3,10,0,6,14,0.3,0.7
5,3,6,2,1,3,0.25,0.15,0.3,0.1,0.05,0.15,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,2,0,1,2,0,0,0,0,1,0,0,2,2,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,0,6,2,2.3904685707328284,0,10,2,8,9,4,8,12,0.4,0.6
7,2,3,3,4,1,0.35,0.1,0.15,0.15,0.2,0.05,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1,0,1,2,2,1,1,0,1,0,0,0,0,0,1,0,2,0,2,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,6,2,2.363865121950854,1,3,4,0,6,13,9,11,0.45,0.55
6,2,3,1,4,4,0.3,0.1,0.15,0.05,0.2,0.2,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,1,1,0,3,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,2,1,0,1,0,0,2,0,0,0,0,1,6,3,2.4086949695628417,1,10,4,3,0,5,8,12,0.4,0.6
3,3,8,2,3,1,0.15,0.15,0.4,0.1,0.15,0.05,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,1,0,2,0,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,6,7,2.308694969562842,0,4,6,1,2,5,6,14,0.3,0.7
6,0,3,3,5,3,0.3,0.0,0.15,0.15,0.25,0.15,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,1,0,1,0,1,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,2,0,1,1,1,0,1,0,1,0,1,0,5,2,2.252724195624655,1,-1,5,8,0,2,6,14,0.3,0.7
5,4,3,4,2,2,0.25,0.2,0.15,0.2,0.1,0.1,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,1,1,0,2,0,1,2,1,0,0,0,0,1,0,1,0,1,0,0,1,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,6,2,2.503701696057348,2,1,14,6,4,0,9,11,0.45,0.55
5,2,5,6,2,0,0.25,0.1,0.25,0.3,0.1,0.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,1,0,0,3,1,0,1,0,1,0,0,0,1,1,1,1,1,0,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,2,2.1854752972273346,1,4,0,6,2,-1,7,13,0.35,0.65
2,2,5,2,7,2,0.1,0.1,0.25,0.1,0.35,0.1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,1,3,0,0,1,0,0,0,1,6,5,2.3588718484453604,10,2,1,0,3,7,4,16,0.2,0.8
2,3,4,3,6,2,0.1,0.15,0.2,0.15,0.3,0.1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,2,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,6,3,2.4709505944546684,4,5,1,0,6,15,5,15,0.25,0.75
4,4,4,3,2,3,0.2,0.2,0.2,0.15,0.1,0.15,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,0,0,2,0,0,1,1,0,0,2,1,0,1,1,0,0,0,2,0,1,1,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,6,2,2.5464393446710156,0,6,1,12,3,2,8,12,0.4,0.6
0,2,3,6,4,5,0.0,0.1,0.15,0.3,0.2,0.25,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,3,0,1,1,1,1,0,0,1,0,0,2,1,5,4,2.2282129458410016,-1,2,4,0,3,1,2,18,0.1,0.9
3,2,3,5,4,3,0.15,0.1,0.15,0.25,0.2,0.15,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,6,3,2.528212945841002,12,0,4,6,1,3,5,15,0.25,0.75
3,1,6,3,4,3,0.15,0.05,0.3,0.15,0.2,0.15,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,1,1,2,0,0,2,0,1,0,0,0,1,2,0,1,1,1,0,0,1,0,6,2,2.433206219346495,11,10,1,3,0,7,4,16,0.2,0.8
5,3,2,4,3,3,0.25,0.15,0.1,0.2,0.15,0.15,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,2,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,1,6,2,2.5282129458410014,3,0,6,1,2,5,8,12,0.4,0.6
6,2,4,2,3,3,0.3,0.1,0.2,0.1,0.15,0.15,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1,1,0,0,1,2,0,0,1,1,0,0,2,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,6,2,2.4709505944546684,6,2,0,8,4,1,8,12,0.4,0.6
2,5,3,1,4,5,0.1,0.25,0.15,0.05,0.2,0.25,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,1,1,0,0,0,0,0,1,1,0,0,2,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,1,1,0,1,2,0,0,1,1,6,2,2.4232196723355077,4,1,10,12,8,0,7,13,0.35,0.65
4,1,4,5,3,3,0.2,0.05,0.2,0.25,0.15,0.15,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,1,1,2,2,0,1,0,0,0,1,0,1,1,0,0,6,2,2.4659573209491747,1,0,7,2,5,3,5,15,0.25,0.75
3,5,3,3,4,2,0.15,0.25,0.15,0.15,0.2,0.1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,0,1,0,1,1,0,2,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,6,2,2.5282129458410014,4,1,7,2,0,10,8,12,0.4,0.6
2,3,7,3,2,3,0.1,0.15,0.35,0.15,0.1,0.15,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0,1,0,1,0,0,1,1,1,0,0,0,0,1,3,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,6,4,2.426120746842681,4,5,0,8,3,2,5,15,0.25,0.75
6,2,3,2,4,3,0.3,0.1,0.15,0.1,0.2,0.15,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,6,3,2.4709505944546684,0,5,3,15,4,6,8,12,0.4,0.6
5,4,5,3,0,3,0.25,0.2,0.25,0.15,0.0,0.15,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,1,3,0,0,0,1,0,1,2,0,0,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,2,2.2854752972273342,1,2,5,0,-1,6,9,11,0.45,0.55
3,2,2,6,3,4,0.15,0.1,0.1,0.3,0.15,0.2,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,2,0,2,0,1,0,2,0,0,1,0,0,0,2,1,6,2,2.4709505944546684,3,11,16,0,5,2,5,15,0.25,0.75
1,6,4,3,4,2,0.05,0.3,0.2,0.15,0.2,0.1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0,0,0,0,1,0,0,1,1,1,1,0,0,2,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,6,3,2.4086949695628417,15,0,3,2,1,10,7,13,0.35,0.65
0,3,5,4,1,7,0.0,0.15,0.25,0.2,0.05,0.35,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,2,0,0,1,1,1,1,0,0,0,0,0,1,0,0,4,1,0,2,5,2,2.1211274733371868,-1,0,3,6,10,1,3,17,0.15,0.85
4,2,3,4,4,3,0.2,0.1,0.15,0.2,0.2,0.15,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,3,0,6,2,2.546439344671015,8,10,4,0,3,2,6,14,0.3,0.7
1,4,4,3,4,4,0.05,0.2,0.2,0.15,0.2,0.2,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,0,0,0,1,0,0,0,0,0,1,2,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,1,1,1,0,1,0,6,2,2.484183719779189,18,3,5,14,1,0,5,15,0.25,0.75
5,1,4,2,6,2,0.25,0.05,0.2,0.1,0.3,0.1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,1,0,1,2,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,1,0,1,0,2,0,2,1,0,0,1,0,1,0,6,2,2.3659573209491747,0,19,6,1,3,13,6,14,0.3,0.7
4,2,1,4,3,6,0.2,0.1,0.05,0.2,0.15,0.3,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,2,6,2,2.4086949695628417,8,10,3,6,1,0,6,14,0.3,0.7
2,4,3,2,6,3,0.1,0.2,0.15,0.1,0.3,0.15,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,1,2,1,0,0,1,0,0,0,2,2,0,1,0,1,1,1,0,0,0,6,2,2.4709505944546684,8,1,6,11,0,2,6,14,0.3,0.7
5,2,4,4,3,2,0.25,0.1,0.2,0.2,0.15,0.1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0,1,0,2,1,1,0,0,0,1,0,1,3,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,6,2,2.503701696057348,2,11,0,8,3,5,7,13,0.35,0.65
2,3,3,7,2,3,0.1,0.15,0.15,0.35,0.1,0.15,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,1,0,1,1,0,0,2,0,0,0,1,0,1,0,1,0,1,1,2,2,1,1,1,0,0,0,0,0,0,2,0,0,0,6,2,2.426120746842681,5,4,2,0,7,11,5,15,0.25,0.75
3,2,3,2,5,5,0.15,0.1,0.15,0.1,0.25,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,2,0,1,2,1,0,1,1,1,0,0,1,1,6,2,2.485475297227334,7,1,3,9,0,6,5,15,0.25,0.75
3,3,2,4,4,4,0.15,0.15,0.1,0.2,0.2,0.2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,1,2,0,0,0,0,0,0,3,0,0,1,0,0,0,1,1,2,0,0,0,1,1,0,0,0,1,2,1,0,1,1,0,0,6,2,2.546439344671015,1,3,2,0,4,7,6,14,0.3,0.7
5,2,4,3,4,2,0.25,0.1,0.2,0.15,0.2,0.1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,2,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,6,3,2.503701696057348,2,11,0,7,5,1,7,13,0.35,0.65
6,2,0,6,3,3,0.3,0.1,0.0,0.3,0.15,0.15,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,1,2,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,2,0,0,0,1,0,5,2,2.195461844238322,2,10,-1,0,4,1,8,12,0.4,0.6
4,5,3,2,3,3,0.2,0.25,0.15,0.1,0.15,0.15,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,2,1,0,2,0,0,0,6,2,2.5282129458410014,5,0,3,11,1,2,9,11,0.45,0.55
1,4,4,6,2,3,0.05,0.2,0.2,0.3,0.1,0.15,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,0,1,0,0,0,0,0,1,0,0,1,2,0,1,0,3,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,1,0,0,6,2,2.408694969562842,15,3,2,0,4,9,5,15,0.25,0.75
8,1,4,3,3,1,0.4,0.05,0.2,0.15,0.15,0.05,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,3,0,2,1,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,6,4,2.2464393446710154,7,1,2,0,5,4,9,11,0.45,0.55
2,5,3,2,2,6,0.1,0.25,0.15,0.1,0.1,0.3,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,0,0,0,1,1,0,1,1,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,3,1,0,1,1,6,2,2.428212945841002,3,2,5,16,4,0,7,13,0.35,0.65
3,3,3,2,5,4,0.15,0.15,0.15,0.1,0.25,0.2,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,0,1,0,2,1,0,0,1,1,0,0,1,2,0,1,6,2,2.5282129458410014,7,2,3,10,0,4,6,14,0.3,0.7
1,4,4,5,3,3,0.05,0.2,0.2,0.25,0.15,0.15,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,0,0,1,0,0,0,0,1,0,0,2,0,0,1,0,2,1,0,1,1,0,1,0,2,0,1,1,1,0,0,0,0,1,1,0,1,6,2,2.4659573209491747,14,7,0,2,1,4,5,15,0.25,0.75
5,2,5,4,1,3,0.25,0.1,0.25,0.2,0.05,0.15,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,2,0,0,2,0,0,1,0,0,0,2,0,0,1,0,0,6,3,2.4232196723355077,1,10,0,2,13,3,7,13,0.35,0.65
4,2,2,5,6,1,0.2,0.1,0.1,0.25,0.3,0.05,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,6,3,2.3659573209491747,3,5,11,0,7,12,6,14,0.3,0.7
6,2,0,8,3,1,0.3,0.1,0.0,0.4,0.15,0.05,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,2,0,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,1,3,0,0,0,0,0,1,0,0,0,0,0,5,4,2.008694969562842,2,8,-1,0,3,1,8,12,0.4,0.6
3,4,3,7,1,2,0.15,0.2,0.15,0.35,0.05,0.1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,3,0,0,1,2,0,2,1,1,0,0,0,1,0,0,0,1,1,0,0,0,6,2,2.363865121950854,7,6,0,1,17,3,7,13,0.35,0.65
4,3,4,5,3,1,0.2,0.15,0.2,0.25,0.15,0.05,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,0,1,2,1,0,0,0,0,0,1,2,0,0,0,0,2,0,1,2,2,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,6,1,2.4659573209491747,4,2,8,1,0,9,7,13,0.35,0.65
5,3,2,3,3,4,0.25,0.15,0.1,0.15,0.15,0.2,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,1,3,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,2,1,1,0,2,0,0,0,1,0,0,1,1,1,6,2,2.528212945841002,7,8,4,1,3,0,8,12,0.4,0.6
8,2,0,2,3,5,0.4,0.1,0.0,0.1,0.15,0.25,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,3,2,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,0,2,0,1,5,3,2.1037016960573482,3,9,-1,7,0,1,10,10,0.5,0.5
7,2,4,4,1,2,0.35,0.1,0.2,0.2,0.05,0.1,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,1,1,3,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6,3,2.339353872167201,2,14,0,8,1,6,9,11,0.45,0.55
5,3,1,2,3,6,0.25,0.15,0.05,0.1,0.15,0.3,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1,0,1,0,1,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,2,2,0,0,1,1,6,2,2.3904685707328284,3,6,15,1,0,4,8,12,0.4,0.6
2,0,4,3,5,6,0.1,0.0,0.2,0.15,0.25,0.3,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,1,0,0,2,0,2,0,1,0,2,0,1,2,5,3,2.228212945841001,2,-1,8,3,9,0,2,18,0.1,0.9
4,4,5,3,1,3,0.2,0.2,0.25,0.15,0.05,0.15,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0,2,0,2,0,0,0,0,0,1,1,2,1,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,6,3,2.465957320949175,2,3,0,8,4,1,8,12,0.4,0.6
4,2,5,3,1,5,0.2,0.1,0.25,0.15,0.05,0.25,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,0,0,1,1,1,1,0,1,1,0,0,0,2,1,1,0,0,1,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,6,3,2.4232196723355077,0,8,2,1,13,3,6,14,0.3,0.7
6,2,4,1,4,3,0.3,0.1,0.2,0.05,0.2,0.15,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,1,1,1,0,2,1,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,6,3,2.408694969562842,1,8,3,0,2,17,8,12,0.4,0.6
3,7,3,1,3,3,0.15,0.35,0.15,0.05,0.15,0.15,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,0,1,0,0,1,0,1,2,1,1,2,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,2,0,0,0,0,6,2,2.3883763717345072,1,2,5,4,9,0,10,10,0.5,0.5
1,4,5,6,3,1,0.05,0.2,0.25,0.3,0.15,0.05,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,0,1,0,0,0,0,0,0,2,2,0,0,1,1,0,2,1,0,0,2,1,1,0,1,0,0,2,0,1,0,0,0,0,1,0,0,6,2,2.3282129458410012,3,4,2,5,0,18,5,15,0.25,0.75
