date,avg_load,peak_load,min_load
2026-07-23,121.4759865856218,135.38841015974748,104.43078801925778
2026-07-24,120.02691892744319,127.54496004983257,113.26447999516165
2026-07-25,121.88084520157581,134.9724247669218,108.57484674504242
2026-07-26,122.05191348729552,137.08262428896754,107.28009543089473
2026-07-27,121.6522397459453,134.81335750080544,111.4349955031517
2026-07-28,122.8147510010034,136.95142221110993,111.46283759406684
2026-07-29,123.0479054951267,132.06080777638664,106.48352233298122
2026-07-30,121.62145424280811,134.37816040583368,101.80618237887401
2026-07-31,119.91244236181667,125.35970675355438,114.92007668611086
2026-08-01,125.22652783646559,139.189816038354,109.21633872171142
2026-08-02,126.13742551841396,144.4430948831511,109.55528650674316
2026-08-03,125.35915130182302,141.39474905418547,112.76363530282497
2026-08-04,126.48598060823291,139.6390239505268,113.63273674852056
2026-08-05,126.46091124072933,137.34426584853898,108.79316284615871
2026-08-06,125.23199726697099,141.95792582894433,104.1233110396525
2026-08-07,123.17122688806903,128.66021814906026,114.7166975485031
2026-08-08,125.74715525251673,144.77187002027975,107.82573963461934
2026-08-09,125.86908587903359,140.46987847844528,109.17973294418354
2026-08-10,125.24060187963808,143.98667371722692,112.74918610336613
2026-08-11,126.35504739954324,138.40995802060775,112.97394842609143
2026-08-12,126.16791560793108,139.75089298381158,110.04040356298857
2026-08-13,125.30268413455428,135.975814757028,107.77514014640295
2026-08-14,123.02220461619079,128.94456744553318,116.60333193270729
2026-08-15,125.30271253021898,135.6732807693789,111.09603294701047
2026-08-16,125.77194229401742,141.46080851346912,109.95042190544088
2026-08-17,125.53744583114116,142.2052517873407,113.11591103554682
2026-08-18,125.91279159467054,138.10132072244804,112.75686492775549
2026-08-19,126.36466441339972,137.31658708746673,108.68299772756478
2026-08-20,125.07252665036327,136.3691566412716,104.68422210980843
2026-08-21,123.37848051328899,129.5830656237248,117.37678612626104
2026-08-22,125.44003188715449,135.63542090288118,110.01669695015383
2026-08-23,126.11776164659624,144.4406215771124,110.31439410615798
2026-08-24,125.63846685593069,141.16873133963497,113.53205110914813
2026-08-25,126.06778827333032,141.70986954143288,114.94469443731602
2026-08-26,126.5292497755163,140.86584367510778,110.9921393281805
2026-08-27,124.39855987276042,137.20053483590854,102.23120306107977
2026-08-28,123.28398259415964,129.4273628788636,117.86221182652122
2026-08-29,125.81723531756869,139.39386375769863,111.59765556139445
2026-08-30,125.70583458764646,141.64307518108058,107.04917747183428
2026-08-31,125.32573902321921,144.99499448311542,114.05761517486191
2026-09-01,118.10635403671988,127.74558273601548,105.1707454333877
2026-09-02,118.39503179977396,128.96160464500966,104.99156293517363
2026-09-03,116.55815990448296,127.89009236385351,102.86626919644095
2026-09-04,115.03710378908198,121.55699204053151,110.78350847928576
2026-09-05,117.029438288332,128.8742145789915,100.7711479778584
2026-09-06,117.77554002496662,133.0860009601292,99.9894905965236
2026-09-07,117.00467670356109,132.41339073247508,107.25615495160903
2026-09-08,117.53878426246227,130.852578764257,105.8089391528793
2026-09-09,117.90086956377938,132.45424376647628,106.62253529416297
2026-09-10,116.85099516956778,131.8733118720712,96.13814604146235
2026-09-11,115.0821954275239,120.13281563749076,110.18518975602906
2026-09-12,117.06017801249895,130.98652324031949,104.22003936613213
2026-09-13,117.82800406321935,132.8540177428946,100.83796963687749
2026-09-14,117.15830654046965,131.81189547681626,105.6193510850214
2026-09-15,117.44444986858925,131.24547988044813,104.50634425453975
2026-09-16,117.77137412883668,127.2664484040732,101.97481967148487
2026-09-17,116.4226528881672,127.81029911351884,94.97006079763162
2026-09-18,115.28145599081243,121.59088621234726,110.86716314175791
2026-09-19,116.71010324597847,131.2078776773488,102.95297901639901
2026-09-20,117.69928647355579,132.78745389774,100.52380609947011
2026-09-21,117.52320533651466,132.4747315154713,107.19500573061515
2026-09-22,117.60478470571927,127.8125634477234,108.26776167630281
2026-09-23,117.71018353879585,129.19269394848698,102.3461476121952
2026-09-24,117.01292161054086,128.39647169369968,96.91980047160422
2026-09-25,114.89356000919243,119.60162553777224,108.7769276244856
2026-09-26,116.98178907297223,128.7678087383409,103.4542397938798
2026-09-27,117.55317073725452,131.1090929255172,101.94391991026168
2026-09-28,117.10248580228863,131.4022574141953,104.66020954865112
2026-09-29,117.80438360124803,130.2736361270707,108.28679837081191
2026-09-30,117.574702661573,128.8607218801695,103.04507918766905
2026-10-01,109.32858514504717,119.99219359817012,90.8549551961854
2026-10-02,108.00134729607505,116.15240817407638,103.96075642995109
2026-10-03,109.65785956570387,123.30681444544824,96.56491648245402
2026-10-04,110.35995353700942,123.42120799134254,98.61079581889263
2026-10-05,110.1185480777471,121.79034294367472,96.71369311955932
2026-10-06,110.60865949981358,123.05074586841191,101.15309708416352
2026-10-07,110.89657880912198,120.18216162880204,93.04509560878702
2026-10-08,108.972135939174,120.16654208178552,88.33743289809057
2026-10-09,108.13727836395594,112.63657989383685,101.91776171382075
2026-10-10,110.39079190415005,123.8420541721937,98.0697932012909
2026-10-11,110.60871775415444,123.76581683515214,95.41726906345365
2026-10-12,110.01588334484076,124.41428382194056,100.05563888657774
2026-10-13,110.71868769960058,125.08417637436112,100.14902297734211
2026-10-14,110.74326577724759,122.42329702163941,96.67980776402308
2026-10-15,109.33107050284967,123.036592308924,89.8413757295342
2026-10-16,107.98690020883792,114.87348583043634,101.64477703996106
2026-10-17,109.57158217328896,121.92220233606878,95.49065855864583
2026-10-18,110.31394151725924,120.96204874251805,96.75176893332369
2026-10-19,109.90042519592629,124.04098818944802,100.37381796813551
2026-10-20,110.82836744251914,122.23738524462307,98.62247561266113
2026-10-21,110.78605705119269,121.6913141320708,96.01863052306001
2026-10-22,109.60329790469832,121.89823267934759,92.4888199446618
2026-10-23,107.85348176478533,113.05223353800827,103.09880495804444
2026-10-24,110.12145631710793,119.80602130071225,98.13186713390907
2026-10-25,109.98234769910137,123.51839186919898,92.67438469450106
2026-10-26,110.18630016172966,123.01147923305777,97.174273562602
2026-10-27,110.56743051086688,120.7472539191273,101.31831639522035
2026-10-28,111.18780774444043,124.1549557050396,95.41337400563283
2026-10-29,109.80810972760948,120.26537829062882,90.72774550282544
2026-10-30,108.32247461872396,113.67503136308493,101.42375567057675
2026-10-31,109.98713269485853,121.27612564044298,96.67793729999273
2026-11-01,113.85955707365734,127.780995576812,99.73930253358935
2026-11-02,114.016022073791,127.19376380036088,104.089257861545
2026-11-03,114.12387570126627,125.30563372234556,103.58499578548206
2026-11-04,114.49890303780711,125.91010352229246,99.39270314919968
2026-11-05,113.11746305664417,123.97957115370093,90.95574614991145
2026-11-06,111.74181802329666,118.27387577552008,106.1236865644965
2026-11-07,113.72018744266512,125.96733427233687,101.94993672758923
2026-11-08,113.64698761367784,128.12272175177716,99.71011098117927
2026-11-09,113.6048600267983,127.11613186360269,102.80621612670568
2026-11-10,113.99409829859752,128.19406368214806,103.009717634719
2026-11-11,114.42128629142421,126.71952540687394,100.15557785599567
2026-11-12,113.47967670282742,124.21262432278786,93.3241507279872
2026-11-13,111.48613475482443,116.60403676509982,105.01894429490142
2026-11-14,113.47990111601267,124.20024457061605,100.65497706462017
2026-11-15,113.56966297694969,126.42412226308915,98.8284782527914
2026-11-16,113.5164528106792,127.01686920627306,100.7049745027599
2026-11-17,114.57718206309694,128.35756095321568,101.26443150981086
2026-11-18,114.5360478867086,127.45784149185442,97.75621832415855
2026-11-19,113.26427131239423,124.73845376476122,92.1969672710276
2026-11-20,112.12653360103207,116.55447408302285,104.46884147350214
2026-11-21,113.21094984853745,127.65113256825596,99.61131741690605
2026-11-22,113.95467791759404,128.01213427623424,101.85985680210973
2026-11-23,113.80664848660645,129.56712866591081,102.90174351332216
2026-11-24,114.22458151465338,125.28778108070112,103.00175970031019
2026-11-25,114.67244077674081,130.79411912786762,100.05485172734305
2026-11-26,112.94299154893747,125.98469458414186,96.10824985683192
2026-11-27,111.67252506932242,116.05413790339107,107.93482137138776
2026-11-28,113.05388252236855,123.09868340752878,99.75258633541755
2026-11-29,114.28777537534455,134.47665101072258,99.84846329588358
2026-11-30,113.71951909948531,130.80691630022153,101.53840304635501
2026-12-01,120.34748308543071,134.33128399448927,109.02999665404704
2026-12-02,120.60029045710682,134.5475103951568,107.00212134082315
2026-12-03,118.68639063449736,130.18057323491252,100.48784739868657
2026-12-04,117.7778273422714,125.71080372954128,113.49533370378506
2026-12-05,119.29459119767193,131.98285755769402,106.52093563446793
2026-12-06,119.78335635640838,134.7263599008237,99.69221512786378
2026-12-07,119.61014549160781,133.80694894801792,109.42289001666992
2026-12-08,120.38793137377492,133.3843212917749,109.86991146221358
2026-12-09,120.50425550224747,136.87678470386726,104.75521425379898
2026-12-10,119.02587157475864,130.65017913748903,98.81191353896698
2026-12-11,117.64158958401252,123.1217123644037,112.2062332623631
2026-12-12,119.6154754235205,133.36126180872702,104.92697699511672
2026-12-13,119.99847129584974,133.99948508420317,105.20158995172473
2026-12-14,119.63220937924677,136.33934130374848,109.15798380186845
2026-12-15,120.11931485952924,134.4795216319887,110.2569687580654
2026-12-16,120.32042689560724,129.25091315706874,103.47762574415997
2026-12-17,119.15057179101983,131.9972719135811,96.14074799358502
2026-12-18,117.62710870905421,123.39155213110922,110.91786522976399
2026-12-19,119.09785744978569,134.4320589609545,104.75087437589328
2026-12-20,119.65298484248159,133.25034326930253,104.39105950245276
2026-12-21,119.21369566517318,137.24746167580636,104.95570471468321
2026-12-22,120.2677155891737,132.84193051848965,109.71085650060495
2026-12-23,120.69037318187752,133.2103603615944,105.43328347882822
2026-12-24,118.90452288607743,131.81137570156088,95.8672073751001
2026-12-25,117.72167073659152,123.35964396374358,112.07872199980953
2026-12-26,119.38029904208089,132.8071622621196,106.18883272324265
2026-12-27,119.86374133163736,136.39613280603515,103.45803448672847
2026-12-28,119.39872202102204,132.74918714361627,108.17638365686432
2026-12-29,120.50209065956734,133.31178523791073,109.29680363432102
2026-12-30,120.65920229328442,132.28518741504422,103.04434395481678
2026-12-31,119.05101971181843,132.899361910722,101.87489420619812
