timestamp_utc,load_mw
2026-01-03T02:00:00Z,117.145
2026-01-03T02:15:00Z,120.261
2026-01-03T02:30:00Z,119.345
2026-01-03T02:45:00Z,116.007
2026-01-03T03:00:00Z,117.306
2026-01-03T03:15:00Z,117.555
2026-01-03T03:30:00Z,127.262
2026-01-03T03:45:00Z,121.253
2026-01-03T04:00:00Z,120.687
2026-01-03T04:15:00Z,117.526
2026-01-03T04:30:00Z,118.223
2026-01-03T04:45:00Z,123.642
2026-01-03T05:00:00Z,121.815
2026-01-03T05:15:00Z,118.487
2026-01-03T05:30:00Z,113.84
2026-01-03T05:45:00Z,120.782
2026-01-03T06:00:00Z,111.216
2026-01-03T06:15:00Z,117.021
2026-01-03T06:30:00Z,118.732
2026-01-03T06:45:00Z,125.241
2026-01-03T07:00:00Z,121.616
2026-01-03T07:15:00Z,123.878
2026-01-03T07:30:00Z,124.305
2026-01-03T07:45:00Z,123.75
2026-01-03T08:00:00Z,123.687
2026-01-03T08:15:00Z,114.379
2026-01-03T08:30:00Z,121.689
2026-01-03T08:45:00Z,124.014
2026-01-03T09:00:00Z,123.996
2026-01-03T09:15:00Z,121.341
2026-01-03T09:30:00Z,121.781
2026-01-03T09:45:00Z,125.459
2026-01-03T10:00:00Z,122.11
2026-01-03T10:15:00Z,118.887
2026-01-03T10:30:00Z,115.632
2026-01-03T10:45:00Z,110.048
2026-01-03T11:00:00Z,121.513
2026-01-03T11:15:00Z,110.66
2026-01-03T11:30:00Z,123.211
2026-01-03T11:45:00Z,111.981
2026-01-03T12:00:00Z,121.693
2026-01-03T12:15:00Z,127.203
2026-01-03T12:30:00Z,116.618
2026-01-03T12:45:00Z,115.947
2026-01-03T13:00:00Z,118.231
2026-01-03T13:15:00Z,113.359
2026-01-03T13:30:00Z,121.381
2026-01-03T13:45:00Z,116.035
2026-01-03T14:00:00Z,114.069
2026-01-03T14:15:00Z,123.234
2026-01-03T14:30:00Z,115.679
2026-01-03T14:45:00Z,129.003
2026-01-03T15:00:00Z,120.125
2026-01-03T15:15:00Z,123.597
2026-01-03T15:30:00Z,120.023
2026-01-03T15:45:00Z,120.173
2026-01-03T16:00:00Z,119.987
2026-01-03T16:15:00Z,112.939
2026-01-03T16:30:00Z,119.944
2026-01-03T16:45:00Z,119.417
2026-01-03T17:00:00Z,127.735
2026-01-03T17:15:00Z,115.922
2026-01-03T17:30:00Z,120.684
2026-01-03T17:45:00Z,131.456
2026-01-03T18:00:00Z,120.849
2026-01-03T18:15:00Z,125.905
2026-01-03T18:30:00Z,121.367
2026-01-03T18:45:00Z,110.553
2026-01-03T19:00:00Z,123.077
2026-01-03T19:15:00Z,107.9
2026-01-03T19:30:00Z,121.86
2026-01-03T19:45:00Z,122.716
2026-01-03T20:00:00Z,120.286
2026-01-03T20:15:00Z,125.907
2026-01-03T20:30:00Z,114.661
2026-01-03T20:45:00Z,116.532
2026-01-03T21:00:00Z,119.969
2026-01-03T21:15:00Z,115.194
2026-01-03T21:30:00Z,117.207
2026-01-03T21:45:00Z,118.388
2026-01-03T22:00:00Z,112.143
2026-01-03T22:15:00Z,123.976
2026-01-03T22:30:00Z,126.137
2026-01-03T22:45:00Z,124.108
2026-01-03T23:00:00Z,125.135
2026-01-03T23:15:00Z,118.45
2026-01-03T23:30:00Z,106.492
2026-01-03T23:45:00Z,117.926
2026-01-04T00:00:00Z,124.413
2026-01-04T00:15:00Z,122.313
2026-01-04T00:30:00Z,124.233
2026-01-04T00:45:00Z,118.045
2026-01-04T01:00:00Z,121.738
2026-01-04T01:15:00Z,118.319
2026-01-04T01:30:00Z,125.683
2026-01-04T01:45:00Z,118.799
2026-01-04T02:00:00Z,124.994
2026-01-04T02:15:00Z,118.051
2026-01-04T02:30:00Z,113.461
2026-01-04T02:45:00Z,117.565
2026-01-04T03:00:00Z,125.8
2026-01-04T03:15:00Z,112.013
2026-01-04T03:30:00Z,133.182
2026-01-04T03:45:00Z,132.254
2026-01-04T04:00:00Z,119.613
2026-01-04T04:15:00Z,121.409
2026-01-04T04:30:00Z,118.728
2026-01-04T04:45:00Z,109.198
2026-01-04T05:00:00Z,118.04
2026-01-04T05:15:00Z,120.79
2026-01-04T05:30:00Z,121.817
2026-01-04T05:45:00Z,120.439
2026-01-04T06:00:00Z,124.948
2026-01-04T06:15:00Z,115.097
2026-01-04T06:30:00Z,122.346
2026-01-04T06:45:00Z,117.113
2026-01-04T07:00:00Z,114.276
2026-01-04T07:15:00Z,125.873
2026-01-04T07:30:00Z,121.785
2026-01-04T07:45:00Z,113.736
2026-01-04T08:00:00Z,116.766
2026-01-04T08:15:00Z,118.266
2026-01-04T08:30:00Z,116.939
2026-01-04T08:45:00Z,127.492
2026-01-04T09:00:00Z,121.097
2026-01-04T09:15:00Z,122.023
2026-01-04T09:30:00Z,116.293
2026-01-04T09:45:00Z,122.209
2026-01-04T10:00:00Z,116.777
2026-01-04T10:15:00Z,120.841
2026-01-04T10:30:00Z,127.514
2026-01-04T10:45:00Z,130.458
2026-01-04T11:00:00Z,123.13
2026-01-04T11:15:00Z,124.474
2026-01-04T11:30:00Z,109.886
2026-01-04T11:45:00Z,118.986
2026-01-04T12:00:00Z,123.391
2026-01-04T12:15:00Z,115.783
2026-01-04T12:30:00Z,125.406
2026-01-04T12:45:00Z,125.438
2026-01-04T13:00:00Z,116.716
2026-01-04T13:15:00Z,118.078
2026-01-04T13:30:00Z,116.932
2026-01-04T13:45:00Z,127.296
2026-01-04T14:00:00Z,129.245
2026-01-04T14:15:00Z,122.418
2026-01-04T14:30:00Z,119.535
2026-01-04T14:45:00Z,124.038
2026-01-04T15:00:00Z,125.703
2026-01-04T15:15:00Z,117.774
2026-01-04T15:30:00Z,118.443
2026-01-04T15:45:00Z,115.452
2026-01-04T16:00:00Z,113.749
2026-01-04T16:15:00Z,120.015
2026-01-04T16:30:00Z,126.54
2026-01-04T16:45:00Z,112.817
2026-01-04T17:00:00Z,115.605
2026-01-04T17:15:00Z,120.549
2026-01-04T17:30:00Z,113.71
2026-01-04T17:45:00Z,121.013
2026-01-04T18:00:00Z,120.482
2026-01-04T18:15:00Z,107.897
2026-01-04T18:30:00Z,116.088
2026-01-04T18:45:00Z,105.362
2026-01-04T19:00:00Z,120.324
2026-01-04T19:15:00Z,118.291
2026-01-04T19:30:00Z,117.511
2026-01-04T19:45:00Z,128.483
2026-01-04T20:00:00Z,117.729
2026-01-04T20:15:00Z,120.343
2026-01-04T20:30:00Z,121.742
2026-01-04T20:45:00Z,119.926
2026-01-04T21:00:00Z,109.957
2026-01-04T21:15:00Z,130.82
2026-01-04T21:30:00Z,118.675
2026-01-04T21:45:00Z,129.285
2026-01-04T22:00:00Z,107.447
2026-01-04T22:15:00Z,116.28
2026-01-04T22:30:00Z,114.816
2026-01-04T22:45:00Z,121.505
2026-01-04T23:00:00Z,108.783
2026-01-04T23:15:00Z,118.638
2026-01-04T23:30:00Z,118.208
2026-01-04T23:45:00Z,118.18
2026-01-05T00:00:00Z,117.561
2026-01-05T00:15:00Z,122.972
2026-01-05T00:30:00Z,121.55
2026-01-05T00:45:00Z,124.721
2026-01-05T01:00:00Z,125.89
2026-01-05T01:15:00Z,114.95
2026-01-05T01:30:00Z,113.707
2026-01-05T01:45:00Z,114.086
2026-01-05T02:00:00Z,116.404
2026-01-05T02:15:00Z,119.346
2026-01-05T02:30:00Z,117.971
2026-01-05T02:45:00Z,117.726
2026-01-05T03:00:00Z,121.372
2026-01-05T03:15:00Z,121.081
2026-01-05T03:30:00Z,119.662
2026-01-05T03:45:00Z,112.847
2026-01-05T04:00:00Z,127.699
2026-01-05T04:15:00Z,118.2
2026-01-05T04:30:00Z,116.741
2026-01-05T04:45:00Z,116.806
2026-01-05T05:00:00Z,118.813
2026-01-05T05:15:00Z,116.926
2026-01-05T05:30:00Z,113.143
2026-01-05T05:45:00Z,119.583
2026-01-05T06:00:00Z,110.904
2026-01-05T06:15:00Z,126.125
2026-01-05T06:30:00Z,124.689
2026-01-05T06:45:00Z,120.499
2026-01-05T07:00:00Z,116.745
2026-01-05T07:15:00Z,126.153
2026-01-05T07:30:00Z,115.707
2026-01-05T07:45:00Z,119.634
2026-01-05T08:00:00Z,117.716
2026-01-05T08:15:00Z,128.577
2026-01-05T08:30:00Z,115.749
2026-01-05T08:45:00Z,118.701
2026-01-05T09:00:00Z,128.872
2026-01-05T09:15:00Z,121.067
2026-01-05T09:30:00Z,121.499
2026-01-05T09:45:00Z,118.959
2026-01-05T10:00:00Z,114.127
2026-01-05T10:15:00Z,118.551
2026-01-05T10:30:00Z,121.656
2026-01-05T10:45:00Z,125.173
2026-01-05T11:00:00Z,130.521
2026-01-05T11:15:00Z,111.967
2026-01-05T11:30:00Z,117.297
2026-01-05T11:45:00Z,116.375
2026-01-05T12:00:00Z,123.623
2026-01-05T12:15:00Z,118.764
2026-01-05T12:30:00Z,124.615
2026-01-05T12:45:00Z,116.677
2026-01-05T13:00:00Z,130.516
2026-01-05T13:15:00Z,125.045
2026-01-05T13:30:00Z,120.721
2026-01-05T13:45:00Z,117.555
2026-01-05T14:00:00Z,116.248
2026-01-05T14:15:00Z,112.319
2026-01-05T14:30:00Z,115.393
2026-01-05T14:45:00Z,116.436
2026-01-05T15:00:00Z,125.615
2026-01-05T15:15:00Z,116.376
2026-01-05T15:30:00Z,122.157
2026-01-05T15:45:00Z,114.643
2026-01-05T16:00:00Z,115.008
2026-01-05T16:15:00Z,119.725
2026-01-05T16:30:00Z,113.752
2026-01-05T16:45:00Z,110.844
2026-01-05T17:00:00Z,118.319
2026-01-05T17:15:00Z,109.784
2026-01-05T17:30:00Z,120.811
2026-01-05T17:45:00Z,130.174
2026-01-05T18:00:00Z,109.13
2026-01-05T18:15:00Z,118.352
2026-01-05T18:30:00Z,114.691
2026-01-05T18:45:00Z,112.197
2026-01-05T19:00:00Z,121.247
2026-01-05T19:15:00Z,114.867
2026-01-05T19:30:00Z,133.573
2026-01-05T19:45:00Z,130.766
2026-01-05T20:00:00Z,120.149
2026-01-05T20:15:00Z,113.009
2026-01-05T20:30:00Z,122.337
2026-01-05T20:45:00Z,112.949
2026-01-05T21:00:00Z,115.807
2026-01-05T21:15:00Z,120.625
2026-01-05T21:30:00Z,124.742
2026-01-05T21:45:00Z,118.614
2026-01-05T22:00:00Z,123.173
2026-01-05T22:15:00Z,120.303
2026-01-05T22:30:00Z,120.661
2026-01-05T22:45:00Z,123.837
2026-01-05T23:00:00Z,120.188
2026-01-05T23:15:00Z,123.517
2026-01-05T23:30:00Z,125.658
2026-01-05T23:45:00Z,122.318
2026-01-06T00:00:00Z,121.487
2026-01-06T00:15:00Z,123.746
2026-01-06T00:30:00Z,126.503
2026-01-06T00:45:00Z,110.98
2026-01-06T01:00:00Z,121.338
2026-01-06T01:15:00Z,120.884
2026-01-06T01:30:00Z,119.019
2026-01-06T01:45:00Z,123.614
2026-01-06T02:00:00Z,121.511
2026-01-06T02:15:00Z,124.941
2026-01-06T02:30:00Z,121.903
2026-01-06T02:45:00Z,119.323
2026-01-06T03:00:00Z,112.788
2026-01-06T03:15:00Z,122.748
2026-01-06T03:30:00Z,118.585
2026-01-06T03:45:00Z,126.675
2026-01-06T04:00:00Z,119.143
2026-01-06T04:15:00Z,126.873
2026-01-06T04:30:00Z,116.478
2026-01-06T04:45:00Z,124.11
2026-01-06T05:00:00Z,117.395
2026-01-06T05:15:00Z,117.818
2026-01-06T05:30:00Z,116.013
2026-01-06T05:45:00Z,131.269
2026-01-06T06:00:00Z,124.888
2026-01-06T06:15:00Z,122.382
2026-01-06T06:30:00Z,130.682
2026-01-06T06:45:00Z,116.118
2026-01-06T07:00:00Z,121.26
2026-01-06T07:15:00Z,122.999
2026-01-06T07:30:00Z,114.589
2026-01-06T07:45:00Z,120.401
2026-01-06T08:00:00Z,117.281
2026-01-06T08:15:00Z,119.752
2026-01-06T08:30:00Z,122.782
2026-01-06T08:45:00Z,118.812
2026-01-06T09:00:00Z,117.755
2026-01-06T09:15:00Z,131.459
2026-01-06T09:30:00Z,123.935
2026-01-06T09:45:00Z,116.658
2026-01-06T10:00:00Z,122.072
2026-01-06T10:15:00Z,119.073
2026-01-06T10:30:00Z,128.821
2026-01-06T10:45:00Z,121.296
2026-01-06T11:00:00Z,124.979
2026-01-06T11:15:00Z,121.98
2026-01-06T11:30:00Z,129.022
2026-01-06T11:45:00Z,115.612
2026-01-06T12:00:00Z,116.035
2026-01-06T12:15:00Z,124.313
2026-01-06T12:30:00Z,122.657
2026-01-06T12:45:00Z,114.149
2026-01-06T13:00:00Z,110.655
2026-01-06T13:15:00Z,109.446
2026-01-06T13:30:00Z,122.43
2026-01-06T13:45:00Z,118.126
2026-01-06T14:00:00Z,117.828
2026-01-06T14:15:00Z,121.675
2026-01-06T14:30:00Z,117.755
2026-01-06T14:45:00Z,119.691
2026-01-06T15:00:00Z,122.594
2026-01-06T15:15:00Z,122.032
2026-01-06T15:30:00Z,114.713
2026-01-06T15:45:00Z,120.753
2026-01-06T16:00:00Z,121.628
2026-01-06T16:15:00Z,118.924
2026-01-06T16:30:00Z,118.576
2026-01-06T16:45:00Z,119.595
2026-01-06T17:00:00Z,118.094
2026-01-06T17:15:00Z,116.926
2026-01-06T17:30:00Z,122.963
2026-01-06T17:45:00Z,120.602
2026-01-06T18:00:00Z,120.384
2026-01-06T18:15:00Z,128.015
2026-01-06T18:30:00Z,111.127
2026-01-06T18:45:00Z,120.115
2026-01-06T19:00:00Z,113.629
2026-01-06T19:15:00Z,117.342
2026-01-06T19:30:00Z,115.484
2026-01-06T19:45:00Z,123.144
2026-01-06T20:00:00Z,121.724
2026-01-06T20:15:00Z,120.418
2026-01-06T20:30:00Z,126.967
2026-01-06T20:45:00Z,111.959
2026-01-06T21:00:00Z,124.22
2026-01-06T21:15:00Z,122.178
2026-01-06T21:30:00Z,116.371
2026-01-06T21:45:00Z,118.687
2026-01-06T22:00:00Z,111.307
2026-01-06T22:15:00Z,121.516
2026-01-06T22:30:00Z,122.967
2026-01-06T22:45:00Z,117.471
2026-01-06T23:00:00Z,117.038
2026-01-06T23:15:00Z,121.758
2026-01-06T23:30:00Z,116.174
2026-01-06T23:45:00Z,119.739
2026-01-07T00:00:00Z,118.503
2026-01-07T00:15:00Z,117.889
2026-01-07T00:30:00Z,125.19
2026-01-07T00:45:00Z,105.511
2026-01-07T01:00:00Z,120.918
2026-01-07T01:15:00Z,122.991
2026-01-07T01:30:00Z,121.765
2026-01-07T01:45:00Z,112.17
2026-01-07T02:00:00Z,123.476
2026-01-07T02:15:00Z,111.076
2026-01-07T02:30:00Z,113.597
2026-01-07T02:45:00Z,119.387
2026-01-07T03:00:00Z,113.979
2026-01-07T03:15:00Z,121.977
2026-01-07T03:30:00Z,124.514
2026-01-07T03:45:00Z,128.869
2026-01-07T04:00:00Z,121.888
2026-01-07T04:15:00Z,115.18
2026-01-07T04:30:00Z,126.009
2026-01-07T04:45:00Z,125.406
2026-01-07T05:00:00Z,119.025
2026-01-07T05:15:00Z,117.143
2026-01-07T05:30:00Z,123.183
2026-01-07T05:45:00Z,118.74
2026-01-07T06:00:00Z,117.558
2026-01-07T06:15:00Z,118.678
2026-01-07T06:30:00Z,123.137
2026-01-07T06:45:00Z,120.502
2026-01-07T07:00:00Z,124.501
2026-01-07T07:15:00Z,119.572
2026-01-07T07:30:00Z,123.42
2026-01-07T07:45:00Z,119.287
2026-01-07T08:00:00Z,118.642
2026-01-07T08:15:00Z,120.91
2026-01-07T08:30:00Z,121.821
2026-01-07T08:45:00Z,113.668
2026-01-07T09:00:00Z,119.879
2026-01-07T09:15:00Z,120.694
2026-01-07T09:30:00Z,131.926
2026-01-07T09:45:00Z,123.677
2026-01-07T10:00:00Z,122.465
2026-01-07T10:15:00Z,127.268
2026-01-07T10:30:00Z,118.349
2026-01-07T10:45:00Z,123.183
2026-01-07T11:00:00Z,119.621
2026-01-07T11:15:00Z,118.426
2026-01-07T11:30:00Z,117.631
2026-01-07T11:45:00Z,124.119
2026-01-07T12:00:00Z,116.137
2026-01-07T12:15:00Z,126.346
2026-01-07T12:30:00Z,117.514
2026-01-07T12:45:00Z,117.074
2026-01-07T13:00:00Z,115.728
2026-01-07T13:15:00Z,121.905
2026-01-07T13:30:00Z,121.732
2026-01-07T13:45:00Z,121.697
2026-01-07T14:00:00Z,118.736
2026-01-07T14:15:00Z,123.023
2026-01-07T14:30:00Z,120.624
2026-01-07T14:45:00Z,116.365
2026-01-07T15:00:00Z,124.704
2026-01-07T15:15:00Z,122.712
2026-01-07T15:30:00Z,127.287
2026-01-07T15:45:00Z,117.36
2026-01-07T16:00:00Z,117.28
2026-01-07T16:15:00Z,127.568
2026-01-07T16:30:00Z,118.044
2026-01-07T16:45:00Z,115.718
2026-01-07T17:00:00Z,120.162
2026-01-07T17:15:00Z,119.818
2026-01-07T17:30:00Z,123.65
2026-01-07T17:45:00Z,119.08
2026-01-07T18:00:00Z,123.222
2026-01-07T18:15:00Z,121.655
2026-01-07T18:30:00Z,128.33
2026-01-07T18:45:00Z,120.791
2026-01-07T19:00:00Z,118.96
2026-01-07T19:15:00Z,120.181
2026-01-07T19:30:00Z,121.373
2026-01-07T19:45:00Z,121.362
2026-01-07T20:00:00Z,123.875
2026-01-07T20:15:00Z,123.945
2026-01-07T20:30:00Z,125.051
2026-01-07T20:45:00Z,121.443
2026-01-07T21:00:00Z,120.827
2026-01-07T21:15:00Z,118.669
2026-01-07T21:30:00Z,122.229
2026-01-07T21:45:00Z,120.984
2026-01-07T22:00:00Z,125.829
2026-01-07T22:15:00Z,116.227
2026-01-07T22:30:00Z,120.437
2026-01-07T22:45:00Z,117.076
2026-01-07T23:00:00Z,113.267
2026-01-07T23:15:00Z,118.327
2026-01-07T23:30:00Z,117.612
2026-01-07T23:45:00Z,116.878
