store_id,avg_ad_spend,total_ad_spend,avg_sales,total_sales,avg_traffic,avg_competitors
63,8170.1305555555555,294124.7,298420.96055555553,10743154.58,3406.9166666666665,4.916666666666667
64,8531.386388888888,307129.91,301601.8438888889,10857666.38,3356.472222222222,5.055555555555555
65,8077.544722222222,290791.61,293929.41444444447,10581458.92,3319.4444444444443,5.638888888888889
66,8228.483333333334,296225.4,299967.13416666666,10798816.83,3474.5833333333335,4.444444444444445
67,8320.445555555554,299536.04,298865.1541666667,10759145.55,3330.5,5.305555555555555
68,8188.116944444445,294772.21,296745.63833333337,10682842.98,3262.1666666666665,5.194444444444445
69,8743.117777777778,314752.24,306114.18944444443,11020110.82,3410.3611111111113,5.083333333333333
70,8590.168055555556,309246.05,298891.7988888889,10760104.76,3264.8611111111113,4.861111111111111
71,8018.526666666668,288666.96,289277.6775,10413996.39,3151.6944444444443,4.972222222222222
72,8534.465,307240.74,304375.1722222222,10957506.2,3538.6388888888887,5.166666666666667
73,8031.621666666667,289138.38,293917.0988888889,10581015.56,3281.0,5.333333333333333
74,8548.155555555555,307733.6,300913.37916666665,10832881.65,3331.8333333333335,5.138888888888889
75,8192.4475,294928.11,297983.14972222224,10727393.39,3324.1388888888887,4.888888888888889
76,8315.447222222221,299356.1,296502.74138888885,10674098.69,3250.8055555555557,5.027777777777778
77,8314.111111111111,299308.0,296578.9372222222,10676841.74,3282.6111111111113,4.972222222222222
78,8635.551666666666,310879.86,304726.7113888889,10970161.61,3422.6388888888887,4.916666666666667
79,8273.06,297830.16,298119.34944444447,10732296.58,3327.722222222222,4.472222222222222
80,8472.379166666668,305005.65,301476.84944444447,10853166.58,3382.25,4.75
81,8341.260277777777,300285.37,297305.9447222222,10703014.01,3311.3333333333335,5.611111111111111
82,8463.43,304683.48,299793.00666666665,10792548.24,3350.972222222222,5.194444444444445
83,8044.524166666666,289602.87,294188.9497222222,10590802.19,3398.75,5.222222222222222
84,8647.27611111111,311301.94,303236.43083333335,10916511.51,3423.1666666666665,5.027777777777778
85,8240.641111111112,296663.08,298765.13611111115,10755544.9,3342.5833333333335,5.555555555555555
86,8424.807222222222,303293.06,304851.5186111111,10974654.67,3430.4166666666665,5.25
87,8224.352777777778,296076.7,300882.4838888889,10831769.42,3433.8333333333335,5.111111111111111
88,7919.31861111111,285095.47,295340.7419444445,10632266.71,3334.0833333333335,5.555555555555555
89,8356.460833333334,300832.59,300433.2469444445,10815596.89,3450.5833333333335,5.277777777777778
90,8412.364444444444,302845.12,300423.89666666667,10815260.28,3412.1111111111113,4.805555555555555
91,8526.524444444445,306954.88,304131.5436111111,10948735.57,3405.777777777778,5.444444444444445
92,8685.845555555556,312690.44,303768.47777777776,10935665.2,3282.5555555555557,4.472222222222222
93,8246.601944444445,296877.67,296928.16055555554,10689413.78,3316.3888888888887,5.277777777777778
94,8256.646944444445,297239.29000000004,298486.2452777778,10745504.83,3370.527777777778,5.25
95,8325.751388888888,299727.05,298928.4863888889,10761425.51,3365.6944444444443,5.111111111111111
96,8644.890277777777,311216.05,305182.15194444446,10986557.47,3539.6944444444443,4.972222222222222
97,8297.627499999999,298714.58999999997,297299.1747222222,10702770.29,3238.5,4.694444444444445
98,8376.032777777778,301537.18,298095.67416666663,10731444.27,3284.9166666666665,5.666666666666667
99,8551.655555555555,307859.6,302578.4877777778,10892825.56,3408.0833333333335,4.805555555555555
100,8479.324444444444,305255.68,301204.1922222222,10843350.92,3411.472222222222,4.805555555555555
101,8296.808333333332,298685.1,299005.595,10764201.42,3338.3055555555557,4.888888888888889
102,8607.985,309887.46,303996.15694444446,10943861.65,3360.1388888888887,5.25
103,8429.315555555555,303455.36,301460.7511111111,10852587.04,3405.3333333333335,4.666666666666667
104,8592.996666666666,309347.88,302565.82833333337,10892369.82,3348.6944444444443,5.555555555555555
105,8659.125,311728.5,304460.1508333333,10960565.43,3380.1111111111113,5.166666666666667
106,8618.5275,310266.99,303037.19361111114,10909338.97,3393.0555555555557,4.972222222222222
107,8535.726111111111,307286.14,302357.83416666667,10884882.03,3453.4166666666665,4.555555555555555
108,8022.125277777778,288796.51,296333.1161111111,10667992.18,3437.1944444444443,4.833333333333333
109,8888.361111111111,319981.0,305353.43388888886,10992723.62,3357.4166666666665,5.166666666666667
110,8507.920555555556,306285.14,304255.8763888889,10953211.55,3441.9166666666665,4.861111111111111
111,8376.034722222223,301537.25,298589.0622222222,10749206.24,3283.8611111111113,4.777777777777778
112,8539.765555555556,307431.56,302120.3091666667,10876331.13,3385.6944444444443,5.388888888888889
113,8277.774722222222,297999.89,297664.7161111111,10715929.78,3170.8611111111113,4.777777777777778
114,8290.691666666668,298464.9,297384.14944444445,10705829.38,3358.527777777778,4.916666666666667
115,8013.723611111111,288494.05,295823.35750000004,10649640.870000001,3329.1111111111113,4.416666666666667
116,8608.739166666666,309914.61,302083.72222222225,10875014.0,3302.8055555555557,4.888888888888889
117,8784.11638888889,316228.19,304725.5316666667,10970119.14,3365.277777777778,4.75
118,8733.212500000001,314395.65,303692.1608333333,10932917.79,3377.8611111111113,5.25
119,8560.592777777778,308181.34,301498.2841666667,10853938.23,3276.8611111111113,5.0
120,8422.360555555555,303204.98,305325.7997222222,10991728.79,3401.5833333333335,4.638888888888889
121,8449.551666666666,304183.86,302268.22194444446,10881655.99,3360.75,4.888888888888889
122,8581.900555555556,308948.42,305157.6769444444,10985676.37,3395.277777777778,4.75
123,8390.2575,302049.27,301942.18805555557,10869918.77,3364.027777777778,5.138888888888889
124,8828.443888888889,317823.98,307800.1216666667,11080804.38,3516.5833333333335,5.166666666666667
125,8612.839444444446,310062.22000000003,301890.285,10868050.26,3366.722222222222,5.083333333333333
126,8301.137222222222,298840.94,296727.35805555555,10682184.89,3265.6111111111113,5.277777777777778
127,8584.406388888889,309038.63,302566.2536111111,10892385.129999999,3295.1944444444443,4.805555555555555
128,8222.824166666665,296021.67,295828.72055555554,10649833.94,3254.972222222222,5.055555555555555
129,8524.97388888889,306899.06,299927.07583333337,10797374.73,3332.8055555555557,4.861111111111111
130,8610.098333333333,309963.54,302345.36805555556,10884433.25,3269.1944444444443,4.194444444444445
131,8492.36638888889,305725.19,300330.27805555554,10811890.01,3333.0833333333335,5.277777777777778
132,8549.737222222222,307790.54,301002.0361111111,10836073.3,3327.0,5.5
133,7896.373888888889,284269.46,293949.17333333334,10582170.24,3429.3611111111113,4.861111111111111
134,8960.888888888889,322592.0,305944.5544444445,11014003.96,3301.972222222222,4.972222222222222
135,8388.143333333333,301973.16000000003,297530.7836111111,10711108.21,3247.472222222222,4.333333333333333
136,8580.6925,308904.93,298697.4175,10753107.03,3284.4166666666665,5.222222222222222
137,8313.763055555555,299295.47,297103.46944444446,10695724.9,3172.972222222222,5.0
138,8202.751388888888,295299.05,298298.61722222227,10738750.22,3404.1111111111113,4.444444444444445
139,8482.639444444445,305375.02,301943.9286111111,10869981.43,3454.8888888888887,5.194444444444445
140,8212.724166666667,295658.07,299684.665,10788647.94,3381.5555555555557,5.027777777777778
141,8642.5275,311130.99,300910.21194444445,10832767.63,3346.6944444444443,5.722222222222222
142,8440.305833333334,303851.01,298820.19916666666,10757527.17,3246.5555555555557,4.805555555555555
143,8643.246111111112,311156.86,301386.9011111111,10849928.44,3341.5,5.111111111111111
144,8547.859166666667,307722.93,303083.19166666665,10910994.9,3458.8055555555557,4.722222222222222
145,8326.70888888889,299761.52,301811.5016666667,10865214.06,3390.222222222222,4.777777777777778
146,8686.426388888889,312711.35,306105.6847222222,11019804.65,3411.8333333333335,4.916666666666667
147,8211.13638888889,295600.91000000003,298674.60333333333,10752285.72,3374.3888888888887,5.0
148,8284.478888888889,298241.24,301098.9902777778,10839563.65,3345.4444444444443,5.277777777777778
149,8109.123055555556,291928.43,295209.2002777778,10627531.21,3237.9444444444443,5.277777777777778
150,8344.036666666667,300385.32,297646.2138888889,10715263.7,3277.277777777778,4.888888888888889
151,8495.593055555555,305841.35,302284.79805555556,10882252.73,3402.1666666666665,4.888888888888889
152,8704.592777777776,313365.33999999997,304746.4838888889,10970873.42,3475.1388888888887,5.361111111111111
153,8450.613055555556,304222.07,301378.9463888889,10849642.07,3419.3888888888887,4.111111111111111
154,8390.591944444444,302061.31,303359.65277777775,10920947.5,3458.8888888888887,5.027777777777778
155,8074.708333333333,290689.5,294557.2411111111,10604060.68,3475.6111111111113,5.083333333333333
156,8325.602777777778,299721.7,296865.95416666666,10687174.35,3309.722222222222,4.75
157,8417.1275,303016.59,299067.1977777778,10766419.120000001,3311.027777777778,4.694444444444445
158,8497.362222222222,305905.04,303508.48055555555,10926305.3,3453.8333333333335,5.25
159,8436.186944444444,303702.73,301129.5697222222,10840664.51,3369.4166666666665,4.583333333333333
160,8762.189722222223,315438.83,304642.8977777778,10967144.32,3380.972222222222,5.055555555555555
161,8370.400555555556,301334.42,298249.5755555556,10736984.72,3426.8055555555557,4.694444444444445
162,8535.415555555555,307274.96,302941.64083333337,10905899.07,3427.8888888888887,5.25
163,8905.800277777778,320608.81,306417.12944444444,11031016.66,3307.1944444444443,5.194444444444445
164,8781.185,316122.66,305780.2263888889,11008088.15,3374.0833333333335,5.0
165,8267.9775,297647.19,298023.8302777778,10728857.89,3247.972222222222,5.527777777777778
166,8213.105,295671.77999999997,298857.89444444445,10758884.2,3363.8888888888887,5.75
167,8988.72388888889,323594.06,307929.1488888889,11085449.36,3376.1944444444443,4.75
168,8490.631944444445,305662.75,306520.73055555555,11034746.3,3536.8888888888887,5.75
169,8544.785833333333,307612.29,303153.915,10913540.94,3387.8055555555557,5.277777777777778
170,8480.308333333332,305291.1,302219.0616666667,10879886.22,3457.1388888888887,5.027777777777778
171,8392.76638888889,302139.59,299163.4161111111,10769882.98,3219.1944444444443,4.5
172,8500.537777777778,306019.36,300317.2888888889,10811422.4,3401.1944444444443,5.138888888888889
173,8358.389166666668,300902.01,298150.4502777778,10733416.21,3344.3055555555557,4.638888888888889
174,8361.325833333332,301007.73,296295.69833333336,10666645.14,3316.3055555555557,4.5
175,8029.030555555555,289045.1,295908.6913888889,10652712.89,3360.6944444444443,4.472222222222222
176,8399.417777777777,302379.04,299612.11305555556,10786036.07,3367.8611111111113,5.111111111111111
177,8314.135,299308.86,299954.4802777778,10798361.290000001,3349.6111111111113,4.194444444444445
178,8325.975833333334,299735.13,295326.7713888889,10631763.77,3213.6666666666665,5.277777777777778
179,8125.384999999999,292513.86,297895.3575,10724232.87,3381.222222222222,5.166666666666667
180,8281.876944444444,298147.57,297289.6508333333,10702427.43,3333.9444444444443,5.083333333333333
181,8759.075,315326.7,304272.5358333333,10953811.29,3313.0555555555557,4.805555555555555
182,8486.033611111112,305497.21,300114.1722222222,10804110.2,3368.5833333333335,4.888888888888889
183,8732.212222222222,314359.64,301450.4497222222,10852216.19,3291.4166666666665,4.722222222222222
184,8272.920277777777,297825.13,298419.2452777778,10743092.83,3358.8611111111113,5.333333333333333
185,8177.662222222221,294395.83999999997,296123.9791666667,10660463.25,3358.0,5.388888888888889
186,8832.000277777777,317952.01,303236.48666666663,10916513.52,3342.527777777778,4.916666666666667
187,8502.31,306083.16,301654.56944444444,10859564.5,3276.3888888888887,5.027777777777778
188,8618.393888888888,310262.18,304861.3963888889,10975010.27,3416.6111111111113,4.75
189,8100.040555555556,291601.46,296950.1702777778,10690206.13,3321.527777777778,4.944444444444445
190,8417.568888888889,303032.48,300156.38083333336,10805629.71,3296.4444444444443,4.861111111111111
191,8668.523333333333,312066.83999999997,306105.7736111111,11019807.85,3476.3055555555557,4.944444444444445
192,8424.987222222222,303299.54,298913.4211111111,10760883.16,3320.6388888888887,5.055555555555555
193,8368.641666666666,301271.1,299339.03,10776205.08,3340.777777777778,4.444444444444445
194,8453.6425,304331.13,301008.00416666665,10836288.15,3275.9166666666665,4.722222222222222
195,8193.116944444446,294952.21,297474.9538888889,10709098.34,3356.9166666666665,5.027777777777778
196,8812.860833333332,317262.99,306211.2880555556,11023606.370000001,3368.5833333333335,5.305555555555555
197,8387.153888888888,301937.54,295753.4813888889,10647125.33,3212.8055555555557,4.777777777777778
198,8228.890833333333,296240.07,296830.9088888889,10685912.72,3196.8055555555557,5.5
199,8234.920277777777,296457.13,299246.0152777778,10772856.55,3414.75,5.666666666666667
200,8462.71361111111,304657.69,301579.7319444444,10856870.35,3268.1388888888887,5.027777777777778
