feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
0.3202,1.0257,-0.1358,0.2217,-1.1955,0.4172,0.1914,-1.0294,0.2208,0.1417,0.5121,-1.7704,0.5935,-1.2387,-0.9804,-1.204,0.1858,-1.4651,0.3267,0.4025,0.971,0.7487,-1.3007,0.4361,-2.0926,0.0952,-1.376,-0.2668,-0.6061,-0.5711,-0.1218,1.1429,1
0.0461,-0.663,-1.0504,-0.2433,-1.6674,0.5134,0.2028,1.2637,-0.0839,-1.0105,1.2259,-0.6107,-0.0752,0.308,1.3923,0.2809,0.2166,-1.1038,-1.6844,0.4315,-0.0846,1.372,1.0149,1.1926,-0.2664,-1.4652,0.4782,-0.2389,0.1529,-0.1075,-0.2023,-0.0721,2
-0.5812,0.3681,0.1443,-0.5974,-0.3032,0.3184,-1.255,0.4866,0.2343,-0.2454,-0.61,-1.5714,0.5233,0.3291,0.7417,0.2492,1.5895,-0.9016,0.5115,0.367,-1.5499,0.0874,0.9659,0.2484,0.3654,0.5042,-2.3971,1.3078,-0.6812,0.4354,-0.2597,-1.1284,3
-0.9903,-1.2307,0.583,0.9137,0.3899,0.0238,1.7101,-0.9674,-2.1335,0.6612,-1.4372,-0.7415,2.0645,-1.9846,-0.324,0.9292,1.2336,0.5292,1.1021,0.2191,-1.2648,-2.2737,0.2893,0.2665,0.8674,-0.6731,0.1428,-0.4718,-1.0121,0.2163,-1.3265,1.677,3
0.5258,-0.1607,-0.6284,1.7029,-1.7577,0.9138,0.4868,0.5529,-1.0584,0.3783,0.0543,-1.0206,0.32,-1.7321,2.1593,0.0272,0.0787,0.0885,-0.8695,1.0906,0.4161,-0.1985,-0.508,1.3697,1.0511,0.2653,-0.2856,1.3485,-0.9757,-0.9324,-0.679,1.8066,2
1.2686,0.1187,-1.3465,0.0769,-0.9497,0.512,-1.3853,0.2333,-0.5235,2.2875,-0.7312,-0.004,-1.6686,-1.1625,-0.36,-1.6923,0.0853,0.5649,0.1998,-0.614,0.3407,0.1135,-0.6582,1.4219,-2.5492,0.1993,-0.1657,-1.2629,0.3259,-0.3902,-1.368,-1.1947,1
-0.4066,0.5709,0.9233,0.8361,-1.8285,-1.3856,1.7015,-0.718,1.905,-0.3828,0.4103,-2.3149,-1.8094,-0.0124,-0.0832,-0.1738,1.1988,0.1742,-0.2212,-1.3204,-0.8778,-0.498,-0.767,1.9218,0.6567,1.0553,-0.668,2.3987,-0.3524,1.526,0.8442,1.7524,1
-0.1076,-0.4732,1.8501,-0.462,-0.8423,0.9104,1.7923,0.6238,-1.5223,0.6922,0.265,1.082,-0.2514,0.0654,2.3442,0.4426,-0.0791,0.3199,-1.6542,0.5586,-1.0684,1.3657,0.3419,0.799,-0.3599,1.1345,-0.5104,1.1856,-1.4438,-0.7322,-1.1181,-1.2434,0
-0.2524,-1.2174,-1.6344,0.0288,0.5564,0.0983,-1.8165,-1.1694,-0.9477,1.4627,-0.5715,0.6115,-1.115,-1.2933,0.3586,-1.1959,-1.5899,3.3064,-0.304,-0.7981,-0.4357,-1.7323,0.6748,-1.32,0.7584,-0.2019,-0.4498,-0.8899,0.7944,-1.0528,1.9338,1.6813,0
0.6414,1.7011,-1.8476,0.4179,0.4678,-1.1623,0.7582,0.1465,0.1255,-1.219,-0.8288,-0.2679,1.1568,1.0523,-0.1928,0.7869,-1.0752,-0.9136,1.1108,-1.6205,-0.13,-0.2125,-1.5221,-0.6271,0.5042,-1.4064,0.7371,-1.213,-1.1505,1.326,0.3368,0.3932,2
0.5033,0.7432,-0.1918,-0.5794,1.4646,-1.5858,-1.4606,0.2955,-0.031,-0.6237,-0.6006,0.1527,1.1305,-0.6802,1.0836,-0.0654,-0.725,-0.8914,0.9939,0.1917,-1.6398,-1.2353,0.9789,-1.2433,0.8142,1.0212,-1.6123,-1.025,-0.3083,0.5957,0.4866,1.4264,1
-0.7344,-0.4629,1.3758,-0.4368,-0.8531,-0.785,-0.1337,0.3661,2.1268,0.4773,1.8108,0.3614,1.0125,-0.4498,-0.9185,-0.6894,-1.0654,-0.1974,-0.156,0.3033,-0.2119,-0.5201,-1.2476,1.5948,-1.0956,-1.8499,0.6526,2.132,0.9812,-1.384,-1.2824,0.0095,0
1.1766,-0.7827,0.0535,-0.1665,0.6685,0.4297,1.1575,-0.8649,0.7687,0.7429,0.0294,0.5474,-0.2129,0.176,0.438,-1.4668,1.5927,0.6884,-0.4525,1.0712,0.38,-0.258,-0.2495,0.8266,0.1905,0.9979,-0.1862,-1.4172,-0.4732,0.6962,0.4964,1.585,2
-0.9561,0.4065,-0.1454,-0.3312,-0.7232,1.3719,-0.4388,-1.2064,1.3072,-0.592,-1.2079,1.1146,-0.7032,-1.6048,1.4685,-0.0873,0.4262,1.0187,0.0095,-1.7716,0.8555,2.2077,0.8548,2.8184,-1.1255,-1.9371,0.2489,1.7279,0.7293,0.3445,0.5501,0.6367,1
1.7814,0.6767,0.0634,-0.2381,-0.1074,0.695,-1.2996,0.5012,-0.6266,-0.1549,0.7865,-2.2172,-1.8337,-0.1652,-1.0873,-1.712,-0.7237,0.2315,0.2186,-0.2996,-0.8784,1.9067,0.8514,0.3787,-0.8004,1.1524,-0.0975,1.5238,-0.6691,-0.1069,2.9003,0.5523,1
0.378,1.7205,-0.8386,-2.0763,-0.4048,-0.2871,0.3764,-1.0579,1.8391,0.104,0.0634,0.1267,0.6334,0.8905,1.0034,0.2692,-1.3313,0.6698,1.4874,-1.6658,1.1754,-0.9151,-1.6533,0.0809,0.4732,0.7861,0.9775,0.5018,1.2088,1.8822,1.402,0.4927,3
-0.1164,-0.7696,-1.0891,1.3848,-1.7311,-1.5708,-0.9173,0.631,0.4676,1.0814,0.8216,-0.9156,-1.2714,-0.281,0.6293,-1.7884,-1.2279,-0.418,0.9572,0.6678,-0.4641,0.7851,1.7893,-0.1731,-2.1708,0.3289,0.8502,-0.4431,-0.0277,0.3968,-0.6624,1.2021,1
-0.1589,1.0877,1.1539,-1.3883,0.3262,-1.0349,-0.4429,-2.5739,-1.3574,-0.571,-2.0946,0.5,-0.9095,-0.0267,-0.8596,-0.1744,-0.21,-1.376,2.0846,0.7975,0.0699,1.726,0.4524,0.4941,-1.4872,0.6869,0.4341,-0.4272,0.3991,1.5558,-2.2045,1.0538,3
0.2619,-0.8634,0.9437,-0.4676,1.7647,0.2612,-0.3773,1.0141,-0.6704,0.2638,-0.9777,-0.0371,2.6152,0.4367,-1.2883,0.0816,-0.8616,1.2403,-0.6609,-0.5603,0.2124,0.3724,-0.9818,1.429,-0.9404,0.1262,0.9797,0.761,-1.2101,-0.6073,-0.5007,1.4432,0
-0.2724,1.2993,1.0023,-0.996,-0.1221,0.2827,-0.5133,-0.2452,0.0436,-1.1627,0.9824,-1.3422,0.0194,1.2931,0.7094,-1.2335,-0.399,0.22,0.3114,-1.0997,0.1372,-0.5015,0.5611,2.0452,-0.4052,0.8536,-0.5246,-1.784,-0.7003,-1.4871,0.1612,0.4004,0
