# Traveling wave profile for m=3, c=1.0
# xi f residual_fo residual_so
-9.398797595190380605e+00 3.043672010800781091e+00 -9.087947523689354767e-08 -4.544091467550970265e-07
-9.378757515030059722e+00 3.041507236236334233e+00 -9.139823461956630979e-08 -4.569974549895050586e-07
-9.358717434869738838e+00 3.039339375746874961e+00 -9.192106822930590226e-08 -4.596022051828185795e-07
-9.338677354709417955e+00 3.037168418311228191e+00 -9.244801560392978956e-08 -4.622446283519821009e-07
-9.318637274549098848e+00 3.034994352845103993e+00 -9.297914399519768835e-08 -4.649085099117655773e-07
-9.298597194388777964e+00 3.032817168200601987e+00 -9.351447041727745102e-08 -4.675756173355694045e-07
-9.278557114228457081e+00 3.030636853165706412e+00 -9.405403676721046935e-08 -4.702710612036753446e-07
-9.258517034068136198e+00 3.028453396463779868e+00 -9.459789676591334739e-08 -4.729993037244639709e-07
-9.238476953907815314e+00 3.026266786753047722e+00 -9.514609955463271262e-08 -4.757400517974019749e-07
-9.218436873747494431e+00 3.024077012626081640e+00 -9.569867030767564842e-08 -4.784931917356516351e-07
-9.198396793587175324e+00 3.021884062609276000e+00 -9.625565872140029455e-08 -4.812837346435117070e-07
-9.178356713426854441e+00 3.019687925162316322e+00 -9.681712699605160566e-08 -4.840985781129347743e-07
-9.158316633266533557e+00 3.017488588677647687e+00 -9.738310664808569328e-08 -4.869115883820995805e-07
-9.138276553106212674e+00 3.015286041479933399e+00 -9.795362256037609683e-08 -4.897567151829207432e-07
-9.118236472945891791e+00 3.013080271825510081e+00 -9.852875651472636775e-08 -4.926549053152484703e-07
-9.098196392785570907e+00 3.010871267901836124e+00 -9.910856497985509606e-08 -4.955610251045072800e-07
-9.078156312625250024e+00 3.008659017826935234e+00 -9.969306455359649988e-08 -4.984756571957404958e-07
-9.058116232464929141e+00 3.006443509648834667e+00 -1.002823132728591915e-07 -5.014204447206793702e-07
-9.038076152304610034e+00 3.004224731344995458e+00 -1.008763603760343130e-07 -5.043753077416113229e-07
-9.018036072144289150e+00 3.002002670821739994e+00 -1.014752351313763512e-07 -5.073697906254892587e-07
-8.997995991983968267e+00 2.999777315913671139e+00 -1.020790312972197356e-07 -5.104103593112085946e-07
-8.977955911823647384e+00 2.997548654383085154e+00 -1.026877888138377770e-07 -5.134471052770095412e-07
-8.957915831663326500e+00 2.995316673919381945e+00 -1.033015282342342189e-07 -5.165118466265994357e-07
-8.937875751503005617e+00 2.993081362138463764e+00 -1.039203377101172165e-07 -5.196076529045967618e-07
-8.917835671342684734e+00 2.990842706582132582e+00 -1.045442432207055461e-07 -5.227226580473143258e-07
-8.897795591182365627e+00 2.988600694717479023e+00 -1.051733162088508422e-07 -5.258721813561351155e-07
-8.877755511022044743e+00 2.986355313936262856e+00 -1.058076065096891227e-07 -5.290550575409724843e-07
-8.857715430861723860e+00 2.984106551554290832e+00 -1.064471849970827222e-07 -5.322487339753934066e-07
-8.837675350701402976e+00 2.981854394810786513e+00 -1.070920683937659490e-07 -5.354597902851310209e-07
-8.817635270541082093e+00 2.979598830867751680e+00 -1.077423385648090814e-07 -5.387183676930362708e-07
-8.797595190380761210e+00 2.977339846809323287e+00 -1.083980586263910695e-07 -5.419969397735258099e-07
-8.777555110220440326e+00 2.975077429641121540e+00 -1.090592699620751560e-07 -5.452986613363464130e-07
-8.757515030060119443e+00 2.972811566289593532e+00 -1.097260416277334727e-07 -5.486327836479176767e-07
-8.737474949899800336e+00 2.970542243601347554e+00 -1.103984298839177924e-07 -5.519894727967766812e-07
-8.717434869739479453e+00 2.968269448342480743e+00 -1.110764900197347416e-07 -5.553899455890132231e-07
-8.697394789579158569e+00 2.965993167197900959e+00 -1.117603119632493147e-07 -5.588153584312749445e-07
-8.677354709418837686e+00 2.963713386770639335e+00 -1.124499231924813714e-07 -5.622561900509026600e-07
-8.657314629258516803e+00 2.961430093581158385e+00 -1.131454001324083691e-07 -5.657427237792944652e-07
-8.637274549098195919e+00 2.959143274066646789e+00 -1.138468180006402264e-07 -5.692464526418916648e-07
-8.617234468937875036e+00 2.956852914580315073e+00 -1.145542104369345893e-07 -5.727750362893857528e-07
-8.597194388777555929e+00 2.954559001390675288e+00 -1.152676656623885521e-07 -5.763288726257087546e-07
-8.577154308617235046e+00 2.952261520680818485e+00 -1.159872189820942978e-07 -5.799398934414057294e-07
-8.557114228456914162e+00 2.949960458547681519e+00 -1.167130097706747804e-07 -5.835921825791956508e-07
-8.537074148296593279e+00 2.947655801001306752e+00 -1.174450497271051219e-07 -5.872333161960341386e-07
-8.517034068136272396e+00 2.945347533964093767e+00 -1.181833977764723542e-07 -5.909223972366817179e-07
-8.496993987975951512e+00 2.943035643270043522e+00 -1.189281590846524850e-07 -5.946497907416414819e-07
-8.476953907815630629e+00 2.940720114663990969e+00 -1.196793788099670408e-07 -5.984028064176527550e-07
-8.456913827655309746e+00 2.938400933800833670e+00 -1.204371437163453962e-07 -6.021860627924979781e-07
-8.436873747494990639e+00 2.936078086244748864e+00 -1.212015073859262770e-07 -6.060045478761821869e-07
-8.416833667334669755e+00 2.933751557468402549e+00 -1.219725659085124647e-07 -6.098744478322259965e-07
-8.396793587174348872e+00 2.931421332852150563e+00 -1.227503999279289104e-07 -6.137707231346212211e-07
-8.376753507014027988e+00 2.929087397683229010e+00 -1.235350673700619240e-07 -6.176825451120748767e-07
-8.356713426853707105e+00 2.926749737154938913e+00 -1.243266329470360532e-07 -6.216320826979426784e-07
-8.336673346693386222e+00 2.924408336365817096e+00 -1.251251912359752083e-07 -6.256396289927579346e-07
-8.316633266533067115e+00 2.922063180318802189e+00 -1.259308410050952176e-07 -6.296715469034097623e-07
-8.296593186372746231e+00 2.919714253920386859e+00 -1.267436246094044705e-07 -6.337125029176604585e-07
-8.276553106212425348e+00 2.917361541979766493e+00 -1.275636174885574903e-07 -6.378186299116350710e-07
-8.256513026052104465e+00 2.915005029207971887e+00 -1.283909539101513175e-07 -6.419767260013031773e-07
-8.236472945891783581e+00 2.912644700216994842e+00 -1.292256898016708178e-07 -6.461406343305498012e-07
-8.216432865731462698e+00 2.910280539518906640e+00 -1.300678864196713747e-07 -6.503455693973592133e-07
-8.196392785571141815e+00 2.907912531524960542e+00 -1.309176582281468271e-07 -6.545852073713831487e-07
-8.176352705410820931e+00 2.905540660544688958e+00 -1.317750577545240276e-07 -6.588729775103274733e-07
-8.156312625250501824e+00 2.903164910784988617e+00 -1.326402232770806933e-07 -6.632245685977977701e-07
-8.136272545090180941e+00 2.900785266349192426e+00 -1.335132347179968093e-07 -6.675797266098015825e-07
-8.116232464929860058e+00 2.898401711236139100e+00 -1.343941334053244674e-07 -6.719752008166324231e-07
-8.096192384769539174e+00 2.896014229339219703e+00 -1.352830612671995780e-07 -6.764313695839518914e-07
-8.076152304609218291e+00 2.893622804445425523e+00 -1.361800949645219916e-07 -6.809085562053951435e-07
-8.056112224448897408e+00 2.891227420234374623e+00 -1.370853129067928222e-07 -6.854354950291963178e-07
-8.036072144288576524e+00 2.888828060277335297e+00 -1.379988410626920015e-07 -6.900136071408269345e-07
-8.016032064128257417e+00 2.886424708036231745e+00 -1.389207621299570761e-07 -6.946073227709348430e-07
-7.995991983967936534e+00 2.884017346862642217e+00 -1.398511449285377850e-07 -6.992626708779425826e-07
-7.975951903807615651e+00 2.881605959996785149e+00 -1.407901506905728795e-07 -7.039688796339760302e-07
-7.955911823647294767e+00 2.879190530566489770e+00 -1.417378322349227560e-07 -7.086909477038716432e-07
-7.935871743486973884e+00 2.876771041586159594e+00 -1.426942944499076660e-07 -7.134784851814401918e-07
-7.915831663326653000e+00 2.874347475955719933e+00 -1.436596752668606314e-07 -7.183108010622163420e-07
-7.895791583166332117e+00 2.871919816459555186e+00 -1.446340468502782528e-07 -7.231793546225162572e-07
-7.875751503006012122e+00 2.869488045765431927e+00 -1.456175350855737349e-07 -7.281024636540678330e-07
-7.855711422845692127e+00 2.867052146423409553e+00 -1.466102451802564488e-07 -7.330638709390768781e-07
-7.835671342685371243e+00 2.864612100864740274e+00 -1.476122775956323352e-07 -7.380686781743861502e-07
-7.815631262525050360e+00 2.862167891400752229e+00 -1.486237484471519821e-07 -7.431319488659937633e-07
-7.795591182364729477e+00 2.859719500221721500e+00 -1.496447862292527020e-07 -7.482424848603841383e-07
-7.775551102204408593e+00 2.857266909395729915e+00 -1.506754902652618355e-07 -7.533764545541998814e-07
-7.755511022044087710e+00 2.854810100867510858e+00 -1.517159503999776504e-07 -7.585846049096289789e-07
-7.735470941883767715e+00 2.852349056457277321e+00 -1.527663556766256647e-07 -7.638564056833274662e-07
-7.715430861723446831e+00 2.849883757859537958e+00 -1.538267802719817112e-07 -7.691414509736205218e-07
-7.695390781563126836e+00 2.847414186641902489e+00 -1.548973287690547096e-07 -7.744933157027844572e-07
-7.675350701402805953e+00 2.844940324243864005e+00 -1.559781704768559152e-07 -7.799089871696196496e-07
-7.655310621242485070e+00 2.842462151975574614e+00 -1.570694072444700495e-07 -7.853575709759752499e-07
-7.635270541082164186e+00 2.839979651016602435e+00 -1.581711574771826889e-07 -7.908654993116215337e-07
-7.615230460921843303e+00 2.837492802414672610e+00 -1.592835716796026091e-07 -7.964380728253672714e-07
-7.595190380761523308e+00 2.835001587084395425e+00 -1.604067802613018401e-07 -8.020465287472688942e-07
-7.575150300601202424e+00 2.832505985805975790e+00 -1.615408860289324622e-07 -8.077117570337577490e-07
-7.555110220440882429e+00 2.830005979223909840e+00 -1.626860589437617577e-07 -8.134422273542440962e-07
-7.535070140280561546e+00 2.827501547845662877e+00 -1.638424195204990497e-07 -8.192200766643509269e-07
-7.515030060120240663e+00 2.824992672040331776e+00 -1.650101091599243119e-07 -8.250596721381953103e-07
-7.494989979959919779e+00 2.822479332037292732e+00 -1.661892768123340858e-07 -8.309690429086913355e-07
-7.474949899799598896e+00 2.819961507924826805e+00 -1.673800812396208926e-07 -8.369118233986228006e-07
-7.454909819639278012e+00 2.817439179648735248e+00 -1.685826095387810142e-07 -8.429199738202441949e-07
-7.434869739478958017e+00 2.814912327010931747e+00 -1.697970807013060579e-07 -8.490072076483556884e-07
-7.414829659318638022e+00 2.812380929668019558e+00 -1.710236095797679212e-07 -8.551379266918957001e-07
-7.394789579158317139e+00 2.809844967129849547e+00 -1.722623547140145206e-07 -8.613233575260892394e-07
-7.374749498997996255e+00 2.807304418758062248e+00 -1.735134540770122413e-07 -8.675736040686388151e-07
-7.354709418837675372e+00 2.804759263764609045e+00 -1.747770879967358582e-07 -8.739055203932366567e-07
-7.334669338677354489e+00 2.802209481210253372e+00 -1.760534283634651587e-07 -8.802721822576131672e-07
-7.314629258517033605e+00 2.799655050003058587e+00 -1.773425737372491540e-07 -8.867260987699410180e-07
-7.294589178356713610e+00 2.797095948896849205e+00 -1.786447954288394868e-07 -8.932468773537038942e-07
-7.274549098196392727e+00 2.794532156489656138e+00 -1.799601579421938879e-07 -8.998096348022954771e-07
-7.254509018036072732e+00 2.791963651222144183e+00 -1.812888912600119085e-07 -9.064694808103013202e-07
-7.234468937875751848e+00 2.789390411376013734e+00 -1.826311643304823207e-07 -9.131729967748469790e-07
-7.214428857715430965e+00 2.786812415072385640e+00 -1.839871128228587338e-07 -9.199420389904844342e-07
-7.194388777555110082e+00 2.784229640270165174e+00 -1.853569498999618759e-07 -9.268015048746747198e-07
-7.174348697394789198e+00 2.781642064764381583e+00 -1.867408611633258886e-07 -9.337303765732940519e-07
-7.154308617234469203e+00 2.779049666184510325e+00 -1.881390250257908292e-07 -9.407050640675151953e-07
-7.134268537074148320e+00 2.776452421992769537e+00 -1.895515870931063773e-07 -9.477640503519069171e-07
-7.114228456913828325e+00 2.773850309482396970e+00 -1.909788018006342014e-07 -9.549277706355496775e-07
-7.094188376753507441e+00 2.771243305775900279e+00 -1.924208573866881267e-07 -9.621266627846125630e-07
-7.074148296593186558e+00 2.768631387823291323e+00 -1.938778821375386485e-07 -9.693933975540858228e-07
-7.054108216432865675e+00 2.766014532400289383e+00 -1.953501300722138012e-07 -9.767594093545994838e-07
-7.034068136272544791e+00 2.763392716106504832e+00 -1.968377929817410887e-07 -9.842042629770730855e-07
-7.014028056112223908e+00 2.760765915363597944e+00 -1.983410913286576260e-07 -9.917332022268965375e-07
-6.993987975951903913e+00 2.758134106413412390e+00 -1.998602315589348422e-07 -9.993186580459223478e-07
-6.973947895791583917e+00 2.755497265316084299e+00 -2.013953862012307638e-07 -1.006990615337599593e-06
-6.953907815631263034e+00 2.752855367948126908e+00 -2.029468239017617748e-07 -1.014755383721421822e-06
-6.933867735470942151e+00 2.750208390000486336e+00 -2.045147340645758760e-07 -1.022595725430619495e-06
-6.913827655310621267e+00 2.747556306976576046e+00 -2.060993576080694112e-07 -1.030522852829562908e-06
-6.893787575150300384e+00 2.744899094190277999e+00 -2.077009105261318211e-07 -1.038516529661137611e-06
-6.873747494989979501e+00 2.742236726763924715e+00 -2.093195997643348960e-07 -1.046619445332908072e-06
-6.853707414829659506e+00 2.739569179626246243e+00 -2.109557295792985343e-07 -1.054803888678179646e-06
-6.833667334669338622e+00 2.736896427510294050e+00 -2.126094583998483500e-07 -1.063064743789254862e-06
-6.813627254509018627e+00 2.734218444951334703e+00 -2.142810863192678994e-07 -1.071424676979404467e-06
-6.793587174348697744e+00 2.731535206284714690e+00 -2.159708213100852703e-07 -1.079872262721437437e-06
-6.773547094188376860e+00 2.728846685643695480e+00 -2.176789473118390106e-07 -1.088417519667927991e-06
-6.753507014028055977e+00 2.726152856957260173e+00 -2.194056976101421697e-07 -1.097051153919892386e-06
-6.733466933867735094e+00 2.723453693947887277e+00 -2.211513441263690538e-07 -1.105783951516059460e-06
-6.713426853707415098e+00 2.720749170129296512e+00 -2.229161474576191182e-07 -1.114598603635386098e-06
-6.693386773547094215e+00 2.718039258804160418e+00 -2.247003513811129949e-07 -1.123522920920549950e-06
-6.673346693386774220e+00 2.715323933061784878e+00 -2.265042783056170350e-07 -1.132545619952907145e-06
-6.653306613226453337e+00 2.712603165775758995e+00 -2.283281559101180136e-07 -1.141652532510306628e-06
-6.633266533066132453e+00 2.709876929601569007e+00 -2.301722850928111797e-07 -1.150883562672788685e-06
-6.613226452905811570e+00 2.707145196974179768e+00 -2.320369802133459558e-07 -1.160218602080931305e-06
-6.593186372745490686e+00 2.704407940105582053e+00 -2.339225088909824279e-07 -1.169647703136433847e-06
-6.573146292585170691e+00 2.701665130982306096e+00 -2.358291725790273574e-07 -1.179162467224159627e-06
-6.553106212424849808e+00 2.698916741362897387e+00 -2.377572285716667011e-07 -1.188802130513977318e-06
-6.533066132264529813e+00 2.696162742775357835e+00 -2.397070655579813803e-07 -1.198560354964683938e-06
-6.513026052104208929e+00 2.693403106514550505e+00 -2.416789353087978043e-07 -1.208423270782077452e-06
-6.492985971943888046e+00 2.690637803639566616e+00 -2.436732064181601487e-07 -1.218400853986167931e-06
-6.472945891783567163e+00 2.687866804971053458e+00 -2.456901585234927410e-07 -1.228466260272398358e-06
-6.452905811623246279e+00 2.685090081088507219e+00 -2.477301129788500589e-07 -1.238661042179955984e-06
-6.432865731462925396e+00 2.682307602327521412e+00 -2.497934431244797082e-07 -1.249005919135015574e-06
-6.412825651302605401e+00 2.679519338776999771e+00 -2.518805218842956606e-07 -1.259446761991966923e-06
-6.392785571142284518e+00 2.676725260276324736e+00 -2.539916188204482950e-07 -1.269977332185590058e-06
-6.372745490981964522e+00 2.673925336412489973e+00 -2.561271023604483332e-07 -1.280657940583296295e-06
-6.352705410821643639e+00 2.671119536517182258e+00 -2.582873765699655877e-07 -1.291470184128229448e-06
-6.332665330661322756e+00 2.668307829663829178e+00 -2.604727806221340813e-07 -1.302396299251995515e-06
-6.312625250501001872e+00 2.665490184664598416e+00 -2.626836907160257084e-07 -1.313442538730669185e-06
-6.292585170340680989e+00 2.662666570067351746e+00 -2.649204682569905600e-07 -1.324627547205636802e-06
-6.272545090180360994e+00 2.659836954152557276e+00 -2.671835387102472481e-07 -1.335944247671250196e-06
-6.252505010020040110e+00 2.657001304930152852e+00 -2.694732580688086188e-07 -1.347406623608549125e-06
-6.232464929859720115e+00 2.654159590136362823e+00 -2.717900922932781071e-07 -1.358990758149047906e-06
-6.212424849699399232e+00 2.651311777230468625e+00 -2.741343559375941652e-07 -1.370692885416247009e-06
-6.192384769539078349e+00 2.648457833391529181e+00 -2.765065176268954872e-07 -1.382560981255664956e-06
-6.172344689378757465e+00 2.645597725515051568e+00 -2.789070054076692173e-07 -1.394565941836845013e-06
-6.152304609218436582e+00 2.642731420209611937e+00 -2.813362364184612829e-07 -1.406710808282696235e-06
-6.132264529058116587e+00 2.639858883793426259e+00 -2.837946564138160710e-07 -1.419005826619468280e-06
-6.112224448897795703e+00 2.636980082290864225e+00 -2.862827163108150330e-07 -1.431456624345628370e-06
-6.092184368737475708e+00 2.634094981428915183e+00 -2.888008857893087367e-07 -1.444038389308843762e-06
-6.072144288577154825e+00 2.631203546633597679e+00 -2.913495733558590928e-07 -1.456779031627775112e-06
-6.052104208416833941e+00 2.628305743026310815e+00 -2.939293221870808992e-07 -1.469692577416026324e-06
-6.032064128256513058e+00 2.625401535420134103e+00 -2.965405840049673003e-07 -1.482737388869281858e-06
-6.012024048096192175e+00 2.622490888316066027e+00 -2.991838229660093162e-07 -1.495947529406294052e-06
-5.991983967935872180e+00 2.619573765899207096e+00 -3.018595790826861247e-07 -1.509337266725196969e-06
-5.971943887775551296e+00 2.616650132034878506e+00 -3.045683615310323944e-07 -1.522882271842718183e-06
-5.951903807615230413e+00 2.613719950264687064e+00 -3.073106699946759335e-07 -1.536595348738956091e-06
-5.931863727454910418e+00 2.610783183802520835e+00 -3.100870561989488294e-07 -1.550473271549890342e-06
-5.911823647294589534e+00 2.607839795530487059e+00 -3.128980265720837650e-07 -1.564531203257502057e-06
-5.891783567134268651e+00 2.604889747994782123e+00 -3.157441817724926381e-07 -1.578760674192380975e-06
-5.871743486973947768e+00 2.601933003401498912e+00 -3.186260237320048816e-07 -1.593167340274703747e-06
-5.851703406813627772e+00 2.598969523612364885e+00 -3.215441814752306726e-07 -1.607770542477737763e-06
-5.831663326653306889e+00 2.595999270140412651e+00 -3.244992164419535641e-07 -1.622538619017177552e-06
-5.811623246492986006e+00 2.593022204145581711e+00 -3.274917013684763845e-07 -1.637491592987316835e-06
-5.791583166332665122e+00 2.590038286430250025e+00 -3.305222596727830364e-07 -1.652652358075101802e-06
-5.771543086172345127e+00 2.587047477434689213e+00 -3.335915335078709631e-07 -1.668009872446418740e-06
-5.751503006012024244e+00 2.584049737232452681e+00 -3.367001380760736851e-07 -1.683548816799884662e-06
-5.731462925851703361e+00 2.581045025525681158e+00 -3.398486976557979489e-07 -1.699289626344580029e-06
-5.711422845691383365e+00 2.578033301640339836e+00 -3.430378925639576693e-07 -1.715241026545299974e-06
-5.691382765531062482e+00 2.575014524521368919e+00 -3.462683857147208499e-07 -1.731388039161174675e-06
-5.671342685370741599e+00 2.571988652727760005e+00 -3.495408412435008216e-07 -1.747739759139221860e-06
-5.651302605210420715e+00 2.568955644427551643e+00 -3.528559623378058063e-07 -1.764331571507682384e-06
-5.631262525050100720e+00 2.565915457392736077e+00 -3.562145164393015762e-07 -1.781133569522808102e-06
-5.611222444889779837e+00 2.562868048994087822e+00 -3.596171563036154595e-07 -1.798131869179542264e-06
-5.591182364729458953e+00 2.559813376195903434e+00 -3.630646369101597770e-07 -1.815368150914764556e-06
-5.571142284569138070e+00 2.556751395550652450e+00 -3.665577308908929410e-07 -1.832842762894415500e-06
-5.551102204408818075e+00 2.553682063193537743e+00 -3.700972161513327308e-07 -1.850542822978695767e-06
-5.531062124248497192e+00 2.550605334836967941e+00 -3.736838565526756639e-07 -1.868473162858208525e-06
-5.511022044088176308e+00 2.547521165764931705e+00 -3.773184641675531026e-07 -1.886652732707716495e-06
-5.490981963927856313e+00 2.544429510827280527e+00 -3.810018718852781205e-07 -1.905065346363699064e-06
-5.470941883767535430e+00 2.541330324433908938e+00 -3.847348762353597351e-07 -1.923722848573561350e-06
-5.450901803607214546e+00 2.538223560548842350e+00 -3.885183632312827484e-07 -1.942649795694251225e-06
-5.430861723446893663e+00 2.535109172684214762e+00 -3.923532143068619860e-07 -1.961831294750027155e-06
-5.410821643286573668e+00 2.531987113894150099e+00 -3.962403049284635159e-07 -1.981261121386523882e-06
-5.390781563126252784e+00 2.528857336768533415e+00 -4.001805272435543515e-07 -2.000960328985001979e-06
-5.370741482965931901e+00 2.525719793426675519e+00 -4.041748353778018554e-07 -2.020936342717050138e-06
-5.350701402805611018e+00 2.522574435510865687e+00 -4.082241675251729873e-07 -2.041186114354331949e-06
-5.330661322645291023e+00 2.519421214179814683e+00 -4.123294985725056705e-07 -2.061713843204415753e-06
-5.310621242484970139e+00 2.516260080101977437e+00 -4.164918061266842386e-07 -2.082523373303502012e-06
-5.290581162324649256e+00 2.513090983448763804e+00 -4.207121043486861112e-07 -2.103625327265490341e-06
-5.270541082164329261e+00 2.509913873887625435e+00 -4.249914277998367851e-07 -2.125024224142180174e-06
-5.250501002004008377e+00 2.506728700575020063e+00 -4.293308334402112791e-07 -2.146726146179389616e-06
-5.230460921843687494e+00 2.503535412149251460e+00 -4.337314033209249686e-07 -2.168726780382712604e-06
-5.210420841683366611e+00 2.500333956723181483e+00 -4.381942162179353062e-07 -2.191043925847679930e-06
-5.190380761523046615e+00 2.497124281876810237e+00 -4.427204333135037473e-07 -2.213680382112670486e-06
-5.170340681362725732e+00 2.493906334649720780e+00 -4.473111749614400168e-07 -2.236628603213830502e-06
-5.150300601202404849e+00 2.490680061533391054e+00 -4.519676185255061540e-07 -2.259908420398915041e-06
-5.130260521042083965e+00 2.487445408463363705e+00 -4.566909716785527706e-07 -2.283537313019223802e-06
-5.110220440881763970e+00 2.484202320811270237e+00 -4.614824947457574211e-07 -2.307490959196911717e-06
-5.090180360721443087e+00 2.480950743376715284e+00 -4.663433703089303606e-07 -2.331788145681912283e-06
-5.070140280561122204e+00 2.477690620379006781e+00 -4.712749470114907524e-07 -2.356462921682123124e-06
-5.050100200400802208e+00 2.474421895448732922e+00 -4.762785370260314011e-07 -2.381482758551101142e-06
-5.030060120240481325e+00 2.471144511619187689e+00 -4.813554452809398754e-07 -2.406858172321335587e-06
-5.010020040080160442e+00 2.467858411317631617e+00 -4.865070537818372287e-07 -2.432615303860075073e-06
-4.989979959919839558e+00 2.464563536356393136e+00 -4.917347803390370586e-07 -2.458760391732539574e-06
-4.969939879759519563e+00 2.461259827923798937e+00 -4.970400687143161633e-07 -2.485288867148938152e-06
-4.949899799599198680e+00 2.457947226574937361e+00 -5.024243706630571182e-07 -2.512214251737532322e-06
-4.929859719438877796e+00 2.454625672222244592e+00 -5.078892136023416271e-07 -2.539539977419735806e-06
-4.909819639278556913e+00 2.451295104125912783e+00 -5.134361069636383945e-07 -2.567277192611072678e-06
-4.889779559118236918e+00 2.447955460884116530e+00 -5.190666585164205316e-07 -2.595432420093857218e-06
-4.869739478957916035e+00 2.444606680423047518e+00 -5.247824464427175428e-07 -2.624011507634804730e-06
-4.849699398797595151e+00 2.441248699986765303e+00 -5.305851474568523685e-07 -2.653030030330683076e-06
-4.829659318637275156e+00 2.437881456126843371e+00 -5.364764363857688068e-07 -2.682479696147765935e-06
-4.809619238476954273e+00 2.434504884691822024e+00 -5.424580228341469024e-07 -2.712388791792363918e-06
-4.789579158316633389e+00 2.431118920816450313e+00 -5.485317170206283066e-07 -2.742766596952606051e-06
-4.769539078156312506e+00 2.427723498910721034e+00 -5.546993132043986918e-07 -2.773610013662164420e-06
-4.749498997995992511e+00 2.424318552648688563e+00 -5.609626738678485935e-07 -2.804925870236729679e-06
-4.729458917835671627e+00 2.420904014957068195e+00 -5.673236742609333305e-07 -2.836729208866017871e-06
-4.709418837675350744e+00 2.417479818003606340e+00 -5.737842830311201681e-07 -2.869029259500166518e-06
-4.689378757515029861e+00 2.414045893185223779e+00 -5.803464670772751077e-07 -2.901847381053812569e-06
-4.669338677354709866e+00 2.410602171115918235e+00 -5.870123237772251201e-07 -2.935187218611190474e-06
-4.649298597194388982e+00 2.407148581614425797e+00 -5.937838999381384042e-07 -2.969043713108021620e-06
-4.629258517034068099e+00 2.403685053691635432e+00 -6.006633503086167281e-07 -3.003446089167027822e-06
-4.609218436873748104e+00 2.400211515537746365e+00 -6.076528789866753044e-07 -3.038392321741412161e-06
-4.589178356713427220e+00 2.396727894509165235e+00 -6.147547109425222089e-07 -3.073899300432003656e-06
-4.569138276553106337e+00 2.393234117115137227e+00 -6.219711770616420665e-07 -3.109988952587627864e-06
-4.549098196392785454e+00 2.389730109004100544e+00 -6.293046465599694272e-07 -3.146658414721059671e-06
