# Traveling wave profile for m=2, c=1.0
# xi f residual_fo residual_so
-6.513026052104208929e+00 3.609162244096047356e+00 -3.278979335830101149e-07 -9.837090289011030109e-07
-6.492985971943888046e+00 3.603605409015778527e+00 -3.304338719312127637e-07 -9.913184584320333670e-07
-6.472945891783567163e+00 3.598039991935489290e+00 -3.329973587429257975e-07 -9.990163931661300012e-07
-6.452905811623246279e+00 3.592465952969699838e+00 -3.355887916445254859e-07 -1.006789474899960624e-06
-6.432865731462925396e+00 3.586883251923018712e+00 -3.382085245196009282e-07 -1.014644482211224386e-06
-6.412825651302605401e+00 3.581291848286761947e+00 -3.408569856366838735e-07 -1.022586943122405501e-06
-6.392785571142284518e+00 3.575691701235520270e+00 -3.435345558577829195e-07 -1.030626648912402743e-06
-6.372745490981964522e+00 3.570082769623685870e+00 -3.462417045296817264e-07 -1.038751221926759172e-06
-6.352705410821643639e+00 3.564465011981922338e+00 -3.489787840371683103e-07 -1.046953130412475730e-06
-6.332665330661322756e+00 3.558838386513588858e+00 -3.517462505708834897e-07 -1.055260796078982821e-06
-6.312625250501001872e+00 3.553202851091111558e+00 -3.545445566022209505e-07 -1.063651566823864414e-06
-6.292585170340680989e+00 3.547558363252303337e+00 -3.573740978701778204e-07 -1.072148947400819452e-06
-6.272545090180360994e+00 3.541904880196632632e+00 -3.602354131104767987e-07 -1.080731138358714816e-06
-6.252505010020040110e+00 3.536242358781434003e+00 -3.631288392758058592e-07 -1.089407632548500260e-06
-6.232464929859720115e+00 3.530570755518070758e+00 -3.660549580120076030e-07 -1.098194289284037950e-06
-6.212424849699399232e+00 3.524890026568034518e+00 -3.690141682222147779e-07 -1.107064093730514287e-06
-6.192384769539078349e+00 3.519200127738994599e+00 -3.720069773893719400e-07 -1.116040252213679196e-06
-6.172344689378757465e+00 3.513501014480786555e+00 -3.750338714580969679e-07 -1.125124057921311760e-06
-6.152304609218436582e+00 3.507792641881340323e+00 -3.780953748977466944e-07 -1.134311261807852134e-06
-6.132264529058116587e+00 3.502074964662554635e+00 -3.811919727647605782e-07 -1.143602503361762501e-06
-6.112224448897795703e+00 3.496347937176103038e+00 -3.843242051826400996e-07 -1.153000525278002897e-06
-6.092184368737475708e+00 3.490611513399185295e+00 -3.874925795233075121e-07 -1.162501831686313380e-06
-6.072144288577154825e+00 3.484865646930209948e+00 -3.906976382972437989e-07 -1.172118260228671716e-06
-6.052104208416833941e+00 3.479110290984416043e+00 -3.939399418895206395e-07 -1.181845846076612361e-06
-6.032064128256513058e+00 3.473345398389429572e+00 -3.972200340873754953e-07 -1.191684674495263607e-06
-6.012024048096192175e+00 3.467570921580751975e+00 -4.005384903749131809e-07 -1.201644863613182679e-06
-5.991983967935872180e+00 3.461786812597180241e+00 -4.038959034446953922e-07 -1.211713680504544755e-06
-5.971943887775551296e+00 3.455993023076160853e+00 -4.072928214693405380e-07 -1.221902550696540857e-06
-5.951903807615230413e+00 3.450189504249072669e+00 -4.107298912092716137e-07 -1.232220768088154728e-06
-5.931863727454910418e+00 3.444376206936434759e+00 -4.142077080215855744e-07 -1.242657134525870788e-06
-5.911823647294589534e+00 3.438553081543046286e+00 -4.177268977945125528e-07 -1.253211863172509766e-06
-5.891783567134268651e+00 3.432720078053050017e+00 -4.212880728715617806e-07 -1.263892769998165022e-06
-5.871743486973947768e+00 3.426877146024919440e+00 -4.248919030502840144e-07 -1.274707244647288462e-06
-5.851703406813627772e+00 3.421024234586369506e+00 -4.285390433067526317e-07 -1.285648778548420523e-06
-5.831663326653306889e+00 3.415161292429189643e+00 -4.322301593862043489e-07 -1.296720398613615544e-06
-5.811623246492986006e+00 3.409288267803995964e+00 -4.359659346309108230e-07 -1.307927476545955869e-06
-5.791583166332665122e+00 3.403405108514901745e+00 -4.397470722006247001e-07 -1.319274119282454194e-06
-5.771543086172345127e+00 3.397511761914105755e+00 -4.435742887443083760e-07 -1.330754272999001842e-06
-5.751503006012024244e+00 3.391608174896393990e+00 -4.474482861449580184e-07 -1.342374773116716824e-06
-5.731462925851703361e+00 3.385694293893559248e+00 -4.513698250163677983e-07 -1.354148551513389975e-06
-5.711422845691383365e+00 3.379770064868728330e+00 -4.553396725226477315e-07 -1.366053979268144758e-06
-5.691382765531062482e+00 3.373835433310599985e+00 -4.593585349321749334e-07 -1.378107484129031945e-06
-5.671342685370741599e+00 3.367890344227597144e+00 -4.634272585124499244e-07 -1.390312903026824642e-06
-5.651302605210420715e+00 3.361934742141917454e+00 -4.675465845038750956e-07 -1.402678051931616210e-06
-5.631262525050100720e+00 3.355968571083495888e+00 -4.717174100221654953e-07 -1.415195214349296293e-06
-5.611222444889779837e+00 3.349991774583866100e+00 -4.759404715892756599e-07 -1.427855124802590581e-06
-5.591182364729458953e+00 3.344004295669925853e+00 -4.802166571615806845e-07 -1.440684556541782513e-06
-5.571142284569138070e+00 3.338006076857601645e+00 -4.845468223324544965e-07 -1.453681989005417563e-06
-5.551102204408818075e+00 3.331997060145407197e+00 -4.889318748202420295e-07 -1.466836806685023475e-06
-5.531062124248497192e+00 3.325977187007901570e+00 -4.933726571731966715e-07 -1.480154068644878862e-06
-5.511022044088176308e+00 3.319946398389038933e+00 -4.978701214630731897e-07 -1.493650628958675952e-06
-5.490981963927856313e+00 3.313904634695409079e+00 -5.024251971685878004e-07 -1.507314081550248375e-06
-5.470941883767535430e+00 3.307851835789364703e+00 -5.070388185979268769e-07 -1.521158836226277344e-06
-5.450901803607214546e+00 3.301787940982041647e+00 -5.117119957764870719e-07 -1.535178967060346622e-06
-5.430861723446893663e+00 3.295712889026255255e+00 -5.164456695627706040e-07 -1.549377145693142666e-06
-5.410821643286573668e+00 3.289626618109287470e+00 -5.212408889510022902e-07 -1.563772855206480017e-06
-5.390781563126252784e+00 3.283529065845543382e+00 -5.260986963295799512e-07 -1.578343301389395492e-06
-5.370741482965931901e+00 3.277420169269094963e+00 -5.310200869579340122e-07 -1.593097692875744542e-06
-5.350701402805611018e+00 3.271299864826094250e+00 -5.360061685610872928e-07 -1.608064849278889596e-06
-5.330661322645291023e+00 3.265168088367057297e+00 -5.410580757314598088e-07 -1.623225955427187728e-06
-5.310621242484970139e+00 3.259024775139020225e+00 -5.461768790571142063e-07 -1.638579405494056118e-06
-5.290581162324649256e+00 3.252869859777562489e+00 -5.513637407750238140e-07 -1.654142437246264308e-06
-5.270541082164329261e+00 3.246703276298691598e+00 -5.566198303386116208e-07 -1.669905515200298396e-06
-5.250501002004008377e+00 3.240524958090589269e+00 -5.619463094297394434e-07 -1.685883248114805610e-06
-5.230460921843687494e+00 3.234334837905218141e+00 -5.673444392617632559e-07 -1.702080666632355133e-06
-5.210420841683366611e+00 3.228132847849780163e+00 -5.728154374162741647e-07 -1.718501906111669086e-06
-5.190380761523046615e+00 3.221918919378030211e+00 -5.783606199516455604e-07 -1.735139534275731421e-06
-5.170340681362725732e+00 3.215692983281434270e+00 -5.839812141639200149e-07 -1.751997530163862393e-06
-5.150300601202404849e+00 3.209454969680180625e+00 -5.896785917891556039e-07 -1.769094296832918189e-06
-5.130260521042083965e+00 3.203204808014024962e+00 -5.954540920893869327e-07 -1.786415580795619462e-06
-5.110220440881763970e+00 3.196942427032980927e+00 -6.013090732004400252e-07 -1.803978761927282903e-06
-5.090180360721443087e+00 3.190667754787841481e+00 -6.072449855176742517e-07 -1.821792508849284786e-06
-5.070140280561122204e+00 3.184380718620536399e+00 -6.132632655586611747e-07 -1.839850952478627732e-06
-5.050100200400802208e+00 3.178081245154315670e+00 -6.193653859787318083e-07 -1.858157560263862251e-06
-5.030060120240481325e+00 3.171769260283755720e+00 -6.255528435805679521e-07 -1.876721455573715502e-06
-5.010020040080160442e+00 3.165444689164591985e+00 -6.318271948968501306e-07 -1.895544031071949576e-06
-4.989979959919839558e+00 3.159107456203362307e+00 -6.381899910201660475e-07 -1.914627929977541498e-06
-4.969939879759519563e+00 3.152757485046866037e+00 -6.446428493789291281e-07 -1.933990446900679672e-06
-4.949899799599198680e+00 3.146394698571429505e+00 -6.511874421910590627e-07 -1.953628398609907890e-06
-4.929859719438877796e+00 3.140019018871980538e+00 -6.578254270195316167e-07 -1.973543533040356124e-06
-4.909819639278556913e+00 3.133630367250916482e+00 -6.645585378106666496e-07 -1.993744049855195044e-06
-4.889779559118236918e+00 3.127228664206772368e+00 -6.713885208897707457e-07 -2.014235889191695605e-06
-4.869739478957916035e+00 3.120813829422676822e+00 -6.783171920266006794e-07 -2.035025445934479649e-06
-4.849699398797595151e+00 3.114385781754596572e+00 -6.853463823119909648e-07 -2.056111753745426540e-06
-4.829659318637275156e+00 3.107944439219361144e+00 -6.924779643036060861e-07 -2.077500099062490335e-06
-4.809619238476954273e+00 3.101489718982461508e+00 -6.997138525255408581e-07 -2.099211712902615545e-06
-4.789579158316633389e+00 3.095021537345623575e+00 -7.070560716915252897e-07 -2.121249636388711224e-06
-4.769539078156312506e+00 3.088539809734144548e+00 -7.145066145963774318e-07 -2.143601903981107171e-06
-4.749498997995992511e+00 3.082044450683991244e+00 -7.220675233288176287e-07 -2.166282030202637543e-06
-4.729458917835671627e+00 3.075535373828651498e+00 -7.297409164719326213e-07 -2.189301113730834913e-06
-4.709418837675350744e+00 3.069012491885736882e+00 -7.375289537980833643e-07 -2.212666785794681346e-06
-4.689378757515029861e+00 3.062475716643326962e+00 -7.454338593060327867e-07 -2.236385142850849661e-06
-4.669338677354709866e+00 3.055924958946050207e+00 -7.534578939094593864e-07 -2.260455318037202233e-06
-4.649298597194388982e+00 3.049360128680897120e+00 -7.616033551594014739e-07 -2.284893227511020086e-06
-4.629258517034068099e+00 3.042781134762758022e+00 -7.698726515181775198e-07 -2.309711106818213011e-06
-4.609218436873748104e+00 3.036187885119677077e+00 -7.782682152068787218e-07 -2.334896564093469351e-06
-4.589178356713427220e+00 3.029580286677818535e+00 -7.867924850524232738e-07 -2.360469210316296085e-06
-4.569138276553106337e+00 3.022958245346139883e+00 -7.954480645278039219e-07 -2.386437344625846890e-06
-4.549098196392785454e+00 3.016321666000755020e+00 -8.042375171934956768e-07 -2.412808782992215129e-06
