frame,model_output
198,-0.6031122091769794
199,-0.6161876410589404
200,-0.5891816771550258
201,-0.4765831282499284
202,-0.4693363356977887
203,-0.4178212322356401
204,-0.5818350003181219
205,-0.5857324724725314
206,-0.653190894095961
207,-0.7506959389298513
208,-0.8209481282841513
209,-0.8476780035402163
210,-0.7744058001517353
211,-0.8805172175709004
212,-0.8780666981633469
213,-0.9168002528300332
214,-0.94301410037899
215,-0.8627934743546217
216,-0.8197442393943077
217,-0.7127523907988882
218,-0.7251128451388802
219,-0.7807882540725364
220,-0.7986969594229765
221,-0.7792972161212788
222,-0.7651713474449819
223,-0.8519223932236513
224,-0.8446832106934212
225,-0.8264249442823088
226,-0.6250270212795952
227,-0.47487945237706164
228,-0.5431389204217673
229,-0.5661295893457013
230,-0.6832049494926615
231,-0.7304615106097405
232,-0.7052131103225132
233,-0.6087448206514545
234,-0.6670715276709434
235,-0.719403242876367
236,-0.8911863652554595
237,-0.9041996388990521
238,-0.9891927918478172
239,-1.031547946037103
240,-1.10169680829051
241,-1.1092378126307147
242,-1.2498560839392452
243,-1.3672197035705245
244,-1.1968799346082606
245,-1.299873741110183
246,-1.3876165873865542
247,-1.240663505120849
248,-1.0082581315816166
249,-1.1019834618876438
250,-1.1314433784306863
251,-1.1041189343554456
252,-0.9658231228029981
253,-1.0447716890772571
254,-1.064393916752626
255,-1.0022069106676865
256,-0.967425624710357
257,-0.9975181104087649
258,-1.0082239475700483
259,-1.1182156122396467
260,-1.13726951175762
261,-1.1585805109583363
262,-1.1400069197882359
263,-1.1844330972937571
264,-1.146710015490146
265,-1.0656927500645597
266,-1.0532584038510824
267,-1.025117891179146
268,-1.0208654633729168
269,-1.0208587119256036
270,-1.0785833546090315
271,-1.0532638136751669
272,-1.0610467415482459
273,-0.8935932768337984
274,-0.7677248846357789
275,-0.7368571604312588
276,-0.7979017372068402
277,-0.8868946549655137
278,-0.7916032187184046
279,-0.7705832807066335
280,-0.7321718084353046
281,-0.87173868739324
282,-0.7975436088685854
283,-0.7611899818114365
284,-0.8500244365645946
285,-0.8877464211605905
286,-0.866649044812069
287,-0.8624517009435695
288,-0.8858253958078539
289,-0.8941044572531309
290,-0.9142626475096818
291,-0.9020576465414842
292,-0.7843382887020318
293,-0.9896709639765355
294,-1.0086189851373104
295,-0.9944979914275145
296,-0.9708184722525466
297,-1.0005716387582497
298,-1.1411093813565363
299,-1.1148697426594076
300,-0.9766817255262727
301,-1.0993906379195637
302,-1.0302843968237088
303,-1.0565664146735403
304,-1.061472362339848
305,-1.145704243196164
306,-1.172460736984634
307,-1.0684571694087175
308,-1.0218447500497008
309,-0.8832598216169052
310,-0.7890668704986898
311,-0.7539399361843238
312,-0.6144251740909004
313,-0.5793057213918364
314,-0.5130666672480717
315,-0.5367923435308484
316,-0.5314686782621119
317,-0.5872625841261341
318,-0.5080958693585458
319,-0.602360159207735
320,-0.5397721318143222
321,-0.555024216414735
322,-0.46132444893734936
323,-0.4012549298388486
324,-0.25560323722710443
325,-0.19714126193601286
326,-0.32290448238827213
327,-0.3282607362201282
328,-0.42202131162771345
329,-0.4634836990170154
330,-0.3425854243548777
331,-0.291582719483062
332,-0.3474971537693617
333,-0.4285945430845936
334,-0.42597197565449274
335,-0.523296787604983
336,-0.5769880097967095
337,-0.5520272520726099
338,-0.45960228918407425
339,-0.4109013714061191
340,-0.5942045320939671
341,-0.5698551937715464
342,-0.5640925079129401
343,-0.5309812850831246
344,-0.40168451055102805
345,-0.5667435726954075
346,-0.614031846710696
347,-0.5667593408872276
348,-0.693286892843543
349,-0.5752109689992623
350,-0.5457424399832096
351,-0.47801572111573726
352,-0.5236912140374808
353,-0.45859011884018397
354,-0.3731123943610609
355,-0.35448215275008743
356,-0.3357300813341918
357,-0.31410262219165375
358,-0.38317024337080424
359,-0.3949725377900325
360,-0.4071743403862212
361,-0.3765028312379416
362,-0.296516891485118
363,-0.3811997780433907
364,-0.39120050046895694
365,-0.27268405665623907
366,-0.3321711149612442
367,-0.39795111634446984
368,-0.38176662099797437
369,-0.31421580575914876
370,-0.313301721314296
371,-0.20698487407933686
372,-0.1384413554740147
373,-0.07109575012280978
374,-0.02676643001688231
375,0.15944581801080449
376,0.14303288290152094
377,-0.017248900463800176
378,0.1110914484575711
379,0.07447549398102504
380,0.08310592952846768
381,0.18786998431730983
382,0.0596892210325958
383,-0.04044255609589535
384,-0.16854479106540365
385,-0.23207569426743754
386,-0.19690476578607807
387,-0.15496973836105638
388,-0.13286780401477208
389,-0.2458890747261614
390,-0.4306973496567729
391,-0.42634906282554236
392,-0.46409114551660924
393,-0.4273402837792803
394,-0.37118399368157867
395,-0.3601246791168841
396,-0.2993140322868158
397,-0.2809771223576103
398,-0.238571945909493
399,-0.29494580693908357
400,-0.30931472004560023
401,-0.29357263231304365
402,-0.22793035427965017
403,-0.2594296480576159
404,-0.2177362675990469
405,-0.23900337095227722
406,-0.24840674433852766
407,-0.1820452209766018
408,-0.3414900506609343
409,-0.4452078369069152
410,-0.5637826687023408
411,-0.7504719582902053
412,-0.8047331135026194
413,-0.7447784015244001
414,-0.7675691268350062
415,-0.7517459202796579
416,-0.6646085205427945
417,-0.5583936299613792
418,-0.5639246647394704
419,-0.4556377935739186
420,-0.44826766089918985
421,-0.5152595188053868
422,-0.5628115469812857
423,-0.6812544679864869
424,-0.7523051762851791
425,-0.7809465113311336
426,-0.7166597097808454
427,-0.5789981232875667
428,-0.6895726445177299
429,-0.6581464470569365
430,-0.7413899621895392
431,-0.703414195112483
432,-0.7139011271675011
433,-0.8603735932353036
434,-0.7861098339098247
435,-0.8345098909345232
436,-0.8772219100044076
437,-0.9628021029075828
438,-1.0151447650425873
439,-0.980913529786994
440,-0.9960530770619065
441,-0.969760116879308
442,-0.9408063685650003
443,-0.8351534361227471
444,-0.8625763281918974
445,-0.9807249535395559
446,-0.8953471602137972
447,-0.9218662139815776
448,-0.8326988184153876
449,-0.80202864936079
450,-0.8125196517770574
451,-0.7846175802533539
452,-0.6285365754432499
453,-0.46237813311894965
454,-0.45682764230832734
455,-0.44401239484296134
456,-0.3579131822456505
457,-0.42556606486703824
458,-0.39892043505757785
459,-0.4009894628938864
460,-0.37587680597728207
461,-0.4425463104532345
462,-0.5697117099179521
463,-0.7355503847972553
464,-0.824941113836424
465,-0.8616351366315707
466,-0.8850904635634718
467,-0.7301119705691104
468,-0.6416325009765265
469,-0.7185997902838568
470,-0.6907831140877803
471,-0.7233493729958063
472,-0.7460984800390138
473,-0.7312724280857832
474,-0.6817387387277518
475,-0.7088794174384729
476,-0.6237712948197243
477,-0.7151263529111167
478,-0.7146192279221353
479,-0.5068053297944686
480,-0.48895895038444664
481,-0.3743017898559528
482,-0.36698017560209617
483,-0.3205180079757124
484,-0.3250606635271277
485,-0.33869327002026406
486,-0.4010518617582976
487,-0.36662775304169337
488,-0.43475072817655475
489,-0.3815039092714804
490,-0.29468094891580765
491,-0.2653584363368292
492,-0.2882583350212846
493,-0.25194108867658893
494,-0.2766349331203019
495,-0.20179116308308997
496,-0.3483036498202999
497,-0.3751522392697916
498,-0.5344171988797114
499,-0.6540220652978879
500,-0.5449130869127751
501,-0.4732982883550402
502,-0.5308567070178234
503,-0.6510569835010951
504,-0.8882192905284272
505,-0.9316989311630379
506,-0.7380657301832458
507,-0.703274988466154
508,-0.7480407713501132
509,-0.7108343545900888
510,-0.8357110228296443
511,-0.8594968918454551
512,-0.851538694004196
513,-0.8584267461498798
514,-0.7951622564146734
515,-0.7675906383157891
516,-0.7141245568671495
517,-0.7691943394456102
518,-0.6973691067727663
519,-0.5670541509628471
520,-0.64466611253496
521,-0.7156817649921248
522,-0.6088190180865062
523,-0.624126537022111
524,-0.5118208256567864
525,-0.5472236826081611
526,-0.4308200365065043
527,-0.4203011711620681
528,-0.3996428652962525
529,-0.2744654235626601
530,-0.3034070617581938
531,-0.3786968294321905
532,-0.41458196607445885
533,-0.3783952500230078
534,-0.5036559757974488
535,-0.45265830358535913
536,-0.4957600089947786
537,-0.40393499613609357
538,-0.5954758205281313
539,-0.6584010825364648
540,-0.793318534635193
541,-0.8594168919443093
542,-0.8396036198555938
543,-0.8539417498915742
544,-0.8742119554074155
545,-0.8869467451178203
546,-0.8706756858682247
547,-0.9513585692236735
548,-0.8948105979517493
549,-0.8417973203209106
550,-0.8109942853084227
551,-0.7664716098883215
552,-0.7427581698236287
553,-0.5799523056051434
554,-0.5869198392893442
555,-0.6114864967561102
556,-0.6717687031847006
557,-0.7543497168309274
558,-0.8539074598390135
559,-0.925011244897487
560,-0.9306656754296527
561,-0.9039220651498356
562,-0.8998307004656627
563,-0.9610735226600398
564,-0.8890587575384425
565,-0.8299057437543669
566,-0.8426776083481282
567,-0.8949108999213051
568,-0.8510366662549211
569,-0.8359987792560328
570,-0.9518489600092368
571,-0.9572873804879891
572,-0.9363245155220388
573,-1.008300098441059
574,-0.9931126270140636
575,-1.1094984258346867
576,-1.002603537833713
577,-0.9027675390289585
578,-0.9229689257731957
579,-0.8938925787460699
580,-1.0866863360100598
581,-1.1791941488312865
582,-1.2026964624434568
583,-1.2884671041576057
584,-1.231315385547153
585,-1.0715316630873135
586,-1.1656608406416578
587,-1.2326579129684732
588,-1.2138220435036788
589,-1.0849327516237093
590,-1.1827226966269013
591,-1.162799806842346
592,-1.0170958987772973
593,-1.1492366306316386
594,-1.2517221671793053
595,-1.2856106956961724
596,-1.3272577687246052
597,-1.2622496657043136
598,-1.2429168881186465
599,-1.384913852890017
600,-1.343681020657952
601,-1.389884131646404
602,-1.2879283542911049
603,-1.3381353572060584
604,-1.3890645798542371
605,-1.3457740509898746
606,-1.2847399324029196
607,-1.2488919832880234
608,-1.383739768678808
609,-1.340697013484548
610,-1.4234416576184998
611,-1.4046195686914387
612,-1.5185183235233635
613,-1.4828125517199184
614,-1.5473404640645083
615,-1.64995123608535
616,-1.5928456251667582
617,-1.5735140634326181
618,-1.6226322075440498
619,-1.5065378996223646
620,-1.541790093347944
621,-1.5392214794302692
622,-1.5177084036159811
623,-1.5672816783462702
624,-1.5295907748742759
625,-1.572266962647454
626,-1.6051980284247507
627,-1.4961866172404834
628,-1.579433501441478
629,-1.7724559279158372
630,-1.6435809683148856
631,-1.4396347321063254
632,-1.472056273342272
633,-1.627003316591887
634,-1.6518420346875624
635,-1.674739870674816
636,-1.6899337779565966
637,-1.7790048213103444
638,-1.7326399299122262
639,-1.6906793398893392
640,-1.8102317894748836
641,-1.7542960509392926
642,-1.5900812523836214
643,-1.5763244257886566
644,-1.603310438754137
645,-1.6146706959067387
646,-1.5654501545492538
647,-1.7039038829898312
648,-1.690752626751647
649,-1.7219897427086719
650,-1.5741637416721883
651,-1.588097560376585
652,-1.4546665514870234
653,-1.542965807309584
654,-1.4959850739653606
655,-1.4704330528620624
656,-1.539956832691245
657,-1.5257651435202897
658,-1.4287636365737617
659,-1.4546669729166897
660,-1.5900239848502709
661,-1.5914290109684666
662,-1.6636228585518675
663,-1.691010133644978
664,-1.6975371552197878
665,-1.833989332501029
666,-1.9632419996466832
667,-1.9246766528046413
668,-1.9664941484982157
669,-2.1716736958438614
670,-2.1088861729152106
671,-2.087096592493271
672,-2.14420657841619
673,-2.2495529953008493
674,-2.182688363595702
675,-2.154740313790868
676,-1.9641321311761417
677,-1.9305170432781467
678,-1.8995007919771856
679,-1.9128550263858708
680,-1.8475129570098074
681,-1.797506140909955
682,-1.6973681402247396
683,-1.7390739737157224
684,-1.7739065715512394
685,-1.8122348252241978
686,-1.7489706875298787
687,-1.6291007323061402
688,-1.6658079717580843
689,-1.6997898699815315
690,-1.6746636920719475
691,-1.6943246120729796
692,-1.6181603198217884
693,-1.7983025030713122
694,-1.8644389068246638
695,-1.9270322135415796
696,-2.1126606945324715
697,-2.1897517700819757
698,-2.26296425934965
699,-2.2790526317111564
700,-2.1900153603783354
701,-2.2096202124735917
702,-2.2920853100952843
703,-2.2966416733923665
704,-2.2127077836770583
705,-2.2907844889662505
706,-2.3636304796799665
707,-2.3189465629380286
708,-2.336669452196493
709,-2.2848706769397347
710,-2.2859624202833584
711,-2.229829328436193
712,-2.312635577559444
713,-2.3136023496225055
714,-2.330457550771558
715,-2.4277288246998885
716,-2.5528070605293838
717,-2.4979471377074107
718,-2.526023328284849
719,-2.6078057508166355
720,-2.615500065770502
721,-2.525258557182558
722,-2.7077175848123116
723,-2.827448680004578
724,-2.901279595356199
725,-2.7843852860185727
726,-2.761778327385029
727,-2.7003929481481306
728,-2.791605821678229
729,-2.8811686916998713
730,-2.8453435943620544
731,-2.8406816478872186
732,-2.7967825423780885
733,-2.8117962216523646
734,-2.7895447235359945
735,-2.7768951967435855
736,-2.7146738056167914
737,-2.6501131430612337
738,-2.7797029026125752
739,-2.9594843870398435
740,-2.879344755227723
741,-2.784326747766768
742,-2.8659765893278353
743,-3.0147634218514856
744,-3.0068406361709097
745,-2.9323735780628675
746,-2.7885660162681223
747,-2.7472622105000064
748,-2.776999546226862
749,-2.848449995953651
750,-2.8475338926199987
751,-2.871475068930819
752,-2.9526805013891244
753,-2.7887800493200614
754,-2.645966577154291
755,-2.5550826824698567
756,-2.6287507142945867
757,-2.5603491683508044
758,-2.5091790555909723
759,-2.473775405654648
760,-2.373802184291146
761,-2.3229724928622435
762,-2.2637713539578965
763,-2.2128188512881195
764,-2.185555538647951
765,-2.328244429025086
766,-2.3215547428322414
767,-2.366050099540171
768,-2.468437376151373
769,-2.333892046607307
770,-2.1955724193364508
771,-2.0868347713128017
772,-2.0664176979643316
773,-1.9583676882881191
774,-1.957403433839973
775,-1.9411796516881508
776,-2.0286573613251093
777,-1.9968980569652022
778,-1.9920671826912488
779,-2.0962793520380063
780,-2.100375120983334
781,-2.1067534860918786
782,-1.9629485927603074
783,-1.8914115264792346
784,-1.8904958913519174
785,-1.8705929065678308
786,-1.867055916319495
787,-1.8832890351031388
788,-1.9698832108942017
789,-1.981967361102756
790,-2.041655221634957
791,-2.141680464748809
792,-2.100782719585006
793,-2.069481546790347
794,-2.2124181476997933
795,-2.2222329186994036
796,-2.14257680782741
797,-2.0578389087157043
798,-1.975771961284885
799,-1.9726589047327683
800,-2.0402625309703004
801,-2.126958437158945
802,-2.0993900447789167
803,-2.069047642029704
804,-1.9660611531012984
805,-1.8780627810739317
806,-1.8886410735964254
807,-1.9881775439052949
808,-2.0137060716661668
809,-1.9963275760813248
810,-2.0124942357124773
811,-2.0587257643586896
812,-2.038494979161098
813,-2.078811598473947
814,-2.129056885171977
815,-2.104140658427702
816,-2.1363000648380384
817,-2.11677171371977
818,-2.0949153918916004
819,-2.1860697119789263
820,-2.224569001888159
821,-2.109546846694842
822,-2.202513207713585
823,-2.3718455636312274
824,-2.5207931758906286
825,-2.5184643801644953
826,-2.5159909979218793
827,-2.525399866355889
828,-2.428264680041609
829,-2.642091434689844
830,-2.610416724735378
831,-2.485501668591092
832,-2.575724129782429
833,-2.6061086507256204
834,-2.66634000410391
835,-2.737887687790112
836,-2.7639886481919556
837,-2.649789825497195
838,-2.502798891458194
839,-2.5296740294614057
840,-2.377269212336248
841,-2.3744230941774784
842,-2.234127812041392
843,-2.241591704013671
844,-2.2311070779299795
845,-2.2018691201185527
846,-1.9475608257691497
847,-1.8794579797815665
848,-1.9360391421776835
849,-1.8585193125556148
850,-1.887465915522362
851,-1.9266459301544587
852,-1.8539578213630898
853,-1.8514709743413975
854,-1.829184901180453
855,-1.8280660834312297
856,-1.8011394333027948
857,-1.7671421615079028
858,-1.9220995161243362
859,-1.8687737026355735
860,-1.9473352562219977
861,-2.0627191870667505
862,-2.0673920865754454
863,-2.060673606310289
864,-2.1161540994760712
865,-2.0496715508626333
866,-2.1570455641723063
867,-2.189601064074111
868,-2.236390994868751
869,-2.240117976495898
870,-2.217808833724119
871,-2.2984402696940025
872,-2.2404976554975042
873,-2.2354574660307285
874,-2.3868131662956813
875,-2.5435004815274436
876,-2.5444860249617887
877,-2.562163410384697
878,-2.5704370194706674
879,-2.572675615993085
880,-2.5546308288322703
881,-2.4788188600444063
882,-2.567707252117811
883,-2.6614649795498746
884,-2.7489308881808654
885,-2.7258175548073686
886,-2.626221764515653
887,-2.660728919574814
888,-2.8608649071075862
889,-2.9971843361164163
890,-3.063827273940097
891,-3.108445584939714
892,-3.141116675120092
893,-3.1380301852816186
894,-3.1629698917474145
895,-3.0790227229039417
896,-3.1331041073584514
897,-3.202089544116495
898,-3.163779501034858
899,-3.2866308666289474
900,-3.2554555302033474
901,-3.247251275505246
902,-3.2590466746986992
903,-3.1319845861267583
904,-3.181761181750336
905,-3.0169373281084098
906,-3.0349718440466575
907,-3.137133159644276
908,-3.13153959316469
909,-3.2176392091901915
910,-3.2777796770152716
911,-3.2460170130140322
912,-3.2015704459220222
913,-3.2513438619423627
914,-3.1723514503386507
915,-3.0797508296969602
916,-2.964846689171897
917,-2.922493616601839
918,-2.813419319634983
919,-2.9638831938729076
920,-2.9893157177631844
921,-3.0586761382690586
922,-3.049138069378867
923,-3.094854006914606
924,-3.1081466342705846
925,-2.9575726438542604
926,-2.9711502275678905
927,-2.9380468421926733
928,-2.956628388586612
929,-2.950571325550065
930,-2.9500899911151794
931,-2.9142240658373266
932,-2.8209994629935524
933,-2.689207943185286
934,-2.6644383366325526
935,-2.6172745857497044
936,-2.70934374648455
937,-2.7163738858777995
938,-2.6411507286871125
939,-2.5718732376137403
940,-2.5549444589901364
941,-2.4840329422247
942,-2.4447716055051947
943,-2.348747104844449
944,-2.3255983722878804
945,-2.354054237533563
946,-2.3271869369789213
947,-2.5616344870471432
948,-2.5310036281363395
949,-2.8228766541535224
950,-2.960753726745956
951,-2.924612238670677
952,-2.8864098916893335
953,-2.979404194100528
954,-3.0363723574508428
955,-2.926729078361712
956,-2.9654514888875263
957,-2.7860178638952875
958,-2.786171452149395
959,-2.753528557998894
960,-2.6241786061190053
961,-2.6136964368235316
962,-2.6938839552787956
963,-2.702662151414339
964,-2.705511010309546
965,-2.8146903424856715
966,-2.8351569081929373
967,-2.894532275712732
968,-2.8205836551377375
969,-2.817814705202917
970,-2.8404383651347227
971,-2.848932919584529
972,-2.8310831581120355
973,-2.781738022136853
974,-2.8617150004304035
975,-2.945042011040105
976,-2.8566676738079027
977,-2.8896546235842813
978,-3.0030019909920314
979,-2.967496974241383
980,-2.930427389758768
981,-3.052884610339304
982,-3.0345260731022154
983,-2.9756794257079457
984,-2.9457285095714445
985,-2.895169990870533
986,-3.0075115187177928
987,-2.981028306318097
988,-3.0052378870757326
989,-3.043861099773704
990,-2.974216651020126
991,-2.855874690166188
992,-2.712325085798159
993,-2.6071404560776865
994,-2.615919190608101
995,-2.5877015775659937
996,-2.526355747823254
997,-2.516661511879297
998,-2.506200376846374
999,-2.4403001262962793
1000,-2.445042737978354
1001,-2.503385692888247
1002,-2.5365435381551156
1003,-2.485830707936416
1004,-2.48559124464042
1005,-2.4583744464909527
1006,-2.4047681071147777
1007,-2.4347554241465863
1008,-2.3742555710562017
1009,-2.34394816277953
1010,-2.4427332097324483
1011,-2.327348826437549
1012,-2.367408405938102
1013,-2.499816033392917
1014,-2.583419530159821
1015,-2.665103143014087
1016,-2.6609292775214843
1017,-2.682837317965183
1018,-2.7097838753764307
1019,-2.6602077181378325
1020,-2.633017689242416
1021,-2.6077338595908732
1022,-2.574947583004578
1023,-2.5256568095643988
1024,-2.694293076906594
1025,-2.723448137087751
1026,-2.8978649422469087
1027,-2.8949801481030852
1028,-2.895350785881033
1029,-2.8117082038978585
1030,-2.716697452480169
1031,-2.7004754486199793
1032,-2.7405043348117313
1033,-2.701691445808072
1034,-2.7439248567940173
1035,-2.7440362689094853
1036,-2.665145363552624
1037,-2.7097670712317776
1038,-2.6453127800923775
1039,-2.591120670596993
1040,-2.667504015967459
1041,-2.589592485710067
1042,-2.5337071780803466
1043,-2.525553107090534
1044,-2.5865389837327464
1045,-2.655275465218792
1046,-2.6982884713710336
1047,-2.6548809143076766
1048,-2.7313309276997884
1049,-2.6963299478101987
1050,-2.79567039012047
1051,-2.811995876875578
1052,-2.803224056509657
1053,-2.607613644904944
1054,-2.717798897346573
1055,-2.6000377320273627
1056,-2.5880503389083804
1057,-2.5551565854671034
1058,-2.545688752396047
1059,-2.510110606940428
1060,-2.5224054152893896
1061,-2.406081400772793
1062,-2.442599092310771
1063,-2.3520203265364312
1064,-2.403569696153473
1065,-2.408389843865576
1066,-2.4941468480487936
1067,-2.457744950420992
1068,-2.3421348738668692
1069,-2.3483233682525375
1070,-2.36407422414885
1071,-2.4532435811942843
1072,-2.471586993478469
1073,-2.599010534256191
1074,-2.6720407731936975
1075,-2.6538978895049667
1076,-2.548376833685655
1077,-2.3236399647872945
1078,-2.3705667715929666
1079,-2.2557427590613313
1080,-2.2362425606291993
1081,-2.2483423723689095
1082,-2.2137348162308172
1083,-2.2087814975364206
1084,-2.1999498394874433
1085,-2.2326164925135767
1086,-2.344465265297485
1087,-2.4679552814992514
1088,-2.415695690836753
1089,-2.43783169804361
1090,-2.4855188100161034
1091,-2.484838359878251
1092,-2.421243779645001
1093,-2.4068146642028894
1094,-2.4592990591341666
1095,-2.3611956226822506
1096,-2.23486078244372
1097,-2.1952962500178916
1098,-2.1174031691103643
1099,-2.0180463693652597
1100,-1.9276384240528983
1101,-1.8785104898838885
1102,-1.830642726117898
1103,-1.7890698802501777
1104,-1.8768568942139412
1105,-1.8207990416651743
1106,-1.9292641593552986
1107,-1.992832115765303
1108,-1.888546910340656
1109,-1.8213292973251203
1110,-1.7023374341502513
1111,-1.7240713848452347
1112,-1.8162512921473761
1113,-1.8354862679130035
1114,-1.8273237641337576
1115,-1.821004666826557
1116,-1.7303102285260208
1117,-1.7592118625262965
1118,-1.7310491047820624
1119,-1.810139276736831
1120,-1.774113894493326
1121,-1.773865210478475
1122,-1.8338502775412362
1123,-1.8527166265152244
1124,-1.8674506862364422
1125,-1.8890630965834099
1126,-1.747355797201995
1127,-1.7552314773866255
1128,-1.7747431662008126
1129,-1.942539242809624
1130,-2.0140758309679825
1131,-2.0351217049244905
1132,-2.089989919018622
1133,-1.9794533115483983
1134,-1.9926483335800957
1135,-1.8895727936346356
1136,-1.884636422910606
1137,-1.88165819599688
1138,-1.8887619118138799
1139,-1.888458211684163
1140,-1.7509546114401744
1141,-1.9365234695802718
1142,-2.0966471291353663
1143,-2.1401007956198552
1144,-2.1389385650648496
1145,-2.0837302110837284
1146,-2.0458832352415306
1147,-2.0766229082719763
1148,-1.9950994128126351
1149,-1.9126837805604167
1150,-1.8979591540586913
1151,-1.820946548259744
1152,-1.7991349271851738
1153,-1.8440535693278044
1154,-1.788228222207804
1155,-1.7793791724015098
1156,-1.7792719846611509
1157,-1.6614356988859849
1158,-1.857505469169192
1159,-1.9709202027819575
1160,-2.065885836891907
1161,-2.0949466886974117
1162,-2.115315342278694
1163,-2.235901394100538
1164,-2.3147140366854044
1165,-2.38358137096729
1166,-2.1869874436012187
1167,-2.0428480877814468
1168,-2.0757880411962186
1169,-2.1048747044207627
1170,-2.196811024195826
1171,-2.3494614572538475
1172,-2.3588118721665294
1173,-2.4386400308260514
1174,-2.4454280733590124
1175,-2.5734445412824907
