,forecast_mw,forecast_lower,forecast_upper
2026-01-08 22:15:00+00:00,122.20949999999999,111.3273227862878,133.0916772137122
2026-01-08 22:30:00+00:00,122.20949999999999,111.3273227862878,133.0916772137122
2026-01-08 22:45:00+00:00,122.20949999999999,111.3273227862878,133.0916772137122
2026-01-08 23:00:00+00:00,122.09375,112.91232006288519,131.2751799371148
2026-01-08 23:15:00+00:00,122.09375,112.91232006288519,131.2751799371148
2026-01-08 23:30:00+00:00,122.09375,112.91232006288519,131.2751799371148
2026-01-08 23:45:00+00:00,122.09375,112.91232006288519,131.2751799371148
2026-01-09 00:00:00+00:00,121.8435,111.72732006359743,131.95967993640258
2026-01-09 00:15:00+00:00,121.8435,111.72732006359743,131.95967993640258
2026-01-09 00:30:00+00:00,121.8435,111.72732006359743,131.95967993640258
2026-01-09 00:45:00+00:00,121.8435,111.72732006359743,131.95967993640258
2026-01-09 01:00:00+00:00,120.63425,110.7708688141899,130.4976311858101
2026-01-09 01:15:00+00:00,120.63425,110.7708688141899,130.4976311858101
2026-01-09 01:30:00+00:00,120.63425,110.7708688141899,130.4976311858101
2026-01-09 01:45:00+00:00,120.63425,110.7708688141899,130.4976311858101
2026-01-09 02:00:00+00:00,117.7265,110.1111246937912,125.3418753062088
2026-01-09 02:15:00+00:00,117.7265,110.1111246937912,125.3418753062088
2026-01-09 02:30:00+00:00,117.7265,110.1111246937912,125.3418753062088
2026-01-09 02:45:00+00:00,117.7265,110.1111246937912,125.3418753062088
2026-01-09 03:00:00+00:00,119.82075,108.28426358409972,131.3572364159003
2026-01-09 03:15:00+00:00,119.82075,108.28426358409972,131.3572364159003
2026-01-09 03:30:00+00:00,119.82075,108.28426358409972,131.3572364159003
2026-01-09 03:45:00+00:00,119.82075,108.28426358409972,131.3572364159003
2026-01-09 04:00:00+00:00,120.55574999999999,111.01149501244275,130.1000049875572
2026-01-09 04:15:00+00:00,120.55574999999999,111.01149501244275,130.1000049875572
2026-01-09 04:30:00+00:00,120.55574999999999,111.01149501244275,130.1000049875572
2026-01-09 04:45:00+00:00,120.55574999999999,111.01149501244275,130.1000049875572
2026-01-09 05:00:00+00:00,116.35775,105.80509575736335,126.91040424263664
2026-01-09 05:15:00+00:00,116.35775,105.80509575736335,126.91040424263664
2026-01-09 05:30:00+00:00,116.35775,105.80509575736335,126.91040424263664
2026-01-09 05:45:00+00:00,116.35775,105.80509575736335,126.91040424263664
2026-01-09 06:00:00+00:00,118.751,109.39569185463378,128.10630814536623
2026-01-09 06:15:00+00:00,118.751,109.39569185463378,128.10630814536623
2026-01-09 06:30:00+00:00,118.751,109.39569185463378,128.10630814536623
2026-01-09 06:45:00+00:00,118.751,109.39569185463378,128.10630814536623
2026-01-09 07:00:00+00:00,123.58125,116.47653544982094,130.68596455017905
2026-01-09 07:15:00+00:00,123.58125,116.47653544982094,130.68596455017905
2026-01-09 07:30:00+00:00,123.58125,116.47653544982094,130.68596455017905
2026-01-09 07:45:00+00:00,123.58125,116.47653544982094,130.68596455017905
2026-01-09 08:00:00+00:00,121.30225,113.95681298280152,128.64768701719848
2026-01-09 08:15:00+00:00,121.30225,113.95681298280152,128.64768701719848
2026-01-09 08:30:00+00:00,121.30225,113.95681298280152,128.64768701719848
2026-01-09 08:45:00+00:00,121.30225,113.95681298280152,128.64768701719848
2026-01-09 09:00:00+00:00,118.549,110.44064402497168,126.65735597502834
2026-01-09 09:15:00+00:00,118.549,110.44064402497168,126.65735597502834
2026-01-09 09:30:00+00:00,118.549,110.44064402497168,126.65735597502834
2026-01-09 09:45:00+00:00,118.549,110.44064402497168,126.65735597502834
2026-01-09 10:00:00+00:00,123.321,114.02292468573798,132.61907531426203
2026-01-09 10:15:00+00:00,123.321,114.02292468573798,132.61907531426203
2026-01-09 10:30:00+00:00,123.321,114.02292468573798,132.61907531426203
2026-01-09 10:45:00+00:00,123.321,114.02292468573798,132.61907531426203
2026-01-09 11:00:00+00:00,122.125,110.70500890136691,133.5449910986331
2026-01-09 11:15:00+00:00,122.125,110.70500890136691,133.5449910986331
2026-01-09 11:30:00+00:00,122.125,110.70500890136691,133.5449910986331
2026-01-09 11:45:00+00:00,122.125,110.70500890136691,133.5449910986331
2026-01-09 12:00:00+00:00,123.72125,113.87880838772227,133.56369161227772
2026-01-09 12:15:00+00:00,123.72125,113.87880838772227,133.56369161227772
2026-01-09 12:30:00+00:00,123.72125,113.87880838772227,133.56369161227772
2026-01-09 12:45:00+00:00,123.72125,113.87880838772227,133.56369161227772
2026-01-09 13:00:00+00:00,120.17925,109.97289656867613,130.38560343132386
2026-01-09 13:15:00+00:00,120.17925,109.97289656867613,130.38560343132386
2026-01-09 13:30:00+00:00,120.17925,109.97289656867613,130.38560343132386
2026-01-09 13:45:00+00:00,120.17925,109.97289656867613,130.38560343132386
2026-01-09 14:00:00+00:00,121.2875,111.3691630926678,131.20583690733218
2026-01-09 14:15:00+00:00,121.2875,111.3691630926678,131.20583690733218
2026-01-09 14:30:00+00:00,121.2875,111.3691630926678,131.20583690733218
2026-01-09 14:45:00+00:00,121.2875,111.3691630926678,131.20583690733218
2026-01-09 15:00:00+00:00,117.22275,109.76120340948079,124.68429659051922
2026-01-09 15:15:00+00:00,117.22275,109.76120340948079,124.68429659051922
2026-01-09 15:30:00+00:00,117.22275,109.76120340948079,124.68429659051922
2026-01-09 15:45:00+00:00,117.22275,109.76120340948079,124.68429659051922
2026-01-09 16:00:00+00:00,120.6515,112.16452091690954,129.13847908309046
2026-01-09 16:15:00+00:00,120.6515,112.16452091690954,129.13847908309046
2026-01-09 16:30:00+00:00,120.6515,112.16452091690954,129.13847908309046
2026-01-09 16:45:00+00:00,120.6515,112.16452091690954,129.13847908309046
2026-01-09 17:00:00+00:00,121.017,109.55913399405941,132.47486600594058
2026-01-09 17:15:00+00:00,121.017,109.55913399405941,132.47486600594058
2026-01-09 17:30:00+00:00,121.017,109.55913399405941,132.47486600594058
2026-01-09 17:45:00+00:00,121.017,109.55913399405941,132.47486600594058
2026-01-09 18:00:00+00:00,124.5465,111.80989804496244,137.28310195503755
2026-01-09 18:15:00+00:00,124.5465,111.80989804496244,137.28310195503755
2026-01-09 18:30:00+00:00,124.5465,111.80989804496244,137.28310195503755
2026-01-09 18:45:00+00:00,124.5465,111.80989804496244,137.28310195503755
2026-01-09 19:00:00+00:00,119.0385,108.61170281869693,129.46529718130307
2026-01-09 19:15:00+00:00,119.0385,108.61170281869693,129.46529718130307
2026-01-09 19:30:00+00:00,119.0385,108.61170281869693,129.46529718130307
2026-01-09 19:45:00+00:00,119.0385,108.61170281869693,129.46529718130307
2026-01-09 20:00:00+00:00,118.60925,110.50881439145081,126.7096856085492
2026-01-09 20:15:00+00:00,118.60925,110.50881439145081,126.7096856085492
2026-01-09 20:30:00+00:00,118.60925,110.50881439145081,126.7096856085492
2026-01-09 20:45:00+00:00,118.60925,110.50881439145081,126.7096856085492
2026-01-09 21:00:00+00:00,121.36975,111.93938821352974,130.80011178647027
2026-01-09 21:15:00+00:00,121.36975,111.93938821352974,130.80011178647027
2026-01-09 21:30:00+00:00,121.36975,111.93938821352974,130.80011178647027
2026-01-09 21:45:00+00:00,121.36975,111.93938821352974,130.80011178647027
2026-01-09 22:00:00+00:00,119.735,108.8528227862878,130.6171772137122
2026-01-09 22:15:00+00:00,119.735,108.8528227862878,130.6171772137122
2026-01-09 22:30:00+00:00,119.735,108.8528227862878,130.6171772137122
2026-01-09 22:45:00+00:00,119.735,108.8528227862878,130.6171772137122
2026-01-09 23:00:00+00:00,119.352,110.17057006288519,128.53342993711482
2026-01-09 23:15:00+00:00,119.352,110.17057006288519,128.53342993711482
2026-01-09 23:30:00+00:00,119.352,110.17057006288519,128.53342993711482
2026-01-09 23:45:00+00:00,119.352,110.17057006288519,128.53342993711482
2026-01-10 00:00:00+00:00,115.60925,105.49307006359743,125.72542993640258
2026-01-10 00:15:00+00:00,115.60925,105.49307006359743,125.72542993640258
2026-01-10 00:30:00+00:00,115.60925,105.49307006359743,125.72542993640258
2026-01-10 00:45:00+00:00,115.60925,105.49307006359743,125.72542993640258
2026-01-10 01:00:00+00:00,116.8645,107.00111881418991,126.7278811858101
2026-01-10 01:15:00+00:00,116.8645,107.00111881418991,126.7278811858101
2026-01-10 01:30:00+00:00,116.8645,107.00111881418991,126.7278811858101
2026-01-10 01:45:00+00:00,116.8645,107.00111881418991,126.7278811858101
2026-01-10 02:00:00+00:00,118.1895,110.57412469379119,125.8048753062088
2026-01-10 02:15:00+00:00,118.1895,110.57412469379119,125.8048753062088
2026-01-10 02:30:00+00:00,118.1895,110.57412469379119,125.8048753062088
2026-01-10 02:45:00+00:00,118.1895,110.57412469379119,125.8048753062088
2026-01-10 03:00:00+00:00,120.844,109.30751358409971,132.3804864159003
2026-01-10 03:15:00+00:00,120.844,109.30751358409971,132.3804864159003
2026-01-10 03:30:00+00:00,120.844,109.30751358409971,132.3804864159003
2026-01-10 03:45:00+00:00,120.844,109.30751358409971,132.3804864159003
2026-01-10 04:00:00+00:00,120.0195,110.47524501244276,129.56375498755722
2026-01-10 04:15:00+00:00,120.0195,110.47524501244276,129.56375498755722
2026-01-10 04:30:00+00:00,120.0195,110.47524501244276,129.56375498755722
2026-01-10 04:45:00+00:00,120.0195,110.47524501244276,129.56375498755722
2026-01-10 05:00:00+00:00,118.731,108.17834575736335,129.28365424263663
2026-01-10 05:15:00+00:00,118.731,108.17834575736335,129.28365424263663
2026-01-10 05:30:00+00:00,118.731,108.17834575736335,129.28365424263663
2026-01-10 05:45:00+00:00,118.731,108.17834575736335,129.28365424263663
2026-01-10 06:00:00+00:00,118.0525,108.69719185463377,127.40780814536622
2026-01-10 06:15:00+00:00,118.0525,108.69719185463377,127.40780814536622
2026-01-10 06:30:00+00:00,118.0525,108.69719185463377,127.40780814536622
2026-01-10 06:45:00+00:00,118.0525,108.69719185463377,127.40780814536622
2026-01-10 07:00:00+00:00,123.38725,116.28253544982094,130.49196455017903
2026-01-10 07:15:00+00:00,123.38725,116.28253544982094,130.49196455017903
2026-01-10 07:30:00+00:00,123.38725,116.28253544982094,130.49196455017903
2026-01-10 07:45:00+00:00,123.38725,116.28253544982094,130.49196455017903
2026-01-10 08:00:00+00:00,120.94225,113.59681298280152,128.28768701719846
2026-01-10 08:15:00+00:00,120.94225,113.59681298280152,128.28768701719846
2026-01-10 08:30:00+00:00,120.94225,113.59681298280152,128.28768701719846
2026-01-10 08:45:00+00:00,120.94225,113.59681298280152,128.28768701719846
2026-01-10 09:00:00+00:00,123.14425,115.03589402497167,131.25260597502833
2026-01-10 09:15:00+00:00,123.14425,115.03589402497167,131.25260597502833
2026-01-10 09:30:00+00:00,123.14425,115.03589402497167,131.25260597502833
2026-01-10 09:45:00+00:00,123.14425,115.03589402497167,131.25260597502833
2026-01-10 10:00:00+00:00,116.66925,107.37117468573798,125.96732531426203
2026-01-10 10:15:00+00:00,116.66925,107.37117468573798,125.96732531426203
2026-01-10 10:30:00+00:00,116.66925,107.37117468573798,125.96732531426203
2026-01-10 10:45:00+00:00,116.66925,107.37117468573798,125.96732531426203
2026-01-10 11:00:00+00:00,116.84125,105.42125890136691,128.2612410986331
2026-01-10 11:15:00+00:00,116.84125,105.42125890136691,128.2612410986331
2026-01-10 11:30:00+00:00,116.84125,105.42125890136691,128.2612410986331
2026-01-10 11:45:00+00:00,116.84125,105.42125890136691,128.2612410986331
2026-01-10 12:00:00+00:00,120.36525,110.52280838772228,130.20769161227773
2026-01-10 12:15:00+00:00,120.36525,110.52280838772228,130.20769161227773
2026-01-10 12:30:00+00:00,120.36525,110.52280838772228,130.20769161227773
2026-01-10 12:45:00+00:00,120.36525,110.52280838772228,130.20769161227773
2026-01-10 13:00:00+00:00,117.2515,107.04514656867613,127.45785343132385
2026-01-10 13:15:00+00:00,117.2515,107.04514656867613,127.45785343132385
2026-01-10 13:30:00+00:00,117.2515,107.04514656867613,127.45785343132385
2026-01-10 13:45:00+00:00,117.2515,107.04514656867613,127.45785343132385
2026-01-10 14:00:00+00:00,120.49625,110.57791309266781,130.4145869073322
2026-01-10 14:15:00+00:00,120.49625,110.57791309266781,130.4145869073322
2026-01-10 14:30:00+00:00,120.49625,110.57791309266781,130.4145869073322
2026-01-10 14:45:00+00:00,120.49625,110.57791309266781,130.4145869073322
2026-01-10 15:00:00+00:00,120.9795,113.51795340948078,128.44104659051922
2026-01-10 15:15:00+00:00,120.9795,113.51795340948078,128.44104659051922
2026-01-10 15:30:00+00:00,120.9795,113.51795340948078,128.44104659051922
2026-01-10 15:45:00+00:00,120.9795,113.51795340948078,128.44104659051922
2026-01-10 16:00:00+00:00,118.07175,109.58477091690955,126.55872908309044
2026-01-10 16:15:00+00:00,118.07175,109.58477091690955,126.55872908309044
2026-01-10 16:30:00+00:00,118.07175,109.58477091690955,126.55872908309044
2026-01-10 16:45:00+00:00,118.07175,109.58477091690955,126.55872908309044
2026-01-10 17:00:00+00:00,123.94924999999999,112.4913839940594,135.40711600594057
2026-01-10 17:15:00+00:00,123.94924999999999,112.4913839940594,135.40711600594057
2026-01-10 17:30:00+00:00,123.94924999999999,112.4913839940594,135.40711600594057
2026-01-10 17:45:00+00:00,123.94924999999999,112.4913839940594,135.40711600594057
2026-01-10 18:00:00+00:00,119.6685,106.93189804496244,132.40510195503754
2026-01-10 18:15:00+00:00,119.6685,106.93189804496244,132.40510195503754
2026-01-10 18:30:00+00:00,119.6685,106.93189804496244,132.40510195503754
2026-01-10 18:45:00+00:00,119.6685,106.93189804496244,132.40510195503754
2026-01-10 19:00:00+00:00,118.88825,108.46145281869693,129.31504718130307
2026-01-10 19:15:00+00:00,118.88825,108.46145281869693,129.31504718130307
2026-01-10 19:30:00+00:00,118.88825,108.46145281869693,129.31504718130307
2026-01-10 19:45:00+00:00,118.88825,108.46145281869693,129.31504718130307
2026-01-10 20:00:00+00:00,119.34649999999999,111.2460643914508,127.44693560854918
2026-01-10 20:15:00+00:00,119.34649999999999,111.2460643914508,127.44693560854918
2026-01-10 20:30:00+00:00,119.34649999999999,111.2460643914508,127.44693560854918
2026-01-10 20:45:00+00:00,119.34649999999999,111.2460643914508,127.44693560854918
2026-01-10 21:00:00+00:00,117.6895,108.25913821352974,127.11986178647025
2026-01-10 21:15:00+00:00,117.6895,108.25913821352974,127.11986178647025
2026-01-10 21:30:00+00:00,117.6895,108.25913821352974,127.11986178647025
2026-01-10 21:45:00+00:00,117.6895,108.25913821352974,127.11986178647025
2026-01-10 22:00:00+00:00,121.59100000000001,110.70882278628781,132.4731772137122
2026-01-10 22:15:00+00:00,121.59100000000001,110.70882278628781,132.4731772137122
2026-01-10 22:30:00+00:00,121.59100000000001,110.70882278628781,132.4731772137122
2026-01-10 22:45:00+00:00,121.59100000000001,110.70882278628781,132.4731772137122
2026-01-10 23:00:00+00:00,117.00075000000001,107.8193200628852,126.18217993711482
2026-01-10 23:15:00+00:00,117.00075000000001,107.8193200628852,126.18217993711482
2026-01-10 23:30:00+00:00,117.00075000000001,107.8193200628852,126.18217993711482
2026-01-10 23:45:00+00:00,117.00075000000001,107.8193200628852,126.18217993711482
2026-01-11 00:00:00+00:00,122.251,112.13482006359743,132.36717993640258
2026-01-11 00:15:00+00:00,122.251,112.13482006359743,132.36717993640258
2026-01-11 00:30:00+00:00,122.251,112.13482006359743,132.36717993640258
2026-01-11 00:45:00+00:00,122.251,112.13482006359743,132.36717993640258
2026-01-11 01:00:00+00:00,121.13475,111.27136881418991,130.99813118581008
2026-01-11 01:15:00+00:00,121.13475,111.27136881418991,130.99813118581008
2026-01-11 01:30:00+00:00,121.13475,111.27136881418991,130.99813118581008
2026-01-11 01:45:00+00:00,121.13475,111.27136881418991,130.99813118581008
2026-01-11 02:00:00+00:00,118.51775,110.9023746937912,126.13312530620881
2026-01-11 02:15:00+00:00,118.51775,110.9023746937912,126.13312530620881
2026-01-11 02:30:00+00:00,118.51775,110.9023746937912,126.13312530620881
2026-01-11 02:45:00+00:00,118.51775,110.9023746937912,126.13312530620881
2026-01-11 03:00:00+00:00,125.81225,114.27576358409972,137.3487364159003
2026-01-11 03:15:00+00:00,125.81225,114.27576358409972,137.3487364159003
2026-01-11 03:30:00+00:00,125.81225,114.27576358409972,137.3487364159003
2026-01-11 03:45:00+00:00,125.81225,114.27576358409972,137.3487364159003
2026-01-11 04:00:00+00:00,117.237,107.69274501244276,126.78125498755723
2026-01-11 04:15:00+00:00,117.237,107.69274501244276,126.78125498755723
2026-01-11 04:30:00+00:00,117.237,107.69274501244276,126.78125498755723
2026-01-11 04:45:00+00:00,117.237,107.69274501244276,126.78125498755723
2026-01-11 05:00:00+00:00,120.2715,109.71884575736335,130.82415424263664
2026-01-11 05:15:00+00:00,120.2715,109.71884575736335,130.82415424263664
2026-01-11 05:30:00+00:00,120.2715,109.71884575736335,130.82415424263664
2026-01-11 05:45:00+00:00,120.2715,109.71884575736335,130.82415424263664
2026-01-11 06:00:00+00:00,119.876,110.52069185463378,129.23130814536623
2026-01-11 06:15:00+00:00,119.876,110.52069185463378,129.23130814536623
2026-01-11 06:30:00+00:00,119.876,110.52069185463378,129.23130814536623
2026-01-11 06:45:00+00:00,119.876,110.52069185463378,129.23130814536623
2026-01-11 07:00:00+00:00,118.9175,111.81278544982095,126.02221455017906
2026-01-11 07:15:00+00:00,118.9175,111.81278544982095,126.02221455017906
2026-01-11 07:30:00+00:00,118.9175,111.81278544982095,126.02221455017906
2026-01-11 07:45:00+00:00,118.9175,111.81278544982095,126.02221455017906
2026-01-11 08:00:00+00:00,119.86575,112.52031298280153,127.21118701719848
2026-01-11 08:15:00+00:00,119.86575,112.52031298280153,127.21118701719848
2026-01-11 08:30:00+00:00,119.86575,112.52031298280153,127.21118701719848
2026-01-11 08:45:00+00:00,119.86575,112.52031298280153,127.21118701719848
2026-01-11 09:00:00+00:00,120.4055,112.29714402497166,128.51385597502835
2026-01-11 09:15:00+00:00,120.4055,112.29714402497166,128.51385597502835
2026-01-11 09:30:00+00:00,120.4055,112.29714402497166,128.51385597502835
2026-01-11 09:45:00+00:00,120.4055,112.29714402497166,128.51385597502835
2026-01-11 10:00:00+00:00,123.8975,114.59942468573797,133.19557531426202
2026-01-11 10:15:00+00:00,123.8975,114.59942468573797,133.19557531426202
2026-01-11 10:30:00+00:00,123.8975,114.59942468573797,133.19557531426202
2026-01-11 10:45:00+00:00,123.8975,114.59942468573797,133.19557531426202
2026-01-11 11:00:00+00:00,119.119,107.69900890136691,130.5389910986331
2026-01-11 11:15:00+00:00,119.119,107.69900890136691,130.5389910986331
2026-01-11 11:30:00+00:00,119.119,107.69900890136691,130.5389910986331
2026-01-11 11:45:00+00:00,119.119,107.69900890136691,130.5389910986331
2026-01-11 12:00:00+00:00,122.50450000000001,112.66205838772228,132.34694161227773
2026-01-11 12:15:00+00:00,122.50450000000001,112.66205838772228,132.34694161227773
2026-01-11 12:30:00+00:00,122.50450000000001,112.66205838772228,132.34694161227773
2026-01-11 12:45:00+00:00,122.50450000000001,112.66205838772228,132.34694161227773
2026-01-11 13:00:00+00:00,119.7555,109.54914656867614,129.96185343132385
2026-01-11 13:15:00+00:00,119.7555,109.54914656867614,129.96185343132385
2026-01-11 13:30:00+00:00,119.7555,109.54914656867614,129.96185343132385
2026-01-11 13:45:00+00:00,119.7555,109.54914656867614,129.96185343132385
2026-01-11 14:00:00+00:00,123.809,113.89066309266781,133.7273369073322
2026-01-11 14:15:00+00:00,123.809,113.89066309266781,133.7273369073322
2026-01-11 14:30:00+00:00,123.809,113.89066309266781,133.7273369073322
2026-01-11 14:45:00+00:00,123.809,113.89066309266781,133.7273369073322
2026-01-11 15:00:00+00:00,119.343,111.88145340948078,126.80454659051922
2026-01-11 15:15:00+00:00,119.343,111.88145340948078,126.80454659051922
2026-01-11 15:30:00+00:00,119.343,111.88145340948078,126.80454659051922
2026-01-11 15:45:00+00:00,119.343,111.88145340948078,126.80454659051922
2026-01-11 16:00:00+00:00,118.28025,109.79327091690953,126.76722908309046
2026-01-11 16:15:00+00:00,118.28025,109.79327091690953,126.76722908309046
2026-01-11 16:30:00+00:00,118.28025,109.79327091690953,126.76722908309046
2026-01-11 16:45:00+00:00,118.28025,109.79327091690953,126.76722908309046
2026-01-11 17:00:00+00:00,117.71925,106.26138399405941,129.17711600594058
2026-01-11 17:15:00+00:00,117.71925,106.26138399405941,129.17711600594058
2026-01-11 17:30:00+00:00,117.71925,106.26138399405941,129.17711600594058
2026-01-11 17:45:00+00:00,117.71925,106.26138399405941,129.17711600594058
2026-01-11 18:00:00+00:00,112.45725,99.72064804496245,125.19385195503756
2026-01-11 18:15:00+00:00,112.45725,99.72064804496245,125.19385195503756
2026-01-11 18:30:00+00:00,112.45725,99.72064804496245,125.19385195503756
2026-01-11 18:45:00+00:00,112.45725,99.72064804496245,125.19385195503756
2026-01-11 19:00:00+00:00,121.15225,110.72545281869692,131.57904718130305
2026-01-11 19:15:00+00:00,121.15225,110.72545281869692,131.57904718130305
