load_mw,percentage_time
120.694,44.345238095238095
120.687,44.49404761904761
120.684,44.642857142857146
120.661,44.79166666666667
120.625,44.94047619047619
120.624,45.089285714285715
120.602,45.23809523809524
120.593,45.38690476190476
120.549,45.535714285714285
120.502,45.68452380952381
120.499,45.83333333333333
120.482,45.982142857142854
120.461,46.13095238095239
120.439,46.279761904761905
120.437,46.42857142857143
120.418,46.577380952380956
120.406,46.726190476190474
120.401,46.875
120.384,47.023809523809526
120.343,47.172619047619044
120.324,47.32142857142857
120.303,47.470238095238095
120.286,47.61904761904761
120.261,47.767857142857146
120.188,47.91666666666667
120.183,48.06547619047619
120.181,48.214285714285715
120.173,48.36309523809524
120.162,48.51190476190476
120.149,48.660714285714285
120.125,48.80952380952381
120.115,48.95833333333333
120.115,49.107142857142854
120.033,49.25595238095239
120.023,49.404761904761905
120.015,49.55357142857143
119.987,49.702380952380956
119.969,49.851190476190474
119.945,50.0
119.944,50.148809523809526
119.926,50.297619047619044
119.921,50.44642857142857
119.882,50.595238095238095
119.879,50.74404761904761
119.818,50.89285714285714
119.802,51.041666666666664
119.752,51.19047619047619
119.742,51.33928571428571
119.739,51.488095238095234
119.725,51.636904761904766
119.72,51.78571428571429
119.691,51.93452380952381
119.662,52.083333333333336
119.634,52.23214285714286
119.632,52.38095238095239
119.621,52.529761904761905
119.613,52.67857142857143
119.595,52.827380952380956
119.583,52.976190476190474
119.572,53.125
119.558,53.273809523809526
119.535,53.422619047619044
119.516,53.57142857142857
119.466,53.720238095238095
119.417,53.86904761904761
119.387,54.01785714285714
119.377,54.166666666666664
119.346,54.31547619047619
119.345,54.46428571428571
119.323,54.613095238095234
119.287,54.761904761904766
119.226,54.91071428571429
119.197,55.05952380952381
119.187,55.208333333333336
119.143,55.35714285714286
119.095,55.50595238095239
119.081,55.654761904761905
119.08,55.80357142857143
119.074,55.952380952380956
119.073,56.101190476190474
119.025,56.25
119.023,56.398809523809526
119.019,56.547619047619044
118.986,56.69642857142857
118.96,56.845238095238095
118.959,56.99404761904761
118.927,57.14285714285714
118.924,57.291666666666664
118.919,57.44047619047619
118.887,57.58928571428571
118.813,57.738095238095234
118.812,57.886904761904766
118.809,58.03571428571429
118.799,58.18452380952381
118.764,58.333333333333336
118.757,58.48214285714286
118.74,58.63095238095239
118.739,58.779761904761905
118.736,58.92857142857143
118.732,59.077380952380956
118.728,59.226190476190474
118.701,59.375
118.689,59.523809523809526
118.687,59.672619047619044
118.678,59.82142857142857
118.675,59.970238095238095
118.669,60.11904761904761
118.642,60.26785714285714
118.638,60.416666666666664
118.614,60.56547619047619
118.613,60.71428571428571
118.585,60.863095238095234
118.576,61.011904761904766
118.551,61.16071428571429
118.52,61.30952380952381
118.503,61.458333333333336
118.487,61.60714285714286
118.45,61.75595238095239
118.443,61.904761904761905
118.426,62.05357142857143
118.388,62.202380952380956
118.381,62.351190476190474
118.381,62.5
118.352,62.648809523809526
118.349,62.797619047619044
118.344,62.94642857142857
118.327,63.095238095238095
118.319,63.24404761904761
118.319,63.39285714285714
118.291,63.541666666666664
118.269,63.69047619047619
118.266,63.83928571428571
118.231,63.988095238095234
118.223,64.13690476190477
118.208,64.28571428571429
118.2,64.43452380952381
118.181,64.58333333333334
118.18,64.73214285714286
118.135,64.88095238095238
118.126,65.02976190476191
118.121,65.17857142857143
118.112,65.32738095238095
118.094,65.47619047619048
118.078,65.625
118.051,65.77380952380952
118.045,65.92261904761905
118.044,66.07142857142857
118.04,66.22023809523809
118.037,66.36904761904762
117.989,66.51785714285714
117.988,66.66666666666666
117.971,66.81547619047619
117.941,66.96428571428571
117.926,67.11309523809523
117.889,67.26190476190477
117.828,67.41071428571429
117.818,67.55952380952381
117.774,67.70833333333334
117.755,67.85714285714286
117.755,68.00595238095238
117.729,68.15476190476191
117.726,68.30357142857143
117.716,68.45238095238095
117.678,68.60119047619048
117.634,68.75
117.631,68.89880952380952
117.612,69.04761904761905
117.595,69.19642857142857
117.565,69.34523809523809
117.564,69.49404761904762
117.561,69.64285714285714
117.558,69.79166666666666
117.555,69.94047619047619
117.555,70.08928571428571
117.526,70.23809523809523
117.514,70.38690476190477
117.511,70.53571428571429
117.471,70.68452380952381
117.45,70.83333333333334
117.444,70.98214285714286
117.395,71.13095238095238
117.36,71.27976190476191
117.354,71.42857142857143
117.342,71.57738095238095
117.306,71.72619047619048
117.297,71.875
117.281,72.02380952380952
117.28,72.17261904761905
117.272,72.32142857142857
117.257,72.47023809523809
117.257,72.61904761904762
117.221,72.76785714285714
117.207,72.91666666666666
117.145,73.06547619047619
117.143,73.21428571428571
117.116,73.36309523809523
117.113,73.51190476190477
117.076,73.66071428571429
117.074,73.80952380952381
117.038,73.95833333333334
117.021,74.10714285714286
116.939,74.25595238095238
116.932,74.40476190476191
116.926,74.55357142857143
116.926,74.70238095238095
116.926,74.85119047619048
116.878,75.0
116.806,75.14880952380952
116.806,75.29761904761905
116.777,75.44642857142857
116.766,75.59523809523809
116.745,75.74404761904762
116.741,75.89285714285714
116.724,76.04166666666666
116.716,76.19047619047619
116.705,76.33928571428571
116.685,76.48809523809523
116.683,76.63690476190477
116.678,76.78571428571429
116.677,76.93452380952381
116.658,77.08333333333334
116.631,77.23214285714286
116.618,77.38095238095238
116.532,77.52976190476191
116.486,77.67857142857143
116.478,77.82738095238095
116.45,77.97619047619048
116.438,78.125
116.436,78.27380952380952
116.404,78.42261904761905
116.376,78.57142857142857
116.375,78.72023809523809
116.371,78.86904761904762
116.365,79.01785714285714
116.356,79.16666666666666
116.293,79.31547619047619
116.28,79.46428571428571
116.267,79.61309523809523
116.248,79.76190476190477
116.227,79.91071428571429
116.194,80.05952380952381
116.174,80.20833333333334
116.152,80.35714285714286
116.137,80.50595238095238
116.118,80.65476190476191
116.088,80.80357142857143
116.082,80.95238095238095
116.035,81.10119047619048
116.035,81.25
116.013,81.39880952380952
116.007,81.54761904761905
115.992,81.69642857142857
115.947,81.84523809523809
115.922,81.99404761904762
115.807,82.14285714285714
115.793,82.29166666666666
115.783,82.44047619047619
115.749,82.58928571428571
115.728,82.73809523809523
115.718,82.88690476190477
115.707,83.03571428571429
115.679,83.18452380952381
115.663,83.33333333333334
115.632,83.48214285714286
115.627,83.63095238095238
115.625,83.77976190476191
115.612,83.92857142857143
115.605,84.07738095238095
115.582,84.22619047619048
115.575,84.375
115.547,84.52380952380952
115.484,84.67261904761905
115.452,84.82142857142857
115.393,84.97023809523809
115.194,85.11904761904762
115.18,85.26785714285714
115.134,85.41666666666666
115.097,85.56547619047619
115.025,85.71428571428571
115.008,85.86309523809523
114.95,86.01190476190477
114.867,86.16071428571429
114.856,86.30952380952381
114.827,86.45833333333334
114.816,86.60714285714286
114.713,86.75595238095238
114.705,86.90476190476191
114.691,87.05357142857143
114.661,87.20238095238095
114.652,87.35119047619048
114.643,87.5
114.589,87.64880952380952
114.51,87.79761904761905
114.379,87.94642857142857
114.36,88.09523809523809
114.276,88.24404761904762
114.149,88.39285714285714
114.127,88.54166666666666
114.086,88.69047619047619
114.069,88.83928571428571
113.979,88.98809523809523
113.886,89.13690476190477
113.84,89.28571428571429
113.752,89.43452380952381
113.749,89.58333333333334
113.736,89.73214285714286
113.726,89.88095238095238
113.71,90.02976190476191
113.707,90.17857142857143
113.668,90.32738095238095
113.629,90.47619047619048
113.597,90.625
113.576,90.77380952380952
113.488,90.92261904761905
113.461,91.07142857142857
113.444,91.22023809523809
113.367,91.36904761904762
113.359,91.51785714285714
113.267,91.66666666666666
113.143,91.81547619047619
113.009,91.96428571428571
112.981,92.11309523809523
112.949,92.26190476190477
112.939,92.41071428571429
112.847,92.55952380952381
112.817,92.70833333333334
112.788,92.85714285714286
112.712,93.00595238095238
112.408,93.15476190476191
112.319,93.30357142857143
112.197,93.45238095238095
112.196,93.60119047619048
112.17,93.75
112.143,93.89880952380952
112.103,94.04761904761905
112.013,94.19642857142857
111.981,94.34523809523809
111.967,94.49404761904762
111.959,94.64285714285714
111.625,94.79166666666666
111.372,94.94047619047619
111.307,95.08928571428571
111.216,95.23809523809523
111.127,95.38690476190477
111.123,95.53571428571429
111.076,95.68452380952381
110.98,95.83333333333334
110.904,95.98214285714286
110.844,96.13095238095238
110.831,96.27976190476191
110.661,96.42857142857143
110.66,96.57738095238095
110.655,96.72619047619048
110.553,96.875
110.048,97.02380952380952
109.957,97.17261904761905
109.886,97.32142857142857
109.784,97.47023809523809
109.703,97.61904761904762
109.446,97.76785714285714
109.422,97.91666666666666
109.198,98.06547619047619
109.13,98.21428571428571
108.783,98.36309523809523
108.708,98.51190476190477
107.9,98.66071428571429
107.897,98.80952380952381
107.875,98.95833333333334
107.815,99.10714285714286
107.447,99.25595238095238
107.165,99.40476190476191
106.492,99.55357142857143
105.511,99.70238095238095
105.362,99.85119047619048
99.074,100.0
