timestamp_utc,load_mw,load_mw_raw,hour,minute,hour_frac,day_of_week,day_name,date,week,is_weekend
2026-01-01 16:30:00+00:00,126.015,126.015,16,30,16.5,3,Thursday,2026-01-01,1,False
2026-01-01 16:45:00+00:00,115.575,115.575,16,45,16.75,3,Thursday,2026-01-01,1,False
2026-01-01 17:00:00+00:00,123.337,123.337,17,0,17.0,3,Thursday,2026-01-01,1,False
2026-01-01 17:15:00+00:00,120.115,120.115,17,15,17.25,3,Thursday,2026-01-01,1,False
2026-01-01 17:30:00+00:00,128.397,128.397,17,30,17.5,3,Thursday,2026-01-01,1,False
2026-01-01 17:45:00+00:00,111.123,111.123,17,45,17.75,3,Thursday,2026-01-01,1,False
2026-01-01 18:00:00+00:00,122.801,122.801,18,0,18.0,3,Thursday,2026-01-01,1,False
2026-01-01 18:15:00+00:00,119.742,119.742,18,15,18.25,3,Thursday,2026-01-01,1,False
2026-01-01 18:30:00+00:00,113.367,113.367,18,30,18.5,3,Thursday,2026-01-01,1,False
2026-01-01 18:45:00+00:00,127.952,127.952,18,45,18.75,3,Thursday,2026-01-01,1,False
2026-01-01 19:00:00+00:00,125.537,125.537,19,0,19.0,3,Thursday,2026-01-01,1,False
2026-01-01 19:15:00+00:00,121.129,121.129,19,15,19.25,3,Thursday,2026-01-01,1,False
2026-01-01 19:30:00+00:00,125.537,125.537,19,30,19.5,3,Thursday,2026-01-01,1,False
2026-01-01 19:45:00+00:00,118.037,118.037,19,45,19.75,3,Thursday,2026-01-01,1,False
2026-01-01 20:00:00+00:00,118.02962809917356,,20,0,20.0,3,Thursday,2026-01-01,1,False
2026-01-01 20:15:00+00:00,118.02225619834711,,20,15,20.25,3,Thursday,2026-01-01,1,False
2026-01-01 20:30:00+00:00,118.01488429752067,,20,30,20.5,3,Thursday,2026-01-01,1,False
2026-01-01 20:45:00+00:00,118.00751239669422,,20,45,20.75,3,Thursday,2026-01-01,1,False
2026-01-01 21:00:00+00:00,118.00014049586777,,21,0,21.0,3,Thursday,2026-01-01,1,False
2026-01-01 21:15:00+00:00,117.99276859504133,,21,15,21.25,3,Thursday,2026-01-01,1,False
2026-01-01 21:30:00+00:00,117.98539669421488,,21,30,21.5,3,Thursday,2026-01-01,1,False
2026-01-01 21:45:00+00:00,117.97802479338843,,21,45,21.75,3,Thursday,2026-01-01,1,False
2026-01-01 22:00:00+00:00,117.97065289256199,,22,0,22.0,3,Thursday,2026-01-01,1,False
2026-01-01 22:15:00+00:00,117.96328099173554,,22,15,22.25,3,Thursday,2026-01-01,1,False
2026-01-01 22:30:00+00:00,117.9559090909091,,22,30,22.5,3,Thursday,2026-01-01,1,False
2026-01-01 22:45:00+00:00,117.94853719008265,,22,45,22.75,3,Thursday,2026-01-01,1,False
2026-01-01 23:00:00+00:00,117.9411652892562,,23,0,23.0,3,Thursday,2026-01-01,1,False
2026-01-01 23:15:00+00:00,117.93379338842976,,23,15,23.25,3,Thursday,2026-01-01,1,False
2026-01-01 23:30:00+00:00,117.9264214876033,,23,30,23.5,3,Thursday,2026-01-01,1,False
2026-01-01 23:45:00+00:00,117.91904958677686,,23,45,23.75,3,Thursday,2026-01-01,1,False
2026-01-02 00:00:00+00:00,117.91167768595042,,0,0,0.0,4,Friday,2026-01-02,1,False
2026-01-02 00:15:00+00:00,117.90430578512397,,0,15,0.25,4,Friday,2026-01-02,1,False
2026-01-02 00:30:00+00:00,117.89693388429752,,0,30,0.5,4,Friday,2026-01-02,1,False
2026-01-02 00:45:00+00:00,117.88956198347108,,0,45,0.75,4,Friday,2026-01-02,1,False
2026-01-02 01:00:00+00:00,117.88219008264463,,1,0,1.0,4,Friday,2026-01-02,1,False
2026-01-02 01:15:00+00:00,117.87481818181818,,1,15,1.25,4,Friday,2026-01-02,1,False
2026-01-02 01:30:00+00:00,117.86744628099174,,1,30,1.5,4,Friday,2026-01-02,1,False
2026-01-02 01:45:00+00:00,117.86007438016529,,1,45,1.75,4,Friday,2026-01-02,1,False
2026-01-02 02:00:00+00:00,117.85270247933884,,2,0,2.0,4,Friday,2026-01-02,1,False
2026-01-02 02:15:00+00:00,117.8453305785124,,2,15,2.25,4,Friday,2026-01-02,1,False
2026-01-02 02:30:00+00:00,117.83795867768596,,2,30,2.5,4,Friday,2026-01-02,1,False
2026-01-02 02:45:00+00:00,117.8305867768595,,2,45,2.75,4,Friday,2026-01-02,1,False
2026-01-02 03:00:00+00:00,117.82321487603306,,3,0,3.0,4,Friday,2026-01-02,1,False
2026-01-02 03:15:00+00:00,117.81584297520662,,3,15,3.25,4,Friday,2026-01-02,1,False
2026-01-02 03:30:00+00:00,117.80847107438017,,3,30,3.5,4,Friday,2026-01-02,1,False
2026-01-02 03:45:00+00:00,117.80109917355372,,3,45,3.75,4,Friday,2026-01-02,1,False
2026-01-02 04:00:00+00:00,117.79372727272728,,4,0,4.0,4,Friday,2026-01-02,1,False
2026-01-02 04:15:00+00:00,117.78635537190083,,4,15,4.25,4,Friday,2026-01-02,1,False
2026-01-02 04:30:00+00:00,117.77898347107438,,4,30,4.5,4,Friday,2026-01-02,1,False
2026-01-02 04:45:00+00:00,117.77161157024794,,4,45,4.75,4,Friday,2026-01-02,1,False
2026-01-02 05:00:00+00:00,117.76423966942149,,5,0,5.0,4,Friday,2026-01-02,1,False
2026-01-02 05:15:00+00:00,117.75686776859504,,5,15,5.25,4,Friday,2026-01-02,1,False
2026-01-02 05:30:00+00:00,117.7494958677686,,5,30,5.5,4,Friday,2026-01-02,1,False
2026-01-02 05:45:00+00:00,117.74212396694215,,5,45,5.75,4,Friday,2026-01-02,1,False
2026-01-02 06:00:00+00:00,117.7347520661157,,6,0,6.0,4,Friday,2026-01-02,1,False
2026-01-02 06:15:00+00:00,117.72738016528926,,6,15,6.25,4,Friday,2026-01-02,1,False
2026-01-02 06:30:00+00:00,117.7200082644628,,6,30,6.5,4,Friday,2026-01-02,1,False
2026-01-02 06:45:00+00:00,117.71263636363636,,6,45,6.75,4,Friday,2026-01-02,1,False
2026-01-02 07:00:00+00:00,117.70526446280992,,7,0,7.0,4,Friday,2026-01-02,1,False
2026-01-02 07:15:00+00:00,117.69789256198348,,7,15,7.25,4,Friday,2026-01-02,1,False
2026-01-02 07:30:00+00:00,117.69052066115702,,7,30,7.5,4,Friday,2026-01-02,1,False
2026-01-02 07:45:00+00:00,117.68314876033058,,7,45,7.75,4,Friday,2026-01-02,1,False
2026-01-02 08:00:00+00:00,117.67577685950414,,8,0,8.0,4,Friday,2026-01-02,1,False
2026-01-02 08:15:00+00:00,117.66840495867768,,8,15,8.25,4,Friday,2026-01-02,1,False
2026-01-02 08:30:00+00:00,117.66103305785124,,8,30,8.5,4,Friday,2026-01-02,1,False
2026-01-02 08:45:00+00:00,117.6536611570248,,8,45,8.75,4,Friday,2026-01-02,1,False
2026-01-02 09:00:00+00:00,117.64628925619834,,9,0,9.0,4,Friday,2026-01-02,1,False
2026-01-02 09:15:00+00:00,117.6389173553719,,9,15,9.25,4,Friday,2026-01-02,1,False
2026-01-02 09:30:00+00:00,117.63154545454546,,9,30,9.5,4,Friday,2026-01-02,1,False
2026-01-02 09:45:00+00:00,117.624173553719,,9,45,9.75,4,Friday,2026-01-02,1,False
2026-01-02 10:00:00+00:00,117.61680165289256,,10,0,10.0,4,Friday,2026-01-02,1,False
2026-01-02 10:15:00+00:00,117.60942975206612,,10,15,10.25,4,Friday,2026-01-02,1,False
2026-01-02 10:30:00+00:00,117.60205785123966,,10,30,10.5,4,Friday,2026-01-02,1,False
2026-01-02 10:45:00+00:00,117.59468595041322,,10,45,10.75,4,Friday,2026-01-02,1,False
2026-01-02 11:00:00+00:00,117.58731404958678,,11,0,11.0,4,Friday,2026-01-02,1,False
2026-01-02 11:15:00+00:00,117.57994214876034,,11,15,11.25,4,Friday,2026-01-02,1,False
2026-01-02 11:30:00+00:00,117.57257024793388,,11,30,11.5,4,Friday,2026-01-02,1,False
2026-01-02 11:45:00+00:00,117.56519834710744,,11,45,11.75,4,Friday,2026-01-02,1,False
2026-01-02 12:00:00+00:00,117.557826446281,,12,0,12.0,4,Friday,2026-01-02,1,False
2026-01-02 12:15:00+00:00,117.55045454545454,,12,15,12.25,4,Friday,2026-01-02,1,False
2026-01-02 12:30:00+00:00,117.5430826446281,,12,30,12.5,4,Friday,2026-01-02,1,False
2026-01-02 12:45:00+00:00,117.53571074380166,,12,45,12.75,4,Friday,2026-01-02,1,False
2026-01-02 13:00:00+00:00,117.5283388429752,,13,0,13.0,4,Friday,2026-01-02,1,False
2026-01-02 13:15:00+00:00,117.52096694214876,,13,15,13.25,4,Friday,2026-01-02,1,False
2026-01-02 13:30:00+00:00,117.51359504132232,,13,30,13.5,4,Friday,2026-01-02,1,False
2026-01-02 13:45:00+00:00,117.50622314049586,,13,45,13.75,4,Friday,2026-01-02,1,False
2026-01-02 14:00:00+00:00,117.49885123966942,,14,0,14.0,4,Friday,2026-01-02,1,False
2026-01-02 14:15:00+00:00,117.49147933884298,,14,15,14.25,4,Friday,2026-01-02,1,False
2026-01-02 14:30:00+00:00,117.48410743801652,,14,30,14.5,4,Friday,2026-01-02,1,False
2026-01-02 14:45:00+00:00,117.47673553719008,,14,45,14.75,4,Friday,2026-01-02,1,False
2026-01-02 15:00:00+00:00,117.46936363636364,,15,0,15.0,4,Friday,2026-01-02,1,False
2026-01-02 15:15:00+00:00,117.4619917355372,,15,15,15.25,4,Friday,2026-01-02,1,False
2026-01-02 15:30:00+00:00,117.45461983471074,,15,30,15.5,4,Friday,2026-01-02,1,False
2026-01-02 15:45:00+00:00,117.4472479338843,,15,45,15.75,4,Friday,2026-01-02,1,False
2026-01-02 16:00:00+00:00,117.43987603305786,,16,0,16.0,4,Friday,2026-01-02,1,False
2026-01-02 16:15:00+00:00,117.4325041322314,,16,15,16.25,4,Friday,2026-01-02,1,False
2026-01-02 16:30:00+00:00,117.42513223140496,,16,30,16.5,4,Friday,2026-01-02,1,False
2026-01-02 16:45:00+00:00,117.41776033057852,,16,45,16.75,4,Friday,2026-01-02,1,False
2026-01-02 17:00:00+00:00,117.41038842975206,,17,0,17.0,4,Friday,2026-01-02,1,False
2026-01-02 17:15:00+00:00,117.40301652892562,,17,15,17.25,4,Friday,2026-01-02,1,False
2026-01-02 17:30:00+00:00,117.39564462809918,,17,30,17.5,4,Friday,2026-01-02,1,False
2026-01-02 17:45:00+00:00,117.38827272727272,,17,45,17.75,4,Friday,2026-01-02,1,False
2026-01-02 18:00:00+00:00,117.38090082644628,,18,0,18.0,4,Friday,2026-01-02,1,False
2026-01-02 18:15:00+00:00,117.37352892561984,,18,15,18.25,4,Friday,2026-01-02,1,False
2026-01-02 18:30:00+00:00,117.36615702479338,,18,30,18.5,4,Friday,2026-01-02,1,False
2026-01-02 18:45:00+00:00,117.35878512396694,,18,45,18.75,4,Friday,2026-01-02,1,False
2026-01-02 19:00:00+00:00,117.3514132231405,,19,0,19.0,4,Friday,2026-01-02,1,False
2026-01-02 19:15:00+00:00,117.34404132231404,,19,15,19.25,4,Friday,2026-01-02,1,False
2026-01-02 19:30:00+00:00,117.3366694214876,,19,30,19.5,4,Friday,2026-01-02,1,False
2026-01-02 19:45:00+00:00,117.32929752066116,,19,45,19.75,4,Friday,2026-01-02,1,False
2026-01-02 20:00:00+00:00,117.32192561983472,,20,0,20.0,4,Friday,2026-01-02,1,False
2026-01-02 20:15:00+00:00,117.31455371900826,,20,15,20.25,4,Friday,2026-01-02,1,False
2026-01-02 20:30:00+00:00,117.30718181818182,,20,30,20.5,4,Friday,2026-01-02,1,False
2026-01-02 20:45:00+00:00,117.29980991735538,,20,45,20.75,4,Friday,2026-01-02,1,False
2026-01-02 21:00:00+00:00,117.29243801652892,,21,0,21.0,4,Friday,2026-01-02,1,False
2026-01-02 21:15:00+00:00,117.28506611570248,,21,15,21.25,4,Friday,2026-01-02,1,False
2026-01-02 21:30:00+00:00,117.27769421487604,,21,30,21.5,4,Friday,2026-01-02,1,False
2026-01-02 21:45:00+00:00,117.27032231404958,,21,45,21.75,4,Friday,2026-01-02,1,False
2026-01-02 22:00:00+00:00,117.26295041322314,,22,0,22.0,4,Friday,2026-01-02,1,False
2026-01-02 22:15:00+00:00,117.2555785123967,,22,15,22.25,4,Friday,2026-01-02,1,False
2026-01-02 22:30:00+00:00,117.24820661157024,,22,30,22.5,4,Friday,2026-01-02,1,False
2026-01-02 22:45:00+00:00,117.2408347107438,,22,45,22.75,4,Friday,2026-01-02,1,False
2026-01-02 23:00:00+00:00,117.23346280991736,,23,0,23.0,4,Friday,2026-01-02,1,False
2026-01-02 23:15:00+00:00,117.2260909090909,,23,15,23.25,4,Friday,2026-01-02,1,False
2026-01-02 23:30:00+00:00,117.21871900826446,,23,30,23.5,4,Friday,2026-01-02,1,False
2026-01-02 23:45:00+00:00,117.21134710743802,,23,45,23.75,4,Friday,2026-01-02,1,False
2026-01-03 00:00:00+00:00,117.20397520661157,,0,0,0.0,5,Saturday,2026-01-03,1,True
2026-01-03 00:15:00+00:00,117.19660330578512,,0,15,0.25,5,Saturday,2026-01-03,1,True
2026-01-03 00:30:00+00:00,117.18923140495868,,0,30,0.5,5,Saturday,2026-01-03,1,True
2026-01-03 00:45:00+00:00,117.18185950413223,,0,45,0.75,5,Saturday,2026-01-03,1,True
2026-01-03 01:00:00+00:00,117.17448760330578,,1,0,1.0,5,Saturday,2026-01-03,1,True
2026-01-03 01:15:00+00:00,117.16711570247934,,1,15,1.25,5,Saturday,2026-01-03,1,True
2026-01-03 01:30:00+00:00,117.1597438016529,,1,30,1.5,5,Saturday,2026-01-03,1,True
2026-01-03 01:45:00+00:00,117.15237190082644,,1,45,1.75,5,Saturday,2026-01-03,1,True
2026-01-03 02:00:00+00:00,117.145,117.145,2,0,2.0,5,Saturday,2026-01-03,1,True
2026-01-03 02:15:00+00:00,120.261,120.261,2,15,2.25,5,Saturday,2026-01-03,1,True
2026-01-03 02:30:00+00:00,119.345,119.345,2,30,2.5,5,Saturday,2026-01-03,1,True
2026-01-03 02:45:00+00:00,116.007,116.007,2,45,2.75,5,Saturday,2026-01-03,1,True
2026-01-03 03:00:00+00:00,117.306,117.306,3,0,3.0,5,Saturday,2026-01-03,1,True
2026-01-03 03:15:00+00:00,117.555,117.555,3,15,3.25,5,Saturday,2026-01-03,1,True
2026-01-03 03:30:00+00:00,127.262,127.262,3,30,3.5,5,Saturday,2026-01-03,1,True
2026-01-03 03:45:00+00:00,121.253,121.253,3,45,3.75,5,Saturday,2026-01-03,1,True
2026-01-03 04:00:00+00:00,120.687,120.687,4,0,4.0,5,Saturday,2026-01-03,1,True
2026-01-03 04:15:00+00:00,117.526,117.526,4,15,4.25,5,Saturday,2026-01-03,1,True
2026-01-03 04:30:00+00:00,118.223,118.223,4,30,4.5,5,Saturday,2026-01-03,1,True
2026-01-03 04:45:00+00:00,123.642,123.642,4,45,4.75,5,Saturday,2026-01-03,1,True
2026-01-03 05:00:00+00:00,121.815,121.815,5,0,5.0,5,Saturday,2026-01-03,1,True
2026-01-03 05:15:00+00:00,118.487,118.487,5,15,5.25,5,Saturday,2026-01-03,1,True
2026-01-03 05:30:00+00:00,113.84,113.84,5,30,5.5,5,Saturday,2026-01-03,1,True
2026-01-03 05:45:00+00:00,120.782,120.782,5,45,5.75,5,Saturday,2026-01-03,1,True
2026-01-03 06:00:00+00:00,111.216,111.216,6,0,6.0,5,Saturday,2026-01-03,1,True
2026-01-03 06:15:00+00:00,117.021,117.021,6,15,6.25,5,Saturday,2026-01-03,1,True
2026-01-03 06:30:00+00:00,118.732,118.732,6,30,6.5,5,Saturday,2026-01-03,1,True
2026-01-03 06:45:00+00:00,125.241,125.241,6,45,6.75,5,Saturday,2026-01-03,1,True
2026-01-03 07:00:00+00:00,121.616,121.616,7,0,7.0,5,Saturday,2026-01-03,1,True
2026-01-03 07:15:00+00:00,123.878,123.878,7,15,7.25,5,Saturday,2026-01-03,1,True
2026-01-03 07:30:00+00:00,124.305,124.305,7,30,7.5,5,Saturday,2026-01-03,1,True
2026-01-03 07:45:00+00:00,123.75,123.75,7,45,7.75,5,Saturday,2026-01-03,1,True
2026-01-03 08:00:00+00:00,123.687,123.687,8,0,8.0,5,Saturday,2026-01-03,1,True
2026-01-03 08:15:00+00:00,114.379,114.379,8,15,8.25,5,Saturday,2026-01-03,1,True
2026-01-03 08:30:00+00:00,121.689,121.689,8,30,8.5,5,Saturday,2026-01-03,1,True
2026-01-03 08:45:00+00:00,124.014,124.014,8,45,8.75,5,Saturday,2026-01-03,1,True
2026-01-03 09:00:00+00:00,123.996,123.996,9,0,9.0,5,Saturday,2026-01-03,1,True
2026-01-03 09:15:00+00:00,121.341,121.341,9,15,9.25,5,Saturday,2026-01-03,1,True
2026-01-03 09:30:00+00:00,121.781,121.781,9,30,9.5,5,Saturday,2026-01-03,1,True
2026-01-03 09:45:00+00:00,125.459,125.459,9,45,9.75,5,Saturday,2026-01-03,1,True
2026-01-03 10:00:00+00:00,122.11,122.11,10,0,10.0,5,Saturday,2026-01-03,1,True
2026-01-03 10:15:00+00:00,118.887,118.887,10,15,10.25,5,Saturday,2026-01-03,1,True
2026-01-03 10:30:00+00:00,115.632,115.632,10,30,10.5,5,Saturday,2026-01-03,1,True
2026-01-03 10:45:00+00:00,110.048,110.048,10,45,10.75,5,Saturday,2026-01-03,1,True
2026-01-03 11:00:00+00:00,121.513,121.513,11,0,11.0,5,Saturday,2026-01-03,1,True
2026-01-03 11:15:00+00:00,110.66,110.66,11,15,11.25,5,Saturday,2026-01-03,1,True
2026-01-03 11:30:00+00:00,123.211,123.211,11,30,11.5,5,Saturday,2026-01-03,1,True
2026-01-03 11:45:00+00:00,111.981,111.981,11,45,11.75,5,Saturday,2026-01-03,1,True
2026-01-03 12:00:00+00:00,121.693,121.693,12,0,12.0,5,Saturday,2026-01-03,1,True
2026-01-03 12:15:00+00:00,127.203,127.203,12,15,12.25,5,Saturday,2026-01-03,1,True
2026-01-03 12:30:00+00:00,116.618,116.618,12,30,12.5,5,Saturday,2026-01-03,1,True
2026-01-03 12:45:00+00:00,115.947,115.947,12,45,12.75,5,Saturday,2026-01-03,1,True
2026-01-03 13:00:00+00:00,118.231,118.231,13,0,13.0,5,Saturday,2026-01-03,1,True
2026-01-03 13:15:00+00:00,113.359,113.359,13,15,13.25,5,Saturday,2026-01-03,1,True
2026-01-03 13:30:00+00:00,121.381,121.381,13,30,13.5,5,Saturday,2026-01-03,1,True
2026-01-03 13:45:00+00:00,116.035,116.035,13,45,13.75,5,Saturday,2026-01-03,1,True
2026-01-03 14:00:00+00:00,114.069,114.069,14,0,14.0,5,Saturday,2026-01-03,1,True
2026-01-03 14:15:00+00:00,123.234,123.234,14,15,14.25,5,Saturday,2026-01-03,1,True
2026-01-03 14:30:00+00:00,115.679,115.679,14,30,14.5,5,Saturday,2026-01-03,1,True
2026-01-03 14:45:00+00:00,129.003,129.003,14,45,14.75,5,Saturday,2026-01-03,1,True
2026-01-03 15:00:00+00:00,120.125,120.125,15,0,15.0,5,Saturday,2026-01-03,1,True
2026-01-03 15:15:00+00:00,123.597,123.597,15,15,15.25,5,Saturday,2026-01-03,1,True
2026-01-03 15:30:00+00:00,120.023,120.023,15,30,15.5,5,Saturday,2026-01-03,1,True
2026-01-03 15:45:00+00:00,120.173,120.173,15,45,15.75,5,Saturday,2026-01-03,1,True
2026-01-03 16:00:00+00:00,119.987,119.987,16,0,16.0,5,Saturday,2026-01-03,1,True
2026-01-03 16:15:00+00:00,112.939,112.939,16,15,16.25,5,Saturday,2026-01-03,1,True
2026-01-03 16:30:00+00:00,119.944,119.944,16,30,16.5,5,Saturday,2026-01-03,1,True
2026-01-03 16:45:00+00:00,119.417,119.417,16,45,16.75,5,Saturday,2026-01-03,1,True
2026-01-03 17:00:00+00:00,127.735,127.735,17,0,17.0,5,Saturday,2026-01-03,1,True
2026-01-03 17:15:00+00:00,115.922,115.922,17,15,17.25,5,Saturday,2026-01-03,1,True
2026-01-03 17:30:00+00:00,120.684,120.684,17,30,17.5,5,Saturday,2026-01-03,1,True
2026-01-03 17:45:00+00:00,131.456,131.456,17,45,17.75,5,Saturday,2026-01-03,1,True
2026-01-03 18:00:00+00:00,120.849,120.849,18,0,18.0,5,Saturday,2026-01-03,1,True
2026-01-03 18:15:00+00:00,125.905,125.905,18,15,18.25,5,Saturday,2026-01-03,1,True
2026-01-03 18:30:00+00:00,121.367,121.367,18,30,18.5,5,Saturday,2026-01-03,1,True
2026-01-03 18:45:00+00:00,110.553,110.553,18,45,18.75,5,Saturday,2026-01-03,1,True
2026-01-03 19:00:00+00:00,123.077,123.077,19,0,19.0,5,Saturday,2026-01-03,1,True
2026-01-03 19:15:00+00:00,107.9,107.9,19,15,19.25,5,Saturday,2026-01-03,1,True
2026-01-03 19:30:00+00:00,121.86,121.86,19,30,19.5,5,Saturday,2026-01-03,1,True
2026-01-03 19:45:00+00:00,122.716,122.716,19,45,19.75,5,Saturday,2026-01-03,1,True
