timestamp_utc,load_mw,load_mw_imputed
2026-01-02 08:45:00+00:00,,117.6536611570248
2026-01-02 09:00:00+00:00,,117.64628925619834
2026-01-02 09:15:00+00:00,,117.6389173553719
2026-01-02 09:30:00+00:00,,117.63154545454546
2026-01-02 09:45:00+00:00,,117.624173553719
2026-01-02 10:00:00+00:00,,117.61680165289256
2026-01-02 10:15:00+00:00,,117.60942975206612
2026-01-02 10:30:00+00:00,,117.60205785123966
2026-01-02 10:45:00+00:00,,117.59468595041322
2026-01-02 11:00:00+00:00,,117.58731404958678
2026-01-02 11:15:00+00:00,,117.57994214876034
2026-01-02 11:30:00+00:00,,117.57257024793388
2026-01-02 11:45:00+00:00,,117.56519834710744
2026-01-02 12:00:00+00:00,,117.557826446281
2026-01-02 12:15:00+00:00,,117.55045454545454
2026-01-02 12:30:00+00:00,,117.5430826446281
2026-01-02 12:45:00+00:00,,117.53571074380166
2026-01-02 13:00:00+00:00,,117.5283388429752
2026-01-02 13:15:00+00:00,,117.52096694214876
2026-01-02 13:30:00+00:00,,117.51359504132232
2026-01-02 13:45:00+00:00,,117.50622314049586
2026-01-02 14:00:00+00:00,,117.49885123966942
2026-01-02 14:15:00+00:00,,117.49147933884298
2026-01-02 14:30:00+00:00,,117.48410743801652
2026-01-02 14:45:00+00:00,,117.47673553719008
2026-01-02 15:00:00+00:00,,117.46936363636364
2026-01-02 15:15:00+00:00,,117.4619917355372
2026-01-02 15:30:00+00:00,,117.45461983471074
2026-01-02 15:45:00+00:00,,117.4472479338843
2026-01-02 16:00:00+00:00,,117.43987603305786
2026-01-02 16:15:00+00:00,,117.4325041322314
2026-01-02 16:30:00+00:00,,117.42513223140496
2026-01-02 16:45:00+00:00,,117.41776033057852
2026-01-02 17:00:00+00:00,,117.41038842975206
2026-01-02 17:15:00+00:00,,117.40301652892562
2026-01-02 17:30:00+00:00,,117.39564462809918
2026-01-02 17:45:00+00:00,,117.38827272727272
2026-01-02 18:00:00+00:00,,117.38090082644628
2026-01-02 18:15:00+00:00,,117.37352892561984
2026-01-02 18:30:00+00:00,,117.36615702479338
2026-01-02 18:45:00+00:00,,117.35878512396694
2026-01-02 19:00:00+00:00,,117.3514132231405
2026-01-02 19:15:00+00:00,,117.34404132231404
2026-01-02 19:30:00+00:00,,117.3366694214876
2026-01-02 19:45:00+00:00,,117.32929752066116
2026-01-02 20:00:00+00:00,,117.32192561983472
2026-01-02 20:15:00+00:00,,117.31455371900826
2026-01-02 20:30:00+00:00,,117.30718181818182
2026-01-02 20:45:00+00:00,,117.29980991735538
2026-01-02 21:00:00+00:00,,117.29243801652892
2026-01-02 21:15:00+00:00,,117.28506611570248
2026-01-02 21:30:00+00:00,,117.27769421487604
2026-01-02 21:45:00+00:00,,117.27032231404958
2026-01-02 22:00:00+00:00,,117.26295041322314
2026-01-02 22:15:00+00:00,,117.2555785123967
2026-01-02 22:30:00+00:00,,117.24820661157024
2026-01-02 22:45:00+00:00,,117.2408347107438
2026-01-02 23:00:00+00:00,,117.23346280991736
2026-01-02 23:15:00+00:00,,117.2260909090909
2026-01-02 23:30:00+00:00,,117.21871900826446
2026-01-02 23:45:00+00:00,,117.21134710743802
2026-01-03 00:00:00+00:00,,117.20397520661157
2026-01-03 00:15:00+00:00,,117.19660330578512
2026-01-03 00:30:00+00:00,,117.18923140495868
2026-01-03 00:45:00+00:00,,117.18185950413223
2026-01-03 01:00:00+00:00,,117.17448760330578
2026-01-03 01:15:00+00:00,,117.16711570247934
2026-01-03 01:30:00+00:00,,117.1597438016529
2026-01-03 01:45:00+00:00,,117.15237190082644
2026-01-03 02:00:00+00:00,117.145,117.145
2026-01-03 02:15:00+00:00,120.261,120.261
2026-01-03 02:30:00+00:00,119.345,119.345
2026-01-03 02:45:00+00:00,116.007,116.007
2026-01-03 03:00:00+00:00,117.306,117.306
2026-01-03 03:15:00+00:00,117.555,117.555
2026-01-03 03:30:00+00:00,127.262,127.262
2026-01-03 03:45:00+00:00,121.253,121.253
2026-01-03 04:00:00+00:00,120.687,120.687
2026-01-03 04:15:00+00:00,117.526,117.526
2026-01-03 04:30:00+00:00,118.223,118.223
2026-01-03 04:45:00+00:00,123.642,123.642
2026-01-03 05:00:00+00:00,121.815,121.815
2026-01-03 05:15:00+00:00,118.487,118.487
2026-01-03 05:30:00+00:00,113.84,113.84
2026-01-03 05:45:00+00:00,120.782,120.782
2026-01-03 06:00:00+00:00,111.216,111.216
2026-01-03 06:15:00+00:00,117.021,117.021
2026-01-03 06:30:00+00:00,118.732,118.732
2026-01-03 06:45:00+00:00,125.241,125.241
2026-01-03 07:00:00+00:00,121.616,121.616
2026-01-03 07:15:00+00:00,123.878,123.878
2026-01-03 07:30:00+00:00,124.305,124.305
2026-01-03 07:45:00+00:00,123.75,123.75
2026-01-03 08:00:00+00:00,123.687,123.687
2026-01-03 08:15:00+00:00,114.379,114.379
2026-01-03 08:30:00+00:00,121.689,121.689
2026-01-03 08:45:00+00:00,124.014,124.014
2026-01-03 09:00:00+00:00,123.996,123.996
2026-01-03 09:15:00+00:00,121.341,121.341
2026-01-03 09:30:00+00:00,121.781,121.781
2026-01-03 09:45:00+00:00,125.459,125.459
2026-01-03 10:00:00+00:00,122.11,122.11
2026-01-03 10:15:00+00:00,118.887,118.887
2026-01-03 10:30:00+00:00,115.632,115.632
2026-01-03 10:45:00+00:00,110.048,110.048
2026-01-03 11:00:00+00:00,121.513,121.513
2026-01-03 11:15:00+00:00,110.66,110.66
2026-01-03 11:30:00+00:00,123.211,123.211
2026-01-03 11:45:00+00:00,111.981,111.981
2026-01-03 12:00:00+00:00,121.693,121.693
2026-01-03 12:15:00+00:00,127.203,127.203
2026-01-03 12:30:00+00:00,116.618,116.618
2026-01-03 12:45:00+00:00,115.947,115.947
2026-01-03 13:00:00+00:00,118.231,118.231
2026-01-03 13:15:00+00:00,113.359,113.359
2026-01-03 13:30:00+00:00,121.381,121.381
2026-01-03 13:45:00+00:00,116.035,116.035
2026-01-03 14:00:00+00:00,114.069,114.069
2026-01-03 14:15:00+00:00,123.234,123.234
2026-01-03 14:30:00+00:00,115.679,115.679
2026-01-03 14:45:00+00:00,129.003,129.003
2026-01-03 15:00:00+00:00,120.125,120.125
2026-01-03 15:15:00+00:00,123.597,123.597
2026-01-03 15:30:00+00:00,120.023,120.023
2026-01-03 15:45:00+00:00,120.173,120.173
2026-01-03 16:00:00+00:00,119.987,119.987
2026-01-03 16:15:00+00:00,112.939,112.939
2026-01-03 16:30:00+00:00,119.944,119.944
2026-01-03 16:45:00+00:00,119.417,119.417
2026-01-03 17:00:00+00:00,127.735,127.735
2026-01-03 17:15:00+00:00,115.922,115.922
2026-01-03 17:30:00+00:00,120.684,120.684
2026-01-03 17:45:00+00:00,131.456,131.456
2026-01-03 18:00:00+00:00,120.849,120.849
2026-01-03 18:15:00+00:00,125.905,125.905
2026-01-03 18:30:00+00:00,121.367,121.367
2026-01-03 18:45:00+00:00,110.553,110.553
2026-01-03 19:00:00+00:00,123.077,123.077
2026-01-03 19:15:00+00:00,107.9,107.9
2026-01-03 19:30:00+00:00,121.86,121.86
2026-01-03 19:45:00+00:00,122.716,122.716
2026-01-03 20:00:00+00:00,120.286,120.286
2026-01-03 20:15:00+00:00,125.907,125.907
2026-01-03 20:30:00+00:00,114.661,114.661
2026-01-03 20:45:00+00:00,116.532,116.532
2026-01-03 21:00:00+00:00,119.969,119.969
2026-01-03 21:15:00+00:00,115.194,115.194
2026-01-03 21:30:00+00:00,117.207,117.207
2026-01-03 21:45:00+00:00,118.388,118.388
2026-01-03 22:00:00+00:00,112.143,112.143
2026-01-03 22:15:00+00:00,123.976,123.976
2026-01-03 22:30:00+00:00,126.137,126.137
2026-01-03 22:45:00+00:00,124.108,124.108
2026-01-03 23:00:00+00:00,125.135,125.135
2026-01-03 23:15:00+00:00,118.45,118.45
2026-01-03 23:30:00+00:00,106.492,106.492
2026-01-03 23:45:00+00:00,117.926,117.926
2026-01-04 00:00:00+00:00,124.413,124.413
2026-01-04 00:15:00+00:00,122.313,122.313
2026-01-04 00:30:00+00:00,124.233,124.233
2026-01-04 00:45:00+00:00,118.045,118.045
2026-01-04 01:00:00+00:00,121.738,121.738
2026-01-04 01:15:00+00:00,118.319,118.319
2026-01-04 01:30:00+00:00,125.683,125.683
2026-01-04 01:45:00+00:00,118.799,118.799
2026-01-04 02:00:00+00:00,124.994,124.994
2026-01-04 02:15:00+00:00,118.051,118.051
2026-01-04 02:30:00+00:00,113.461,113.461
2026-01-04 02:45:00+00:00,117.565,117.565
2026-01-04 03:00:00+00:00,125.8,125.8
2026-01-04 03:15:00+00:00,112.013,112.013
2026-01-04 03:30:00+00:00,133.182,133.182
2026-01-04 03:45:00+00:00,132.254,132.254
2026-01-04 04:00:00+00:00,119.613,119.613
2026-01-04 04:15:00+00:00,121.409,121.409
2026-01-04 04:30:00+00:00,118.728,118.728
2026-01-04 04:45:00+00:00,109.198,109.198
2026-01-04 05:00:00+00:00,118.04,118.04
2026-01-04 05:15:00+00:00,120.79,120.79
2026-01-04 05:30:00+00:00,121.817,121.817
2026-01-04 05:45:00+00:00,120.439,120.439
2026-01-04 06:00:00+00:00,124.948,124.948
2026-01-04 06:15:00+00:00,115.097,115.097
2026-01-04 06:30:00+00:00,122.346,122.346
2026-01-04 06:45:00+00:00,117.113,117.113
2026-01-04 07:00:00+00:00,114.276,114.276
2026-01-04 07:15:00+00:00,125.873,125.873
2026-01-04 07:30:00+00:00,121.785,121.785
2026-01-04 07:45:00+00:00,113.736,113.736
2026-01-04 08:00:00+00:00,116.766,116.766
2026-01-04 08:15:00+00:00,118.266,118.266
2026-01-04 08:30:00+00:00,116.939,116.939
2026-01-04 08:45:00+00:00,127.492,127.492
2026-01-04 09:00:00+00:00,121.097,121.097
2026-01-04 09:15:00+00:00,122.023,122.023
2026-01-04 09:30:00+00:00,116.293,116.293
2026-01-04 09:45:00+00:00,122.209,122.209
2026-01-04 10:00:00+00:00,116.777,116.777
2026-01-04 10:15:00+00:00,120.841,120.841
2026-01-04 10:30:00+00:00,127.514,127.514
2026-01-04 10:45:00+00:00,130.458,130.458
2026-01-04 11:00:00+00:00,123.13,123.13
2026-01-04 11:15:00+00:00,124.474,124.474
2026-01-04 11:30:00+00:00,109.886,109.886
2026-01-04 11:45:00+00:00,118.986,118.986
2026-01-04 12:00:00+00:00,123.391,123.391
2026-01-04 12:15:00+00:00,115.783,115.783
2026-01-04 12:30:00+00:00,125.406,125.406
2026-01-04 12:45:00+00:00,125.438,125.438
2026-01-04 13:00:00+00:00,116.716,116.716
2026-01-04 13:15:00+00:00,118.078,118.078
2026-01-04 13:30:00+00:00,116.932,116.932
2026-01-04 13:45:00+00:00,127.296,127.296
2026-01-04 14:00:00+00:00,129.245,129.245
2026-01-04 14:15:00+00:00,122.418,122.418
2026-01-04 14:30:00+00:00,119.535,119.535
2026-01-04 14:45:00+00:00,124.038,124.038
2026-01-04 15:00:00+00:00,125.703,125.703
2026-01-04 15:15:00+00:00,117.774,117.774
2026-01-04 15:30:00+00:00,118.443,118.443
2026-01-04 15:45:00+00:00,115.452,115.452
2026-01-04 16:00:00+00:00,113.749,113.749
2026-01-04 16:15:00+00:00,120.015,120.015
2026-01-04 16:30:00+00:00,126.54,126.54
2026-01-04 16:45:00+00:00,112.817,112.817
2026-01-04 17:00:00+00:00,115.605,115.605
2026-01-04 17:15:00+00:00,120.549,120.549
2026-01-04 17:30:00+00:00,113.71,113.71
2026-01-04 17:45:00+00:00,121.013,121.013
2026-01-04 18:00:00+00:00,120.482,120.482
2026-01-04 18:15:00+00:00,107.897,107.897
2026-01-04 18:30:00+00:00,116.088,116.088
2026-01-04 18:45:00+00:00,105.362,105.362
2026-01-04 19:00:00+00:00,120.324,120.324
2026-01-04 19:15:00+00:00,118.291,118.291
2026-01-04 19:30:00+00:00,117.511,117.511
2026-01-04 19:45:00+00:00,128.483,128.483
2026-01-04 20:00:00+00:00,117.729,117.729
2026-01-04 20:15:00+00:00,120.343,120.343
2026-01-04 20:30:00+00:00,121.742,121.742
2026-01-04 20:45:00+00:00,119.926,119.926
2026-01-04 21:00:00+00:00,109.957,109.957
2026-01-04 21:15:00+00:00,130.82,130.82
2026-01-04 21:30:00+00:00,118.675,118.675
2026-01-04 21:45:00+00:00,129.285,129.285
2026-01-04 22:00:00+00:00,107.447,107.447
2026-01-04 22:15:00+00:00,116.28,116.28
2026-01-04 22:30:00+00:00,114.816,114.816
2026-01-04 22:45:00+00:00,121.505,121.505
2026-01-04 23:00:00+00:00,108.783,108.783
2026-01-04 23:15:00+00:00,118.638,118.638
2026-01-04 23:30:00+00:00,118.208,118.208
2026-01-04 23:45:00+00:00,118.18,118.18
2026-01-05 00:00:00+00:00,117.561,117.561
2026-01-05 00:15:00+00:00,122.972,122.972
2026-01-05 00:30:00+00:00,121.55,121.55
2026-01-05 00:45:00+00:00,124.721,124.721
2026-01-05 01:00:00+00:00,125.89,125.89
2026-01-05 01:15:00+00:00,114.95,114.95
2026-01-05 01:30:00+00:00,113.707,113.707
2026-01-05 01:45:00+00:00,114.086,114.086
2026-01-05 02:00:00+00:00,116.404,116.404
2026-01-05 02:15:00+00:00,119.346,119.346
2026-01-05 02:30:00+00:00,117.971,117.971
2026-01-05 02:45:00+00:00,117.726,117.726
2026-01-05 03:00:00+00:00,121.372,121.372
2026-01-05 03:15:00+00:00,121.081,121.081
2026-01-05 03:30:00+00:00,119.662,119.662
2026-01-05 03:45:00+00:00,112.847,112.847
2026-01-05 04:00:00+00:00,127.699,127.699
2026-01-05 04:15:00+00:00,118.2,118.2
2026-01-05 04:30:00+00:00,116.741,116.741
2026-01-05 04:45:00+00:00,116.806,116.806
2026-01-05 05:00:00+00:00,118.813,118.813
2026-01-05 05:15:00+00:00,116.926,116.926
2026-01-05 05:30:00+00:00,113.143,113.143
2026-01-05 05:45:00+00:00,119.583,119.583
2026-01-05 06:00:00+00:00,110.904,110.904
2026-01-05 06:15:00+00:00,126.125,126.125
2026-01-05 06:30:00+00:00,124.689,124.689
2026-01-05 06:45:00+00:00,120.499,120.499
2026-01-05 07:00:00+00:00,116.745,116.745
2026-01-05 07:15:00+00:00,126.153,126.153
2026-01-05 07:30:00+00:00,115.707,115.707
2026-01-05 07:45:00+00:00,119.634,119.634
2026-01-05 08:00:00+00:00,117.716,117.716
2026-01-05 08:15:00+00:00,128.577,128.577
2026-01-05 08:30:00+00:00,115.749,115.749
2026-01-05 08:45:00+00:00,118.701,118.701
2026-01-05 09:00:00+00:00,128.872,128.872
2026-01-05 09:15:00+00:00,121.067,121.067
2026-01-05 09:30:00+00:00,121.499,121.499
2026-01-05 09:45:00+00:00,118.959,118.959
2026-01-05 10:00:00+00:00,114.127,114.127
2026-01-05 10:15:00+00:00,118.551,118.551
2026-01-05 10:30:00+00:00,121.656,121.656
2026-01-05 10:45:00+00:00,125.173,125.173
2026-01-05 11:00:00+00:00,130.521,130.521
2026-01-05 11:15:00+00:00,111.967,111.967
2026-01-05 11:30:00+00:00,117.297,117.297
2026-01-05 11:45:00+00:00,116.375,116.375
2026-01-05 12:00:00+00:00,123.623,123.623
2026-01-05 12:15:00+00:00,118.764,118.764
2026-01-05 12:30:00+00:00,124.615,124.615
2026-01-05 12:45:00+00:00,116.677,116.677
2026-01-05 13:00:00+00:00,130.516,130.516
2026-01-05 13:15:00+00:00,125.045,125.045
2026-01-05 13:30:00+00:00,120.721,120.721
2026-01-05 13:45:00+00:00,117.555,117.555
2026-01-05 14:00:00+00:00,116.248,116.248
2026-01-05 14:15:00+00:00,112.319,112.319
2026-01-05 14:30:00+00:00,115.393,115.393
2026-01-05 14:45:00+00:00,116.436,116.436
2026-01-05 15:00:00+00:00,125.615,125.615
2026-01-05 15:15:00+00:00,116.376,116.376
2026-01-05 15:30:00+00:00,122.157,122.157
2026-01-05 15:45:00+00:00,114.643,114.643
2026-01-05 16:00:00+00:00,115.008,115.008
2026-01-05 16:15:00+00:00,119.725,119.725
2026-01-05 16:30:00+00:00,113.752,113.752
2026-01-05 16:45:00+00:00,110.844,110.844
2026-01-05 17:00:00+00:00,118.319,118.319
2026-01-05 17:15:00+00:00,109.784,109.784
2026-01-05 17:30:00+00:00,120.811,120.811
2026-01-05 17:45:00+00:00,130.174,130.174
2026-01-05 18:00:00+00:00,109.13,109.13
2026-01-05 18:15:00+00:00,118.352,118.352
2026-01-05 18:30:00+00:00,114.691,114.691
2026-01-05 18:45:00+00:00,112.197,112.197
2026-01-05 19:00:00+00:00,121.247,121.247
2026-01-05 19:15:00+00:00,114.867,114.867
2026-01-05 19:30:00+00:00,133.573,133.573
2026-01-05 19:45:00+00:00,130.766,130.766
2026-01-05 20:00:00+00:00,120.149,120.149
2026-01-05 20:15:00+00:00,113.009,113.009
2026-01-05 20:30:00+00:00,122.337,122.337
2026-01-05 20:45:00+00:00,112.949,112.949
2026-01-05 21:00:00+00:00,115.807,115.807
2026-01-05 21:15:00+00:00,120.625,120.625
2026-01-05 21:30:00+00:00,124.742,124.742
2026-01-05 21:45:00+00:00,118.614,118.614
2026-01-05 22:00:00+00:00,123.173,123.173
2026-01-05 22:15:00+00:00,120.303,120.303
2026-01-05 22:30:00+00:00,120.661,120.661
2026-01-05 22:45:00+00:00,123.837,123.837
2026-01-05 23:00:00+00:00,120.188,120.188
2026-01-05 23:15:00+00:00,123.517,123.517
2026-01-05 23:30:00+00:00,125.658,125.658
2026-01-05 23:45:00+00:00,122.318,122.318
2026-01-06 00:00:00+00:00,121.487,121.487
2026-01-06 00:15:00+00:00,123.746,123.746
2026-01-06 00:30:00+00:00,126.503,126.503
2026-01-06 00:45:00+00:00,110.98,110.98
2026-01-06 01:00:00+00:00,121.338,121.338
2026-01-06 01:15:00+00:00,120.884,120.884
2026-01-06 01:30:00+00:00,119.019,119.019
2026-01-06 01:45:00+00:00,123.614,123.614
2026-01-06 02:00:00+00:00,121.511,121.511
2026-01-06 02:15:00+00:00,124.941,124.941
2026-01-06 02:30:00+00:00,121.903,121.903
2026-01-06 02:45:00+00:00,119.323,119.323
2026-01-06 03:00:00+00:00,112.788,112.788
2026-01-06 03:15:00+00:00,122.748,122.748
2026-01-06 03:30:00+00:00,118.585,118.585
2026-01-06 03:45:00+00:00,126.675,126.675
2026-01-06 04:00:00+00:00,119.143,119.143
2026-01-06 04:15:00+00:00,126.873,126.873
2026-01-06 04:30:00+00:00,116.478,116.478
2026-01-06 04:45:00+00:00,124.11,124.11
2026-01-06 05:00:00+00:00,117.395,117.395
2026-01-06 05:15:00+00:00,117.818,117.818
2026-01-06 05:30:00+00:00,116.013,116.013
2026-01-06 05:45:00+00:00,131.269,131.269
2026-01-06 06:00:00+00:00,124.888,124.888
2026-01-06 06:15:00+00:00,122.382,122.382
2026-01-06 06:30:00+00:00,130.682,130.682
2026-01-06 06:45:00+00:00,116.118,116.118
2026-01-06 07:00:00+00:00,121.26,121.26
2026-01-06 07:15:00+00:00,122.999,122.999
2026-01-06 07:30:00+00:00,114.589,114.589
2026-01-06 07:45:00+00:00,120.401,120.401
2026-01-06 08:00:00+00:00,117.281,117.281
2026-01-06 08:15:00+00:00,119.752,119.752
2026-01-06 08:30:00+00:00,122.782,122.782
2026-01-06 08:45:00+00:00,118.812,118.812
2026-01-06 09:00:00+00:00,117.755,117.755
2026-01-06 09:15:00+00:00,131.459,131.459
2026-01-06 09:30:00+00:00,123.935,123.935
2026-01-06 09:45:00+00:00,116.658,116.658
2026-01-06 10:00:00+00:00,122.072,122.072
2026-01-06 10:15:00+00:00,119.073,119.073
2026-01-06 10:30:00+00:00,128.821,128.821
2026-01-06 10:45:00+00:00,121.296,121.296
2026-01-06 11:00:00+00:00,124.979,124.979
2026-01-06 11:15:00+00:00,121.98,121.98
2026-01-06 11:30:00+00:00,129.022,129.022
2026-01-06 11:45:00+00:00,115.612,115.612
2026-01-06 12:00:00+00:00,116.035,116.035
2026-01-06 12:15:00+00:00,124.313,124.313
2026-01-06 12:30:00+00:00,122.657,122.657
2026-01-06 12:45:00+00:00,114.149,114.149
2026-01-06 13:00:00+00:00,110.655,110.655
2026-01-06 13:15:00+00:00,109.446,109.446
2026-01-06 13:30:00+00:00,122.43,122.43
2026-01-06 13:45:00+00:00,118.126,118.126
2026-01-06 14:00:00+00:00,117.828,117.828
2026-01-06 14:15:00+00:00,121.675,121.675
2026-01-06 14:30:00+00:00,117.755,117.755
2026-01-06 14:45:00+00:00,119.691,119.691
2026-01-06 15:00:00+00:00,122.594,122.594
2026-01-06 15:15:00+00:00,122.032,122.032
2026-01-06 15:30:00+00:00,114.713,114.713
2026-01-06 15:45:00+00:00,120.753,120.753
2026-01-06 16:00:00+00:00,121.628,121.628
2026-01-06 16:15:00+00:00,118.924,118.924
2026-01-06 16:30:00+00:00,118.576,118.576
2026-01-06 16:45:00+00:00,119.595,119.595
2026-01-06 17:00:00+00:00,118.094,118.094
2026-01-06 17:15:00+00:00,116.926,116.926
2026-01-06 17:30:00+00:00,122.963,122.963
2026-01-06 17:45:00+00:00,120.602,120.602
2026-01-06 18:00:00+00:00,120.384,120.384
