feature,importance
unique_chars,0.033634760199874825
tfidf_31,0.03223420627596143
tfidf_19,0.026129926378012716
ratio_B,0.02581851989875071
cnt_B,0.025818519898749656
pat_D2,0.024990498025216922
pat_1D,0.020156678777663025
pat_1C,0.018749090605805905
tfidf_45,0.01739572018732254
tfidf_32,0.015041861916020314
tfidf_37,0.01365485406049329
tfidf_78,0.009423663476219575
pos1_B,0.009114848179587826
tfidf_9,0.004541369801862248
length,0.0
