store_id,segment,avg_effectiveness,current_budget,hybrid_budget,budget_change_pct
97,Low Priority,-2.338531028450719,14271.090022845308,12828.354136818578,-10.109500281458416
98,Low Priority,-1.6077566095565814,14015.773284278164,14445.884232396618,3.068763595091253
99,Large but Inefficient,-2.7832173660414323,14018.330466229805,11558.378384242238,-17.548110225490817
100,Large but Inefficient,-1.7796719783021435,14382.820222265344,14280.247162161213,-0.7131637503564295
101,Low Priority,-1.794695463766605,13614.625712434152,13705.583107560175,0.668085902963545
102,Large but Inefficient,-1.8631379877900132,13714.551156500394,13607.298417848713,-0.7820360829005027
103,Small but Efficient,-1.509753787787134,13921.41663642793,14620.726626692664,5.023267448478349
104,Large but Inefficient,-1.9380019939375983,13279.98142624399,13119.083030195841,-1.2115860021474174
105,Large but Inefficient,-1.8847438444494955,13930.21474399072,13705.155488295695,-1.6156194274902484
106,Large but Inefficient,-1.6382963647764808,14309.04574369268,14576.107889170311,1.8663868315282244
107,High Potential,-1.1431038493663954,14177.24630132741,15701.037100553272,10.74814365807548
108,Low Priority,-2.3477161548518115,13972.967526276507,12597.091244317533,-9.846700633717246
109,High Potential,-1.374413277060257,13245.157618682446,14480.01382513067,9.323076719800195
110,Large but Inefficient,-2.039974198927245,13900.28567184373,13302.647165334933,-4.2994692383867195
111,Low Priority,-1.939123758388102,14638.681893326499,14067.416047407383,-3.9024404661702814
112,Large but Inefficient,-1.9981256921080235,14505.18971128996,13828.944097497286,-4.662094238356125
113,Small but Efficient,-1.385963286751905,13931.037523077879,14931.739703345844,7.183256657016546
114,Low Priority,-2.6303569389549386,14549.152657585228,12305.686582233402,-15.41990883010077
115,Low Priority,-1.7427698805928293,13366.25375911979,13659.35641279814,2.1928556719070693
116,Low Priority,-1.6094152607077488,13585.102787442192,14140.337901263796,4.087088058949781
117,Large but Inefficient,-1.8578283856121716,14276.890035987888,14013.98669588269,-1.8414608464623283
118,High Potential,-1.5207458033222951,13911.0656781936,14586.462457034313,4.855104522290029
119,High Potential,-1.4940018714900674,14150.244965227988,14819.624845822796,4.730517967990691
120,High Potential,-1.4815975367302585,14580.097097619791,15151.011334068895,3.915709426532596
121,High Potential,-1.3462465928894942,13827.274926508242,14956.729969862961,8.16831262383771
122,High Potential,-1.2871745494679487,14794.523205497135,15779.003518081725,6.654356473068298
123,High Potential,-1.3718072050796206,14643.288021455617,15465.110861567246,5.61228351793312
124,Large but Inefficient,-1.6758719508545434,15436.135553231028,15272.709538956959,-1.058723627494071
125,Small but Efficient,-1.276999365665463,13898.1644358873,15176.563096582951,9.198327351737328
126,Small but Efficient,-1.514256027103457,14005.11440469532,14668.248509160574,4.7349424310517145
127,Large but Inefficient,-2.186012389149155,14469.884983557751,13342.403155106578,-7.791919768072378
128,Small but Efficient,-1.4275041834047004,14317.584215064655,15100.214392465634,5.46621668603501
129,Small but Efficient,-1.4137140933753682,14351.858399574012,15158.102519368465,5.61769840077564
130,Low Priority,-1.7985796093318216,13805.578611706209,13829.702863184099,0.17474277722364984
131,Low Priority,-1.8238354975447655,13123.509923786607,13290.17552187463,1.269977308326165
132,Small but Efficient,-1.453591279339796,13841.138560986243,14702.580056833558,6.223776259819003
133,Low Priority,-1.9101612382975497,15448.957056048332,14705.798864286824,-4.810410107720236
134,Large but Inefficient,-1.7639766056396506,13738.517701459754,13867.814801672099,0.9411284610319117
135,Low Priority,-1.9347525928101477,13315.990565448199,13152.276492475838,-1.2294547083651457
136,Small but Efficient,-0.9302998856469527,13906.597783573088,16034.657695295231,15.30252003287155
137,Small but Efficient,-1.4463000358790725,14422.795918195578,15127.662166028675,4.8871678683593425
138,Low Priority,-1.5949159820058567,14469.303078428706,14794.917496503826,2.250380797956718
139,Large but Inefficient,-1.70439707455586,14361.424655016965,14450.296832520136,0.618825636300125
140,Low Priority,-2.262968237460965,14546.287554285074,13206.726606369852,-9.208954126034804
141,Small but Efficient,-0.9561648881550485,13531.14812448586,15708.266464320292,16.089679307365902
142,Small but Efficient,-1.3392395974298696,14269.581318603663,15283.56771866673,7.105929581417393
143,Low Priority,-1.9688840803255958,13504.781117400986,13200.5342952942,-2.252882290071054
144,High Potential,-1.197660321492258,14566.201456980118,15839.205282059414,8.739435801701575
145,High Potential,-1.5517757379318557,13967.887651771582,14549.965907221362,4.16726043308312
146,Large but Inefficient,-1.6968893314943077,14943.085599123728,14875.913611018568,-0.44951886047616885
147,Low Priority,-1.990002482650213,13902.651920486078,13427.134584942985,-3.420335474575177
148,Small but Efficient,-1.3745781790009963,14421.988038528507,15303.3897881817,6.111513525725562
149,Low Priority,-2.6017588669340843,14069.724084421881,12040.38096650309,-14.423474872301853
150,Small but Efficient,-1.4533777832406134,14158.031015885448,14924.929551096993,5.416703313837055
151,Small but Efficient,-1.4742604159882517,13999.417307917432,14762.570207303717,5.451319027076079
152,High Potential,-1.386010631200927,14115.980713665358,15061.083563564243,6.695268781317849
153,Low Priority,-1.6768564836794302,14563.632134760257,14659.537153173922,0.6585240380025825
154,Large but Inefficient,-2.218830577767417,14033.27127359723,12956.106078174818,-7.6757954323097515
155,Small but Efficient,-1.1461262487463717,14153.259338644224,15676.817134708712,10.76471333994812
156,Low Priority,-2.2147588604663557,13840.228592700043,12830.984528868084,-7.292105452393171
157,Low Priority,-2.155114357345279,14422.479719391458,13385.167182914849,-7.192331392790321
158,Large but Inefficient,-1.5692657056650898,14546.959683680217,14912.325790438314,2.5116320846615734
159,Low Priority,-1.6531498669650413,14908.15142548745,14958.971789528141,0.3408897762723804
160,High Potential,-1.4008538065171419,14660.078288320437,15405.467172493674,5.084480925092208
161,Low Priority,-1.9447919607751067,13950.832782242582,13571.98916387332,-2.715562750142593
162,Large but Inefficient,-1.664589237095886,14534.607788510917,14669.373142078643,0.9272032347116557
163,High Potential,-1.2276609484674732,14486.564056602274,15709.71722032052,8.443362821847264
164,Large but Inefficient,-3.1557560197112475,13911.615577160972,10567.973724570977,-24.03489252592151
165,Low Priority,-2.3082081735250406,14355.86192893507,12962.22839251386,-9.707766369724279
166,Low Priority,-2.100120579728258,14025.2120669048,13242.255155483621,-5.582496062706369
167,Large but Inefficient,-1.8490069993473746,14523.169724440437,14208.065545320565,-2.1696653354508117
168,Large but Inefficient,-2.244944507021517,15150.592857775857,13674.04285272012,-9.745823275146064
169,Large but Inefficient,-1.6964964579497939,14404.363680053868,14499.773955299392,0.6623706354876409
170,Large but Inefficient,-1.879535521590663,14500.278145049007,14117.001985714049,-2.643233153881431
171,Low Priority,-1.7930608071945122,13266.930086076049,13466.21417350955,1.5021115370364002
172,Low Priority,-1.7771059109405076,14055.463132074832,14057.404621715836,0.013813060606825427
173,Low Priority,-1.8221546893001597,13855.030614728486,13806.371451268642,-0.3512021359816965
174,Small but Efficient,-1.3344892074029095,13680.786311425947,14883.087726223705,8.788247893278012
175,Small but Efficient,-1.0077120055668711,14206.754878729653,16054.487792869655,13.006016714671606
176,Low Priority,-2.0052481596294416,15356.164019561924,14407.119007312722,-6.180221903336222
177,Small but Efficient,-1.356151724654605,14105.06274972207,15126.834519856246,7.244007263663599
178,Low Priority,-1.695355298907811,13755.890149368808,14048.647465691956,2.1282324382081623
179,Low Priority,-1.5706535165333444,13386.888628198049,14096.864796741349,5.30351890018575
180,Small but Efficient,-1.3954724424176024,13989.713370796244,14949.439184237173,6.860224995348172
181,Large but Inefficient,-1.9077879544039298,14417.182423719303,13989.390180392895,-2.9672388872780027
182,Low Priority,-2.9144019068830613,13761.726859231238,11056.3027696125,-19.659045098718593
183,Small but Efficient,-0.9612698141010634,13778.410071003562,15868.801860989912,15.171502221330641
184,Low Priority,-2.034034405867682,14225.37860201103,13544.812295181819,-4.784170079895094
185,Low Priority,-1.6284942743359068,14031.77967609717,14406.115291365093,2.66777004705679
186,Large but Inefficient,-1.563778662630191,14174.010919846514,14664.748869787241,3.4622377019167776
187,Large but Inefficient,-1.6186741888065066,14130.851714490514,14499.603599884567,2.609551730104954
188,High Potential,-1.5074629133081476,14019.6452020951,14695.117618119933,4.818042156472623
189,Low Priority,-2.123856069890106,14139.893455163285,13264.190023157938,-6.193140243822536
190,Low Priority,-1.802209802725444,13581.90493042671,13664.208229740905,0.6059775836732302
191,Large but Inefficient,-2.5255337987853794,14882.768056043662,12796.873828952277,-14.015499127827471
192,Low Priority,-1.9188865785675577,14491.150594753128,14013.887356003965,-3.293480635843835
193,Low Priority,-1.8235801777203873,14630.530806876848,14345.717719062828,-1.9467037223293921
194,Low Priority,-1.7886220498220247,15154.838364755775,14798.660484566444,-2.350258522173757
195,Low Priority,-2.469303377785965,14589.623621275841,12729.88773738838,-12.746976427653928
196,High Potential,-0.9788992565805298,14369.83041118407,16239.46272948854,13.010816862872165
197,Low Priority,-1.923567689206602,13516.63222650617,13320.218275171219,-1.4531278801074607
198,Small but Efficient,-1.3070552254418835,13939.90460943738,15131.903573741605,8.550983652336011
199,Low Priority,-1.9481066953773296,14089.1667239778,13660.675267828698,-3.0412831684351462
200,Low Priority,-2.2102825399780484,14193.830459547658,13089.508682207354,-7.780294265791156
