store_id,month,year,ad_spend_usd,sales_revenue_usd,is_holiday_month,foot_traffic,local_population,competitor_count,date,sales_per_traffic,ad_intensity
1,5,3,3597.89,220986.19,0,3385,35489,7,2001-03-05,65.28395568685377,0.016281062631108303
1,6,3,4734.95,205534.98,0,2249,50081,3,2001-03-06,91.38949755446866,0.02303719785313429
1,7,3,7346.24,274539.74,0,2393,47508,2,2001-03-07,114.72617634768073,0.026758384778830198
1,8,3,2183.2,201710.15,0,2965,37083,2,2001-03-08,68.0304047217538,0.010823451373170858
1,9,3,4664.59,229034.93,0,2474,41677,7,2001-03-09,92.57677041228779,0.020366282121246748
1,10,3,3631.82,201700.32,0,2862,43730,5,2001-03-10,70.47530398322851,0.0180060200201963
1,11,3,19047.71,517924.43,1,4805,44569,7,2001-03-11,107.78864308012487,0.03677700625166494
1,12,3,17552.26,486225.31,1,4800,35520,7,2001-03-12,101.29693958333333,0.03609902577881024
2,1,1,17685.05,519991.15,1,5851,38428,5,2001-01-01,88.87218424200992,0.034010290367441826
2,2,1,4826.0,225827.76,0,2953,43746,7,2001-01-02,76.47401286826955,0.02137026909357822
2,3,1,3293.67,214508.8,0,2978,41360,4,2001-01-03,72.031161853593,0.015354474967926725
2,4,1,4783.21,241443.18,0,3431,46279,5,2001-01-04,70.37108131740017,0.019810913689920752
2,5,1,6262.65,258377.81,0,3322,46755,4,2001-01-05,77.77778747742323,0.024238343068237942
2,6,1,3459.94,212025.97,0,3414,46465,6,2001-01-06,62.10485354422964,0.01631847268520927
2,7,1,4715.96,250563.02,0,3460,58789,8,2001-01-07,72.41705780346821,0.01882145258306673
2,8,1,5528.83,225615.14,0,2357,37842,3,2001-01-08,95.72131523122614,0.024505580609528243
2,9,1,6562.82,249824.5,0,2797,43692,8,2001-01-09,89.31873435824097,0.026269721344383757
2,10,1,4513.5,222442.13,0,3057,28598,2,2001-01-10,72.76484461890743,0.020290670656678212
2,11,1,19858.56,503907.61,1,4512,37974,8,2001-01-11,111.68165115248226,0.039409128986958544
2,12,1,18429.31,514389.81,1,5012,41126,7,2001-01-12,102.63164604948125,0.035827517656308164
2,1,2,18278.85,506425.32,1,5215,55699,5,2001-02-01,97.10936145733461,0.03609387066191714
2,2,2,3626.97,216375.61,0,2896,46412,4,2001-02-02,74.71533494475138,0.016762379086995988
2,3,2,4278.89,221085.59,0,2891,65139,3,2001-02-03,76.47374264960222,0.019353997698357456
2,4,2,5184.21,231709.3,0,2214,40274,6,2001-02-04,104.65641373080398,0.022373767475021504
2,5,2,4600.12,211846.14,0,2508,39766,5,2001-02-05,84.46815789473685,0.02171443860152467
2,6,2,4646.58,208281.19,0,2588,37985,3,2001-02-06,80.4795942812983,0.022309167716969544
2,7,2,3924.52,221623.52,0,2213,62033,3,2001-02-07,100.14619069136917,0.017708048315449552
2,8,2,4270.64,245296.14,0,3962,35627,3,2001-02-08,61.91220090863201,0.017410139433910374
2,9,2,5674.91,254414.99,0,3491,37105,8,2001-02-09,72.8773961615583,0.022305721844455784
2,10,2,3228.71,204521.07,0,2649,43929,3,2001-02-10,77.20689694224235,0.015786686427955807
2,11,2,19502.99,525211.56,1,4893,46857,7,2001-02-11,107.33937461679952,0.037133588605703954
2,12,2,19020.07,514357.47,1,5062,47814,2,2001-02-12,101.61151126037139,0.03697831004573531
2,1,3,22327.52,564473.59,1,4711,47531,5,2001-03-01,119.82033326257694,0.03955458748743232
2,2,3,4046.05,221375.32,0,3429,48086,3,2001-03-02,64.55973170020414,0.018276879283562412
2,3,3,2848.52,220569.71,0,3276,47101,4,2001-03-03,67.3289713064713,0.012914375233117911
2,4,3,4156.49,225645.62,0,2981,36116,8,2001-03-04,75.69460583696745,0.018420432889413054
2,5,3,4550.87,226590.91,0,2820,42662,7,2001-03-05,80.3513865248227,0.02008408016014411
2,6,3,4205.1,232857.3,0,3388,24466,2,2001-03-06,68.73001770956316,0.018058699469589316
2,7,3,5234.07,249151.7,0,2918,42024,5,2001-03-07,85.38440712816998,0.02100756286230437
2,8,3,4643.97,214585.04,0,2186,51910,5,2001-03-08,98.16333028362305,0.02164162981725101
2,9,3,5545.67,243210.49,0,2378,42324,7,2001-03-09,102.27522708158115,0.022801935886893696
2,10,3,7062.96,267127.48,0,3270,48512,8,2001-03-10,81.69036085626911,0.02644040965010414
2,11,3,18015.63,515062.25,1,5331,42627,7,2001-03-11,96.61644156818608,0.034977577952956175
2,12,3,18796.38,511430.52,1,4528,51258,6,2001-03-12,112.94843639575973,0.03675255829472203
3,1,1,17304.85,497522.59,1,5300,59565,6,2001-01-01,93.87218679245284,0.03478203874119565
3,2,1,6630.53,246624.68,0,2331,40853,2,2001-01-02,105.80209352209351,0.026885103307584625
3,3,1,3277.93,199326.01,0,2520,36890,2,2001-01-03,79.09762301587303,0.016445069060480363
3,4,1,5815.35,224085.93,0,2924,54242,3,2001-01-04,76.63677496580027,0.02595142854350561
3,5,1,6850.97,238283.75,0,2921,45576,8,2001-01-05,81.57608695652173,0.02875131015018859
3,6,1,3096.63,215101.11,0,2563,49727,7,2001-01-06,83.9255208739758,0.014396160019815798
3,7,1,6011.96,253737.25,0,2947,51772,8,2001-01-07,86.10018663047167,0.023693643720029283
3,8,1,5261.91,228310.18,0,2893,46875,7,2001-01-08,78.9181403387487,0.023047198333425167
3,9,1,6075.37,233756.14,0,2740,43779,8,2001-01-09,85.3124598540146,0.02599020500595193
3,10,1,4244.71,213840.57,0,2749,56851,3,2001-01-10,77.7884939978174,0.01984988161975064
3,11,1,20629.85,540852.58,1,5080,51755,2,2001-01-11,106.46704330708661,0.0381432034585099
3,12,1,21781.82,550788.59,1,5336,49432,4,2001-01-12,103.22125,0.03954660716555512
3,1,2,19286.14,512474.04,1,4198,57834,2,2001-02-01,122.07575988565983,0.03763339895226693
3,2,2,2778.19,185847.15,0,2159,34986,6,2001-02-02,86.08019916628068,0.014948789906113707
3,3,2,3288.54,194531.66,0,2975,49193,7,2001-02-03,65.38879327731092,0.01690490894901118
3,4,2,5375.76,240902.78,0,2821,41225,7,2001-02-04,85.3962353775257,0.022315060042063444
3,5,2,5657.7,233644.99,0,2855,51081,6,2001-02-05,81.83712434325744,0.024214942507434035
3,6,2,5916.11,236947.44,0,2728,46574,8,2001-02-06,86.8575659824047,0.024968026664478837
3,7,2,5852.88,228434.11,0,3008,42873,2,2001-02-07,75.94219082446808,0.025621742742360152
3,8,2,1862.5,177981.89,0,2281,33142,2,2001-02-08,78.02800964489259,0.01046454782562428
3,9,2,6161.46,260341.02,0,3099,42720,2,2001-02-09,84.00807357212004,0.023666881231394116
3,10,2,5227.11,225922.16,0,2772,55828,7,2001-02-10,81.50150072150072,0.023136774188065482
3,11,2,18233.48,505946.44,1,4762,33155,2,2001-02-11,106.24662746745065,0.036038360107840665
3,12,2,19150.23,518862.44,1,5688,33942,3,2001-02-12,91.22054149085794,0.03690810612539231
3,1,3,19992.98,523477.71,1,5189,43951,5,2001-03-01,100.88219502794374,0.038192609958502335
3,2,3,3943.68,217295.28,0,2586,36441,6,2001-03-02,84.0275638051044,0.018148944606620077
3,3,3,6537.37,244738.2,0,2724,47629,5,2001-03-03,89.84515418502203,0.026711686201827095
3,4,3,4672.95,224754.19,0,2209,53537,3,2001-03-04,101.74476686283386,0.020791381019415033
3,5,3,7220.22,276412.43,0,2953,43950,6,2001-03-05,93.6039383677616,0.026121184202895654
3,6,3,6217.11,238726.01,0,2827,46281,4,2001-03-06,84.44499823134065,0.02604286813992325
3,7,3,3895.82,206827.27,0,2933,44793,8,2001-03-07,70.517309921582,0.01883610415589782
3,8,3,4170.79,203163.94,0,1970,36060,4,2001-03-08,103.1289035532995,0.020529184460588823
3,9,3,5494.19,247005.66,0,3574,53847,2,2001-03-09,69.11182428651371,0.022243174508632717
3,10,3,5672.65,233705.68,0,2686,46482,6,2001-03-10,87.00881608339539,0.024272623583645892
3,11,3,21834.49,556448.5,1,5425,35864,5,2001-03-11,102.57115207373272,0.03923901313418942
3,12,3,19611.57,530198.6,1,5573,45732,6,2001-03-12,95.13701776422035,0.03698910181958232
4,1,1,17753.44,502123.91,1,4931,38764,3,2001-01-01,101.83003650375177,0.03535669114024066
4,2,1,4615.14,237225.42,0,3234,47932,4,2001-01-02,73.35356215213359,0.019454660465982102
4,3,1,4646.95,208004.92,0,2676,52484,2,2001-01-03,77.72979073243647,0.022340577328651648
4,4,1,6192.42,228171.22,0,2201,55910,7,2001-01-04,103.66706951385734,0.027139356137903806
4,5,1,7330.16,251004.97,0,2198,21283,5,2001-01-05,114.19698362147406,0.029203246453645918
4,6,1,3101.25,201204.41,0,2576,48720,8,2001-01-06,78.10730201863355,0.015413429556539043
4,7,1,5299.79,240046.14,0,2839,44311,6,2001-01-07,84.55306093694963,0.02207821379673091
4,8,1,6998.36,241651.18,0,2524,52182,3,2001-01-08,95.74135499207607,0.028960586908783146
4,9,1,6798.31,242031.38,0,2444,55686,6,2001-01-09,99.03084288052374,0.0280885478568936
4,10,1,5230.89,256164.48,0,3382,46051,2,2001-01-10,75.74348905972798,0.02042004418411171
4,11,1,19292.22,501370.58,1,4855,37471,3,2001-01-11,103.26891452111226,0.038478963005767114
4,12,1,20191.16,512711.78,1,5254,40689,8,2001-01-12,97.58503616292349,0.039381111937783056
4,1,2,18927.36,505024.5,1,4685,31508,7,2001-02-01,107.79605122732124,0.03747810254750017
4,2,2,5118.59,221918.74,0,2698,43726,7,2001-02-02,82.25305411415863,0.023065154389394965
4,3,2,5673.86,245933.67,0,3082,50301,8,2001-02-03,79.79677806619078,0.023070692191109902
4,4,2,4517.56,233234.5,0,3614,44303,7,2001-02-04,64.53638627559491,0.019369175657975128
4,5,2,4084.35,204867.88,0,2387,35044,6,2001-02-05,85.82651026392962,0.019936507372458775
4,6,2,5014.85,223931.92,0,2771,47674,5,2001-02-06,80.81267412486467,0.022394529551660165
4,7,2,4234.8,232085.03,0,3160,50915,3,2001-02-07,73.44462974683545,0.018246760680772904
4,8,2,4586.7,228886.73,0,2875,33414,2,2001-02-08,79.61277565217392,0.020039169592750088
4,9,2,6533.78,252309.0,0,2440,46518,6,2001-02-09,103.40532786885245,0.025895945051504304
4,10,2,2066.23,184108.02,0,2698,47907,8,2001-02-10,68.23870274277242,0.01122292228225582
4,11,2,21125.2,526965.43,1,4882,36422,2,2001-02-11,107.94048136009833,0.040088398208588366
4,12,2,20871.0,519643.0,1,4665,46883,2,2001-02-12,111.39185423365488,0.040164112669659746
4,1,3,18682.7,497760.37,1,5099,59570,8,2001-03-01,97.61921357128848,0.037533522405570376
4,2,3,4207.51,218156.98,0,2287,41611,7,2001-03-02,95.39002186270224,0.019286616453894807
4,3,3,3922.95,229399.02,0,2896,30800,3,2001-03-03,79.21236878453038,0.017100988487221958
4,4,3,5447.5,237337.39,0,2548,39907,4,2001-03-04,93.14654238618525,0.02295255711710658
4,5,3,3389.13,216173.77,0,2979,31515,8,2001-03-05,72.56588452500839,0.015677804018498637
4,6,3,4003.48,197920.7,0,2230,48570,2,2001-03-06,88.75367713004485,0.020227697254506474
4,7,3,6680.07,252165.68,0,3085,46933,8,2001-03-07,81.73928038897893,0.026490797637489766
4,8,3,4199.42,224778.14,0,2812,47151,3,2001-03-08,79.93532716927454,0.018682510674747996
4,9,3,3585.42,190270.76,0,2586,41706,6,2001-03-09,73.57724671307038,0.018843778203229966
4,10,3,4821.56,224355.98,0,3444,65394,6,2001-03-10,65.14401277584204,0.021490668534888173
4,11,3,17518.13,497604.1,1,4875,42710,5,2001-03-11,102.07263589743589,0.03520495510386671
4,12,3,19499.92,539182.47,1,5209,33044,8,2001-03-12,103.5097849875216,0.03616571584754972
5,1,1,19584.33,507390.56,1,5068,42301,5,2001-01-01,100.11652722967641,0.03859813631534651
5,2,1,7054.91,254835.54,0,2865,41876,2,2001-01-02,88.94783246073298,0.027684168385618425
5,3,1,5106.68,236733.79,0,3467,36170,4,2001-01-03,68.28202768964523,0.021571403051503547
5,4,1,4705.45,214589.7,0,2870,54700,3,2001-01-04,74.76993031358886,0.021927660088065733
5,5,1,4657.69,212503.12,0,2792,37780,8,2001-01-05,76.11143266475645,0.021918219365438023
5,6,1,4349.86,190434.34,0,2153,48856,3,2001-01-06,88.45069205759405,0.0228417836825018
5,7,1,3363.36,223080.83,0,3113,47178,2,2001-01-07,71.66104400899454,0.0150768669813538
5,8,1,5785.43,245428.74,0,2939,64060,4,2001-01-08,83.5075671997278,0.023572748652011987
5,9,1,6532.75,243416.42,0,2733,51534,8,2001-01-09,89.0656494694475,0.026837754001969135
5,10,1,5772.3,248504.62,0,2625,41167,5,2001-01-10,94.66842666666666,0.02322813958146935
5,11,1,18537.11,511749.7,1,4816,41601,7,2001-01-11,106.26031976744186,0.03622300120547213
5,12,1,17828.82,464165.0,1,4099,38386,5,2001-01-12,113.23859477921444,0.03841052212036668
5,1,2,20089.12,517160.94,1,4614,37678,3,2001-02-01,112.08516254876463,0.03884500635334138
5,2,2,6149.89,228956.99,0,2387,44544,5,2001-02-02,95.91830330959363,0.02686045968721025
5,3,2,5766.34,232916.93,0,2435,49468,5,2001-02-03,95.65377002053388,0.024757066822063988
5,4,2,4719.88,230393.02,0,3080,36719,4,2001-02-04,74.80292857142857,0.020486210910382618
5,5,2,4228.7,204200.12,0,2313,32492,4,2001-02-05,88.28366623432771,0.020708606831376986
5,6,2,2343.59,185848.03,0,2761,54024,5,2001-02-06,67.3118544005795,0.012610249352656578
5,7,2,6054.56,227273.44,0,2430,56689,7,2001-02-07,93.5281646090535,0.02663998045702129
5,8,2,5041.57,227224.74,0,2352,48582,4,2001-02-08,96.6091581632653,0.022187592777089326
5,9,2,5877.82,246021.92,0,2724,47225,2,2001-02-09,90.31641703377386,0.023891448371754838
5,10,2,5742.51,237147.97,0,2152,27021,2,2001-02-10,110.19887081784387,0.02421488153577701
5,11,2,19719.43,528651.87,1,4591,30121,5,2001-02-11,115.14961228490525,0.037301352967880355
5,12,2,17768.76,502024.77,1,5206,42026,2,2001-02-12,96.4319573568959,0.03539418981258634
5,1,3,20879.78,542485.77,1,4880,36879,8,2001-03-01,111.16511680327869,0.03848908331733752
5,2,3,5804.35,236950.59,0,2431,51840,6,2001-03-02,97.47041958041957,0.0244960352282727
5,3,3,5765.93,251299.46,0,3299,50082,6,2001-03-03,76.1744346771749,0.022944458376472437
5,4,3,4245.93,198260.43,0,2086,45668,4,2001-03-04,95.04335091083414,0.02141592248135445
5,5,3,5482.88,259095.51,0,3472,58831,7,2001-03-05,74.62428283410138,0.0211616171966855
5,6,3,3620.27,217091.22,0,2804,46622,4,2001-03-06,77.4219757489301,0.016676261711551486
5,7,3,4595.88,240363.1,0,2824,34578,3,2001-03-07,85.11441218130312,0.019120572167691297
5,8,3,5200.36,239584.08,0,3157,45091,2,2001-03-08,75.88979410833069,0.021705782788238683
5,9,3,3831.48,204899.26,0,2718,36340,3,2001-03-09,75.38604120676969,0.018699335468561475
5,10,3,2818.55,206913.13,0,3004,48130,3,2001-03-10,68.87920439414114,0.013621900166509491
5,11,3,19116.16,514797.51,1,5398,53473,7,2001-03-11,95.36819377547239,0.03713335754090963
5,12,3,19410.26,520409.72,1,4566,47756,8,2001-03-12,113.97497152869032,0.03729803509434835
6,1,1,18495.91,516590.79,1,5439,43942,7,2001-01-01,94.97900165471593,0.03580379355969548
6,2,1,5110.98,226242.12,0,2719,40376,8,2001-01-02,83.20784111805811,0.022590753658072157
6,3,1,5242.75,230962.58,0,2548,47491,6,2001-01-03,90.6446546310832,0.022699564578816188
6,4,1,6548.33,231475.35,0,2344,41150,4,2001-01-04,98.7522824232082,0.02828953493320131
6,5,1,4639.2,209883.52,0,1953,30105,6,2001-01-05,107.46724014336917,0.02210368875078901
6,6,1,4947.46,250991.03,0,3285,23617,8,2001-01-06,76.40518417047184,0.019711700453996304
6,7,1,3766.0,204845.96,0,2348,41961,6,2001-01-07,87.24274275979556,0.018384546124317024
6,8,1,4790.85,253390.72,0,3370,59699,8,2001-01-08,75.19012462908012,0.018906967074405884
6,9,1,5337.85,237629.99,0,2814,59029,8,2001-01-09,84.44562544420754,0.02246286337848182
6,10,1,4187.48,251279.77,0,4071,51810,8,2001-01-10,61.724335544092355,0.016664612515364847
6,11,1,18858.92,510925.68,1,4855,41081,2,2001-01-11,105.23700926879505,0.03691127836831376
6,12,1,19463.8,503159.85,1,5005,47692,3,2001-01-12,100.53143856143856,0.03868313419681638
6,1,2,18672.77,514533.05,1,5266,37143,3,2001-02-01,97.70851690087352,0.03629071057728945
6,2,2,3422.35,203208.65,0,2522,51648,2,2001-02-02,80.57440523394132,0.01684155669554421
6,3,2,3683.07,216179.08,0,2566,44627,2,2001-02-03,84.24749805144192,0.017037124961397747
6,4,2,2246.97,197715.09,0,2825,29864,2,2001-02-04,69.98764247787611,0.011364686428334832
6,5,2,5154.11,238228.54,0,2711,44172,4,2001-02-05,87.87478421246773,0.0216351491723032
6,6,2,3400.49,205507.23,0,2355,35624,8,2001-02-06,87.26421656050955,0.01654681443567703
6,7,2,2786.19,206115.97,0,3297,41549,4,2001-02-07,62.5162177737337,0.013517584299751252
6,8,2,4880.94,222445.28,0,2576,41732,2,2001-02-08,86.35298136645963,0.021942205292016084
6,9,2,5366.47,230054.51,0,3219,39591,5,2001-02-09,71.46769493631562,0.02332694977377318
6,10,2,4739.47,242769.84,0,2955,45820,7,2001-02-10,82.15561421319796,0.01952248269389641
6,11,2,17697.22,493444.0,1,4751,61482,3,2001-02-11,103.86108187749947,0.035864697919115444
6,12,2,19256.14,512760.34,1,4569,38985,8,2001-02-12,112.22594440796674,0.03755387945955414
6,1,3,20781.54,534131.81,1,4751,52899,2,2001-03-01,112.42513365607242,0.03890713792163024
6,2,3,4217.57,223884.82,0,3345,29953,7,2001-03-02,66.93118684603887,0.01883812399607977
6,3,3,7067.17,254694.28,0,2847,40428,4,2001-03-03,89.46058306989814,0.027747658879500554
6,4,3,4953.68,232862.24,0,2965,43141,5,2001-03-04,78.53701180438448,0.02127300673565624
6,5,3,5457.98,243834.18,0,2979,54322,7,2001-03-05,81.85101711983887,0.02238398242608973
6,6,3,6014.27,241200.96,0,2339,44296,8,2001-03-06,103.12140230867892,0.024934685168748916
6,7,3,6482.19,252013.12,0,2884,52091,8,2001-03-07,87.38319001386962,0.025721637032230703
6,8,3,1437.01,188133.17,0,2657,47686,6,2001-03-08,70.80661272111405,0.007638259643421731
6,9,3,5197.28,197187.87,0,1340,31212,7,2001-03-09,147.15512686567163,0.026356996502878195
6,10,3,4538.44,237674.69,0,2515,55964,3,2001-03-10,94.50285884691849,0.019095175847289418
6,11,3,19122.51,506433.4,1,4999,48264,7,2001-03-11,101.30694138827766,0.03775918018045413
6,12,3,17256.61,489240.66,1,4956,44715,3,2001-03-12,98.7168401937046,0.03527223187050725
7,1,1,18708.53,503306.85,1,4703,52394,7,2001-01-01,107.01825430576227,0.03717122069767181
7,2,1,3799.03,209257.6,0,2889,49934,2,2001-01-02,72.4325372101073,0.018154800590277246
7,3,1,5366.6,246444.1,0,3241,41701,6,2001-01-03,76.03952483801297,0.021776135034273492
7,4,1,5819.4,232193.89,0,2187,46835,6,2001-01-04,106.1700457247371,0.025062674991146405
7,5,1,4312.16,222819.55,0,3052,33765,4,2001-01-05,73.00771625163827,0.01935270042507491
7,6,1,7289.92,274661.55,0,3148,56834,8,2001-01-06,87.24953939008894,0.026541465305209268
7,7,1,5101.83,231876.12,0,2756,47821,3,2001-01-07,84.13502177068214,0.0220023950719893
7,8,1,4015.36,221190.48,0,3129,44525,7,2001-01-08,70.69046979865772,0.0181534033471965
7,9,1,5704.56,240409.93,0,3053,45023,7,2001-01-09,78.74547330494595,0.023728470783215987
7,10,1,3478.82,229120.33,0,3102,48030,2,2001-01-10,73.86213088330109,0.015183375477854803
7,11,1,17409.93,490718.5,1,4799,31759,7,2001-01-11,102.25432381746197,0.0354784464005331
7,12,1,19589.74,520815.91,1,4890,42305,3,2001-01-12,106.50632106339468,0.03761355907886916
7,1,2,16436.02,481584.69,1,5126,48278,8,2001-02-01,93.94941279750293,0.03412903346242174
7,2,2,4900.2,221852.66,0,1927,45288,5,2001-02-02,115.12852101712507,0.02208763239530236
7,3,2,5514.63,240902.26,0,3275,46622,5,2001-02-03,73.55794198473282,0.022891566065009104
7,4,2,4388.45,229488.88,0,2799,52889,6,2001-02-04,81.98959628438729,0.019122713048231356
7,5,2,5585.5,243101.4,0,3070,37361,7,2001-02-05,79.18612377850162,0.02297600918793557
7,6,2,4117.32,218658.65,0,2495,38126,5,2001-02-06,87.63873747494989,0.018829897650973332
7,7,2,4725.12,221084.59,0,2417,48500,2,2001-02-07,91.47066197765825,0.02137245296019953
7,8,2,6446.04,266555.19,0,3778,33981,7,2001-02-08,70.55457649550027,0.024182759300240973
7,9,2,4734.5,241798.38,0,2964,45946,5,2001-02-09,81.5784008097166,0.0195803627799326
7,10,2,4307.9,218318.78,0,2617,54057,6,2001-02-10,83.42330149025602,0.019732154970818358
7,11,2,18879.97,502262.59,1,4571,48640,2,2001-02-11,109.88024283526582,0.03758983921139737
7,12,2,16951.95,473092.34,1,4554,43165,7,2001-02-12,103.88501097935881,0.03583222252129468
7,1,3,18407.14,518988.06,1,5090,55552,4,2001-03-01,101.96229076620826,0.03546736701418526
7,2,3,5394.91,237380.29,0,2897,43790,6,2001-03-02,81.94003797031412,0.022726865823611553
7,3,3,2982.31,212205.68,0,2844,41733,5,2001-03-03,74.61521800281294,0.014053865099181134
7,4,3,4814.83,232539.38,0,2689,40231,2,2001-03-04,86.47801413164746,0.02070543922496052
7,5,3,4714.53,240903.79,0,2872,39751,2,2001-03-05,83.88014972144848,0.019570177787572373
7,6,3,6546.13,261540.38,0,2997,52789,8,2001-03-06,87.2673940607274,0.025029136992153946
7,7,3,3678.91,224562.76,0,3045,49786,4,2001-03-07,73.7480328407225,0.016382547132926223
7,8,3,6337.14,243393.42,0,2257,38643,6,2001-03-08,107.83935312361542,0.026036611836096474
7,9,3,4568.0,236724.19,0,3394,42826,3,2001-03-09,69.74784619917502,0.01929671826102774
7,10,3,4647.86,229548.54,0,2831,54069,5,2001-03-10,81.08390674673261,0.020247830807375206
7,11,3,18072.26,492852.53,1,4604,48602,3,2001-03-11,107.04876846220678,0.036668696820933426
7,12,3,20982.37,534668.87,1,4926,42838,2,2001-03-12,108.54016849370686,0.03924367244346954
8,1,1,18248.71,496733.72,1,4902,28220,3,2001-01-01,101.33286821705425,0.03673740933069734
8,2,1,6419.73,257866.43,0,3352,43680,7,2001-01-02,76.92912589498806,0.024895563179743868
8,3,1,6948.33,235475.12,0,2814,44289,5,2001-01-03,83.6798578535892,0.029507703404079377
8,4,1,4830.51,219469.0,0,1999,40654,7,2001-01-04,109.78939469734867,0.02200998774314368
8,5,1,6074.75,248171.52,0,2989,41926,3,2001-01-05,83.02827701572431,0.024478030355779747
8,6,1,4269.84,234150.62,0,3185,47181,3,2001-01-06,73.51667817896389,0.018235441785291878
8,7,1,1959.15,183360.37,0,2844,45010,8,2001-01-07,64.47270393811533,0.010684697025862241
8,8,1,4536.33,204227.36,0,2325,42093,8,2001-01-08,87.83972473118278,0.02221215609896735
8,9,1,6924.35,243088.21,0,2405,38113,4,2001-01-09,101.07617879417879,0.02848492734386419
8,10,1,2426.36,195953.32,0,2654,35806,7,2001-01-10,73.8332027128862,0.012382336772859985
8,11,1,17972.05,494653.62,1,4600,44321,2,2001-01-11,107.53339565217391,0.036332595726278116
8,12,1,17382.19,503051.8,1,5146,48339,7,2001-01-12,97.75588806840264,0.034553479383236475
8,1,2,17349.58,484887.32,1,4679,50062,4,2001-02-01,103.63054498824535,0.03578064280996253
8,2,2,4828.87,243228.73,0,2946,49903,2,2001-02-02,82.56236591989138,0.01985320566365659
8,3,2,7179.47,279491.54,0,3203,42946,5,2001-02-03,87.25930065563533,0.025687611152738293
8,4,2,6533.64,231481.46,0,2308,37587,2,2001-02-04,100.29525996533795,0.028225327419310386
8,5,2,4699.32,212047.38,0,2270,41110,5,2001-02-05,93.41294273127754,0.022161650853691282
8,6,2,3730.61,228560.36,0,2530,39301,3,2001-02-06,90.34006324110672,0.016322209152978235
8,7,2,4818.73,224658.35,0,2919,52094,4,2001-02-07,76.96414868105516,0.02144914711605422
8,8,2,2506.76,163384.82,0,1739,33975,3,2001-02-08,93.95331799884991,0.015342673817555389
8,9,2,6660.66,244993.74,0,2321,55599,8,2001-02-09,105.55525204653166,0.02718706200411488
8,10,2,5384.58,246478.69,0,3113,37792,7,2001-02-10,79.17722132990684,0.021846026526674577
8,11,2,18330.06,491820.53,1,4769,49476,8,2001-02-11,103.12864961207801,0.03726981466186456
8,12,2,19306.25,501802.82,1,4526,45692,7,2001-02-12,110.87114891736633,0.03847377740922221
8,1,3,20853.54,545638.28,1,5010,49564,3,2001-03-01,108.90983632734532,0.03821861618653295
