Feature,Importance
shape5_S,0.0035967401015220175
same_shape_4_5,0.0035713807921367285
shape_repeat_3,0.003566615405208341
color0_y,0.003552887544078971
shape1_T,0.0035524991692829516
first_shape_S,0.00353324952436203
color7_r,0.0035308808224539575
shape6_D,0.003522857271378061
last_color_b,0.003516991716358202
color7_y,0.0035072908459500853
same_shape_0_1,0.003496953919984101
last_color_g,0.0034913324417520193
same_shape_5_6,0.0034882434984125853
shape0_C,0.00348166191252444
shape3_T,0.0034803297151869065
shape4_S,0.0034677606806019813
shape6_T,0.003463206313929418
shape4_D,0.003452945776304163
shape_repeat_2,0.0034419768429639116
shape5_T,0.003425753983370872
shape_repeat_6,0.0034231222892073415
first_color_r,0.0034099219430879083
shape4_C,0.0034055871699876696
color0_b,0.003402652534985574
shape7_S,0.003380129355963778
shape2_C,0.0033586866316537064
shape5_D,0.0033553157115006633
color6_r,0.0033511279254101467
shape3_C,0.003349973176876026
last_color_r,0.0033408765753614577
shape7_T,0.003331442980880304
shape2_T,0.0033031030345910956
shape0_S,0.003298684631584675
shape1_D,0.003269548788470415
shape4_T,0.003262100364485759
shape7_D,0.0032496435127306964
shape6_C,0.003233026671840959
last_shape_C,0.0032216457286645523
shape2_S,0.0032181142785963728
color7_b,0.003177459706373384
shape0_D,0.0031759110709535894
shape7_C,0.003171157372465453
shape0_T,0.0031679247793543652
first_shape_D,0.0031619009658647463
last_shape_S,0.0031200168504501636
first_shape_T,0.003083402333397074
shape5_C,0.003064741241094124
first_shape_C,0.0030402251878172432
token1_Tb,0.0029973235858372837
trans_TS_3,0.002967063112449781
shape3_S,0.0029659525902751716
last_shape_D,0.0029417451973005244
shape1_S,0.002855518307579653
token3_Sb,0.002842632901655377
token0_Dr,0.002750927443862431
trans_TD_2,0.0027346248752936645
trans_TD_5,0.0026936767332899282
token4_Cy,0.002655678841524543
token1_Dy,0.0026217840897975755
trans_CT_0,0.0026188103511905923
token1_Cr,0.0025749850781063978
token6_Tg,0.0025711512377286664
trans_CD_4,0.0025626655916935167
token7_Tb,0.002556756648393086
token0_Tr,0.002537535552744877
trans_CC_0,0.0025348634230324906
token4_Dr,0.0025195680222051126
trans_SC_0,0.002518064299277777
trans_ST_5,0.002514418583449388
token6_Db,0.002512512713803519
trans_TD_4,0.0025014535859512275
trans_TC_1,0.002479680745062874
trans_SS_2,0.0024612690365356294
trans_CT_4,0.002457113155993979
token4_Ty,0.0024444885904343207
trans_DT_3,0.002440214962401928
token2_Sb,0.002426545736634712
token2_Tb,0.002402533894227875
token3_Dr,0.0024000511619559853
token6_Sr,0.002394676704318173
token2_Tg,0.002393183223932902
token4_Dg,0.0023838258274266597
token6_Dy,0.002379858664222858
token5_Sr,0.002379469477107656
token7_Cb,0.0023645443865881882
token3_Ty,0.0023624599919537304
token7_Tg,0.002358643796803783
token5_Tg,0.002354549314295816
trans_CT_3,0.0023522375005410497
token2_Sy,0.0023448748941369696
token1_Db,0.002331986575969643
token3_Cg,0.0023319772461515864
trans_SC_2,0.002328542326048959
token4_Dy,0.002323801623777091
trans_CD_2,0.0023221668977793514
token5_Cy,0.00231988238474256
trans_TS_4,0.002317547872603907
token5_Cr,0.002310526854149493
token4_Cb,0.0023104580335592873
token5_Sy,0.0023030052171469106
trans_SD_5,0.0023018144577699436
token3_Cb,0.002301588018567908
token1_Sb,0.002301233542868189
token6_Tr,0.0022994186302770906
trans_DS_6,0.0022963283271464096
token5_Tr,0.002294519827894406
trans_TC_0,0.0022841566815553654
token6_Tb,0.0022788916012015954
trans_DT_1,0.002274560185435458
token6_Cg,0.002272675447920757
token0_Cb,0.0022567611225206034
token3_Db,0.0022563769599218985
token4_Sr,0.0022522522696897724
token5_Db,0.002251570672442881
trans_SS_6,0.0022488632412702796
token2_Db,0.0022476491352257212
token3_Tb,0.002240560108219246
token5_Dr,0.0022392799931332105
token7_Sy,0.002237168883210381
token6_Sg,0.0022316184198378315
trans_DS_2,0.002228173350003172
token5_Tb,0.002226970294022864
token4_Cr,0.002226894515118071
trans_TS_1,0.0022238047023530666
token2_Ty,0.0022177394239826067
token2_Dy,0.002215113555273108
token1_Sr,0.002214442055775388
trans_TD_6,0.002210803826895697
trans_TC_5,0.002204258408778647
token2_Dr,0.002202915168571529
trans_CD_0,0.0022001669417273813
token4_Cg,0.0021989612308920495
token3_Tg,0.0021980930019819224
token6_Cy,0.0021954280712837477
token6_Dg,0.00219491030162196
trans_DC_2,0.0021909111720519103
token5_Dy,0.0021905824515823526
token6_Sy,0.0021905188635899624
trans_CS_3,0.0021791354110901402
token0_Db,0.0021722213328672015
token1_Ty,0.0021712557373760807
token0_Sy,0.0021637473254725575
token0_Tb,0.0021528342335252197
token1_Cb,0.002150678565540659
token5_Ty,0.002145189884198045
trans_TD_0,0.0021421748162321337
trans_TS_0,0.0021401141229776665
trans_TC_4,0.0021303690505978996
token5_Cb,0.002129416306619897
token4_Tb,0.002126040114258811
token4_Db,0.002122366880759748
token7_Cr,0.0021219756316151624
token0_Tg,0.0021171923023599977
trans_SC_6,0.002114471129922566
token4_Tr,0.0021067889408825473
trans_CC_3,0.0021062444704776535
trans_ST_6,0.002099829919352909
token0_Cr,0.0020992368044858993
trans_CT_5,0.0020985895560162644
trans_DD_2,0.0020920119916650005
token3_Tr,0.002090825448283483
trans_DS_0,0.002080686894417074
token7_Dg,0.002079266072016231
token1_Sg,0.0020789137793756365
token7_Db,0.0020774028371985977
trans_CC_5,0.0020695591618442167
token5_Sb,0.0020650687975711382
token1_Tr,0.0020636197040462116
token3_Sg,0.0020618695137035047
token3_Dy,0.002060929408131831
token4_Tg,0.002060798130570082
token3_Cy,0.002054255076542479
token1_Dr,0.0020527967568700826
trans_DC_6,0.002051908865493708
token3_Sy,0.0020497983690217643
token7_Sg,0.002042535760905422
token3_Sr,0.0020423737053629192
token5_Dg,0.0020407239747587255
trans_SD_1,0.0020399372636805326
trans_TT_6,0.0020386992735184923
trans_DT_0,0.0020348780387762517
token6_Sb,0.00202455674645112
token6_Ty,0.002024035101287027
token2_Sg,0.0020160839200411714
trans_DD_0,0.002015635017929531
trans_CS_2,0.0020113790637799616
token7_Ty,0.0020075253907246076
token3_Dg,0.0020030061107026587
trans_TS_5,0.0019994324891960515
trans_TC_6,0.0019928826776239154
trans_ST_4,0.0019866492696946174
token2_Cb,0.0019833525694998282
trans_SD_3,0.0019826241299307117
trans_DD_5,0.0019817225260429505
trans_CT_6,0.001981106744666967
token6_Cr,0.001980407919457479
trans_SC_1,0.001979949466951757
token1_Sy,0.0019731009881768856
token2_Cy,0.0019683681097790277
trans_DC_3,0.0019672047681565997
trans_CT_2,0.0019621024450116008
trans_CS_1,0.001961908266638347
token1_Dg,0.0019613103644245803
token0_Dg,0.0019572345748811136
trans_TD_1,0.0019546420558997583
token1_Cg,0.0019524838094901406
trans_CC_1,0.0019517590213400807
trans_CC_4,0.0019512390978549733
trans_CD_1,0.0019462483659646256
token5_Sg,0.0019402837810868372
token4_Sb,0.0019361019985671502
token7_Sr,0.0019317253739485007
token7_Tr,0.001922471320706541
token2_Cg,0.0019198558486001717
token6_Dr,0.0019193137198744398
trans_SS_4,0.0019123834167477142
token7_Dy,0.0019097922467836508
token6_Cb,0.0019029897875747729
trans_CC_2,0.001902305525006008
token0_Cy,0.0018939803452521985
trans_TT_5,0.0018918701518259953
trans_DS_5,0.0018846694876812633
trans_DC_5,0.0018820126074203809
token1_Cy,0.0018815066048097863
token2_Dg,0.0018811996954202525
token3_Cr,0.0018773812227099423
trans_TS_6,0.0018741986281424232
trans_TT_2,0.0018727637808890164
trans_DC_4,0.001871877318502845
trans_TC_2,0.0018694666875900042
trans_CS_5,0.0018653418344564783
trans_ST_0,0.0018637269372411528
trans_SD_0,0.0018593824439765276
trans_DC_0,0.0018537858768369047
trans_ST_3,0.0018357698925493139
trans_SC_3,0.0018341361432177529
trans_CS_0,0.0018323931653782216
token0_Sr,0.0018310468347279415
token5_Cg,0.0018298162416867541
token4_Sg,0.0018159470282611409
token7_Sb,0.0018129452505296184
trans_DT_5,0.0018107629769897205
trans_DT_4,0.001809462878047679
trans_ST_1,0.001807394802382358
token2_Sr,0.0017995994919486325
trans_SS_0,0.0017963865506055252
token7_Dr,0.001794197595004897
trans_CS_6,0.0017916026297258093
trans_DD_3,0.0017860553040892598
trans_DC_1,0.0017836540429903467
trans_TS_2,0.0017830928565115123
trans_CD_5,0.0017790543354964405
trans_SD_2,0.0017752860757204176
token1_Tg,0.0017730748711929346
trans_CS_4,0.0017701809522555313
trans_SS_5,0.0017588156116368212
trans_SC_5,0.0017572645258204043
token0_Ty,0.0017500297527477512
trans_DT_2,0.0017499640478145714
trans_SD_6,0.0017487045341131723
token2_Cr,0.0017470548554894805
trans_DS_3,0.00174301214760216
token2_Tr,0.00172933999978479
trans_SS_1,0.0017082425045573946
token7_Cy,0.001706111543141277
token7_Cg,0.001696503567440153
token4_Sy,0.0016908932124803922
trans_CD_6,0.0016799110992586023
trans_DD_6,0.0016734813183599438
token0_Dy,0.0016708068125367683
trans_DD_4,0.001664719009071142
trans_SS_3,0.0016630220844352666
trans_DS_4,0.0016611636074845874
trans_TT_4,0.0016573204249091917
trans_SC_4,0.0016461328439146777
trans_TC_3,0.001645887479082302
trans_TT_0,0.00164173525463388
trans_SD_4,0.0016348534866650916
token0_Cg,0.0016337086982980136
token0_Sg,0.001627710134607978
trans_CT_1,0.0016060225425339994
trans_CD_3,0.0016025751765763733
trans_TT_3,0.001585771040927223
trans_CC_6,0.0015511519928797406
trans_ST_2,0.0015501308400837713
token0_Sb,0.0015335958480349181
trans_TT_1,0.0015271318099980352
trans_TD_3,0.001501839648565217
trans_DT_6,0.001500786730380613
trans_DS_1,0.001463392055356876
trans_DD_1,0.0014146243462968703
shape_repeat_0,0.0
color_repeat_0,0.0
