feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
0.784,-0.331,1.9643,1.4915,1.9699,0.3703,-1.4726,-0.5162,0.7688,1.5893,0.1327,0.7961,-1.5161,0.7696,1.7926,0.5566,0.5643,-2.0766,1.6923,-1.1261,-1.0207,-0.7444,0.4757,0.6316,0.5839,0.5268,1.4773,-0.2395,-0.9332,-0.391,-0.106,1.6133,3
-0.9175,0.0536,-1.0739,1.3427,0.6721,-1.003,0.2922,-2.4017,1.3429,-0.4576,-0.0923,0.4803,-0.479,-0.2578,0.7067,-0.3603,0.6986,-0.0118,-0.4011,-0.5443,0.8397,-1.4382,0.3215,0.4873,-1.2191,-1.1138,-0.3772,-1.0107,0.8111,-1.8746,-0.5979,-0.9018,3
-0.9905,0.5472,0.1572,-0.1135,0.1727,0.9627,-0.0765,2.0733,-0.1377,0.9385,-0.6893,-1.4593,-1.0099,0.4658,0.0748,-1.4103,-0.6671,-0.746,-1.8799,-0.3023,-0.4082,-0.1698,-0.5335,0.8311,1.8637,-0.0581,0.4715,1.1218,0.2396,-0.2028,-1.6094,-0.9301,2
-1.3161,0.7304,-0.339,-0.623,0.7017,0.3419,-0.7055,-1.9554,-1.8388,0.4573,-1.2257,1.0737,-0.3992,1.2493,0.4642,0.9821,0.1828,-0.4172,-0.6017,-1.4425,1.3336,-0.4663,1.4103,0.3665,-0.3592,0.0657,0.1278,2.0241,-1.3417,0.5178,-0.5659,0.8374,3
0.0583,1.6348,1.2574,0.4959,0.7517,-0.5923,0.5646,0.0043,1.2531,0.3799,-0.3689,-0.1671,0.0465,1.2744,0.7491,0.4665,1.5543,0.561,-0.0649,-1.4053,1.1354,-0.6188,2.2286,2.2289,-1.4998,0.3843,-0.7721,-0.6695,1.4935,-0.8187,-0.7106,-0.948,2
-1.34,0.2593,1.6827,-0.0353,1.2171,0.3094,-1.2618,-0.9195,1.4184,-0.6421,-0.1452,0.1731,0.441,0.2433,1.2482,-1.7242,0.6016,-0.634,0.0406,2.029,-2.3494,0.0678,1.4621,-0.1074,0.1292,0.6964,-0.8972,0.0023,0.3653,0.5827,1.1176,1.3992,3
-0.0859,0.2339,1.0488,-2.2361,1.4693,-0.7307,0.1151,-0.9169,0.9274,-0.5034,0.118,-1.8466,-0.7835,0.5127,0.7253,-1.4142,-0.2939,-2.1386,1.3537,-0.3734,-0.7398,0.598,1.2905,0.9813,1.8466,-0.2225,1.4734,0.3641,-1.1226,1.6288,-0.8129,-1.9404,3
0.9973,0.67,0.0375,-0.6113,-1.071,0.6533,0.7872,-1.8635,-1.1701,0.1625,0.6534,0.2279,0.6997,-0.5302,-0.2851,-0.3683,0.4486,-0.689,-2.6975,-0.219,-0.3221,-0.0733,0.0509,0.5905,-1.7845,2.0809,-0.4069,-0.0899,-1.2356,1.5727,-1.4881,-1.9021,3
0.4658,-0.6367,0.0804,-0.074,-1.2014,0.3004,1.693,1.0296,0.294,-0.556,-1.0856,0.7809,0.5729,1.3163,-0.1547,0.7139,-0.7117,-0.8123,0.2476,-0.1156,-0.1136,1.5151,0.6486,-1.9174,-1.9158,1.0721,-0.673,0.4647,0.7362,0.4517,-1.7828,-0.7248,0
-1.1076,-0.4599,-0.4842,0.835,0.5434,-0.5293,0.178,-0.8579,-0.1068,0.4767,0.6695,-0.2322,1.1571,1.7169,-0.349,1.0809,-0.9581,-1.6524,0.0426,-0.7919,-0.5636,-0.9837,-1.1809,-0.3902,-1.7996,-1.098,0.3888,0.2721,-0.8667,1.7537,0.4595,1.5314,1
-1.4883,0.0798,-0.0156,0.4801,0.1081,1.3768,-0.721,-0.133,0.7039,-1.8225,1.2959,-0.9377,0.2053,0.9653,0.8762,0.5544,-1.5377,-0.9212,-0.3707,-0.569,-0.1133,0.1411,0.1646,0.1967,-1.7592,0.0167,-0.0311,-0.504,-0.1539,0.3899,-0.3961,0.846,3
-0.2989,1.0671,1.6749,-2.7008,0.6015,-0.9781,0.5447,1.0679,-0.8765,-1.3758,0.2581,1.3603,-0.2939,-0.1814,0.7049,-0.2776,-0.3954,0.2813,-1.8191,-0.2197,1.2666,1.1659,-0.5121,-1.2653,-0.7115,0.1951,-0.3114,0.0481,0.707,0.5017,-0.5854,1.9119,2
-1.5947,1.145,0.6783,-0.8807,1.1061,-0.8255,0.5502,0.0977,0.2835,-0.7507,-1.4711,2.2977,-0.0725,0.1556,0.2686,0.8092,0.8324,-0.204,1.4052,0.4496,-0.7108,-0.3407,1.3951,-0.9475,-1.2608,-1.6881,0.8561,-0.928,-1.2409,-0.2089,0.2026,-0.3626,1
-0.3681,-0.1062,0.3145,-1.6341,1.9668,1.1588,-0.315,1.2821,0.311,-0.3367,0.3141,-0.2909,0.5464,1.9352,-0.6122,-1.0628,0.8665,1.2528,-2.1032,2.2767,1.1324,0.7445,0.1772,-0.1217,2.2845,-1.3645,-0.0279,0.1503,-1.9671,-0.5316,-0.5017,0.9879,0
-0.9157,0.0679,0.2879,-1.1245,-1.4498,-0.1586,0.1706,-0.1109,0.8791,-0.6572,-1.1013,-1.1794,1.9887,-0.1614,0.2199,-0.941,1.5837,-0.2761,-0.8154,2.6046,-0.3703,-0.7198,-0.2,1.4773,0.6194,1.0471,-0.7233,1.02,-1.3902,-1.635,0.365,0.0214,1
-0.0782,-1.3747,-1.2509,-1.7976,1.3305,-2.4397,-1.1741,-0.7533,-0.4245,-0.7479,0.5724,-1.1805,0.2049,-0.4423,1.0144,-0.4739,-0.6957,1.3083,-0.8249,0.1211,-1.9849,0.6335,1.1623,-0.504,-0.4779,0.6642,0.1244,0.0322,0.4902,0.1382,1.1641,0.8872,0
-0.0129,0.8021,0.9944,0.8203,0.6734,0.2554,-1.3031,-2.1792,-0.2072,-3.0532,-2.4433,0.4872,0.1935,1.7504,-0.8158,-1.1784,-0.5787,0.3434,0.6596,-0.4326,0.5676,-0.4275,0.0204,-0.377,0.0941,0.3041,0.9893,1.2828,1.3129,-1.7759,-0.4776,-0.0926,3
0.1172,-0.4993,1.9301,-1.0572,-0.1234,0.022,0.7498,-1.0585,0.0888,0.1228,1.8273,0.8775,2.3099,0.5534,-1.1289,1.1165,0.5359,-0.5181,0.2784,-0.043,-0.0738,-2.2083,-0.6161,0.621,0.4692,-1.5642,0.7559,0.1607,0.9529,-1.1608,0.1815,-0.7188,0
-1.6749,0.6102,0.1454,-1.2284,1.5885,0.6697,0.6125,-1.1502,-0.779,1.2869,-0.7626,2.0219,-1.2626,-1.2556,0.4534,-1.1224,-0.2001,-0.3516,1.309,-1.002,-0.5764,-0.2883,-0.7769,0.0866,0.5767,-0.2447,-0.1821,0.7541,0.8684,-1.4778,1.1173,-1.7905,3
