feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,label
-0.6153,-1.8119,-0.8291,-1.0727,-1.3668,-1.1623,0.3542,0.1442,1.2902,-1.9407,1.817,-0.8516,-1.0525,-1.244,0.555,0.0334,1.3391,1.8304,0.3708,-0.5138,-0.8896,0.6366,-0.0421,-0.0137,-0.2465,0.4497,-0.5988,0.0259,-1.29,0.6527,1.4473,-0.1532,0
-0.8972,-0.5687,0.5182,0.3286,0.8944,-0.0045,-0.123,0.2533,-0.6964,-0.2522,0.0846,0.0954,1.1679,-1.0018,0.5165,0.0955,-1.2881,-0.1475,-1.5076,0.1954,-0.6253,-0.5284,-1.7369,-0.5833,0.4467,1.563,0.3662,-0.8196,-2.1047,-0.7283,-1.1541,-0.3147,2
-0.29,-1.4711,0.8649,-1.093,-0.4707,0.1446,0.0968,-3.5877,-0.8187,-0.8344,0.5091,-0.3699,-0.1842,0.258,-1.6323,-0.5111,-1.3224,1.511,0.4955,0.1639,-0.0722,0.037,1.4238,2.1739,1.1978,-2.932,-0.7781,0.7204,-0.4305,1.5289,0.4962,2.5422,0
-1.2359,-0.2386,0.3941,0.3256,0.2099,1.5855,0.2348,-0.0918,-0.4323,-1.8775,0.964,-1.3419,0.6653,-0.0971,0.187,-0.712,-0.3298,-1.0918,-0.6563,-0.2344,0.4373,2.073,-1.5411,-0.9168,-1.4545,-0.6525,-0.4531,-0.3746,1.1795,-1.2935,-0.0905,-0.9874,1
1.6101,0.0305,-0.301,-1.4217,0.1016,-2.0065,-0.1311,-2.0443,0.0928,-0.1049,0.2913,-0.724,-1.6616,-1.1978,-1.1129,-0.7984,-0.4507,-1.4678,-0.1479,-1.4713,0.1721,0.7827,-1.1135,-0.9035,1.8547,-1.6924,-0.3422,-0.9453,-1.1986,0.1417,-0.4589,-0.0547,2
-2.4286,-0.3725,2.1371,-1.5076,-0.9997,0.2224,-0.1278,1.7823,1.3694,-1.144,-1.0104,1.4526,0.3035,-0.7172,-2.4322,0.6165,0.1852,-0.6443,0.2366,-0.7242,-0.9191,1.0925,-0.5142,0.5104,2.0309,1.4049,0.2308,0.6612,-1.824,0.2223,1.9917,1.3398,1
0.0459,1.2736,-0.4891,1.1917,-1.1221,-1.5807,1.2925,0.8578,0.2323,-0.1082,1.3519,-0.4496,-1.1299,0.4107,-0.1108,-0.5458,1.2473,0.877,-2.5168,-0.1494,1.4416,-0.0914,0.3842,0.1808,-0.7937,0.96,0.8044,-1.4364,-2.0194,-0.4667,0.1424,0.2809,0
0.32,0.2996,-0.323,1.8265,-0.0176,-0.0262,0.5086,0.1798,-1.2362,-0.0191,-0.2424,0.012,-1.3299,-3.4743,-0.7337,-0.1631,0.6046,-0.1278,-0.3836,0.5259,-0.3083,-0.3748,0.1224,0.7121,1.2068,0.5669,-0.3824,0.2368,-0.2419,-0.313,-0.5384,-0.7195,3
-0.5137,0.6877,1.9256,1.7482,-0.8518,0.3141,0.085,0.7995,0.2808,-0.1877,0.1505,2.0424,-0.6302,-0.0473,-0.2164,-0.6992,0.2951,1.0389,1.4303,2.2273,-0.8981,1.7199,1.2189,-2.5993,2.6918,-0.4617,2.8094,1.2726,-0.7526,0.4187,-0.7755,-1.0003,3
-0.1636,-2.2358,0.6722,-0.8689,0.8652,3.5517,-0.4911,-0.5528,-0.4242,0.82,-0.2955,0.2757,1.5618,1.0711,2.5376,0.8734,-2.1811,1.1743,1.5624,-0.5385,-0.9092,-1.2786,0.2293,0.7049,0.5384,-0.2288,-0.8745,-0.3222,1.6359,-0.0638,-1.6858,1.1346,3
-0.4222,1.819,-0.4066,-0.7258,-0.048,0.0565,-0.1587,-0.1482,0.4827,-0.3742,-0.6114,0.9326,-2.0487,1.5124,-0.9169,-0.7408,-0.1754,1.0376,-1.5354,-0.2959,0.1531,0.6093,0.4731,-1.2333,0.5518,-1.2732,-0.6339,0.9045,-0.4856,-1.36,0.9869,-0.8209,2
1.3998,-0.0379,-0.6016,-0.7674,0.2493,-0.2775,-0.5682,-0.8781,0.3938,-1.3723,0.269,-0.2959,0.053,-0.2062,1.106,-2.5017,-0.3448,-1.5497,-1.4291,-0.526,0.9095,0.1171,-0.5559,-1.1649,0.5666,1.3512,-0.1671,-0.2638,1.115,-0.1736,0.1289,-0.1237,3
-1.1764,0.9914,1.3908,-2.6776,-0.7462,-1.2659,-0.411,-1.7727,-0.828,0.9335,-0.1858,0.9902,0.1894,0.2892,-0.2997,-0.2153,-2.2266,1.3668,0.3514,-0.2899,-1.7619,0.2772,0.0228,1.2875,0.3512,-0.1392,-0.2208,0.9352,-0.6682,1.4125,-0.3529,0.3097,3
-0.4182,-0.6479,1.0153,-0.3978,-1.1843,-0.3822,0.1883,-0.4299,1.2012,0.3305,-0.6196,-0.6375,0.6309,0.6676,-1.6719,2.3653,1.7331,-3.2545,-0.0687,-1.3611,-0.4537,1.3114,-1.8072,1.0158,-0.0121,-0.6398,1.2764,-1.4309,-0.8474,-2.7271,-0.3656,0.3073,2
0.1906,0.4693,-1.2025,-0.926,-0.7608,-0.2641,1.2426,0.2664,0.0096,-2.0487,0.5589,-0.616,0.0229,0.6805,-0.7141,-0.5356,-0.5057,0.8328,0.5678,-1.3025,0.2294,-1.5323,-1.2335,-0.0351,0.644,-0.5007,0.2149,-0.4915,-0.7633,-0.4045,-1.3884,-1.0786,1
-0.1968,-1.3082,-0.7925,-0.8152,0.1903,1.9268,1.9824,-0.2116,0.8704,0.718,0.1795,-1.3014,1.2121,-0.8808,-0.1213,0.5533,0.3293,-0.1034,0.2481,-2.1324,2.4237,0.2302,0.0691,-0.5868,0.0516,-0.0759,-1.1788,0.1841,-0.4595,-0.1972,-0.8886,0.2205,1
-0.262,-0.8375,-1.0016,1.0403,-1.162,0.089,0.7679,-0.132,0.1655,-0.8221,0.3968,-1.2849,-1.3883,-0.766,1.506,-1.5177,1.0931,-0.0064,-0.374,0.2785,0.8867,-1.0362,-0.0771,1.532,-0.5734,-0.186,1.6599,-0.5907,-0.1761,0.647,-0.7559,-0.6077,3
0.2334,1.4243,-0.3794,-0.5745,-0.3963,0.1948,0.8443,-1.7095,-1.542,0.0064,-1.6371,2.0296,1.6022,-0.9586,-1.0387,-1.311,0.7942,0.6386,1.8309,0.7459,-0.3066,0.6891,0.6931,1.0168,-2.3167,-0.1381,-0.419,0.0584,0.089,-2.2473,0.1514,-0.1225,1
-0.4892,1.6529,-0.4111,1.3792,-0.3267,1.9436,-0.1905,-1.1315,-0.9401,0.8128,-0.3319,0.2938,-0.1272,0.5803,-1.0621,-1.1531,0.2906,-0.6582,1.2537,-1.2453,2.0775,2.2023,0.6024,1.387,-0.9319,-0.6885,0.8127,-2.5416,-0.1146,1.8932,0.6803,-1.4214,0
0.0837,-1.6915,0.9369,-0.1278,0.4522,-0.2107,-2.6863,1.4903,1.3218,0.0763,-1.1436,0.72,-0.499,-0.6625,1.6052,0.0481,0.2358,-0.9723,1.6844,0.9244,-1.0642,0.2797,0.7131,-0.0149,-0.1903,1.4569,1.4186,-1.9725,1.4296,-1.1731,-1.5236,-0.8339,0
